timestamp_utc,BTC,ETH,SOL,XRP,DOGE,BNB,ADA,LINK,AVAX,DOT,MATIC,LTC
2026-06-19T00:15:53+00:00,62799,1708.3,69.57,1.14,0.083369,577.63,0.163284,7.99,6.29,0.970881,,43.8
2026-06-19T00:16:53+00:00,62808,1708.44,69.57,1.14,0.083371,577.75,0.163298,7.99,6.29,0.970917,,43.8
2026-06-19T00:17:54+00:00,62811,1708.54,69.58,1.14,0.083405,577.69,0.163321,7.99,6.29,0.971134,,43.82
2026-06-19T00:18:54+00:00,62805,1708.65,69.57,1.14,0.083416,577.76,0.163332,7.99,6.29,0.97097,,43.82
2026-06-19T00:19:55+00:00,62823,1709.97,69.58,1.14,0.083441,577.98,0.163415,7.99,6.3,0.971352,,43.81
2026-06-19T00:20:55+00:00,62874,1710.98,69.6,1.14,0.083463,578.23,0.163456,8.0,6.3,0.971666,,43.81
2026-06-19T00:21:56+00:00,62847,1710.31,69.59,1.14,0.083476,578.03,0.163477,8.0,6.3,0.972139,,43.82
2026-06-19T00:22:56+00:00,62843,1710.26,69.6,1.14,0.083476,577.97,0.16349,8.0,6.3,0.972144,,43.81
2026-06-19T00:23:57+00:00,62859,1710.62,69.61,1.14,0.08349,578.09,0.163517,8.0,6.3,0.972321,,43.81
2026-06-19T00:24:57+00:00,62884,1711.27,69.61,1.14,0.083516,578.34,0.163594,8.0,6.3,0.972537,,43.81
2026-06-19T06:55:01+00:00,62800,1698.31,68.52,1.13,0.082486,573.89,0.160254,7.87,6.02,0.957768,,43.48
2026-06-19T06:56:04+00:00,62805,1698.2,68.54,1.13,0.082517,574.11,0.160305,7.87,6.02,0.957803,,43.49
2026-06-19T06:57:05+00:00,62804,1698.14,68.55,1.13,0.082537,573.64,0.160312,7.87,6.02,0.957598,,43.48
2026-06-19T06:58:05+00:00,62814,1698.12,68.56,1.13,0.082549,573.7,0.1603,7.87,6.02,0.95765,,43.48
2026-06-19T06:59:06+00:00,62847,1699.3,68.63,1.13,0.082605,574.02,0.160413,7.88,6.03,0.958629,,43.48
2026-06-19T07:00:06+00:00,62851,1699.48,68.65,1.13,0.08262,574.12,0.1605,7.88,6.03,0.958937,,43.48
2026-06-19T07:01:09+00:00,62842,1698.92,68.65,1.13,0.082626,574.13,0.160526,7.89,6.03,0.959378,,43.49
2026-06-19T07:02:10+00:00,62849,1698.66,68.65,1.13,0.082626,574.14,0.160524,7.88,6.03,0.959442,,43.49
2026-06-19T07:03:10+00:00,62844,1698.6,68.65,1.13,0.082622,574.12,0.160538,7.88,6.03,0.959751,,43.48
2026-06-19T07:04:11+00:00,62812,1697.22,68.64,1.13,0.082595,574.0,0.160538,7.88,6.03,0.959357,,43.48
2026-06-19T08:49:33+00:00,BTC,62596.00,0.0000,-2.8829
2026-06-19T08:49:33+00:00,ETH,1695.28,0.0000,-3.0692
2026-06-19T08:49:33+00:00,SOL,68.57,0.0000,-4.6027
2026-06-19T08:49:33+00:00,XRP,1.13,0.0000,-4.3650
2026-06-19T08:49:33+00:00,DOGE,0.08,0.0000,-3.0831
2026-06-19T09:21:36+00:00,62366,1690.83,68.33,1.12,0.082183,571.55,0.159661,7.83,6.05,0.953927,,43.32
2026-06-19T09:22:40+00:00,62355,1690.71,68.31,1.12,0.082148,571.53,0.159672,7.83,6.05,0.954072,,43.33
2026-06-19T09:23:40+00:00,62309,1689.77,68.3,1.12,0.08213,571.2,0.15967,7.83,6.05,0.953891,,43.32
2026-06-19T09:24:41+00:00,62311,1689.63,68.29,1.12,0.082109,571.28,0.15964,7.83,6.05,0.953757,,43.31
2026-06-19T09:25:42+00:00,62347,1690.66,68.3,1.12,0.082118,571.41,0.159624,7.83,6.06,0.953466,,43.31
2026-06-19T09:26:42+00:00,62372,1691.19,68.3,1.12,0.082124,571.54,0.159621,7.83,6.06,0.953668,,43.32
2026-06-19T09:27:45+00:00,62344,1690.38,68.28,1.12,0.082167,571.45,0.159629,7.83,6.06,0.953545,,43.32
2026-06-19T09:28:46+00:00,62315,1689.79,68.27,1.12,0.082155,571.1,0.159606,7.82,6.06,0.953385,,43.32
2026-06-19T09:29:47+00:00,62323,1689.95,68.27,1.12,0.082148,571.3,0.159607,7.82,6.06,0.953331,,43.33
2026-06-19T09:30:47+00:00,62334,1690.3,68.28,1.12,0.08216,571.35,0.159639,7.82,6.06,0.953594,,43.33
2026-06-19T10:02:58+00:00,62344,1687.88,68.27,1.12,0.082199,571.42,0.159571,7.83,6.06,0.953474,,43.38
2026-06-19T10:04:01+00:00,62339,1687.9,68.25,1.12,0.08218,571.46,0.159525,7.83,6.06,0.953359,,43.38
2026-06-19T10:05:03+00:00,62351,1688.12,68.25,1.12,0.08217,571.58,0.159498,7.83,6.06,0.953204,,43.38
2026-06-19T10:06:04+00:00,62361,1688.11,68.27,1.12,0.082168,571.56,0.159471,7.83,6.05,0.953054,,43.38
2026-06-19T10:07:05+00:00,62348,1688.07,68.27,1.12,0.082164,571.47,0.159427,7.83,6.05,0.952995,,43.38
2026-06-19T10:08:06+00:00,62351,1688.35,68.25,1.12,0.08214,571.34,0.15939,7.83,6.05,0.952631,,43.37
2026-06-19T10:09:09+00:00,62375,1688.97,68.24,1.12,0.082159,571.5,0.159392,7.83,6.05,0.95249,,43.38
2026-06-19T10:10:10+00:00,62431,1690.47,68.26,1.12,0.082148,571.66,0.159442,7.83,6.06,0.952761,,43.39
2026-06-19T10:11:12+00:00,62458,1690.76,68.29,1.12,0.082172,571.57,0.159503,7.83,6.06,0.953011,,43.41
2026-06-19T10:12:13+00:00,62441,1689.5,68.29,1.12,0.082174,571.49,0.15951,7.83,6.06,0.952843,,43.41
2026-06-19T10:21:30+00:00,BTC,62383.00,0.0000,-2.3482
2026-06-19T10:21:30+00:00,ETH,1687.04,0.0000,-2.9651
