timestamp_utc,asset,price_usd,change_1h_pct,change_24h_pct
2026-06-28T08:34:02+00:00,BTC,60150.0,,
2026-06-28T08:34:02+00:00,ETH,1573.31,,
2026-06-28T08:34:02+00:00,SOL,71.16,,
2026-06-28T08:34:02+00:00,XRP,1.05,,
2026-06-28T08:34:02+00:00,DOGE,0.073603,,
2026-06-28T08:34:02+00:00,BNB,555.16,,
2026-06-28T08:34:02+00:00,ADA,0.144937,,
2026-06-28T08:34:02+00:00,LINK,7.29,,
2026-06-28T08:34:02+00:00,AVAX,6.3,,
2026-06-28T08:34:02+00:00,DOT,0.814112,,
2026-06-28T08:34:02+00:00,LTC,42.53,,
2026-06-28T08:35:10+00:00,BTC,60152.0,,
2026-06-28T08:35:10+00:00,ETH,1573.45,,
2026-06-28T08:35:10+00:00,SOL,71.16,,
2026-06-28T08:35:10+00:00,XRP,1.05,,
2026-06-28T08:35:10+00:00,DOGE,0.073607,,
2026-06-28T08:35:10+00:00,BNB,555.28,,
2026-06-28T08:35:10+00:00,ADA,0.144953,,
2026-06-28T08:35:10+00:00,LINK,7.29,,
2026-06-28T08:35:10+00:00,AVAX,6.3,,
2026-06-28T08:35:10+00:00,DOT,0.814122,,
2026-06-28T08:35:10+00:00,LTC,42.55,,
2026-06-28T08:36:14+00:00,BTC,60148.0,,
2026-06-28T08:36:14+00:00,ETH,1573.45,,
2026-06-28T08:36:14+00:00,SOL,71.18,,
2026-06-28T08:36:14+00:00,XRP,1.05,,
2026-06-28T08:36:14+00:00,DOGE,0.073631,,
2026-06-28T08:36:14+00:00,BNB,555.26,,
2026-06-28T08:36:14+00:00,ADA,0.144975,,
2026-06-28T08:36:14+00:00,LINK,7.29,,
2026-06-28T08:36:14+00:00,AVAX,6.31,,
2026-06-28T08:36:14+00:00,DOT,0.814152,,
2026-06-28T08:36:14+00:00,LTC,42.57,,
2026-06-28T08:37:19+00:00,BTC,60148.0,,
2026-06-28T08:37:19+00:00,ETH,1573.61,,
2026-06-28T08:37:19+00:00,SOL,71.19,,
2026-06-28T08:37:19+00:00,XRP,1.05,,
2026-06-28T08:37:19+00:00,DOGE,0.073633,,
2026-06-28T08:37:19+00:00,BNB,555.29,,
2026-06-28T08:37:19+00:00,ADA,0.144985,,
2026-06-28T08:37:19+00:00,LINK,7.29,,
2026-06-28T08:37:19+00:00,AVAX,6.31,,
2026-06-28T08:37:19+00:00,DOT,0.814302,,
2026-06-28T08:37:19+00:00,LTC,42.57,,
2026-06-28T08:38:23+00:00,BTC,60198.0,,
2026-06-28T08:38:23+00:00,ETH,1575.52,,
2026-06-28T08:38:23+00:00,SOL,71.27,,
2026-06-28T08:38:23+00:00,XRP,1.051,,
2026-06-28T08:38:23+00:00,DOGE,0.073675,,
2026-06-28T08:38:23+00:00,BNB,555.67,,
2026-06-28T08:38:23+00:00,ADA,0.14518,,
2026-06-28T08:38:23+00:00,LINK,7.3,,
2026-06-28T08:38:23+00:00,AVAX,6.31,,
2026-06-28T08:38:23+00:00,DOT,0.81464,,
2026-06-28T08:38:23+00:00,LTC,42.62,,
2026-06-28T08:39:29+00:00,BTC,60288.0,,
2026-06-28T08:39:29+00:00,ETH,1578.87,,
2026-06-28T08:39:29+00:00,SOL,71.37,,
2026-06-28T08:39:29+00:00,XRP,1.052,,
2026-06-28T08:39:29+00:00,DOGE,0.073727,,
2026-06-28T08:39:29+00:00,BNB,556.54,,
2026-06-28T08:39:29+00:00,ADA,0.145227,,
2026-06-28T08:39:29+00:00,LINK,7.3,,
2026-06-28T08:39:29+00:00,AVAX,6.32,,
2026-06-28T08:39:29+00:00,DOT,0.815162,,
2026-06-28T08:39:29+00:00,LTC,42.68,,
2026-06-28T08:40:34+00:00,BTC,60343.0,,
2026-06-28T08:40:34+00:00,ETH,1579.77,,
2026-06-28T08:40:34+00:00,SOL,71.48,,
2026-06-28T08:40:34+00:00,XRP,1.053,,
2026-06-28T08:40:34+00:00,DOGE,0.073901,,
2026-06-28T08:40:34+00:00,BNB,557.13,,
2026-06-28T08:40:34+00:00,ADA,0.145499,,
2026-06-28T08:40:34+00:00,LINK,7.31,,
2026-06-28T08:40:34+00:00,AVAX,6.33,,
2026-06-28T08:40:34+00:00,DOT,0.816274,,
2026-06-28T08:40:34+00:00,LTC,42.73,,
2026-06-28T08:41:38+00:00,BTC,60377.0,,
2026-06-28T08:41:38+00:00,ETH,1580.38,,
2026-06-28T08:41:38+00:00,SOL,71.58,,
2026-06-28T08:41:38+00:00,XRP,1.054,,
2026-06-28T08:41:38+00:00,DOGE,0.073977,,
2026-06-28T08:41:38+00:00,BNB,557.44,,
2026-06-28T08:41:38+00:00,ADA,0.14578,,
2026-06-28T08:41:38+00:00,LINK,7.32,,
2026-06-28T08:41:38+00:00,AVAX,6.33,,
2026-06-28T08:41:38+00:00,DOT,0.816791,,
2026-06-28T08:41:38+00:00,LTC,42.77,,
2026-06-28T08:42:42+00:00,BTC,60355.0,,
2026-06-28T08:42:42+00:00,ETH,1579.92,,
2026-06-28T08:42:42+00:00,SOL,71.64,,
2026-06-28T08:42:42+00:00,XRP,1.054,,
2026-06-28T08:42:42+00:00,DOGE,0.07399,,
2026-06-28T08:42:42+00:00,BNB,557.43,,
2026-06-28T08:42:42+00:00,ADA,0.145791,,
2026-06-28T08:42:42+00:00,LINK,7.32,,
2026-06-28T08:42:42+00:00,AVAX,6.33,,
2026-06-28T08:42:42+00:00,DOT,0.816923,,
2026-06-28T08:42:42+00:00,LTC,42.81,,
2026-06-28T08:43:46+00:00,BTC,60341.0,,
2026-06-28T08:43:46+00:00,ETH,1579.69,,
2026-06-28T08:43:46+00:00,SOL,71.74,,
2026-06-28T08:43:46+00:00,XRP,1.055,,
2026-06-28T08:43:46+00:00,DOGE,0.074007,,
2026-06-28T08:43:46+00:00,BNB,557.42,,
2026-06-28T08:43:46+00:00,ADA,0.145753,,
