timestamp_utc,ticker,floor_strike,yes_bid,yes_ask,last_price,volume,open_time,close_time
2026-08-30T00:00:00.822+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0030,0.0040,0.0040,1611582.56,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:02.984+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0030,0.0040,0.0040,1611582.56,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:05.188+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:07.348+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:09.524+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:11.691+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:13.834+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:16.002+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:18.169+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:20.326+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:22.534+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:24.687+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,0.0010,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:26.831+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,1.0000,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:28.999+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,1.0000,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:31.142+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,1.0000,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:33.326+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,1.0000,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:35.485+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,1.0000,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
2026-08-30T00:00:37.629+00:00,KXBTC15M-26AUG292000-00,78241.41,0.0000,1.0000,0.0010,1682856.20,2026-08-29T23:45:00Z,2026-08-30T00:00:00Z
