timestamp_utc,BTC,ETH,SOL,XRP,DOGE,BNB,ADA,LINK,AVAX,DOT,MATIC,LTC
2026-06-25T00:00:16+00:00,60990,1619.78,67.97,1.072,0.076005,563.67,0.147476,7.41,6.44,0.886247,,41.03
2026-06-25T00:01:20+00:00,60987,1619.94,67.98,1.072,0.076023,563.92,0.147479,7.42,6.44,0.88654,,41.05
2026-06-25T00:01:53+00:00,61070.88,1622.11,68.05,1.0734,0.0762,564.86,,,,,,
2026-06-25T00:02:23+00:00,60984,1620.01,67.98,1.072,0.07604,564.12,0.147489,7.42,6.44,0.886575,,41.06
2026-06-25T00:03:26+00:00,60988,1620.13,67.98,1.072,0.076058,564.02,0.1478,7.42,6.45,0.886589,,41.06
2026-06-25T00:03:49+00:00,61039.69,1622.17,68.02,1.0741,0.07618,564.51,,,,,,
2026-06-25T00:04:29+00:00,60979,1620.24,67.99,1.072,0.076072,563.99,0.148,7.42,6.45,0.886687,,41.07
2026-06-25T00:05:33+00:00,60974,1620.47,67.99,1.072,0.076077,563.8,0.148113,7.42,6.45,0.886542,,41.09
2026-06-25T00:05:44+00:00,61075.99,1623.17,68.15,1.0751,0.07629,564.79,,,,,,
2026-06-25T00:06:37+00:00,60998,1621.16,68.0,1.073,0.076096,564.02,0.148589,7.42,6.45,0.886667,,41.09
2026-06-25T00:07:40+00:00,61006,1621.8,68.05,1.073,0.076162,564.33,0.14861,7.42,6.45,0.887152,,41.09
2026-06-25T00:07:39+00:00,61074.59,1623.51,68.22,1.0762,0.07632,565.26,,,,,,
2026-06-25T00:08:43+00:00,61007,1621.6,68.06,1.074,0.076183,564.39,0.148602,7.42,6.45,0.887093,,41.09
2026-06-25T00:09:33+00:00,61088.22,1624.72,68.23,1.0755,0.07638,565.19,,,,,,
2026-06-25T00:09:59+00:00,60982,1621.6,68.07,1.074,0.076188,564.36,0.148444,7.42,6.44,0.886952,,41.09
2026-06-25T00:11:04+00:00,60966,1620.94,68.07,1.074,0.0762,564.19,0.148391,7.42,6.44,0.886932,,41.1
2026-06-25T00:11:28+00:00,61112.0,1624.96,68.24,1.0761,0.07641,565.43,,,,,,
2026-06-25T00:12:07+00:00,60977,1621.07,68.08,1.074,0.076211,564.33,0.148374,7.42,6.44,0.887019,,41.1
2026-06-25T00:13:10+00:00,61021,1622.26,68.09,1.074,0.076234,564.71,0.148389,7.42,6.44,0.887412,,41.12
2026-06-25T00:13:23+00:00,61140.0,1625.85,68.25,1.0767,0.07641,565.8,,,,,,
2026-06-25T00:14:13+00:00,61047,1622.97,68.11,1.074,0.076268,564.81,0.148375,7.42,6.44,0.887427,,41.13
2026-06-25T00:15:16+00:00,60997,1622.01,68.08,1.074,0.076242,564.6,0.14826,7.42,6.44,0.887043,,41.13
2026-06-25T00:15:17+00:00,61064.01,1624.01,68.07,1.0751,0.07627,565.19,,,,,,
2026-06-25T00:16:20+00:00,60998,1622.1,68.07,1.074,0.076236,564.6,0.148223,7.42,6.44,0.886709,,41.13
2026-06-25T00:17:14+00:00,61085.99,1624.72,68.12,1.0765,0.07634,565.78,,,,,,
2026-06-25T00:17:23+00:00,60976,1621.48,68.05,1.074,0.076226,564.56,0.148198,7.42,6.44,0.886705,,41.14
2026-06-25T00:18:26+00:00,60994,1621.93,68.04,1.074,0.076233,564.77,0.14817,7.42,6.44,0.886793,,41.15
2026-06-25T00:19:09+00:00,61000.59,1622.1,68.01,1.0751,0.07622,564.86,,,,,,
2026-06-25T00:19:29+00:00,60959,1621.21,68.02,1.074,0.076221,564.45,0.148136,7.42,6.43,0.886763,,41.16
2026-06-25T00:20:47+00:00,60904,1619.6,67.96,1.074,0.076182,564.13,0.147992,7.42,6.43,0.886336,,41.15
2026-06-25T00:21:04+00:00,60965.99,1621.44,68.0,1.0754,0.07622,564.79,,,,,,
2026-06-25T00:21:52+00:00,60893,1619.26,67.93,1.074,0.076143,564.05,0.147949,7.42,6.43,0.886322,,41.15
2026-06-25T00:22:55+00:00,60888,1619.27,67.91,1.074,0.076127,564.04,0.147881,7.41,6.43,0.886126,,41.15
2026-06-25T00:23:01+00:00,61021.99,1622.99,68.08,1.0759,0.0763,565.18,,,,,,
2026-06-25T00:23:58+00:00,60910,1619.88,67.92,1.074,0.076129,564.19,0.147828,7.41,6.43,0.886043,,41.16
2026-06-25T00:24:57+00:00,61004.01,1622.59,68.01,1.0752,0.07628,564.74,,,,,,
2026-06-25T00:25:01+00:00,60941,1620.92,67.94,1.074,0.076156,564.35,0.147855,7.42,6.43,0.88624,,41.17
2026-06-25T00:26:04+00:00,60908,1619.97,67.93,1.074,0.076154,563.98,0.147842,7.42,6.42,0.886164,,41.17
2026-06-25T00:26:51+00:00,60939.99,1620.92,67.96,1.0743,0.07623,564.55,,,,,,
2026-06-25T00:27:09+00:00,60853,1618.42,67.9,1.074,0.076133,563.62,0.147776,7.41,6.42,0.88608,,41.15
2026-06-25T00:28:12+00:00,60853,1618.39,67.88,1.073,0.076118,563.83,0.147688,7.41,6.42,0.885918,,41.14
2026-06-25T00:28:48+00:00,60987.77,1622.19,68.0,1.0744,0.07632,565.22,,,,,,
2026-06-25T00:29:15+00:00,60875,1619.3,67.88,1.073,0.076146,564.13,0.147666,7.41,6.42,0.885935,,41.13
2026-06-25T00:30:18+00:00,60858,1618.88,67.88,1.073,0.076152,564.14,0.147675,7.41,6.42,0.885998,,41.14
2026-06-25T00:30:41+00:00,60930.01,1620.5,67.93,1.0739,0.07628,564.83,,,,,,
2026-06-25T00:31:43+00:00,60841,1618.18,67.86,1.073,0.076154,564.04,0.14768,7.41,6.42,0.885871,,41.13
2026-06-25T00:32:37+00:00,60935.14,1620.05,67.88,1.0736,0.0763,564.78,,,,,,
2026-06-25T00:32:47+00:00,60847,1617.9,67.84,1.073,0.076151,564.04,0.147678,7.4,6.42,0.885763,,41.12
2026-06-25T00:33:51+00:00,60851,1618.13,67.82,1.072,0.076166,564.08,0.147684,7.4,6.42,0.885674,,41.13
2026-06-25T00:34:33+00:00,60970.64,1621.99,67.96,1.0741,0.07627,564.95,,,,,,
2026-06-25T00:34:54+00:00,60866,1618.81,67.82,1.072,0.076174,564.12,0.147692,7.4,6.42,0.885603,,41.14
2026-06-25T00:35:56+00:00,60855,1618.91,67.82,1.072,0.076155,563.97,0.147678,7.4,6.42,0.885402,,41.14
2026-06-25T00:36:29+00:00,60940.01,1621.6,67.9,1.073,0.07619,564.37,,,,,,
2026-06-25T00:36:59+00:00,60848,1618.84,67.81,1.072,0.076139,563.76,0.147665,7.4,6.41,0.885148,,41.14
