timestamp_utc,asset,price_usd,change_1h_pct,change_24h_pct,source
2026-09-07T00:00:42+00:00,BTC,80341.025,,,consenso
2026-09-07T00:00:42+00:00,ETH,2514.765,,,consenso
2026-09-07T00:00:42+00:00,SOL,106.48,,,consenso
2026-09-07T00:00:42+00:00,XRP,1.4216,,,consenso
2026-09-07T00:00:42+00:00,DOGE,0.09084,,,binance
2026-09-07T00:00:42+00:00,BNB,752.55,,,binance
2026-09-07T00:00:59+00:00,BTC,80342.0,,,coingecko
2026-09-07T00:00:59+00:00,ETH,2514.62,,,coingecko
2026-09-07T00:00:59+00:00,SOL,106.49,,,coingecko
2026-09-07T00:00:59+00:00,XRP,1.42,,,coingecko
2026-09-07T00:00:59+00:00,DOGE,0.090887,,,coingecko
2026-09-07T00:00:59+00:00,BNB,752.8,,,coingecko
2026-09-07T00:00:59+00:00,ADA,0.223338,,,coingecko
2026-09-07T00:00:59+00:00,LINK,13.24,,,coingecko
2026-09-07T00:00:59+00:00,AVAX,7.9,,,coingecko
2026-09-07T00:00:59+00:00,DOT,0.977731,,,coingecko
2026-09-07T00:00:59+00:00,MATIC,0.126156,,,coingecko
2026-09-07T00:00:59+00:00,LTC,54.94,,,coingecko
2026-09-07T00:01:28+00:00,BTC,80341.025,,,consenso
2026-09-07T00:01:28+00:00,ETH,2514.765,,,consenso
2026-09-07T00:01:28+00:00,SOL,106.49,,,consenso
2026-09-07T00:01:28+00:00,XRP,1.4221,,,consenso
2026-09-07T00:01:28+00:00,DOGE,0.09086,,,binance
2026-09-07T00:01:28+00:00,BNB,752.76,,,binance
2026-09-07T00:02:03+00:00,BTC,80301.0,,,coingecko
2026-09-07T00:02:03+00:00,ETH,2512.5,,,coingecko
2026-09-07T00:02:03+00:00,SOL,106.46,,,coingecko
2026-09-07T00:02:03+00:00,XRP,1.42,,,coingecko
2026-09-07T00:02:03+00:00,DOGE,0.090847,,,coingecko
2026-09-07T00:02:03+00:00,BNB,752.44,,,coingecko
2026-09-07T00:02:03+00:00,ADA,0.223266,,,coingecko
2026-09-07T00:02:03+00:00,LINK,13.24,,,coingecko
2026-09-07T00:02:03+00:00,AVAX,7.9,,,coingecko
2026-09-07T00:02:03+00:00,DOT,0.977791,,,coingecko
2026-09-07T00:02:03+00:00,MATIC,0.126156,,,coingecko
2026-09-07T00:02:03+00:00,LTC,54.95,,,coingecko
2026-09-07T00:02:06+00:00,BTC,80341.025,,,consenso
