timestamp_utc,ticker,floor_strike,yes_bid,yes_ask,last_price,volume,open_time,close_time
2026-09-03T00:00:00.293+00:00,KXBTC15M-26SEP022000-00,77110.73,0.9990,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:02.583+00:00,KXBTC15M-26SEP022000-00,77110.73,0.9990,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:05.356+00:00,KXBTC15M-26SEP022000-00,77110.73,0.9990,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:07.552+00:00,KXBTC15M-26SEP022000-00,77110.73,0.9990,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:09.748+00:00,KXBTC15M-26SEP022000-00,77110.73,0.9990,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:11.953+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:14.473+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:16.680+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:19.024+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:21.209+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:23.522+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:25.718+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:27.890+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:30.054+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:32.209+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:34.362+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:36.507+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:38.653+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:40.809+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:42.961+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:45.320+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:47.506+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:49.646+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:51.786+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
2026-09-03T00:00:53.940+00:00,KXBTC15M-26SEP022000-00,77110.73,0.0000,1.0000,0.9990,1753480.41,2026-09-02T23:45:00Z,2026-09-03T00:00:00Z
