timestamp_utc,asset,price_usd,change_1h_pct,change_24h_pct
2026-06-20T08:36:55+00:00,BTC,63414.00,0.0000,1.1493
2026-06-20T08:36:55+00:00,ETH,1721.67,0.0000,1.4607
2026-06-20T08:36:55+00:00,SOL,71.42,0.0000,4.1200
2026-06-20T08:36:55+00:00,XRP,1.15,0.0000,1.5170
2026-06-20T08:36:55+00:00,DOGE,0.08,0.0000,1.7472
2026-06-20T10:14:32+00:00,63632,1725.67,71.48,1.15,0.084094,586.34,0.16351,7.97,6.18,0.967888,,44.23
2026-06-20T10:15:36+00:00,63632,1725.84,71.47,1.15,0.084091,586.32,0.163516,7.97,6.19,0.96784,,44.23
2026-06-20T10:16:37+00:00,63633,1725.85,71.46,1.15,0.084091,586.39,0.163518,7.97,6.19,0.967807,,44.23
2026-06-20T10:17:38+00:00,63634,1725.87,71.47,1.15,0.084096,586.38,0.163549,7.97,6.19,0.968197,,44.23
2026-06-20T10:18:40+00:00,63639,1726.29,71.48,1.15,0.084097,586.37,0.16355,7.97,6.19,0.968149,,44.23
2026-06-20T10:19:41+00:00,63645,1726.93,71.5,1.15,0.084098,586.66,0.163529,7.97,6.19,0.968283,,44.23
2026-06-20T10:20:44+00:00,63637,1727.2,71.51,1.15,0.084094,586.77,0.16353,7.96,6.19,0.968242,,44.23
2026-06-20T10:21:45+00:00,63617,1726.29,71.5,1.15,0.084081,586.75,0.163506,7.96,6.19,0.967905,,44.24
2026-06-20T10:22:46+00:00,63605,1726.14,71.5,1.15,0.084064,586.63,0.163477,7.96,6.19,0.96774,,44.24
2026-06-20T10:23:47+00:00,63601,1726.1,71.5,1.15,0.084043,586.56,0.163431,7.96,6.19,0.967669,,44.24
2026-06-20T15:58:01+00:00,BTC,64045.00,0.0000,1.4023
2026-06-20T15:58:01+00:00,ETH,1737.47,0.0000,1.8341
2026-06-20T15:58:01+00:00,SOL,71.91,0.0000,3.8281
2026-06-20T15:58:01+00:00,XRP,1.15,0.0000,1.2008
2026-06-20T15:58:01+00:00,DOGE,0.08,0.0000,0.5672
2026-06-20T18:26:02+00:00,63792,1726.71,71.64,1.14,0.083158,585.97,0.160884,7.91,6.11,0.959989,,44.1
2026-06-20T18:27:05+00:00,63798,1726.71,71.66,1.14,0.083171,585.95,0.160897,7.91,6.11,0.960009,,44.1
2026-06-20T18:28:06+00:00,63791,1727.06,71.67,1.14,0.08318,585.93,0.160899,7.91,6.11,0.959965,,44.11
2026-06-20T18:29:08+00:00,63789,1727.02,71.69,1.14,0.083197,585.93,0.160937,7.91,6.11,0.960724,,44.08
2026-06-20T18:30:09+00:00,63789,1727.18,71.72,1.14,0.083216,586.17,0.160983,7.91,6.11,0.960493,,44.08
2026-06-20T18:31:10+00:00,63802,1727.89,71.8,1.14,0.083225,586.25,0.161005,7.91,6.11,0.96068,,44.09
2026-06-20T18:32:13+00:00,63789,1727.58,71.83,1.14,0.083242,585.85,0.161037,7.91,6.11,0.960769,,44.1
2026-06-20T18:33:14+00:00,63784,1727.34,71.82,1.14,0.083246,585.91,0.161055,7.91,6.11,0.960539,,44.1
2026-06-20T18:34:15+00:00,63783,1727.22,71.82,1.14,0.083243,585.91,0.161054,7.91,6.11,0.960516,,44.1
2026-06-20T18:35:16+00:00,63781,1726.99,71.79,1.14,0.083234,585.81,0.161031,7.91,6.11,0.960638,,44.1
2026-06-20T19:37:04+00:00,BTC,63819.00,0.0000,1.3799
2026-06-20T19:37:04+00:00,ETH,1725.79,0.0000,1.5810
2026-06-20T19:37:04+00:00,SOL,71.70,0.0000,4.2332
2026-06-20T19:37:04+00:00,XRP,1.14,0.0000,1.0835
2026-06-20T19:37:04+00:00,DOGE,0.08,0.0000,0.5226
2026-06-20T20:10:27+00:00,63893,1728.13,71.86,1.14,0.083255,585.42,0.161241,7.9,6.11,0.958783,,44.11
2026-06-20T20:11:31+00:00,63892,1728.1,71.86,1.14,0.083254,585.39,0.161233,7.9,6.11,0.958782,,44.11
2026-06-20T20:12:33+00:00,63895,1728.16,71.86,1.14,0.083259,585.38,0.161204,7.9,6.12,0.958652,,44.1
2026-06-20T20:13:34+00:00,63897,1728.06,71.85,1.14,0.083256,585.4,0.161206,7.9,6.12,0.958672,,44.1
2026-06-20T20:14:36+00:00,63902,1728.25,71.85,1.14,0.083256,585.38,0.161223,7.9,6.12,0.958594,,44.11
2026-06-20T20:15:37+00:00,63898,1728.16,71.85,1.14,0.083256,585.32,0.161218,7.9,6.12,0.958534,,44.11
2026-06-20T20:16:41+00:00,63891,1728.05,71.84,1.14,0.083253,585.31,0.161212,7.9,6.12,0.958535,,44.12
2026-06-20T20:17:43+00:00,63891,1727.9,71.82,1.14,0.083251,585.22,0.161195,7.9,6.12,0.958608,,44.11
2026-06-20T20:18:44+00:00,63891,1727.9,71.82,1.14,0.083252,585.21,0.16119,7.9,6.12,0.958634,,44.11
2026-06-20T20:19:45+00:00,63890,1727.8,71.8,1.14,0.083243,585.19,0.161189,7.89,6.12,0.95894,,44.11
2026-06-20T20:52:41+00:00,BTC,63835.00,0.0000,1.1201
2026-06-20T20:52:41+00:00,ETH,1727.83,0.0000,1.3599
2026-06-20T20:52:41+00:00,SOL,71.83,0.0000,4.0825
2026-06-20T20:52:41+00:00,XRP,1.14,0.0000,1.0962
2026-06-20T20:52:41+00:00,DOGE,0.08,0.0000,0.4497
