timestamp_utc,BTC,ETH,SOL,XRP,DOGE,BNB,ADA,LINK,AVAX,DOT,MATIC,LTC
2026-06-22T07:32:49+00:00,64256,1746.99,74.22,1.14,0.083495,593.9,0.161507,7.97,6.28,0.963055,,45.03
2026-06-22T07:33:53+00:00,64249,1746.83,74.23,1.14,0.083501,593.86,0.161516,7.97,6.28,0.963352,,45.04
2026-06-22T07:34:54+00:00,64221,1746.37,74.23,1.14,0.083514,593.75,0.161489,7.97,6.28,0.963213,,45.05
2026-06-22T07:35:56+00:00,64223,1746.56,74.22,1.14,0.0835,593.63,0.161454,7.97,6.28,0.963004,,45.04
2026-06-22T07:36:57+00:00,64222,1746.67,74.22,1.14,0.083494,593.41,0.161439,7.97,6.28,0.962452,,45.04
2026-06-22T07:37:59+00:00,64233,1747.41,74.19,1.14,0.083494,593.61,0.161415,7.97,6.28,0.963087,,45.04
2026-06-22T07:39:03+00:00,64259,1748.68,74.2,1.14,0.083505,593.95,0.161406,7.97,6.27,0.963105,,45.05
2026-06-22T07:40:05+00:00,64252,1748.4,74.2,1.14,0.083515,593.66,0.161453,7.97,6.27,0.962557,,45.05
2026-06-22T07:41:07+00:00,64245,1747.91,74.22,1.14,0.083507,593.59,0.161423,7.97,6.27,0.962692,,45.04
2026-06-22T07:42:08+00:00,64250,1748.47,74.23,1.14,0.083497,593.8,0.161425,7.97,6.28,0.963107,,45.04
2026-06-22T07:51:21+00:00,BTC,64191.00,0.0000,0.0573
2026-06-22T07:51:21+00:00,ETH,1746.53,0.0000,0.8517
2026-06-22T07:51:21+00:00,SOL,74.13,0.0000,1.2237
2026-06-22T07:51:21+00:00,XRP,1.14,0.0000,-1.0246
2026-06-22T07:51:21+00:00,DOGE,0.08,0.0000,-0.0498
2026-06-22T16:16:25+00:00,64655,1740.03,72.68,1.14,0.083365,594.66,0.158747,7.97,6.3,0.956836,,45.01
2026-06-22T16:17:29+00:00,64630,1738.82,72.68,1.14,0.083363,594.44,0.158745,7.97,6.3,0.956856,,45.0
2026-06-22T16:18:31+00:00,64621,1738.47,72.68,1.14,0.083346,594.17,0.158716,7.96,6.3,0.956961,,44.98
2026-06-22T16:19:32+00:00,64655,1740.06,72.71,1.14,0.083382,594.51,0.158883,7.97,6.3,0.957257,,44.99
2026-06-22T16:20:34+00:00,64668,1741.07,72.72,1.14,0.083391,594.63,0.158934,7.97,6.3,0.957599,,44.99
2026-06-22T16:21:35+00:00,64686,1741.67,72.74,1.14,0.083428,594.78,0.159059,7.97,6.31,0.957895,,45.02
2026-06-22T16:22:39+00:00,64699,1742.03,72.76,1.14,0.083437,594.82,0.159102,7.97,6.31,0.958007,,45.03
2026-06-22T16:23:40+00:00,64684,1741.72,72.78,1.14,0.083451,594.57,0.159174,7.98,6.31,0.958002,,45.04
2026-06-22T16:24:41+00:00,64678,1741.69,72.78,1.14,0.083447,594.58,0.159227,7.98,6.31,0.958063,,45.03
2026-06-22T16:25:43+00:00,64651,1740.09,72.78,1.14,0.083422,594.25,0.159279,7.98,6.31,0.958239,,45.03
2026-06-22T17:22:33+00:00,BTC,64526.00,0.0000,0.6933
2026-06-22T17:22:33+00:00,ETH,1737.00,0.0000,0.6613
2026-06-22T17:22:33+00:00,SOL,72.86,0.0000,-2.0563
2026-06-22T17:22:33+00:00,XRP,1.14,0.0000,-0.7381
2026-06-22T17:22:33+00:00,DOGE,0.08,0.0000,-0.2879
2026-06-22T22:28:08+00:00,64086,1725.82,72.45,1.13,0.082538,589.58,0.159139,7.88,6.23,0.942323,,44.58
2026-06-22T22:29:12+00:00,64005,1723.79,72.4,1.13,0.08246,589.31,0.158959,7.87,6.23,0.942044,,44.56
2026-06-22T22:30:13+00:00,64009,1722.75,72.2,1.13,0.082379,588.94,0.158775,7.87,6.22,0.940261,,44.54
2026-06-22T22:31:15+00:00,63986,1719.9,71.84,1.13,0.082251,588.6,0.158517,7.86,6.21,0.938825,,44.5
2026-06-22T22:32:16+00:00,63967,1720.24,71.79,1.12,0.082204,588.49,0.158422,7.85,6.2,0.937333,,44.48
2026-06-22T22:33:17+00:00,63923,1720.06,71.78,1.12,0.082105,588.28,0.158182,7.85,6.2,0.93645,,44.45
2026-06-22T22:34:20+00:00,63969,1721.01,71.8,1.12,0.082051,588.58,0.158119,7.84,6.19,0.936021,,44.43
2026-06-22T22:35:22+00:00,64012,1722.24,71.82,1.12,0.082079,589.04,0.158143,7.85,6.19,0.935883,,44.41
2026-06-22T22:36:24+00:00,64030,1722.4,71.82,1.13,0.082105,588.91,0.158089,7.85,6.19,0.936145,,44.41
2026-06-22T22:37:25+00:00,63987,1721.25,71.81,1.12,0.082095,588.57,0.158036,7.85,6.19,0.936088,,44.39
2026-06-22T23:07:36+00:00,BTC,63896.00,0.0000,0.4014
2026-06-22T23:07:36+00:00,ETH,1722.83,0.0000,0.6515
2026-06-22T23:07:36+00:00,SOL,71.97,0.0000,-1.1969
2026-06-22T23:07:36+00:00,XRP,1.13,0.0000,-0.1525
2026-06-22T23:07:36+00:00,DOGE,0.08,0.0000,-0.5531
