timestamp_utc,activo,marco,slug,market_id,condition_id,ts_end,offset_s,direccion_implicita,ask_implicita,profundidad_implicita_eur,ratio_implicita_vs_stake,mejor_ask_implicita,n_niveles_implicita
2026-08-19T09:20:02.832+00:00,XRP,5min,xrp-updown-5m-1787130900,3693140,0x89cb651ed437267ccf4258be015505821e37e71f9c381a66ea45e4ab1fb7bcce,1787131200,2,Up,0.51,7.8,7.4,0.51,7
2026-08-19T09:20:04.138+00:00,XRP,5min,xrp-updown-5m-1787130900,3693140,0x89cb651ed437267ccf4258be015505821e37e71f9c381a66ea45e4ab1fb7bcce,1787131200,3,Up,0.51,7.8,7.4,0.51,7
2026-08-19T09:20:00.470+00:00,ETH,5min,eth-updown-5m-1787130900,3693128,0xc908c133f718302b3a995f33424f6f103a5b928646fc1abf4978a567939f1dfc,1787131200,0,Up,0.51,10.35,9.9,0.51,7
2026-08-19T09:20:01.481+00:00,ETH,5min,eth-updown-5m-1787130900,3693128,0xc908c133f718302b3a995f33424f6f103a5b928646fc1abf4978a567939f1dfc,1787131200,1,Up,0.51,10.35,9.9,0.51,7
2026-08-19T09:20:02.790+00:00,ETH,5min,eth-updown-5m-1787130900,3693128,0xc908c133f718302b3a995f33424f6f103a5b928646fc1abf4978a567939f1dfc,1787131200,2,Up,0.51,10.35,9.9,0.51,7
2026-08-19T09:20:04.147+00:00,ETH,5min,eth-updown-5m-1787130900,3693128,0xc908c133f718302b3a995f33424f6f103a5b928646fc1abf4978a567939f1dfc,1787131200,3,Up,0.51,10.35,9.9,0.51,7
2026-08-19T09:20:00.406+00:00,BNB,5min,bnb-updown-5m-1787130900,3693143,0x8de4fd2cb2d2855cb7b922d945f1a06e9d29e1ded71ee12f7952cf67ba4915e5,1787131200,0,Up,0.51,7.8,7.4,0.51,7
2026-08-19T09:20:01.456+00:00,BNB,5min,bnb-updown-5m-1787130900,3693143,0x8de4fd2cb2d2855cb7b922d945f1a06e9d29e1ded71ee12f7952cf67ba4915e5,1787131200,1,Up,0.51,7.8,7.4,0.51,7
2026-08-19T09:20:02.971+00:00,BNB,5min,bnb-updown-5m-1787130900,3693143,0x8de4fd2cb2d2855cb7b922d945f1a06e9d29e1ded71ee12f7952cf67ba4915e5,1787131200,2,Up,0.51,7.8,7.4,0.51,7
2026-08-19T09:20:04.165+00:00,BNB,5min,bnb-updown-5m-1787130900,3693143,0x8de4fd2cb2d2855cb7b922d945f1a06e9d29e1ded71ee12f7952cf67ba4915e5,1787131200,3,Up,0.51,7.8,7.4,0.51,7
2026-08-19T09:20:00.433+00:00,BTC,5min,btc-updown-5m-1787130900,3693133,0x5b00e16e9c182ef86d394aef61d710097f6b39cf83a05dcabb981dbff2de7e84,1787131200,0,Up,0.51,197.0,187.6,0.51,24
2026-08-19T09:20:01.472+00:00,BTC,5min,btc-updown-5m-1787130900,3693133,0x5b00e16e9c182ef86d394aef61d710097f6b39cf83a05dcabb981dbff2de7e84,1787131200,1,Up,0.51,197.0,187.6,0.51,24
2026-08-19T09:20:02.821+00:00,BTC,5min,btc-updown-5m-1787130900,3693133,0x5b00e16e9c182ef86d394aef61d710097f6b39cf83a05dcabb981dbff2de7e84,1787131200,2,Up,0.51,197.0,187.6,0.51,24
2026-08-19T09:20:04.167+00:00,BTC,5min,btc-updown-5m-1787130900,3693133,0x5b00e16e9c182ef86d394aef61d710097f6b39cf83a05dcabb981dbff2de7e84,1787131200,3,Up,0.51,197.0,187.6,0.51,24
2026-08-19T09:25:00.554+00:00,XRP,5min,xrp-updown-5m-1787131200,3693148,0x618e3577a2bf1915ab29eaf5d6e0f18f5e7c6df97dee541e34b3c8dd959cba57,1787131500,0,Down,0.51,10.45,10.0,0.51,6
2026-08-19T09:25:01.698+00:00,XRP,5min,xrp-updown-5m-1787131200,3693148,0x618e3577a2bf1915ab29eaf5d6e0f18f5e7c6df97dee541e34b3c8dd959cba57,1787131500,1,Down,0.51,10.45,10.0,0.51,6
2026-08-19T09:25:02.780+00:00,XRP,5min,xrp-updown-5m-1787131200,3693148,0x618e3577a2bf1915ab29eaf5d6e0f18f5e7c6df97dee541e34b3c8dd959cba57,1787131500,2,Down,0.51,10.45,10.0,0.51,6
2026-08-19T09:25:03.616+00:00,XRP,5min,xrp-updown-5m-1787131200,3693148,0x618e3577a2bf1915ab29eaf5d6e0f18f5e7c6df97dee541e34b3c8dd959cba57,1787131500,3,Down,0.51,10.45,10.0,0.51,6
2026-08-19T09:25:00.529+00:00,ETH,5min,eth-updown-5m-1787131200,3693151,0x3aee5b7a2f10c3e01537ea6f208768e00d25d06e8b4c1a2a47af7844ad00ffbb,1787131500,0,Down,0.51,12.95,12.3,0.51,11
2026-08-19T09:25:01.692+00:00,ETH,5min,eth-updown-5m-1787131200,3693151,0x3aee5b7a2f10c3e01537ea6f208768e00d25d06e8b4c1a2a47af7844ad00ffbb,1787131500,1,Down,0.51,12.95,12.3,0.51,11
2026-08-19T09:25:02.740+00:00,ETH,5min,eth-updown-5m-1787131200,3693151,0x3aee5b7a2f10c3e01537ea6f208768e00d25d06e8b4c1a2a47af7844ad00ffbb,1787131500,2,Down,0.51,12.95,12.3,0.51,11
2026-08-19T09:25:03.619+00:00,ETH,5min,eth-updown-5m-1787131200,3693151,0x3aee5b7a2f10c3e01537ea6f208768e00d25d06e8b4c1a2a47af7844ad00ffbb,1787131500,3,Down,0.51,12.95,12.3,0.51,11
2026-08-19T09:25:00.547+00:00,DOGE,5min,doge-updown-5m-1787131200,3693153,0x68d93a526ee6756e43ef88edad7c89dc53f1dd5f552bf27d1e98379b0b977919,1787131500,0,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:25:01.691+00:00,DOGE,5min,doge-updown-5m-1787131200,3693153,0x68d93a526ee6756e43ef88edad7c89dc53f1dd5f552bf27d1e98379b0b977919,1787131500,1,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:25:02.730+00:00,DOGE,5min,doge-updown-5m-1787131200,3693153,0x68d93a526ee6756e43ef88edad7c89dc53f1dd5f552bf27d1e98379b0b977919,1787131500,2,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:25:03.687+00:00,DOGE,5min,doge-updown-5m-1787131200,3693153,0x68d93a526ee6756e43ef88edad7c89dc53f1dd5f552bf27d1e98379b0b977919,1787131500,3,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:25:00.617+00:00,BTC,5min,btc-updown-5m-1787131200,3693147,0x2f60e9d856b3170811d5ef8d8a5208c36349de64c00cf614129f11f2c73c4692,1787131500,0,Down,0.5,158.99,151.4,0.5,32
2026-08-19T09:25:01.626+00:00,BTC,5min,btc-updown-5m-1787131200,3693147,0x2f60e9d856b3170811d5ef8d8a5208c36349de64c00cf614129f11f2c73c4692,1787131500,1,Down,0.5,158.99,151.4,0.5,32
2026-08-19T09:25:02.876+00:00,BTC,5min,btc-updown-5m-1787131200,3693147,0x2f60e9d856b3170811d5ef8d8a5208c36349de64c00cf614129f11f2c73c4692,1787131500,2,Down,0.5,158.99,151.4,0.5,32
2026-08-19T09:25:03.701+00:00,BTC,5min,btc-updown-5m-1787131200,3693147,0x2f60e9d856b3170811d5ef8d8a5208c36349de64c00cf614129f11f2c73c4692,1787131500,3,Down,0.5,158.99,151.4,0.5,32
2026-08-19T09:25:00.622+00:00,SOL,5min,sol-updown-5m-1787131200,3693152,0x34603be247a6338cd6efd24a194c98538568801d123746c57c3131c06ccf86e7,1787131500,0,Down,0.51,13.0,12.4,0.51,7
2026-08-19T09:25:01.853+00:00,SOL,5min,sol-updown-5m-1787131200,3693152,0x34603be247a6338cd6efd24a194c98538568801d123746c57c3131c06ccf86e7,1787131500,1,Down,0.51,13.0,12.4,0.51,7
2026-08-19T09:25:02.874+00:00,SOL,5min,sol-updown-5m-1787131200,3693152,0x34603be247a6338cd6efd24a194c98538568801d123746c57c3131c06ccf86e7,1787131500,2,Down,0.51,13.0,12.4,0.51,7
2026-08-19T09:25:03.728+00:00,SOL,5min,sol-updown-5m-1787131200,3693152,0x34603be247a6338cd6efd24a194c98538568801d123746c57c3131c06ccf86e7,1787131500,3,Down,0.51,13.0,12.4,0.51,7
2026-08-19T09:25:00.618+00:00,BNB,5min,bnb-updown-5m-1787131200,3693149,0x3b55f13288b4a0a23652f18c60af57e837a711ec8f782ff34e9fef77cf036afc,1787131500,0,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:25:01.789+00:00,BNB,5min,bnb-updown-5m-1787131200,3693149,0x3b55f13288b4a0a23652f18c60af57e837a711ec8f782ff34e9fef77cf036afc,1787131500,1,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:25:02.877+00:00,BNB,5min,bnb-updown-5m-1787131200,3693149,0x3b55f13288b4a0a23652f18c60af57e837a711ec8f782ff34e9fef77cf036afc,1787131500,2,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:25:03.767+00:00,BNB,5min,bnb-updown-5m-1787131200,3693149,0x3b55f13288b4a0a23652f18c60af57e837a711ec8f782ff34e9fef77cf036afc,1787131500,3,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:30:01.841+00:00,DOGE,5min,doge-updown-5m-1787131500,3693157,0x3959d856209f029c23088bf5040c35ca43d689a1efc5423d9601b8c34e11a5e2,1787131800,0,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:30:04.777+00:00,DOGE,5min,doge-updown-5m-1787131500,3693157,0x3959d856209f029c23088bf5040c35ca43d689a1efc5423d9601b8c34e11a5e2,1787131800,1,Down,0.51,7.8,7.4,0.51,7
2026-08-19T09:30:08.106+00:00,DOGE,5min,doge-updown-5m-1787131500,3693157,0x3959d856209f029c23088bf5040c35ca43d689a1efc5423d9601b8c34e11a5e2,1787131800,2,Down,0.51,7.8,7.4,0.51,7
