timestamp_utc,wallet,market_slug,title,outcome,asset,end_date,avg_price_wallet,size_wallet,usd_cost_wallet,cur_price_gamma,mejor_ask_deteccion,profundidad_eur_deteccion,ratio_vs_stake_deteccion
2026-08-28T07:12:11+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,ethereum-above-2800-on-august-31-2026,"Will the price of Ethereum be above $2,800 on August 31?",Yes,46139685977098056144174902802931407450252120324215553517312827648226699969174,2026-08-31,0.0426,576.39,24.5925,0.017,0.029,114.1,108.7
2026-08-28T07:12:12+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,bitcoin-above-80k-on-september-3-2026,"Will the price of Bitcoin be above $80,000 on September 3?",No,20849642912461634277663347782735168427617559381593121811835495788497582705609,2026-09-03,0.45,100,45,0.53,0.54,0.0,0.0
2026-08-28T07:12:12+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,bitcoin-above-80k-on-september-2-2026,"Will the price of Bitcoin be above $80,000 on September 2?",Yes,110163378908965195581083525576278419919232405623123646359129336326574682279885,2026-09-02,0.5762,51.0204,29.3987,0.47,0.48,9892.8,9421.7
2026-08-28T07:12:12+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,bitcoin-above-72k-on-september-1-2026,"Will the price of Bitcoin be above $72,000 on September 1?",Yes,20630797993409734240197443123391037447634914949824151027219992569885917753812,2026-09-01,0.947,35.3773,33.5023,0.9865,0.988,12549.71,11952.1
2026-08-28T07:12:13+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,ethereum-above-2800-on-august-29-2026,"Will the price of Ethereum be above $2,800 on August 29?",Yes,17036637156610830741050889982963798036029075336419781189443709454827161940282,2026-08-29,0.0209,28.97,0.6083,0.008,0.012,47.86,45.6
2026-08-28T07:12:13+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,solana-above-80-on-september-3-2026,Will the price of Solana be above $80 on September 3?,Yes,16662344420412161492628674660646515812149370946234364046355108786196520199560,2026-09-03,0.96,25,24,0.968,0.999,5009.98,4771.4
2026-08-28T07:12:13+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,bitcoin-above-72k-on-september-3-2026,"Will the price of Bitcoin be above $72,000 on September 3?",Yes,43688455968359942145548781425320652641254713058626939196390109666194087763034,2026-09-03,0.944,20,18.88,0.9635,0.981,14773.62,14070.1
2026-08-28T07:12:13+00:00,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,will-bitcoin-dip-to-72pt5k-in-august-2026,"Will Bitcoin dip to $72,500 in August?",No,115347965575878980264235285902382635120176683601888856963446105525209592919764,2026-09-01,0.9199,9328.389,8582.1085,0.9475,0.951,9160.28,8724.1
2026-08-28T07:12:14+00:00,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,will-bitcoin-dip-to-76k-august-24-30-2026,"Will Bitcoin dip to $76,000 August 24-30?",No,10006985982057478496819994787495893453942225630736258298599553071164927149031,2026-08-31,0.8332,4776.84,3980.4526,0.8,0.81,8709.23,8294.5
2026-08-28T07:12:14+00:00,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,will-bitcoin-reach-82pt5k-in-august-2026,"Will Bitcoin reach $82,500 in August?",Yes,58559007481908595732343519640998477965598707756438174409311033318259996889965,2026-09-01,0.5422,2603.2553,1411.6576,0.4215,0.422,15541.82,14801.7
2026-08-28T07:12:14+00:00,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,will-bitcoin-reach-80k-on-august-27-2026,"Will Bitcoin reach $80,000 on August 27?",No,4757374591284939172626790594597744924932495272808774788390287860201413114383,2026-08-28,0.2299,799.25,183.8274,0,,,
2026-08-28T07:12:14+00:00,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,will-bitcoin-dip-to-78k-august-24-30-2026,"Will Bitcoin dip to $78,000 August 24-30?",Yes,99183808598742616413760153878671392611842268459522062963678098635546438323666,2026-08-31,0.3771,756.9204,285.4594,0.5365,0.59,0.0,0.0
2026-08-28T07:12:15+00:00,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,will-bitcoin-dip-to-20000-by-december-31-2026-121-885-178-397-354-236-731-159-857,"Will Bitcoin dip to $20,000 by December 31, 2026?",Yes,59683974246799525831244219921114455736275705032978487912646746315061494194144,2027-01-01,0.0159,754.1379,12.0653,0.0165,0.017,0.0,0.0
2026-08-28T07:12:15+00:00,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,btc-updown-4h-1787889600,"Bitcoin Up or Down - August 28, 12:00AM-4:00AM ET",Down,73111137850119060254161878739062476471148967197350736725737874239897677154940,2026-08-28,0.4346,695.2367,302.1652,0.745,0.75,0.0,0.0
2026-08-28T07:12:16+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-78k-on-august-28-2026,"Will Bitcoin dip to $78,000 on August 28?",No,50338586593099695427558441312603009740313033342845652050499206189980716874843,2026-08-29,0.6287,6400,4023.9872,0.605,0.62,3119.95,2971.4
2026-08-28T07:12:16+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-77k-on-august-28-2026,"Will Bitcoin dip to $77,000 on August 28?",No,27791033168934222935203723135089683502943956731147341148355425718568618801828,2026-08-29,0.8262,4080,3371.1938,0.825,0.83,4174.75,3976.0
2026-08-28T07:12:16+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-81k-on-august-28-2026,"Will Bitcoin reach $81,000 on August 28?",No,91623373698453184319104166211341432924022863041712394330007621372974187776605,2026-08-29,0.4546,3239.021,1472.7245,0.49,0.5,0.0,0.0
2026-08-28T07:12:16+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-78k-on-august-28-2026,"Will the price of Bitcoin be above $78,000 on August 28?",Yes,65840998106132036473253468239710687588344828032694533623295877269371951811622,2026-08-28,0.8712,3014.0791,2625.917,0.87,0.875,12599.0,11999.1
2026-08-28T07:12:17+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-up-or-down-on-august-28-2026,Bitcoin Up or Down on August 28?,Down,65705912334605106851957908371743640327280767485144180814806716635842541120844,2026-08-28,0.5119,2977.7092,1524.3905,0.645,0.66,0.0,0.0
2026-08-28T07:12:17+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-82k-on-august-28-2026,"Will Bitcoin reach $82,000 on August 28?",No,44012020624573162144655845498114223877383164954865816551398892729081952556630,2026-08-29,0.7229,2588.1381,1871.1358,0.725,0.74,3404.05,3242.0
2026-08-28T07:12:17+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-85k-on-august-27-2026,"Will Bitcoin reach $85,000 on August 27?",Yes,63005102282790167177429563124007853973387443636103969380552148165846361447797,2026-08-28,0.0193,2432.5505,46.9603,0,,,
2026-08-28T07:12:17+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-74k-on-august-29-2026,"Will the price of Bitcoin be above $74,000 on August 29?",Yes,62281695187620659488032224974947032411353234669084186966436362848884200975615,2026-08-29,0.9878,1755.9514,1734.6376,0.9845,0.985,60455.98,57577.1
2026-08-28T07:12:18+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-83k-on-august-27-2026,"Will Bitcoin reach $83,000 on August 27?",Yes,56775086088696894391922506934122333103256940376846217604736254290472069614275,2026-08-28,0.0178,1689.8012,30.1953,0,,,
2026-08-28T07:12:18+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-83k-on-august-28-2026,"Will Bitcoin reach $83,000 on August 28?",No,82077305264828676462009409614344553035640793956755385745454099788302422213272,2026-08-29,0.8643,1670.59,1444.0011,0.865,0.87,4101.9,3906.6
2026-08-28T07:12:18+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-76k-august-24-30-2026,"Will Bitcoin dip to $76,000 August 24-30?",Yes,71886568353888577087165059540316973454354766531902519043820274198190538253303,2026-08-31,0.173,1338.21,231.5692,0.2,0.21,0.0,0.0
2026-08-28T07:12:18+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-84k-on-august-29-2026,"Will the price of Bitcoin be above $84,000 on August 29?",Yes,10693991859977220861088545655247854994742956339048120161598542077815615150608,2026-08-29,0.0791,1108.6533,87.792,0.0395,0.041,567.45,540.4
2026-08-28T07:12:19+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-78k-august-24-30-2026,"Will Bitcoin dip to $78,000 August 24-30?",Yes,99183808598742616413760153878671392611842268459522062963678098635546438323666,2026-08-31,0.4195,1093.1722,458.671,0.5365,0.59,0.0,0.0
2026-08-28T07:12:19+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-74k-august-24-30-2026,"Will Bitcoin dip to $74,000 August 24-30?",No,35477109581685170911152398221317727396383706829049895687342881511800715837929,2026-08-31,0.9614,1045.7495,1005.4533,0.948,0.951,39484.98,37604.7
2026-08-28T07:12:19+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-80k-on-august-28-2026,"Will Bitcoin reach $80,000 on August 28?",No,112729072031026762756412252277904827127278216164380686483493123474222952366038,2026-08-29,0.1162,1034.7732,120.3327,0.119,0.166,0.0,0.0
2026-08-28T07:12:19+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-72k-august-24-30-2026,"Will Bitcoin dip to $72,000 August 24-30?",No,17968949728090865131158110131430959975416638445023836791369764106593721365186,2026-08-31,0.9759,1017.8583,993.4125,0.9805,0.982,41223.36,39260.3
2026-08-28T07:12:20+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-79k-on-august-28-2026,"Will Bitcoin dip to $79,000 on August 28?",No,87928238477437207983361065211310267494552795536109999722977151000324698679705,2026-08-29,0.3417,897.5068,306.7257,0.28,0.29,1458.2,1388.8
2026-08-28T07:12:20+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-76k-on-august-28-2026,"Will Bitcoin dip to $76,000 on August 28?",No,112268044567217578971834188607951099186892506505478283239979645271386619687427,2026-08-29,0.9399,801.05,752.9653,0.925,0.93,5123.34,4879.4
2026-08-28T07:12:20+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-78k-on-august-29-2026,"Will the price of Bitcoin be above $78,000 on August 29?",No,113211013939564775580568318694339973040138491066132268201777337229126817276274,2026-08-29,0.1946,681.88,132.7416,0.195,0.2,200.0,190.5
2026-08-28T07:12:20+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-82k-on-august-29-2026,"Will the price of Bitcoin be above $82,000 on August 29?",Yes,53332602519611532295980424333012821742420906164974422244119142514433799202186,2026-08-29,0.2582,580,149.7995,0.155,0.16,3529.76,3361.7
2026-08-28T07:12:21+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-76k-august-24-30-2026,"Will Bitcoin dip to $76,000 August 24-30?",No,10006985982057478496819994787495893453942225630736258298599553071164927149031,2026-08-31,0.8632,560.8181,484.1279,0.8,0.81,8709.23,8294.5
2026-08-28T07:12:21+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-86k-on-august-28-2026,"Will Bitcoin reach $86,000 on August 28?",No,52176016365182420003091561794369757813644103884002963420018167340179894937742,2026-08-29,0.9913,551.9653,547.1897,0.993,0.996,5731.77,5458.8
2026-08-28T07:12:21+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,ethereum-up-or-down-on-august-28-2026,Ethereum Up or Down on August 28?,Down,59974761568817796414677237403079416663245055265665374244326839678120434616187,2026-08-28,0.5983,454.4605,271.9451,0.705,0.71,0.0,0.0
2026-08-28T07:12:22+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-72k-on-august-29-2026,"Will the price of Bitcoin be above $72,000 on August 29?",Yes,46754569287893376605212739104469682129385146310506088612799247945827022105440,2026-08-29,0.9942,451.6666,449.0862,0.9975,0.998,31328.71,29836.9
2026-08-28T07:12:22+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-88k-on-august-28-2026,"Will the price of Bitcoin be above $88,000 on August 28?",Yes,109723738119254370093679529452557514447971861808094967755012220092431940947722,2026-08-28,0.002,398.07,0.7961,0.0015,0.002,7.38,7.0
2026-08-28T07:12:22+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-86k-on-august-27-2026,"Will Bitcoin reach $86,000 on August 27?",Yes,115266591566756179261743782995876893450951139992067689620420114334136947899491,2026-08-28,0.003,340.39,1.0211,0,,,
2026-08-28T07:12:22+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-76k-on-august-29-2026,"Will the price of Bitcoin be above $76,000 on August 29?",No,53291357700487588260311657292042525990158707075459366891218100413154268942327,2026-08-29,0.0231,216.0828,4.9954,0.0525,0.055,0.0,0.0
2026-08-28T07:12:23+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-80k-on-august-28-2026,"Will Bitcoin reach $80,000 on August 28?",Yes,15213407866841740716195383515651761925749716775474477916263470853973184330624,2026-08-29,0.841,173.7735,146.1435,0.881,0.896,0.0,0.0
2026-08-28T07:12:23+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-88k-on-august-29-2026,"Will the price of Bitcoin be above $88,000 on August 29?",No,46642668030383897801077608912431344227742917975531842852669081583543226030807,2026-08-29,0.994,166.6666,165.6666,0.996,0.998,40198.14,38283.9
2026-08-28T07:12:23+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-74k-on-august-28-2026,"Will Bitcoin dip to $74,000 on August 28?",No,12904846674830865910903865851758889437213862285864608628450710264176942010724,2026-08-29,0.993,157.1428,156.0428,0.9965,0.999,5459.53,5199.6
2026-08-28T07:12:23+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-74k-on-august-27-2026,"Will Bitcoin dip to $74,000 on August 27?",Yes,10432362998699911275370770142871509093714017454350176910252197928696371925241,2026-08-28,0.002,147,0.294,0,,,
2026-08-28T07:12:24+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-86k-on-august-29-2026,"Will the price of Bitcoin be above $86,000 on August 29?",No,82490047041158510513055271634339757143035673260223753792778150769465585573963,2026-08-29,0.983,117.647,115.647,0.99,0.991,18473.27,17593.6
2026-08-28T07:12:24+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-75k-on-august-27-2026,"Will Bitcoin dip to $75,000 on August 27?",Yes,105680086222332737029298360768183242688770834382431626334861502286703963769255,2026-08-28,0.0025,112,0.28,0,,,
2026-08-29T07:12:07+00:00,0xeeb69a3468fedb81d1073b4187bb8b50f1d2cc67,bitcoin-up-or-down-on-august-29-2026,Bitcoin Up or Down on August 29?,Down,67008316987512810262477299738615463791127974191718312116586408753401091179247,2026-08-29,0.8589,1598.3611,1372.8714,0.9655,0.96,0.0,0.0
2026-08-29T07:12:07+00:00,0xeeb69a3468fedb81d1073b4187bb8b50f1d2cc67,bitcoin-above-78k-on-august-29-2026,"Will the price of Bitcoin be above $78,000 on August 29?",No,113211013939564775580568318694339973040138491066132268201777337229126817276274,2026-08-29,0.647,1241.5305,803.371,0.91,0.9,0.0,0.0
2026-08-29T07:12:07+00:00,0xeeb69a3468fedb81d1073b4187bb8b50f1d2cc67,ethereum-above-2600-on-september-2-2026,"Will the price of Ethereum be above $2,600 on September 2?",Yes,41967100091059189797881215786887815548628041189035868693465557416591560399844,2026-09-02,0.288,61.1724,17.6199,0.07,0.09,780.96,743.8
2026-08-29T07:12:08+00:00,0xeeb69a3468fedb81d1073b4187bb8b50f1d2cc67,ethereum-above-2600-on-september-3-2026,"Will the price of Ethereum be above $2,600 on September 3?",Yes,30049576069880389059016169350394555882896227127448905587065921788291955490362,2026-09-03,0.2994,60.8195,18.2099,0.095,0.12,1024.02,975.3
2026-08-29T07:12:08+00:00,0xeeb69a3468fedb81d1073b4187bb8b50f1d2cc67,ethereum-above-2600-on-september-1-2026,"Will the price of Ethereum be above $2,600 on September 1?",Yes,24812606600689861475677998658685285772882526954414484434761454156689623378266,2026-09-01,0.2477,58.5472,14.5023,0.045,0.06,537.9,512.3
2026-08-29T07:12:08+00:00,0xeeb69a3468fedb81d1073b4187bb8b50f1d2cc67,bitcoin-above-78k-on-september-3-2026,"Will the price of Bitcoin be above $78,000 on September 3?",Yes,93855468100877674235921121460411020739609780564727081330348087454156202227088,2026-09-03,0.5358,9.0607,4.855,0.43,0.44,4691.13,4467.7
2026-08-29T07:12:08+00:00,0xeeb69a3468fedb81d1073b4187bb8b50f1d2cc67,ethereum-above-2600-on-september-1-2026,"Will the price of Ethereum be above $2,600 on September 1?",No,97991453876453873299138472627755763626516138531942771716276200126202747521514,2026-09-01,0.8999,1.2111,1.0899,0.955,0.97,0.0,0.0
2026-08-29T07:12:09+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,ethereum-up-or-down-on-august-29-2026,Ethereum Up or Down on August 29?,Down,64571660946076468390156164385908312598752035502070448998742397543557911643206,2026-08-29,0.8653,9643.196,8344.266,0.9685,0.977,0.0,0.0
2026-08-29T07:12:09+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,ethereum-above-2400-on-september-2-2026,"Will the price of Ethereum be above $2,400 on September 2?",Yes,65954588568988002173787605648050204163844055753387331252821500061915473719496,2026-09-02,0.6272,725.2444,454.8837,0.63,0.65,1950.0,1857.1
2026-08-29T07:12:09+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,ethereum-above-2400-on-september-3-2026,"Will the price of Ethereum be above $2,400 on September 3?",Yes,35724416528007237320825607431014189125719925246099744010471074637567198285616,2026-09-03,0.5852,530,310.1997,0.62,0.64,0.0,0.0
2026-08-29T07:12:10+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,ethereum-above-2400-on-september-1-2026,"Will the price of Ethereum be above $2,400 on September 1?",Yes,67775820971048889508202307449470513179288447058698444064860070465669414336330,2026-09-01,0.6127,512.159,313.8088,0.66,0.68,0.0,0.0
2026-08-29T07:12:10+00:00,0xe9c6312464b52aa3eff13d822b003282075995c9,bitcoin-above-80k-on-september-4-2026,"Will the price of Bitcoin be above $80,000 on September 4?",Yes,105434855596529094617266117110225120878904445629716176791867466504605272441062,2026-09-04,0.21,1.2658,0.2658,0.215,0.22,4.4,4.2
2026-08-29T07:12:10+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-81k-on-august-28-2026,"Will Bitcoin reach $81,000 on August 28?",Yes,15603141009852373987454918190122609863903297801684524457029893515134133795324,2026-08-29,0.1079,5814.6556,627.4164,0,,,
2026-08-29T07:12:10+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-ethereum-dip-to-2100-in-august-2026,"Will Ethereum dip to $2,100 in August?",Yes,77788563479528944749781024099414110215460567447605806822172200591314150428079,2026-09-01,0.0185,3840.2807,71.4177,0.009,0.012,18.89,18.0
2026-08-29T07:12:11+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-up-or-down-on-august-29-2026,Bitcoin Up or Down on August 29?,Down,67008316987512810262477299738615463791127974191718312116586408753401091179247,2026-08-29,0.9456,2710.1173,2562.8333,0.9655,0.96,23692.29,22564.1
2026-08-29T07:12:11+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-74k-on-august-30-2026,"Will the price of Bitcoin be above $74,000 on August 30?",Yes,68440856082601520498635129581063834333148370664756483346536256661728716459139,2026-08-30,0.9776,2565.9677,2508.7235,0.98,0.987,41217.4,39254.7
2026-08-29T07:12:11+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-ethereum-dip-to-2400-august-24-30-2026,"Will Ethereum dip to $2,400 August 24-30?",Yes,69866579657397555909503655342775809712432135802924876114721279996585276778409,2026-08-31,0.3814,2550.4874,972.9854,0.495,0.51,0.0,0.0
2026-08-29T07:12:11+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-76k-on-august-29-2026,"Will the price of Bitcoin be above $76,000 on August 29?",Yes,77796660148650569012096379770170861734582998700514567512118730897030859095087,2026-08-29,0.9754,1936.441,1888.9304,0.974,0.976,152710.13,145438.2
2026-08-29T07:12:12+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-80k-august-24-30-2026-from-august-28,"Will Bitcoin reach $80,000 August 24-30?",No,81502825184341359191248258883823988249643373565457807031173527375989356115363,2026-08-31,0.8807,1612.5038,1420.2095,0.915,0.92,61.22,58.3
2026-08-29T07:12:12+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-84k-on-august-28-2026,"Will Bitcoin reach $84,000 on August 28?",Yes,96518108915692521231006027623214112453784513439298589896875916691872335284571,2026-08-29,0.0263,1609.2215,42.3418,0,,,
2026-08-29T07:12:12+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-82k-august-24-30-2026,"Will Bitcoin reach $82,000 August 24-30?",No,73367041246341170527720231337313016733960472780903401857821304467042719132271,2026-08-31,0.9785,1413.2177,1382.8886,0.9825,0.984,22073.76,21022.6
2026-08-29T07:12:13+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-78k-on-august-29-2026,"Will the price of Bitcoin be above $78,000 on August 29?",Yes,62520345296236033562334036073473241473935044422295901910228504825435833052569,2026-08-29,0.1145,1354.08,155.1442,0.09,0.11,851.47,810.9
2026-08-29T07:12:13+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-80k-on-august-29-2026,"Will the price of Bitcoin be above $80,000 on August 29?",No,35687465209052992596182052018912430665073816644717902083017138747183497223449,2026-08-29,0.9824,1352.6574,1328.8689,0.984,0.986,90672.25,86354.5
2026-08-29T07:12:13+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-76k-on-august-28-2026,"Will Bitcoin dip to $76,000 on August 28?",Yes,24000761060212892664115349691341571149883392865525582324036043447624795747526,2026-08-29,0.1974,1345.3055,265.6528,0,,,
2026-08-29T07:12:13+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-80k-on-august-30-2026,"Will the price of Bitcoin be above $80,000 on August 30?",No,101821862272123077038937610292347818903314102673112636457796009092591761090971,2026-08-30,0.9737,1328.5733,1293.7315,0.9825,0.984,42878.09,40836.3
2026-08-29T07:12:14+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-82k-on-august-30-2026,"Will the price of Bitcoin be above $82,000 on August 30?",No,10095603340598806065240654214618586550116273411011980313857136144189863201369,2026-08-30,0.9887,1008.3333,997.0329,0.9905,0.994,47612.46,45345.2
2026-08-29T07:12:14+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-62k-august-24-30-2026,"Will Bitcoin dip to $62,000 August 24-30?",Yes,3271325323438970431318283860612167386628738581860248701134884686999658709507,2026-08-31,0.001,1000,1,0.0015,0.002,0.0,0.0
2026-08-29T07:12:14+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-82k-on-august-28-2026,"Will Bitcoin reach $82,000 on August 28?",Yes,9191991927825598533077015237862390536648042602002378687970163242720763669965,2026-08-29,0.0966,973,94.0556,0,,,
2026-08-29T07:12:14+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-76k-on-august-30-2026,"Will the price of Bitcoin be above $76,000 on August 30?",No,46829416095124125087519103625635877391211161110065849458016542720839680604612,2026-08-30,0.0668,912.139,60.9983,0.078,0.084,0.0,0.0
2026-08-29T07:12:15+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-75k-on-august-28-2026,"Will Bitcoin dip to $75,000 on August 28?",Yes,5999469543250084963636970349601592063370184231274238842068116909307281609801,2026-08-29,0.0343,854.5672,29.3508,0,,,
2026-08-29T07:12:15+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-dip-to-75k-on-august-29-2026,"Will Bitcoin dip to $75,000 on August 29?",No,2257179859151989474113594085492223219705435485717683422013965430686644027446,2026-08-30,0.9823,832.5396,817.8395,0.992,0.998,1063.29,1012.7
2026-08-29T07:12:15+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-80k-in-august-2026-from-august-28,"Will Bitcoin reach $80,000 in August?",No,4637795543195949251552327206874787994351587830091699916381347808615298403497,2026-09-01,0.7489,822.2339,615.8071,0.825,0.83,0.0,0.0
2026-08-29T07:12:15+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-bitcoin-reach-95k-in-august-2026,"Will Bitcoin reach $95,000 in August?",No,77082040368477962456261933607845789378206474832945789192268214136053005262560,2026-09-01,0.996,522.02,519.9319,0.9985,0.999,20247.73,19283.6
2026-08-29T07:12:16+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-up-or-down-on-august-29-2026,Bitcoin Up or Down on August 29?,Up,90859621599600290749988056060953008602555143094137571670710388170312122247271,2026-08-29,0.3065,468.3248,143.5481,0.0345,0.048,2400.78,2286.5
2026-08-29T07:12:16+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,ethereum-up-or-down-on-august-29-2026,Ethereum Up or Down on August 29?,Up,27747991471045552923285952723019931917747686352781067205616779457166575126030,2026-08-29,0.2198,419.9744,92.3443,0.0305,0.038,598.95,570.4
2026-08-29T07:12:16+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,will-ethereum-dip-to-2200-august-24-30-2026,"Will Ethereum dip to $2,200 August 24-30?",Yes,79010678567540465128241459016631835310965570374542744879086411612964051578896,2026-08-31,0.0222,405.4584,9.0167,0.002,0.001,17.45,16.6
2026-08-29T07:12:16+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-72k-on-august-29-2026,"Will the price of Bitcoin be above $72,000 on August 29?",No,35803327082226631934786020333908520851475988750553734073295634654744281523414,2026-08-29,0.002,400,0.8,0.0015,0.002,4.0,3.8
2026-08-29T07:12:17+00:00,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,bitcoin-above-70k-on-august-29-2026,"Will the price of Bitcoin be above $70,000 on August 29?",Yes,8674514916706688197785955709737006068721343480720330917509355012248691834879,2026-08-29,0.997,400,398.8,0.9995,,0.0,0.0
