timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,inner_slug,outer_slug
2026-07-04T00:10:02+00:00,SOL,5min15m,YESout+NOin,1.59,-59.0,0.2066,9.0,297,0.99,0.6,82.45,82.28,sol-updown-5m-1783123800,sol-updown-15m-1783123200
2026-07-04T00:10:02+00:00,XRP,5min15m,YESout+NOin,1.67,-67.0,0.0,3.5,297,0.97,0.7,1.13,1.13,xrp-updown-5m-1783123800,xrp-updown-15m-1783123200
2026-07-04T00:11:02+00:00,BTC,5min15m,YESout+NOin,1.831,-83.1,0.4108,82.26,237,0.991,0.84,62811.0,62554.0,btc-updown-5m-1783123800,btc-updown-15m-1783123200
2026-07-04T00:11:02+00:00,ETH,5min15m,YESout+NOin,1.818,-81.8,0.2561,23.22,237,0.958,0.86,1761.45,1756.95,eth-updown-5m-1783123800,eth-updown-15m-1783123200
2026-07-04T00:11:02+00:00,SOL,5min15m,YESout+NOin,1.82,-82.0,0.2431,26.46,237,0.98,0.84,82.48,82.28,sol-updown-5m-1783123800,sol-updown-15m-1783123200
2026-07-04T00:11:03+00:00,XRP,5min15m,YESout+NOin,1.62,-62.0,0.885,6.15,236,0.97,0.65,1.14,1.13,xrp-updown-5m-1783123800,xrp-updown-15m-1783123200
2026-07-04T00:12:01+00:00,BTC,5min15m,YESout+NOin,1.779,-77.9,0.4108,0.31,178,0.999,0.78,62811.0,62554.0,btc-updown-5m-1783123800,btc-updown-15m-1783123200
2026-07-04T00:12:02+00:00,ETH,5min15m,YESout+NOin,1.84,-84.0,0.2561,44.9,177,0.98,0.86,1761.45,1756.95,eth-updown-5m-1783123800,eth-updown-15m-1783123200
2026-07-04T00:12:02+00:00,SOL,5min15m,YESout+NOin,1.685,-68.5,0.2431,34.82,177,0.995,0.69,82.48,82.28,sol-updown-5m-1783123800,sol-updown-15m-1783123200
2026-07-04T00:13:01+00:00,BTC,5min15m,YESout+NOin,1.929,-92.9,0.4108,323.65,118,0.999,0.93,62811.0,62554.0,btc-updown-5m-1783123800,btc-updown-15m-1783123200
2026-07-04T00:13:01+00:00,ETH,5min15m,YESout+NOin,1.955,-95.5,0.2561,9.7,118,0.985,0.97,1761.45,1756.95,eth-updown-5m-1783123800,eth-updown-15m-1783123200
2026-07-04T00:13:02+00:00,SOL,5min15m,YESout+NOin,1.838,-83.8,0.2431,30.26,117,0.998,0.84,82.48,82.28,sol-updown-5m-1783123800,sol-updown-15m-1783123200
2026-07-04T00:25:01+00:00,BTC,5min15m,NOout+YESin,1.55,-55.0,-0.0937,71.22,298,0.93,0.62,62702.345,62761.165,btc-updown-5m-1783124700,btc-updown-15m-1783124100
2026-07-04T00:25:02+00:00,ETH,5min15m,NOout+YESin,1.46,-46.0,-0.2454,4.04,297,0.97,0.49,1756.095,1760.415,eth-updown-5m-1783124700,eth-updown-15m-1783124100
2026-07-04T00:25:02+00:00,SOL,5min15m,NOout+YESin,1.38,-38.0,-0.1574,14.44,297,0.88,0.5,82.48,82.61,sol-updown-5m-1783124700,sol-updown-15m-1783124100
2026-07-04T00:25:02+00:00,XRP,5min15m,NOout+YESin,1.43,-43.0,-0.1583,12.75,297,0.92,0.51,1.1355,1.1373,xrp-updown-5m-1783124700,xrp-updown-15m-1783124100
2026-07-04T00:26:01+00:00,BTC,5min15m,NOout+YESin,1.59,-59.0,-0.0767,48.18,238,0.9,0.69,62713.0,62761.165,btc-updown-5m-1783124700,btc-updown-15m-1783124100
2026-07-04T00:26:01+00:00,ETH,5min15m,NOout+YESin,1.67,-67.0,-0.1906,2.11,238,0.97,0.7,1757.06,1760.415,eth-updown-5m-1783124700,eth-updown-15m-1783124100
2026-07-04T00:26:02+00:00,SOL,5min15m,NOout+YESin,1.49,-49.0,-0.2058,40.55,237,0.84,0.65,82.44,82.61,sol-updown-5m-1783124700,sol-updown-15m-1783124100
2026-07-04T00:26:02+00:00,XRP,5min15m,NOout+YESin,1.47,-47.0,-0.6419,13.5,237,0.93,0.54,1.13,1.1373,xrp-updown-5m-1783124700,xrp-updown-15m-1783124100
2026-07-04T00:27:02+00:00,BTC,5min15m,NOout+YESin,1.54,-54.0,-0.0767,23.77,177,0.97,0.57,62713.0,62761.165,btc-updown-5m-1783124700,btc-updown-15m-1783124100
2026-07-04T00:27:02+00:00,ETH,5min15m,NOout+YESin,1.419,-41.9,-0.1906,33.61,177,0.999,0.42,1757.06,1760.415,eth-updown-5m-1783124700,eth-updown-15m-1783124100
2026-07-04T00:27:02+00:00,SOL,5min15m,NOout+YESin,1.44,-44.0,-0.2058,41.3,177,0.95,0.49,82.44,82.61,sol-updown-5m-1783124700,sol-updown-15m-1783124100
2026-07-04T00:27:03+00:00,XRP,5min15m,NOout+YESin,1.53,-53.0,-0.6419,8.4,176,0.97,0.56,1.13,1.1373,xrp-updown-5m-1783124700,xrp-updown-15m-1783124100
2026-07-04T00:28:01+00:00,BTC,5min15m,NOout+YESin,1.55,-55.0,-0.0767,28.3,118,0.99,0.56,62713.0,62761.165,btc-updown-5m-1783124700,btc-updown-15m-1783124100
2026-07-04T00:28:02+00:00,ETH,5min15m,NOout+YESin,1.569,-56.9,-0.1906,52.87,117,0.999,0.57,1757.06,1760.415,eth-updown-5m-1783124700,eth-updown-15m-1783124100
2026-07-04T00:28:02+00:00,SOL,5min15m,NOout+YESin,1.56,-56.0,-0.2058,2.95,117,0.97,0.59,82.44,82.61,sol-updown-5m-1783124700,sol-updown-15m-1783124100
2026-07-04T00:28:02+00:00,XRP,5min15m,NOout+YESin,1.57,-57.0,-0.6419,15.5,117,0.99,0.58,1.13,1.1373,xrp-updown-5m-1783124700,xrp-updown-15m-1783124100
2026-07-04T00:29:01+00:00,BTC,5min15m,NOout+YESin,1.858,-85.8,-0.0767,65.87,58,0.998,0.86,62713.0,62761.165,btc-updown-5m-1783124700,btc-updown-15m-1783124100
2026-07-04T00:29:01+00:00,ETH,5min15m,NOout+YESin,1.869,-86.9,-0.1906,9.44,58,0.999,0.87,1757.06,1760.415,eth-updown-5m-1783124700,eth-updown-15m-1783124100
2026-07-04T00:29:02+00:00,SOL,5min15m,NOout+YESin,1.88,-88.0,-0.2058,45.08,57,0.98,0.9,82.44,82.61,sol-updown-5m-1783124700,sol-updown-15m-1783124100
2026-07-04T00:29:02+00:00,XRP,5min15m,NOout+YESin,1.76,-76.0,-0.6419,2.11,57,0.77,0.99,1.13,1.1373,xrp-updown-5m-1783124700,xrp-updown-15m-1783124100
2026-07-04T00:40:01+00:00,BTC,5min15m,NOout+YESin,1.53,-53.0,-0.0653,52.92,298,0.94,0.59,62662.0,62702.945,btc-updown-5m-1783125600,btc-updown-15m-1783125000
2026-07-04T00:40:02+00:00,ETH,5min15m,NOout+YESin,1.25,-25.0,-0.008,3.65,297,0.73,0.52,1756.71,1756.85,eth-updown-5m-1783125600,eth-updown-15m-1783125000
2026-07-04T00:40:02+00:00,SOL,5min15m,NOout+YESin,1.41,-41.0,-0.2421,50.0,297,0.91,0.5,82.41,82.61,sol-updown-5m-1783125600,sol-updown-15m-1783125000
2026-07-04T00:40:03+00:00,XRP,5min15m,YESout+NOin,1.3,-30.0,0.1318,2.7,296,0.76,0.54,1.14,1.1385,xrp-updown-5m-1783125600,xrp-updown-15m-1783125000
2026-07-04T00:41:01+00:00,BTC,5min15m,NOout+YESin,1.68,-68.0,-0.0813,38.12,238,0.86,0.82,62651.995,62702.945,btc-updown-5m-1783125600,btc-updown-15m-1783125000
