timestamp_utc,slug,market_id,condition_id,activo,end_date,restante_s,py_yes,lado,direccion,best_bid,best_ask,spread,profundidad_usd,n_niveles,outcome_real,acierto
2026-08-01T00:04:50+00:00,xrp-updown-5m-1785542400,3234170,0x376e5b828288f239cc6c826bad633164ef27b1ad1607d83147e7f23de9e0b57d,XRP,2026-08-01T00:05:00+00:00,9.9,0.995,Up,BUY_YES,0.992,0.999,0.007,57.92,1,Up,1
2026-08-01T00:04:50+00:00,doge-updown-5m-1785542400,3234168,0x99a694e050901e67bfed66007913297d91040b372735f3e2d455ade6c499d7c3,DOGE,2026-08-01T00:05:00+00:00,9.9,0.97,Up,BUY_YES,0.991,0.999,0.008,87.63,1,Up,1
2026-08-01T00:04:50+00:00,bnb-updown-5m-1785542400,3234174,0xce95fb5af622d1f704bff857f13abe1d27448f1baa17b177550085955011654a,BNB,2026-08-01T00:05:00+00:00,9.9,0.98,Up,BUY_YES,0.999,,,,0,Up,1
2026-08-01T00:09:50+00:00,xrp-updown-5m-1785542700,3234189,0xd3cdd8f68a87c0f23a4f42e257e1387153233d58cae8d5fa82c92edcbe559427,XRP,2026-08-01T00:10:00+00:00,9.8,0.63,Up,BUY_YES,0.67,0.75,0.08,2286.35,15,Down,0
2026-08-01T00:09:50+00:00,doge-updown-5m-1785542700,3234190,0x0cd07cb2f5d6486c5c32de9c225f2802dc73535266419701305f8bc3089d7d96,DOGE,2026-08-01T00:10:00+00:00,9.9,0.31,Down,BUY_NO,0.99,,,,0,Down,1
2026-08-01T00:09:50+00:00,bnb-updown-5m-1785542700,3234186,0xee5b6405cd8c10320c895f5bfa4229db1286dc0d223f8248aa7a23d52cd49fc0,BNB,2026-08-01T00:10:00+00:00,9.8,0.1,Down,BUY_NO,0.88,0.96,0.08,613.83,3,Down,1
2026-08-01T00:14:50+00:00,bnb-updown-5m-1785543000,3234212,0x2e5a3afdbc86f871c1af8eca7793dfb97fca63854360829d9a6802f70c16d3e5,BNB,2026-08-01T00:15:00+00:00,9.7,0.655,Up,BUY_YES,0.99,,,,0,Up,1
2026-08-01T00:19:50+00:00,xrp-updown-5m-1785543300,3234217,0x6dae6f1f12fe9209ecdcbb169e1f280eed88c1b29dc9489ed5e8013a90923bfb,XRP,2026-08-01T00:20:00+00:00,9.4,0.43,Down,BUY_NO,0.04,0.05,0.01,581.66,12,Up,0
2026-08-01T00:19:50+00:00,doge-updown-5m-1785543300,3234221,0xcc6172d4f3777c606260f259191c362eb16a8219b26df89e82fe8e1c824b2f39,DOGE,2026-08-01T00:20:00+00:00,9.4,0.58,Up,BUY_YES,0.98,0.99,0.01,10.85,1,Up,1
2026-08-01T00:19:50+00:00,bnb-updown-5m-1785543300,3234227,0x3a28cfa26862f87c762cea6a94095b0fcfdd1ee931fa2636c207b71f3bf28f53,BNB,2026-08-01T00:20:00+00:00,9.4,0.905,Up,BUY_YES,0.98,0.99,0.01,77.18,1,Up,1
2026-08-01T00:24:50+00:00,xrp-updown-5m-1785543600,3234237,0xb284489500440d8fa2ff4e215d2a14a977e44300c5a77568621ecee393f82cac,XRP,2026-08-01T00:25:00+00:00,9.9,0.08,Down,BUY_NO,0.99,,,,0,Down,1
2026-08-01T00:24:50+00:00,doge-updown-5m-1785543600,3234235,0x8f5028ad728e96dea4664563e73a8d1ae40f78139f8e435114d887c5eb64f7c7,DOGE,2026-08-01T00:25:00+00:00,9.9,0.125,Down,BUY_NO,0.99,,,,0,Down,1
2026-08-01T00:24:50+00:00,bnb-updown-5m-1785543600,3234231,0xca5d1c77531531173ac2a2ef2b86ff18fd15b247529bf236701d1e88f94478ab,BNB,2026-08-01T00:25:00+00:00,9.9,0.39,Down,BUY_NO,0.87,0.97,0.1,95.59,2,Down,1
2026-08-01T00:29:50+00:00,xrp-updown-5m-1785543900,3234285,0x52e8220e05d84d9ff0f2f0149f9d6d5d623526d6fdeccd85ac1e03750e6d951d,XRP,2026-08-01T00:30:00+00:00,9.8,0.88,Up,BUY_YES,0.99,,,,0,Up,1
2026-08-01T00:29:50+00:00,doge-updown-5m-1785543900,3234283,0x7fb6a76de20f7e94e49c8ab18967df9be76a7d5130b56624cd01c4f6703289b0,DOGE,2026-08-01T00:30:00+00:00,9.8,0.895,Up,BUY_YES,0.99,,,,0,Up,1
2026-08-01T00:29:50+00:00,bnb-updown-5m-1785543900,3234280,0xa3e50ed118ac475bbb4f3de81713b5194114b93be9c98c7a551184dc7d28802b,BNB,2026-08-01T00:30:00+00:00,9.9,0.68,Up,BUY_YES,0.99,,,,0,Up,1
2026-08-01T00:34:50+00:00,xrp-updown-5m-1785544200,3234291,0x8f280613f4d1bc7fa9bb1ac8496bfd78e913c83cc5e4d314448a291a25b0c1d2,XRP,2026-08-01T00:35:00+00:00,9.9,0.075,Down,BUY_NO,0.03,0.06,0.03,2088.28,12,Up,0
2026-08-01T00:34:50+00:00,doge-updown-5m-1785544200,3234290,0x141d82d1249d102434769703bb192bf1c2179da51a5a59e3ab92eb4b7828977a,DOGE,2026-08-01T00:35:00+00:00,9.8,0.425,Down,BUY_NO,,0.01,,793.36,11,Up,0
