timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,o_inner_chainlink,o_outer_chainlink,inner_slug,outer_slug
2026-09-01T00:00:48+00:00,BTC,15min60m,NOout+YESin,1.27,-27.0,-0.0276,3.52,-48,0.73,0.54,78540.935,78562.645,78537.60145306101,78501.52761801124,btc-updown-15m-1788219900,bitcoin-up-or-down-august-31-2026-7pm-et
2026-09-01T00:00:48+00:00,ETH,15min60m,NOout+YESin,1.27,-27.0,-0.1045,3.52,-48,0.73,0.54,2466.565,2469.145,2466.527009030279,2466.95178123,eth-updown-15m-1788219900,ethereum-up-or-down-august-31-2026-7pm-et
2026-09-01T00:00:49+00:00,SOL,15min60m,NOout+YESin,1.26,-26.0,-0.1939,3.52,-49,0.72,0.54,102.95,103.15,102.92537481929976,103.050235,sol-updown-15m-1788219900,solana-up-or-down-august-31-2026-7pm-et
2026-09-01T00:00:49+00:00,XRP,15min60m,NOout+YESin,1.38,-38.0,-0.0218,3.52,-49,0.84,0.54,1.3788,1.3791,1.3784145,1.3778230508189968,xrp-updown-15m-1788219900,xrp-up-or-down-august-31-2026-7pm-et
2026-09-01T00:00:49+00:00,BTC,5min15m,YESout+NOin,1.04,-4.0,0.0327,3.52,-49,0.54,0.5,78566.625,78540.935,78534.18076916893,78537.60145306101,btc-updown-5m-1788220500,btc-updown-15m-1788219900
2026-09-01T00:00:50+00:00,ETH,5min15m,YESout+NOin,1.44,-44.0,0.017,3.52,-50,0.54,0.9,2466.985,2466.565,2465.841341685277,2466.527009030279,eth-updown-5m-1788220500,eth-updown-15m-1788219900
2026-09-01T00:00:50+00:00,SOL,5min15m,YESout+NOin,1.05,-5.0,0.068,2.55,-50,0.54,0.51,103.02,102.95,102.9961843719762,102.92537481929976,sol-updown-5m-1788220500,sol-updown-15m-1788219900
2026-09-01T00:00:50+00:00,XRP,5min15m,YESout+NOin,1.44,-44.0,0.0435,3.52,-50,0.54,0.9,1.3794,1.3788,1.3789749371601094,1.3784145,xrp-updown-5m-1788220500,xrp-updown-15m-1788219900
2026-09-01T00:01:02+00:00,BTC,15min60m,NOout+YESin,1.27,-27.0,-0.0276,3.52,-62,0.73,0.54,78540.935,78562.645,78537.60145306101,78501.52761801124,btc-updown-15m-1788219900,bitcoin-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:03+00:00,ETH,15min60m,NOout+YESin,1.27,-27.0,-0.1045,3.52,-63,0.73,0.54,2466.565,2469.145,2466.527009030279,2466.95178123,eth-updown-15m-1788219900,ethereum-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:03+00:00,SOL,15min60m,NOout+YESin,1.26,-26.0,-0.1939,3.52,-63,0.72,0.54,102.95,103.15,102.92537481929976,103.050235,sol-updown-15m-1788219900,solana-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:03+00:00,XRP,15min60m,NOout+YESin,1.38,-38.0,-0.0218,3.52,-63,0.84,0.54,1.3788,1.3791,1.3784145,1.3778230508189968,xrp-updown-15m-1788219900,xrp-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:04+00:00,BTC,5min15m,YESout+NOin,1.04,-4.0,0.0327,3.52,-64,0.54,0.5,78566.625,78540.935,78534.18076916893,78537.60145306101,btc-updown-5m-1788220500,btc-updown-15m-1788219900
2026-09-01T00:01:04+00:00,ETH,5min15m,YESout+NOin,1.44,-44.0,0.017,3.52,-64,0.54,0.9,2466.985,2466.565,2465.841341685277,2466.527009030279,eth-updown-5m-1788220500,eth-updown-15m-1788219900
2026-09-01T00:01:05+00:00,SOL,5min15m,YESout+NOin,1.05,-5.0,0.068,2.55,-65,0.54,0.51,103.02,102.95,102.9961843719762,102.92537481929976,sol-updown-5m-1788220500,sol-updown-15m-1788219900
2026-09-01T00:01:05+00:00,XRP,5min15m,YESout+NOin,1.44,-44.0,0.0435,3.52,-65,0.54,0.9,1.3794,1.3788,1.3789749371601094,1.3784145,xrp-updown-5m-1788220500,xrp-updown-15m-1788219900
2026-09-01T00:01:17+00:00,BTC,15min60m,NOout+YESin,1.27,-27.0,-0.0276,3.52,-77,0.73,0.54,78540.935,78562.645,78537.60145306101,78501.52761801124,btc-updown-15m-1788219900,bitcoin-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:18+00:00,ETH,15min60m,NOout+YESin,1.27,-27.0,-0.1045,3.52,-78,0.73,0.54,2466.565,2469.145,2466.527009030279,2466.95178123,eth-updown-15m-1788219900,ethereum-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:18+00:00,SOL,15min60m,NOout+YESin,1.26,-26.0,-0.1939,3.52,-78,0.72,0.54,102.95,103.15,102.92537481929976,103.050235,sol-updown-15m-1788219900,solana-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:19+00:00,XRP,15min60m,NOout+YESin,1.38,-38.0,-0.0218,3.52,-79,0.84,0.54,1.3788,1.3791,1.3784145,1.3778230508189968,xrp-updown-15m-1788219900,xrp-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:19+00:00,BTC,5min15m,YESout+NOin,1.04,-4.0,0.0327,3.52,-79,0.54,0.5,78566.625,78540.935,78534.18076916893,78537.60145306101,btc-updown-5m-1788220500,btc-updown-15m-1788219900
2026-09-01T00:01:19+00:00,ETH,5min15m,YESout+NOin,1.44,-44.0,0.017,3.52,-79,0.54,0.9,2466.985,2466.565,2465.841341685277,2466.527009030279,eth-updown-5m-1788220500,eth-updown-15m-1788219900
2026-09-01T00:01:20+00:00,SOL,5min15m,YESout+NOin,1.05,-5.0,0.068,2.55,-80,0.54,0.51,103.02,102.95,102.9961843719762,102.92537481929976,sol-updown-5m-1788220500,sol-updown-15m-1788219900
2026-09-01T00:01:20+00:00,XRP,5min15m,YESout+NOin,1.44,-44.0,0.0435,3.52,-80,0.54,0.9,1.3794,1.3788,1.3789749371601094,1.3784145,xrp-updown-5m-1788220500,xrp-updown-15m-1788219900
2026-09-01T00:01:32+00:00,BTC,15min60m,NOout+YESin,1.27,-27.0,-0.0276,3.52,-92,0.73,0.54,78540.935,78562.645,78537.60145306101,78501.52761801124,btc-updown-15m-1788219900,bitcoin-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:32+00:00,ETH,15min60m,NOout+YESin,1.27,-27.0,-0.1045,3.52,-92,0.73,0.54,2466.565,2469.145,2466.527009030279,2466.95178123,eth-updown-15m-1788219900,ethereum-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:33+00:00,SOL,15min60m,NOout+YESin,1.26,-26.0,-0.1939,3.52,-93,0.72,0.54,102.95,103.15,102.92537481929976,103.050235,sol-updown-15m-1788219900,solana-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:33+00:00,XRP,15min60m,NOout+YESin,1.38,-38.0,-0.0218,3.52,-93,0.84,0.54,1.3788,1.3791,1.3784145,1.3778230508189968,xrp-updown-15m-1788219900,xrp-up-or-down-august-31-2026-7pm-et
2026-09-01T00:01:34+00:00,BTC,5min15m,YESout+NOin,1.04,-4.0,0.0327,3.52,-94,0.54,0.5,78566.625,78540.935,78534.18076916893,78537.60145306101,btc-updown-5m-1788220500,btc-updown-15m-1788219900
2026-09-01T00:01:34+00:00,ETH,5min15m,YESout+NOin,1.44,-44.0,0.017,3.52,-94,0.54,0.9,2466.985,2466.565,2465.841341685277,2466.527009030279,eth-updown-5m-1788220500,eth-updown-15m-1788219900
2026-09-01T00:01:34+00:00,SOL,5min15m,YESout+NOin,1.05,-5.0,0.068,2.55,-94,0.54,0.51,103.02,102.95,102.9961843719762,102.92537481929976,sol-updown-5m-1788220500,sol-updown-15m-1788219900
2026-09-01T00:01:35+00:00,XRP,5min15m,YESout+NOin,1.44,-44.0,0.0435,3.52,-95,0.54,0.9,1.3794,1.3788,1.3789749371601094,1.3784145,xrp-updown-5m-1788220500,xrp-updown-15m-1788219900
