timestamp_utc,tipo,accionable,event,end_date,n_brackets,suma_yes,gap_pct,profit_pct,liq_min,liq_total,rango_min,rango_max
2026-06-30T08:22:57+00:00,OVERROUND,False,Ethereum price on July 4?,2026-07-04,9,1.4625,-46.25,-48.25,79.0,35134.0,1200,2100
2026-06-30T08:22:57+00:00,OVERROUND,False,Solana price on July 5?,2026-07-05,9,1.0915,-9.15,-11.15,2782.0,25738.0,110,120
2026-06-30T08:22:57+00:00,OVERROUND,False,Solana price on July 3?,2026-07-03,9,1.08,-8.0,-10.0,2754.0,25681.0,110,120
2026-06-30T08:22:57+00:00,OVERROUND,False,Solana price on July 4?,2026-07-04,9,1.0695,-6.95,-8.95,2780.0,25923.0,110,120
2026-06-30T08:22:57+00:00,OVERROUND,False,Ethereum price on July 1?,2026-07-01,9,1.0445,-4.45,-6.45,4499.0,61480.0,1200,2100
2026-06-30T08:22:57+00:00,OVERROUND,False,Ethereum price on July 3?,2026-07-03,9,1.0415,-4.15,-6.15,4189.0,39720.0,1100,2000
2026-06-30T08:22:57+00:00,OVERROUND,False,Solana price on July 2?,2026-07-02,9,1.028,-2.8,-4.8,129.0,20406.0,110,110
2026-06-30T08:22:57+00:00,OVERROUND,False,Ethereum price on July 5?,2026-07-05,9,1.0215,-2.15,-4.15,855.0,38190.0,1100,2000
2026-06-30T08:22:57+00:00,BRACKET_ARB,False,Bitcoin price on July 1?,2026-07-01,9,0.957,4.3,2.3,18052.0,184908.0,52000,70000
2026-06-30T08:22:57+00:00,BRACKET_ARB,False,Bitcoin price on July 5?,2026-07-05,9,0.9635,3.65,1.65,3365.0,68033.0,50000,68000
