timestamp_utc,window,rank,account,pnl,notional,account_value
2026-09-12T00:00:02+00:00,week,1,0xfc1B24B1749F71b797029C34F5fa30D528539107,97369.22283225105,24156144.455416005,1207891.1755844287006044629898
2026-09-12T00:00:02+00:00,week,2,0x0034DC43DeACf5060035Db189A094568Dad45b7F,96681.39712950838,216511661.29937,5366661.6545137747761784409278
2026-09-12T00:00:02+00:00,week,3,0x4c4f4d655B77c4d1cB4343AF6c54c2Ec8f4022b4,66687.12604364964,27756518.82015,4214728.3429686948937434732311
2026-09-12T00:00:02+00:00,week,4,0xB91a9C277b0d26A5ea763994152CB35AB725360E,41091.87422852627,24630695.277689002,2148967.7933792345848497144522
2026-09-12T00:00:02+00:00,week,5,0x5Eee21F22ac3Bb72c979D801270d7f322D6B2d6f,21852.35523521438,58880767.66588898,1887354.7580587850074294721979
2026-09-12T00:00:02+00:00,week,6,0xFAd25C3098FCb4F2Ad68039204A4011261824ce6,18863.784112843976,21139534.974133994,976068.1293018809856300000526
2026-09-12T00:00:02+00:00,week,7,0xD111a21BCc7dF8bB78497B06C7A2c114C3a9eBdC,17815.213508964276,17698926.103424996,1268120.9613028646896784506543
2026-09-12T00:00:02+00:00,week,8,0x7930Ee98013FA1aEaC08872A88E677dc925aD132,16715.786826453554,28525058.065872002,6341529.7423558932685202172620
2026-09-12T00:00:02+00:00,week,9,0x2070F45C22E44a52CB42210d1112a0Bfb6A9A0c7,16093.061400307875,25193624.28578199,2231675.1626625770700917538934
2026-09-12T00:00:02+00:00,week,10,0xC914238Dde217bc37F768B9eE5F8FBF973aeD746,14986.642069686493,647177.9274939998,64713.974555149350723318493424
2026-09-12T00:00:02+00:00,week,11,0xE0Ebcff994a0f3A644634927aE1B68913ad58A39,8699.161166493474,1613571.7276289999,222575.73137901406735199999991
2026-09-12T00:00:02+00:00,week,12,0x8Fa25A257fe4dfb7e9A0f34Da3845b7a675dE433,6931.038948005975,4081661.2838699995,221855.28543820389791875266115
2026-09-12T00:00:02+00:00,week,13,0xA12DeC8a97284FF5A07f7CD2C61C309bB746A434,6795.447739538736,616927.098229,0.000000049295169952114235
2026-09-12T00:00:02+00:00,week,14,0x8F1C370eDC85AaADBCCC200bE5e89e90AF0f2F6B,6038.659197983528,714283.31462,0.000000983528051593750003
2026-09-12T00:00:02+00:00,week,15,0x79818CD96A941a7CAeabAa3dB3038585af723a77,5141.460886531585,20576628.367067,990939.2506972966756590751825
2026-09-12T00:00:02+00:00,week,16,0x9c6c85323Ae3E695bA36D17c86f3ec2242cF712A,5008.5819090342975,254608.33035299997,49068.050550644843576850007422
2026-09-12T00:00:02+00:00,week,17,0x0Bd3dbB28d42321831BFcdf94B17A034A700Bd5E,4706.425022944139,2005515.2486619998,994.52293556885932200000000
2026-09-12T00:00:02+00:00,week,18,0x6502499186806b8e564d9ceb807dE5715563832d,4090.6108709399446,249110.38328999997,5614.9124229399450620000000020
2026-09-12T00:00:02+00:00,week,19,0x8448d8263B6131d1a8eBE93EAC553804f60300Ec,3729.1804904026662,12510097.353429994,1215200.0509852453806803231816
2026-09-12T00:00:02+00:00,week,20,0xDF1Fbd66762B0FbFef253EC1cAc8679455B9B629,3617.9663499363974,5955049.461438,1554936.1412921783662509339998
2026-09-12T00:00:02+00:00,week,21,0x2Cf120DA2A5a2c44e05922991BEbd3a1565107cc,3615.6175102250404,133445.03407399997,11782.880450595656314940324980
2026-09-12T00:00:02+00:00,week,22,0x1198f33d4f889Cafaf4a07a7dea55d615BF44EBC,3373.9224876698527,10988574.765306998,1494936.7018307006680005895946
2026-09-12T00:00:02+00:00,week,23,0x385A7aF4119c3C38dd5cf23EeD39f06cB9a259E9,2955.7349149541,984536.7583689999,0.000000954099999999999997
2026-09-12T00:00:02+00:00,week,24,0xE93C133930d64C9b54d8dec4E20448415c74B147,2677.6598973076457,363731.00697299995,74055.781817185184117999999997
2026-09-12T00:00:02+00:00,week,25,0x6839b4A978E8554f3d740c837C6297a2966D1C72,2565.067441107375,119637.84446000002,18807.035997528218978177207326
2026-09-12T00:00:02+00:00,week,26,0x33b63A54A4183C8BdE1C324069fF4e3CA03E95CD,2287.303133909399,4407664.755413,205140.66202447892615033750097
