timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,inner_slug,outer_slug
2026-07-31T00:10:45+00:00,BTC,5min15m,YESout+NOin,1.09,-9.0,0.0563,22.8,254,0.38,0.71,64769.435,64733.0,btc-updown-5m-1785456600,btc-updown-15m-1785456000
2026-07-31T00:10:45+00:00,ETH,5min15m,YESout+NOin,1.03,-3.0,0.0115,8.33,254,0.36,0.67,1917.95,1917.73,eth-updown-5m-1785456600,eth-updown-15m-1785456000
2026-07-31T00:10:46+00:00,SOL,5min15m,YESout+NOin,1.14,-14.0,0.0806,3.48,253,0.58,0.56,74.52,74.46,sol-updown-5m-1785456600,sol-updown-15m-1785456000
2026-07-31T00:10:46+00:00,XRP,5min15m,YESout+NOin,1.17,-17.0,0.1017,2.95,253,0.59,0.58,1.0831,1.082,xrp-updown-5m-1785456600,xrp-updown-15m-1785456000
2026-07-31T00:11:41+00:00,BTC,5min15m,YESout+NOin,1.09,-9.0,0.0402,82.0,198,0.62,0.47,64759.0,64733.0,btc-updown-5m-1785456600,btc-updown-15m-1785456000
2026-07-31T00:11:41+00:00,ETH,5min15m,YESout+NOin,1.11,-11.0,0.011,54.88,198,0.62,0.49,1917.94,1917.73,eth-updown-5m-1785456600,eth-updown-15m-1785456000
2026-07-31T00:11:42+00:00,SOL,5min15m,YESout+NOin,1.11,-11.0,0.0672,1.32,197,0.89,0.22,74.51,74.46,sol-updown-5m-1785456600,sol-updown-15m-1785456000
2026-07-31T00:11:42+00:00,XRP,5min15m,YESout+NOin,1.17,-17.0,0.0924,2.22,197,0.8,0.37,1.083,1.082,xrp-updown-5m-1785456600,xrp-updown-15m-1785456000
2026-07-31T00:12:38+00:00,BTC,5min15m,YESout+NOin,1.12,-12.0,0.0402,27.6,141,0.69,0.43,64759.0,64733.0,btc-updown-5m-1785456600,btc-updown-15m-1785456000
2026-07-31T00:12:39+00:00,ETH,5min15m,YESout+NOin,1.16,-16.0,0.011,9.44,140,0.59,0.57,1917.94,1917.73,eth-updown-5m-1785456600,eth-updown-15m-1785456000
2026-07-31T00:12:39+00:00,SOL,5min15m,YESout+NOin,1.12,-12.0,0.0672,5.97,140,0.91,0.21,74.51,74.46,sol-updown-5m-1785456600,sol-updown-15m-1785456000
2026-07-31T00:12:39+00:00,XRP,5min15m,YESout+NOin,1.24,-24.0,0.0924,2.64,140,0.8,0.44,1.083,1.082,xrp-updown-5m-1785456600,xrp-updown-15m-1785456000
2026-07-31T00:13:43+00:00,BTC,5min15m,YESout+NOin,1.21,-21.0,0.0402,52.69,76,0.78,0.43,64759.0,64733.0,btc-updown-5m-1785456600,btc-updown-15m-1785456000
2026-07-31T00:13:44+00:00,ETH,5min15m,YESout+NOin,1.33,-33.0,0.011,9.8,75,0.84,0.49,1917.94,1917.73,eth-updown-5m-1785456600,eth-updown-15m-1785456000
