timestamp_utc,tipo,accionable,event,end_date,n_brackets,suma_yes,suma_ask,suma_bid,gap_pct,profit_pct,roi_no_pct,liq_min,liq_total,rango_min,rango_max
2026-08-02T00:02:08+00:00,OVERROUND,False,Ethereum price on August 7?,2026-08-07,9,4.354,8.618,0.09,-761.8,-763.8,-12.01,2.0,37.0,1400,2300
2026-08-02T00:02:08+00:00,OVERROUND,False,Solana price on August 7?,2026-08-07,9,3.4065,6.728,0.085,-572.8,-574.8,-12.06,3.0,56.0,110,120
2026-08-02T00:02:08+00:00,OVERROUND,False,Solana price on August 6?,2026-08-06,9,2.963,5.837,0.089,-483.7,-485.7,-12.02,3.0,56.0,110,120
2026-08-02T00:02:08+00:00,OVERROUND,False,Solana price on August 5?,2026-08-05,9,2.734,5.403,0.065,-440.3,-442.3,-12.26,5.0,109.0,110,120
2026-08-02T00:02:08+00:00,OVERROUND,False,Ethereum price on August 6?,2026-08-06,9,1.935,3.27,0.6,-227.0,-229.0,-6.67,112.0,4290.0,1500,2400
2026-08-02T00:02:08+00:00,OVERROUND,False,Ethereum price on August 5?,2026-08-05,9,1.87,3.123,0.617,-212.3,-214.3,-6.48,213.0,3657.0,1400,2300
2026-08-02T00:02:08+00:00,OVERROUND,False,Ethereum price on August 4?,2026-08-04,9,1.5245,2.33,0.719,-133.0,-135.0,-5.33,57.0,4196.0,1500,2400
2026-08-02T00:02:08+00:00,OVERROUND,False,Bitcoin price on August 7?,2026-08-07,9,1.032,1.167,0.897,-16.7,-18.7,-3.25,1059.0,52905.0,54000,72000
2026-08-02T00:15:09+00:00,OVERROUND,False,Ethereum price on August 7?,2026-08-07,9,4.3495,8.609,0.09,-760.9,-762.9,-12.01,2.0,31.0,1400,2300
2026-08-02T00:15:09+00:00,OVERROUND,False,Solana price on August 7?,2026-08-07,9,3.4135,6.727,0.1,-572.7,-574.7,-11.91,3.0,60.0,110,120
2026-08-02T00:15:09+00:00,OVERROUND,False,Solana price on August 6?,2026-08-06,9,2.962,5.835,0.089,-483.5,-485.5,-12.02,3.0,56.0,110,120
2026-08-02T00:15:09+00:00,OVERROUND,False,Solana price on August 5?,2026-08-05,9,2.734,5.403,0.065,-440.3,-442.3,-12.26,4.0,98.0,110,120
2026-08-02T00:15:09+00:00,OVERROUND,False,Ethereum price on August 6?,2026-08-06,9,1.904,3.218,0.59,-221.8,-223.8,-6.78,111.0,4289.0,1500,2400
2026-08-02T00:15:09+00:00,OVERROUND,False,Ethereum price on August 5?,2026-08-05,9,1.8315,3.026,0.637,-202.6,-204.6,-6.25,199.0,3603.0,1400,2300
2026-08-02T00:15:09+00:00,OVERROUND,False,Ethereum price on August 4?,2026-08-04,9,1.0415,1.404,0.679,-40.4,-42.4,-5.78,219.0,4727.0,1500,2400
2026-08-02T00:15:09+00:00,OVERROUND,False,Solana price on August 4?,2026-08-04,9,1.1215,1.32,0.923,-32.0,-34.0,-2.93,66.0,1018.0,110,120
2026-08-02T00:27:27+00:00,OVERROUND,False,Solana price on August 7?,2026-08-07,9,3.4135,6.727,0.1,-572.7,-574.7,-11.91,3.0,60.0,110,120
2026-08-02T00:27:27+00:00,OVERROUND,False,Solana price on August 6?,2026-08-06,9,2.968,5.847,0.089,-484.7,-486.7,-12.02,3.0,56.0,110,120
2026-08-02T00:27:27+00:00,OVERROUND,False,Solana price on August 5?,2026-08-05,9,2.734,5.403,0.065,-440.3,-442.3,-12.26,4.0,102.0,110,120
2026-08-02T00:27:27+00:00,OVERROUND,False,Solana price on August 4?,2026-08-04,9,1.5855,2.248,0.923,-124.8,-126.8,-2.93,22.0,675.0,110,120
2026-08-02T00:27:27+00:00,OVERROUND,False,Ethereum price on August 7?,2026-08-07,9,1.065,1.33,0.8,-33.0,-35.0,-4.39,2798.0,25828.0,1400,2300
2026-08-02T00:27:27+00:00,OVERROUND,False,Ethereum price on August 5?,2026-08-05,9,1.0735,1.32,0.827,-32.0,-34.0,-4.07,3926.0,37078.0,1400,2300
2026-08-02T00:27:27+00:00,OVERROUND,False,Ethereum price on August 6?,2026-08-06,9,1.0755,1.319,0.832,-31.9,-33.9,-4.02,2933.0,29363.0,1500,2400
2026-08-02T00:27:27+00:00,OVERROUND,False,Ethereum price on August 4?,2026-08-04,9,1.065,1.251,0.879,-25.1,-27.1,-3.46,1519.0,37216.0,1500,2400
2026-08-02T00:39:51+00:00,OVERROUND,False,Solana price on August 7?,2026-08-07,9,3.4,6.71,0.09,-571.0,-573.0,-12.01,2.0,44.0,110,120
2026-08-02T00:39:51+00:00,OVERROUND,False,Solana price on August 6?,2026-08-06,9,3.0005,5.935,0.066,-493.5,-495.5,-12.25,3.0,41.0,110,120
2026-08-02T00:39:51+00:00,OVERROUND,False,Solana price on August 5?,2026-08-05,9,2.724,5.403,0.045,-440.3,-442.3,-12.45,4.0,93.0,110,120
2026-08-02T00:39:51+00:00,OVERROUND,False,Solana price on August 4?,2026-08-04,9,1.126,1.33,0.922,-33.0,-35.0,-2.95,54.0,941.0,110,120
2026-08-02T00:39:51+00:00,OVERROUND,False,Ethereum price on August 6?,2026-08-06,9,1.0775,1.32,0.835,-32.0,-34.0,-3.98,2925.0,28913.0,1500,2400
2026-08-02T00:39:51+00:00,OVERROUND,False,Ethereum price on August 7?,2026-08-07,9,1.0695,1.319,0.82,-31.9,-33.9,-4.16,2766.0,25809.0,1400,2300
