timestamp_utc,tipo,event,end_date,n_brackets,suma_yes,profit_pct,liq_min,liq_total,rango_min,rango_max
2026-06-24T12:02:57+00:00,OVERROUND,Solana price on June 29?,2026-06-29,9,1.508,-52.8,54.0,8008.0,110,120
2026-06-24T12:02:57+00:00,OVERROUND,Solana price on June 28?,2026-06-28,9,1.0845,-10.45,31.0,6300.0,110,120
2026-06-24T12:02:57+00:00,OVERROUND,Ethereum price on June 26?,2026-06-26,9,1.076,-9.6,157.0,62078.0,1300,2200
2026-06-24T12:02:57+00:00,OVERROUND,Ethereum price on June 27?,2026-06-27,9,1.0565,-7.65,4150.0,40439.0,1300,2200
2026-06-24T12:02:57+00:00,OVERROUND,Solana price on June 26?,2026-06-26,9,1.039,-5.9,356.0,36868.0,110,110
2026-06-24T12:02:57+00:00,OVERROUND,Bitcoin price on June 27?,2026-06-27,9,1.0385,-5.85,1485.0,75350.0,56000,74000
2026-06-24T12:02:57+00:00,OVERROUND,Ethereum price on June 29?,2026-06-29,9,1.0315,-5.15,188.0,40095.0,1300,2200
2026-06-24T12:02:57+00:00,OVERROUND,Ethereum price on June 25?,2026-06-25,9,1.0305,-5.05,4407.0,86626.0,1200,2100
2026-06-24T12:02:57+00:00,OVERROUND,Solana price on June 27?,2026-06-27,9,1.0235,-4.35,23.0,20460.0,110,120
