timestamp_utc,tipo,accionable,event,end_date,n_brackets,suma_yes,suma_ask,suma_bid,gap_pct,profit_pct,roi_no_pct,liq_min,liq_total,rango_min,rango_max
2026-07-11T00:21:48+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.0535,1.247,0.86,-24.7,-26.7,-3.69,3070.0,29467.0,1300,2200
2026-07-11T00:21:48+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.0665,1.24,0.893,-24.0,-26.0,-3.29,2935.0,28647.0,1300,2200
2026-07-11T00:21:48+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.051,1.235,0.867,-23.5,-25.5,-3.6,117.0,20651.0,1300,2200
2026-07-11T00:21:48+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.034,1.125,0.943,-12.5,-14.5,-2.69,1012.0,47337.0,1300,2200
2026-07-11T00:21:48+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0275,1.12,0.935,-12.0,-14.0,-2.79,30.0,24975.0,110,130
2026-07-11T00:21:48+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.035,1.06,1.01,-6.0,-8.0,-1.88,9874.0,143588.0,54000,72000
2026-07-11T00:32:41+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,3.8665,7.651,0.082,-665.1,-667.1,-12.09,3.0,185.0,110,130
2026-07-11T00:32:41+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,3.783,7.463,0.103,-646.3,-648.3,-11.88,6.0,194.0,110,120
2026-07-11T00:32:41+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,2.036,3.991,0.081,-299.1,-301.1,-12.1,5.0,231.0,110,120
2026-07-11T00:32:41+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.8655,3.606,0.125,-260.6,-262.6,-11.66,8.0,400.0,110,130
2026-07-11T00:32:41+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.0725,1.275,0.87,-27.5,-29.5,-3.57,3067.0,29188.0,1300,2200
2026-07-11T00:32:41+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.1035,1.258,0.949,-25.8,-27.8,-2.62,1395.0,27257.0,1300,2200
2026-07-11T00:32:41+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.073,1.243,0.903,-24.3,-26.3,-3.17,2929.0,28609.0,1300,2200
2026-07-11T00:32:41+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.0575,1.232,0.883,-23.2,-25.2,-3.41,64.0,23743.0,1300,2200
2026-07-11T00:32:41+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.029,1.125,0.933,-12.5,-14.5,-2.81,1024.0,52904.0,1300,2200
2026-07-11T00:32:41+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0285,1.122,0.935,-12.2,-14.2,-2.79,31.0,25045.0,110,130
2026-07-11T00:32:41+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.032,1.058,1.006,-5.8,-7.8,-1.93,9591.0,145788.0,54000,72000
2026-07-11T00:43:30+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,3.8665,7.651,0.082,-665.1,-667.1,-12.09,3.0,185.0,110,130
2026-07-11T00:43:30+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,3.749,7.395,0.103,-639.5,-641.5,-11.88,6.0,193.0,110,120
2026-07-11T00:43:30+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,2.0495,4.018,0.081,-301.8,-303.8,-12.1,5.0,228.0,110,120
2026-07-11T00:43:30+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.8605,3.606,0.115,-260.6,-262.6,-11.76,9.0,360.0,110,130
2026-07-11T00:43:30+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.0995,1.26,0.939,-26.0,-28.0,-2.74,332.0,26847.0,1300,2200
2026-07-11T00:43:30+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.07,1.242,0.903,-24.2,-26.2,-3.17,2929.0,28941.0,1300,2200
2026-07-11T00:43:30+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.053,1.236,0.87,-23.6,-25.6,-3.57,3050.0,29233.0,1300,2200
2026-07-11T00:43:30+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.0555,1.234,0.876,-23.4,-25.4,-3.5,123.0,18173.0,1300,2200
2026-07-11T00:43:30+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0285,1.122,0.935,-12.2,-14.2,-2.79,31.0,24874.0,110,130
2026-07-11T00:43:30+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.034,1.115,0.953,-11.5,-13.5,-2.57,3850.0,59522.0,1300,2200
2026-07-11T00:43:30+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.0315,1.057,1.006,-5.7,-7.7,-1.93,9249.0,147605.0,54000,72000
2026-07-11T00:54:23+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,2.015,3.068,0.962,-206.8,-208.8,-2.46,45.0,14525.0,110,130
2026-07-11T00:54:23+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,1.996,3.044,0.948,-204.4,-206.4,-2.63,5.0,17429.0,110,120
2026-07-11T00:54:23+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.9235,2.892,0.955,-189.2,-191.2,-2.55,39.0,14189.0,110,130
2026-07-11T00:54:23+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,1.2305,1.536,0.925,-53.6,-55.6,-2.91,1464.0,21140.0,110,120
2026-07-11T00:54:23+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.085,1.283,0.887,-28.3,-30.3,-3.36,48.0,16243.0,1300,2200
2026-07-11T00:54:23+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.098,1.247,0.949,-24.7,-26.7,-2.62,320.0,26622.0,1300,2200
2026-07-11T00:54:23+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.0795,1.236,0.923,-23.6,-25.6,-2.93,2925.0,28446.0,1300,2200
2026-07-11T00:54:23+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.053,1.236,0.87,-23.6,-25.6,-3.57,3020.0,29021.0,1300,2200
2026-07-11T00:54:23+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.0435,1.134,0.953,-13.4,-15.4,-2.57,1468.0,52738.0,1300,2200
2026-07-11T00:54:23+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0385,1.092,0.985,-9.2,-11.2,-2.18,46.0,44611.0,110,130
2026-07-11T00:54:23+00:00,OVERROUND,False,Bitcoin price on July 13?,2026-07-13,9,1.0345,1.062,1.007,-6.2,-8.2,-1.91,3037.0,95033.0,54000,72000
2026-07-11T00:54:23+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.0215,1.047,0.996,-4.7,-6.7,-2.05,8863.0,137481.0,54000,72000
2026-07-11T00:54:23+00:00,OVERROUND,False,Bitcoin price on July 11?,2026-07-11,9,1.0225,1.043,1.002,-4.3,-6.3,-1.98,15422.0,167377.0,54000,72000
2026-07-11T01:05:14+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,2.3335,3.696,0.971,-269.6,-271.6,-2.35,44.0,12931.0,110,130
2026-07-11T01:05:14+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,1.553,2.145,0.961,-114.5,-116.5,-2.48,44.0,17836.0,110,120
2026-07-11T01:05:14+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.4505,1.956,0.945,-95.6,-97.6,-2.67,32.0,5646.0,110,130
2026-07-11T01:05:14+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.116,1.329,0.903,-32.9,-34.9,-3.17,18.0,22432.0,1300,2200
2026-07-11T01:05:14+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.0985,1.258,0.939,-25.8,-27.8,-2.74,1943.0,29428.0,1300,2200
2026-07-11T01:05:14+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.053,1.236,0.87,-23.6,-25.6,-3.57,3020.0,29256.0,1300,2200
2026-07-11T01:05:14+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,1.14,1.234,0.931,-23.4,-25.4,-2.84,193.0,19124.0,110,120
2026-07-11T01:05:14+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.0555,1.229,0.882,-22.9,-24.9,-3.42,2937.0,27993.0,1300,2200
2026-07-11T01:05:14+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.0445,1.145,0.944,-14.5,-16.5,-2.68,3390.0,55742.0,1300,2200
2026-07-11T01:05:14+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0395,1.094,0.985,-9.4,-11.4,-2.18,238.0,44690.0,110,130
2026-07-11T01:05:14+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.0335,1.06,1.007,-6.0,-8.0,-1.91,10831.0,146990.0,54000,72000
2026-07-11T01:05:14+00:00,OVERROUND,False,Bitcoin price on July 13?,2026-07-13,9,1.027,1.056,0.998,-5.6,-7.6,-2.02,2862.0,87296.0,54000,72000
2026-07-11T01:16:13+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,2.02,3.087,0.951,-208.7,-210.7,-2.6,5.0,17656.0,110,120
2026-07-11T01:16:13+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,1.982,2.986,0.971,-198.6,-200.6,-2.35,44.0,17076.0,110,130
2026-07-11T01:16:13+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.9175,2.89,0.945,-189.0,-191.0,-2.67,25.0,16484.0,110,130
2026-07-11T01:16:13+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.118,1.333,0.903,-33.3,-35.3,-3.17,367.0,26093.0,1300,2200
2026-07-11T01:16:13+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.1035,1.258,0.949,-25.8,-27.8,-2.62,335.0,24316.0,1300,2200
2026-07-11T01:16:13+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.068,1.251,0.885,-25.1,-27.1,-3.39,212.0,20483.0,1300,2200
2026-07-11T01:16:13+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.053,1.236,0.87,-23.6,-25.6,-3.57,3134.0,30216.0,1300,2200
2026-07-11T01:16:13+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,1.065,1.208,0.922,-20.8,-22.8,-2.95,2384.0,22808.0,110,120
2026-07-11T01:16:13+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.0445,1.135,0.954,-13.5,-15.5,-2.56,1639.0,53772.0,1300,2200
2026-07-11T01:16:13+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0415,1.098,0.985,-9.8,-11.8,-2.18,66.0,45116.0,110,130
2026-07-11T01:16:13+00:00,OVERROUND,False,Bitcoin price on July 13?,2026-07-13,9,1.031,1.059,1.003,-5.9,-7.9,-1.96,8341.0,106258.0,54000,72000
2026-07-11T01:16:13+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.0225,1.049,0.996,-4.9,-6.9,-2.05,8854.0,143721.0,54000,72000
2026-07-11T01:27:08+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,2.4,3.828,0.972,-282.8,-284.8,-2.34,28.0,12821.0,110,130
2026-07-11T01:27:08+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,2.0185,3.086,0.951,-208.6,-210.6,-2.6,52.0,15471.0,110,120
2026-07-11T01:27:08+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.0955,1.304,0.887,-30.4,-32.4,-3.36,478.0,20096.0,1300,2200
2026-07-11T01:27:08+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.0785,1.254,0.903,-25.4,-27.4,-3.17,3100.0,29410.0,1300,2200
2026-07-11T01:27:08+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.0995,1.25,0.949,-25.0,-27.0,-2.62,1476.0,27547.0,1300,2200
2026-07-11T01:27:08+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.048,1.226,0.87,-22.6,-24.6,-3.57,3192.0,30795.0,1300,2200
2026-07-11T01:27:08+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,1.068,1.216,0.92,-21.6,-23.6,-2.97,249.0,20417.0,110,120
2026-07-11T01:27:08+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.0445,1.135,0.954,-13.5,-15.5,-2.56,3807.0,59584.0,1300,2200
2026-07-11T01:27:08+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0335,1.082,0.985,-8.2,-10.2,-2.18,306.0,45464.0,110,130
2026-07-11T01:27:08+00:00,OVERROUND,False,Ethereum price on July 11?,2026-07-11,9,1.0255,1.07,0.981,-7.0,-9.0,-2.23,3988.0,119072.0,1300,2200
2026-07-11T01:27:08+00:00,OVERROUND,False,Bitcoin price on July 13?,2026-07-13,9,1.032,1.061,1.003,-6.1,-8.1,-1.96,3426.0,94348.0,54000,72000
2026-07-11T01:27:08+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.0325,1.058,1.007,-5.8,-7.8,-1.91,14618.0,156909.0,54000,72000
2026-07-11T01:37:59+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,1.5655,2.15,0.981,-115.0,-117.0,-2.23,3.0,16949.0,110,130
2026-07-11T01:37:59+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.487,2.019,0.955,-101.9,-103.9,-2.55,14.0,13886.0,110,130
2026-07-11T01:37:59+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.1025,1.282,0.923,-28.2,-30.2,-2.93,505.0,26761.0,1300,2200
2026-07-11T01:37:59+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,1.1005,1.275,0.926,-27.5,-29.5,-2.9,959.0,21334.0,110,120
2026-07-11T01:37:59+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,1.0955,1.253,0.949,-25.3,-27.3,-2.62,134.0,20322.0,110,120
2026-07-11T01:37:59+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.058,1.246,0.87,-24.6,-26.6,-3.57,3191.0,30985.0,1300,2200
2026-07-11T01:37:59+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.1005,1.242,0.959,-24.2,-26.2,-2.5,373.0,27811.0,1300,2200
2026-07-11T01:37:59+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.0565,1.211,0.902,-21.1,-23.1,-3.19,173.0,16059.0,1300,2200
2026-07-11T01:37:59+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.0445,1.135,0.954,-13.5,-15.5,-2.56,851.0,51088.0,1300,2200
2026-07-11T01:37:59+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.039,1.103,0.975,-10.3,-12.3,-2.31,292.0,43434.0,110,130
2026-07-11T01:37:59+00:00,OVERROUND,False,Ethereum price on July 11?,2026-07-11,9,1.0255,1.06,0.991,-6.0,-8.0,-2.11,4312.0,121140.0,1300,2200
2026-07-11T01:37:59+00:00,OVERROUND,False,Bitcoin price on July 13?,2026-07-13,9,1.024,1.053,0.995,-5.3,-7.3,-2.06,2634.0,91217.0,54000,72000
2026-07-11T01:37:59+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.024,1.051,0.997,-5.1,-7.1,-2.04,9839.0,136359.0,54000,72000
2026-07-11T01:48:58+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,2.4695,3.968,0.971,-296.8,-298.8,-2.35,3.0,9732.0,110,130
2026-07-11T01:48:58+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,2.897,3.922,0.961,-292.2,-294.2,-2.48,42.0,13428.0,110,120
2026-07-11T01:48:58+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,1.508,2.078,0.938,-107.8,-109.8,-2.75,330.0,20650.0,110,120
2026-07-11T01:48:58+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.4965,2.028,0.965,-102.8,-104.8,-2.43,128.0,16419.0,110,130
2026-07-11T01:48:58+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.11,1.317,0.903,-31.7,-33.7,-3.17,205.0,20697.0,1300,2200
2026-07-11T01:48:58+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.087,1.235,0.939,-23.5,-25.5,-2.74,3255.0,33504.0,1300,2200
2026-07-11T01:48:58+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.047,1.224,0.87,-22.4,-24.4,-3.57,3157.0,30732.0,1300,2200
2026-07-11T01:48:58+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.052,1.213,0.891,-21.3,-23.3,-3.32,3400.0,32042.0,1300,2200
2026-07-11T01:48:58+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.087,1.16,1.014,-16.0,-18.0,-1.83,2506.0,35442.0,110,130
2026-07-11T01:48:58+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.0295,1.061,0.998,-6.1,-8.1,-2.02,16012.0,164935.0,54000,72000
2026-07-11T01:48:58+00:00,OVERROUND,False,Bitcoin price on July 11?,2026-07-11,9,1.0275,1.043,1.012,-4.3,-6.3,-1.85,13885.0,165459.0,54000,72000
2026-07-11T01:59:51+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,3.8715,7.651,0.092,-665.1,-667.1,-11.99,3.0,178.0,110,130
2026-07-11T01:59:51+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,3.8365,7.572,0.101,-657.2,-659.2,-11.9,6.0,202.0,110,120
2026-07-11T01:59:51+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,2.0305,3.975,0.086,-297.5,-299.5,-12.05,6.0,238.0,110,120
2026-07-11T01:59:51+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.8655,3.626,0.105,-262.6,-264.6,-11.86,6.0,361.0,110,130
2026-07-11T01:59:51+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.095,1.277,0.913,-27.7,-29.7,-3.05,471.0,26052.0,1300,2200
2026-07-11T01:59:51+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.072,1.251,0.893,-25.1,-27.1,-3.29,103.0,18335.0,1300,2200
2026-07-11T01:59:51+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.097,1.245,0.949,-24.5,-26.5,-2.62,3247.0,33569.0,1300,2200
2026-07-11T01:59:51+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0285,1.241,0.816,-24.1,-26.1,-4.2,15.0,21284.0,110,130
2026-07-11T01:59:51+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.052,1.224,0.88,-22.4,-24.4,-3.45,3201.0,31067.0,1300,2200
2026-07-11T01:59:51+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.0335,1.114,0.953,-11.4,-13.4,-2.57,1066.0,55848.0,1300,2200
2026-07-11T01:59:51+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.023,1.048,0.998,-4.8,-6.8,-2.02,9797.0,122007.0,54000,72000
2026-07-11T01:59:51+00:00,OVERROUND,False,Bitcoin price on July 11?,2026-07-11,9,1.022,1.043,1.001,-4.3,-6.3,-1.99,16123.0,180691.0,54000,72000
2026-07-11T02:10:48+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,3.8665,7.651,0.082,-665.1,-667.1,-12.09,3.0,177.0,110,130
2026-07-11T02:10:48+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,3.8425,7.584,0.101,-658.4,-660.4,-11.9,5.0,198.0,110,120
2026-07-11T02:10:48+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,2.035,3.974,0.096,-297.4,-299.4,-11.95,6.0,232.0,110,120
2026-07-11T02:10:48+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.8705,3.616,0.125,-261.6,-263.6,-11.66,6.0,387.0,110,130
2026-07-11T02:10:48+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.1145,1.316,0.913,-31.6,-33.6,-3.05,105.0,23264.0,1300,2200
2026-07-11T02:10:48+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.0965,1.244,0.949,-24.4,-26.4,-2.62,1476.0,30578.0,1300,2200
2026-07-11T02:10:48+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.0665,1.243,0.89,-24.3,-26.3,-3.33,3198.0,31443.0,1300,2200
2026-07-11T02:10:48+00:00,OVERROUND,False,Solana price on July 12?,2026-07-12,9,1.0235,1.231,0.816,-23.1,-25.1,-4.2,21.0,21195.0,110,130
2026-07-11T02:10:48+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.0575,1.221,0.894,-22.1,-24.1,-3.28,113.0,18291.0,1300,2200
2026-07-11T02:10:48+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.0285,1.104,0.953,-10.4,-12.4,-2.57,1740.0,54967.0,1300,2200
2026-07-11T02:10:48+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.0335,1.06,1.007,-6.0,-8.0,-1.91,9714.0,141043.0,54000,72000
2026-07-11T02:21:39+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,2.008,3.055,0.961,-205.5,-207.5,-2.48,44.0,14554.0,110,130
2026-07-11T02:21:39+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,1.578,2.291,0.931,-129.1,-131.1,-2.84,156.0,13238.0,110,120
2026-07-11T02:21:39+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.1095,1.316,0.903,-31.6,-33.6,-3.17,29.0,17104.0,1300,2200
2026-07-11T02:21:39+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.102,1.255,0.949,-25.5,-27.5,-2.62,1476.0,27755.0,1300,2200
2026-07-11T02:21:39+00:00,OVERROUND,False,Ethereum price on July 16?,2026-07-16,9,1.0475,1.245,0.85,-24.5,-26.5,-3.8,3109.0,30485.0,1300,2200
2026-07-11T02:21:39+00:00,OVERROUND,False,Ethereum price on July 15?,2026-07-15,9,1.0565,1.224,0.889,-22.4,-24.4,-3.34,735.0,27323.0,1300,2200
2026-07-11T02:21:39+00:00,OVERROUND,False,Solana price on July 16?,2026-07-16,9,1.0685,1.2,0.937,-20.0,-22.0,-2.77,2384.0,22623.0,110,120
2026-07-11T02:21:39+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.048,1.151,0.945,-15.1,-17.1,-2.67,107.0,17579.0,110,130
2026-07-11T02:21:39+00:00,OVERROUND,False,Ethereum price on July 12?,2026-07-12,9,1.0285,1.104,0.953,-10.4,-12.4,-2.57,3548.0,57820.0,1300,2200
2026-07-11T02:21:39+00:00,OVERROUND,False,Bitcoin price on July 12?,2026-07-12,9,1.028,1.059,0.997,-5.9,-7.9,-2.04,9694.0,133779.0,54000,72000
2026-07-11T02:32:32+00:00,OVERROUND,False,Solana price on July 15?,2026-07-15,9,2.068,3.195,0.941,-219.5,-221.5,-2.72,59.0,13375.0,110,120
2026-07-11T02:32:32+00:00,OVERROUND,False,Solana price on July 13?,2026-07-13,9,1.916,2.877,0.955,-187.7,-189.7,-2.55,100.0,9622.0,110,130
2026-07-11T02:32:32+00:00,OVERROUND,False,Solana price on July 14?,2026-07-14,9,1.5335,2.106,0.961,-110.6,-112.6,-2.48,2.0,17039.0,110,130
2026-07-11T02:32:32+00:00,OVERROUND,False,Ethereum price on July 13?,2026-07-13,9,1.102,1.255,0.949,-25.5,-27.5,-2.62,1476.0,27663.0,1300,2200
2026-07-11T02:32:32+00:00,OVERROUND,False,Ethereum price on July 14?,2026-07-14,9,1.076,1.249,0.903,-24.9,-26.9,-3.17,2947.0,28694.0,1300,2200
