timestamp_utc,trade_timestamp,wallet,tipo,edge_pp_validado,n_validado,activo,marco,mirror_lado,market_slug,lag_ws_ms,lag_deteccion_a_decision_ms,ratio_deteccion,ask_deteccion,ratio_decision,ask_decision,degradacion_ask_pct,sigue_fillable_en_decision,stake_dryrun_eur,tupla_sintetica,en_whitelist_real,puede_operar_ventana
2026-08-03T20:29:48.176+00:00,2026-08-03T20:29:47.000+00:00,0x59277134cc2a099bf5667a33e40fa1d0daa5666b,SEGUIR,17.761,65,XRP,5min,Down,xrp-updown-5m-1785788700,1176.4,265.77,0.0,0.99,0.0,0.99,0.0,0,1.96,WALLET_MIRROR#XRP#5min#BUY_Down,0,False
2026-08-03T20:29:57.900+00:00,2026-08-03T20:29:57.000+00:00,0x4dab9e8cc5b2bb970de6243e501a0611d7886d0e,SEGUIR,12.732,228,BTC,5min,Down,btc-updown-5m-1785789000,901.0,244.32,0.0,0.69,0.0,0.69,0.0,0,1.4,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:29:58.150+00:00,2026-08-03T20:29:57.000+00:00,0x90d420b108448e5472b39131b701a3eb2d6ec7c8,SEGUIR,7.942,357,BTC,5min,Down,btc-updown-5m-1785789000,1150.7,255.05,0.0,0.69,0.0,0.69,0.0,0,1.05,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:29:59.492+00:00,2026-08-03T20:29:59.000+00:00,0x85995efd91e257db2099319f6202080431b9ad67,SEGUIR,16.498,87,BTC,5min,Down,btc-updown-5m-1785789000,492.6,233.25,40.9,0.69,40.9,0.69,0.0,1,1.82,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:29:59.732+00:00,2026-08-03T20:29:59.000+00:00,0xcbedda30b5f1b6f97e81821b35e83436717a2de7,SEGUIR,16.248,133,BTC,5min,Down,btc-updown-5m-1785789000,732.3,247.69,401.2,0.69,405.5,0.7,1.449,1,1.79,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:29:59.980+00:00,2026-08-03T20:29:59.000+00:00,0x8cec765e6d34e4a0bd6822c642b7514f2d9300e3,SEGUIR,20.944,94,BTC,5min,Down,btc-updown-5m-1785789000,980.3,288.55,329.2,0.7,342.8,0.7,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:30:03.530+00:00,2026-08-03T20:30:03.000+00:00,0xa937e2d2c67cb8d7eb3ec7aeafa5a8bb177cb495,SEGUIR,12.86,125,ETH,60min,Up,ethereum-up-or-down-august-3-2026-4pm-et,530.4,330.57,420.2,0.73,420.2,0.73,0.0,1,1.42,WALLET_MIRROR#ETH#60min#BUY_Up,0,False
2026-08-03T20:30:05.419+00:00,2026-08-03T20:30:05.000+00:00,0x8856e15c9bbdd939cb98e2776f725f502aaef6ad,SEGUIR,12.179,2494,BTC,5min,Up,btc-updown-5m-1785789000,419.4,425.36,0.0,0.36,0.0,0.36,0.0,0,1.34,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:30:06.082+00:00,2026-08-03T20:30:05.000+00:00,0x6a7eca51a61b15eaef6c3c5b56b09259b37ccfcc,SEGUIR,28.839,42,BTC,5min,Down,btc-updown-5m-1785789000,1082.6,326.48,533.5,0.64,521.3,0.64,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:30:06.413+00:00,2026-08-03T20:30:05.000+00:00,0x127bc69b51601504f52afff08f1868cfbcae46ac,SEGUIR,24.788,40,BTC,5min,Down,btc-updown-5m-1785789000,1413.6,296.81,644.0,0.64,572.9,0.64,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:30:22.313+00:00,2026-08-03T20:30:22.000+00:00,0x7e5d2991c2647de2348287e2f499329fc6a6c4c3,SEGUIR,3.289,4309,BTC,15min,Up,btc-updown-15m-1785789000,313.0,248.22,129.7,0.47,129.7,0.47,0.0,1,1.05,WALLET_MIRROR#BTC#15min#BUY_Up,0,False
2026-08-03T20:30:29.484+00:00,2026-08-03T20:30:29.000+00:00,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,SEGUIR,1.649,10514,ETH,15min,Down,eth-updown-15m-1785789000,484.1,252.9,86.8,0.46,86.8,0.46,0.0,1,1.05,WALLET_MIRROR#ETH#15min#BUY_Down,0,False
2026-08-03T20:30:37.485+00:00,2026-08-03T20:30:37.000+00:00,0x96e0874058ebaadc9cfb57cfe2cb242960ebcdd9,SEGUIR,15.853,80,ETH,5min,Down,eth-updown-5m-1785789000,485.0,334.84,165.4,0.39,189.6,0.39,0.0,1,1.75,WALLET_MIRROR#ETH#5min#BUY_Down,0,False
2026-08-03T20:30:39.434+00:00,2026-08-03T20:30:39.000+00:00,0x16bc7faccdb6dedd07d47333a6f06fef635dd23a,SEGUIR,2.24,5653,SOL,15min,Up,sol-updown-15m-1785789000,434.5,229.56,0.0,0.54,0.0,0.54,0.0,0,1.05,WALLET_MIRROR#SOL#15min#BUY_Up,0,False
2026-08-03T20:30:46.529+00:00,2026-08-03T20:30:46.000+00:00,0xecf45e7576846cb73ee5fa187f816ffe840ce68c,SEGUIR,4.95,949,BTC,15min,Down,btc-updown-15m-1785789000,529.3,232.83,395.9,0.56,395.9,0.56,0.0,1,1.05,WALLET_MIRROR#BTC#15min#BUY_Down,0,False
2026-08-03T20:30:53.756+00:00,2026-08-03T20:30:53.000+00:00,0x9a1a3a66acad17bf5e61a073db8dd48fca7adbd1,SEGUIR,18.749,82,BTC,5min,Down,btc-updown-5m-1785789000,756.4,233.66,816.2,0.62,816.2,0.62,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:31:03.620+00:00,2026-08-03T20:31:03.000+00:00,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,SEGUIR,3.327,2791,XRP,15min,Down,xrp-updown-15m-1785789000,620.9,241.05,10.7,0.43,10.7,0.43,0.0,1,1.05,WALLET_MIRROR#XRP#15min#BUY_Down,0,False
2026-08-03T20:31:04.523+00:00,2026-08-03T20:31:04.000+00:00,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,SEGUIR,1.762,13844,BTC,15min,Down,btc-updown-15m-1785789000,523.9,219.21,71.8,0.6,71.8,0.6,0.0,1,1.05,WALLET_MIRROR#BTC#15min#BUY_Down,0,False
2026-08-03T20:31:04.768+00:00,2026-08-03T20:31:04.000+00:00,0xee55214ee3a9ee22a404663c76ca832577df7b04,SEGUIR,1.971,5521,SOL,15min,Down,sol-updown-15m-1785789000,768.3,281.92,28.7,0.48,35.1,0.48,0.0,1,1.05,WALLET_MIRROR#SOL#15min#BUY_Down,0,False
2026-08-03T20:31:05.050+00:00,2026-08-03T20:31:04.000+00:00,0xfcdc071df7080c214196bb0b3b751e5417f9d8e3,SEGUIR,5.425,1134,SOL,5min,Down,sol-updown-5m-1785789000,1050.8,356.14,32.9,0.47,30.1,0.47,0.0,1,1.05,WALLET_MIRROR#SOL#5min#BUY_Down,0,False
2026-08-03T20:31:10.832+00:00,2026-08-03T20:31:10.000+00:00,0x335ac48637a3bc37c2eac9e0c9799c32b3cda494,SEGUIR,5.372,834,SOL,15min,Up,sol-updown-15m-1785789000,832.4,346.22,33.2,0.57,33.2,0.57,0.0,1,1.05,WALLET_MIRROR#SOL#15min#BUY_Up,0,False
2026-08-03T20:31:33.255+00:00,2026-08-03T20:31:33.000+00:00,0xf31819f7f05eeb17ab40ff8e417447df339c68f0,SEGUIR,8.0,476,BTC,60min,Up,bitcoin-up-or-down-august-3-2026-4pm-et,255.3,254.64,878.4,0.73,878.4,0.73,0.0,1,1.05,WALLET_MIRROR#BTC#60min#BUY_Up,0,False
2026-08-03T20:32:02.611+00:00,2026-08-03T20:32:02.000+00:00,0xd912131221d75b624963c928fa5bfd284c4775c3,SEGUIR,17.252,453,BTC,5min,Down,btc-updown-5m-1785789000,611.6,333.06,493.3,0.74,595.8,0.74,0.0,1,1.9,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:32:07.605+00:00,2026-08-03T20:32:07.000+00:00,0x95f51617e900f7d4df2894d77a73c1b2b269779f,SEGUIR,24.032,73,BTC,5min,Up,btc-updown-5m-1785789000,605.3,287.34,72.4,0.26,88.4,0.26,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:33:06.311+00:00,2026-08-03T20:33:06.000+00:00,0x0c7c5204404e9d5402d258fedac59c7212bae4cb,SEGUIR,9.649,1636,BNB,15min,Up,bnb-updown-15m-1785789000,311.6,265.14,3.7,0.47,3.7,0.47,0.0,0,1.06,WALLET_MIRROR#BNB#15min#BUY_Up,0,False
2026-08-03T20:33:12.624+00:00,2026-08-03T20:33:12.000+00:00,0x59277134cc2a099bf5667a33e40fa1d0daa5666b,SEGUIR,17.761,65,XRP,5min,Up,xrp-updown-5m-1785789000,624.8,245.35,3.3,0.7,3.3,0.7,0.0,0,1.96,WALLET_MIRROR#XRP#5min#BUY_Up,0,False
2026-08-03T20:33:15.268+00:00,2026-08-03T20:33:14.000+00:00,0xfcdc071df7080c214196bb0b3b751e5417f9d8e3,SEGUIR,3.249,3087,XRP,15min,Down,xrp-updown-15m-1785789000,1269.0,223.78,4.8,0.38,4.8,0.38,0.0,0,1.05,WALLET_MIRROR#XRP#15min#BUY_Down,0,False
2026-08-03T20:33:30.631+00:00,2026-08-03T20:33:30.000+00:00,0x13318bcb09a972d1b2357df7ef49f35313db97c2,SEGUIR,8.593,240,BNB,15min,Down,bnb-updown-15m-1785789000,631.1,256.14,0.0,0.51,0.0,0.51,0.0,0,1.05,WALLET_MIRROR#BNB#15min#BUY_Down,0,False
2026-08-03T20:33:32.278+00:00,2026-08-03T20:33:32.000+00:00,0x9412cdfc1e3171e1aabb013d0f494986445d0cd0,SEGUIR,5.037,1610,BTC,15min,Down,btc-updown-15m-1785789000,278.5,238.41,0.0,0.63,0.0,0.63,0.0,0,1.05,WALLET_MIRROR#BTC#15min#BUY_Down,0,False
2026-08-03T20:33:37.613+00:00,2026-08-03T20:33:37.000+00:00,0x0cb038487586d1119b165466072e9baf666f3a90,SEGUIR,3.653,7558,BTC,15min,Down,btc-updown-15m-1785789000,613.1,326.06,9.0,0.66,9.0,0.66,0.0,1,1.05,WALLET_MIRROR#BTC#15min#BUY_Down,0,False
2026-08-03T20:35:04.907+00:00,2026-08-03T20:35:04.000+00:00,0x127bc69b51601504f52afff08f1868cfbcae46ac,SEGUIR,24.788,40,BTC,5min,Down,btc-updown-5m-1785789300,907.1,271.85,672.8,0.55,679.9,0.55,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:35:16.772+00:00,2026-08-03T20:35:16.000+00:00,0xfcdc071df7080c214196bb0b3b751e5417f9d8e3,SEGUIR,5.425,1134,SOL,5min,Down,sol-updown-5m-1785789300,772.4,219.52,0.0,0.34,1.9,0.33,-2.941,0,1.05,WALLET_MIRROR#SOL#5min#BUY_Down,0,False
2026-08-03T20:35:41.991+00:00,2026-08-03T20:35:41.000+00:00,0x96e0874058ebaadc9cfb57cfe2cb242960ebcdd9,SEGUIR,15.853,80,ETH,5min,Down,eth-updown-5m-1785789300,991.4,243.36,10.3,0.31,10.3,0.31,0.0,1,1.75,WALLET_MIRROR#ETH#5min#BUY_Down,0,False
2026-08-03T20:35:52.557+00:00,2026-08-03T20:35:52.000+00:00,0x8856e15c9bbdd939cb98e2776f725f502aaef6ad,SEGUIR,12.179,2494,BTC,5min,Down,btc-updown-5m-1785789300,558.0,255.2,5.3,0.32,0.0,0.33,3.125,0,1.34,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:36:14.093+00:00,2026-08-03T20:36:13.000+00:00,0xaa9621853f92c2dd3be06871b352bce365ef6969,SEGUIR,40.579,47,BTC,15min,Down,btc-updown-15m-1785789000,1093.6,225.34,1004.8,0.6,998.0,0.6,0.0,1,2.0,WALLET_MIRROR#BTC#15min#BUY_Down,0,False
2026-08-03T20:36:15.177+00:00,2026-08-03T20:36:14.000+00:00,0x85d379d0ed5ae9077e96fd97938e38a245816be3,SEGUIR,25.917,49,BTC,15min,Down,btc-updown-15m-1785789000,1177.5,233.46,1006.9,0.61,1002.2,0.61,0.0,1,2.0,WALLET_MIRROR#BTC#15min#BUY_Down,0,False
2026-08-03T20:36:15.697+00:00,2026-08-03T20:36:15.000+00:00,0x0a775ab4ea030fe6c637d50d61d65db3a0524ecc,SEGUIR,27.031,32,BTC,15min,Down,btc-updown-15m-1785789000,697.7,232.07,993.6,0.61,983.7,0.61,0.0,1,2.0,WALLET_MIRROR#BTC#15min#BUY_Down,0,False
2026-08-03T20:36:27.011+00:00,2026-08-03T20:36:26.000+00:00,0x2b2619da10051f2b7b9256a746713695765142f1,SEGUIR,8.22,542,BTC,15min,Up,btc-updown-15m-1785789000,1011.0,195.29,0.0,0.4,0.0,0.4,0.0,0,1.05,WALLET_MIRROR#BTC#15min#BUY_Up,0,False
2026-08-03T20:37:02.840+00:00,2026-08-03T20:37:02.000+00:00,0x580845f990155aacc66eac14a3852a4fa38be67f,SEGUIR,5.507,1245,ETH,60min,Up,ethereum-up-or-down-august-3-2026-4pm-et,840.7,232.24,382.6,0.86,382.6,0.86,0.0,1,1.05,WALLET_MIRROR#ETH#60min#BUY_Up,0,False
2026-08-03T20:37:27.515+00:00,2026-08-03T20:37:27.000+00:00,0xbcabf6cc21b11300730d54cd75d3fbda6a3fd300,SEGUIR,8.301,347,BTC,15min,Down,btc-updown-15m-1785789000,515.4,258.88,278.4,0.73,278.4,0.73,0.0,1,1.05,WALLET_MIRROR#BTC#15min#BUY_Down,0,False
2026-08-03T20:37:37.928+00:00,2026-08-03T20:37:37.000+00:00,0x4dab9e8cc5b2bb970de6243e501a0611d7886d0e,SEGUIR,12.732,228,BTC,5min,Down,btc-updown-5m-1785789300,928.3,207.0,0.0,0.62,0.0,0.62,0.0,0,1.4,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:37:38.268+00:00,2026-08-03T20:37:38.000+00:00,0xcbedda30b5f1b6f97e81821b35e83436717a2de7,SEGUIR,16.248,133,BTC,5min,Down,btc-updown-5m-1785789300,268.1,209.97,0.0,0.62,0.0,0.62,0.0,0,1.79,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:37:38.484+00:00,2026-08-03T20:37:38.000+00:00,0x85995efd91e257db2099319f6202080431b9ad67,SEGUIR,16.498,87,BTC,5min,Down,btc-updown-5m-1785789300,484.8,234.22,0.0,0.62,0.0,0.62,0.0,0,1.82,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:37:38.976+00:00,2026-08-03T20:37:38.000+00:00,0x6a7eca51a61b15eaef6c3c5b56b09259b37ccfcc,SEGUIR,28.839,42,BTC,5min,Down,btc-updown-5m-1785789300,976.5,194.6,0.0,0.62,0.0,0.62,0.0,0,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:37:39.328+00:00,2026-08-03T20:37:39.000+00:00,0x8cec765e6d34e4a0bd6822c642b7514f2d9300e3,SEGUIR,20.944,94,BTC,5min,Down,btc-updown-5m-1785789300,328.2,209.84,529.2,0.62,532.8,0.62,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:37:56.501+00:00,2026-08-03T20:37:56.000+00:00,0xb1feb9fe351c9e5fbc372c6a49b7fe5bdd9608d2,SEGUIR,21.63,48,SOL,5min,Up,sol-updown-5m-1785789300,501.7,240.42,8.6,0.46,3.3,0.46,0.0,0,2.0,WALLET_MIRROR#SOL#5min#BUY_Up,0,False
2026-08-03T20:38:36.751+00:00,2026-08-03T20:38:36.000+00:00,0xdaee998426ebc81d0a15d7c13b2bdddaf8e18559,SEGUIR,10.597,212,BTC,5min,Down,btc-updown-5m-1785789300,751.8,217.13,0.0,0.74,0.0,0.74,0.0,0,1.17,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:38:54.987+00:00,2026-08-03T20:38:54.000+00:00,0x935cac7914833e087848277e3f698fee3194cd27,SEGUIR,12.085,412,BTC,5min,Down,btc-updown-5m-1785789300,987.6,195.08,929.5,0.87,929.4,0.87,0.0,1,1.33,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:38:55.632+00:00,2026-08-03T20:38:55.000+00:00,0x59277134cc2a099bf5667a33e40fa1d0daa5666b,SEGUIR,17.761,65,XRP,5min,Up,xrp-updown-5m-1785789300,632.6,217.43,119.5,0.95,104.4,0.95,0.0,1,1.96,WALLET_MIRROR#XRP#5min#BUY_Up,0,False
2026-08-03T20:39:58.484+00:00,2026-08-03T20:39:58.000+00:00,0xe138e08aee245eb2bf6a1b767c319d6234e81d84,SEGUIR,21.565,41,BTC,5min,Up,btc-updown-5m-1785789600,484.3,507.69,44.5,0.51,44.5,0.51,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:40:04.947+00:00,2026-08-03T20:40:04.000+00:00,0x127bc69b51601504f52afff08f1868cfbcae46ac,SEGUIR,24.788,40,BTC,5min,Down,btc-updown-5m-1785789600,947.3,403.61,304.3,0.49,298.9,0.49,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:40:16.639+00:00,2026-08-03T20:40:16.000+00:00,0x96e0874058ebaadc9cfb57cfe2cb242960ebcdd9,SEGUIR,15.853,80,ETH,5min,Up,eth-updown-5m-1785789600,639.5,338.95,42.4,0.43,42.4,0.43,0.0,1,1.75,WALLET_MIRROR#ETH#5min#BUY_Up,0,False
2026-08-03T20:40:48.166+00:00,2026-08-03T20:40:47.000+00:00,0xfcdc071df7080c214196bb0b3b751e5417f9d8e3,SEGUIR,5.425,1134,SOL,5min,Down,sol-updown-5m-1785789600,1166.6,254.0,0.0,0.62,0.0,0.62,0.0,0,1.05,WALLET_MIRROR#SOL#5min#BUY_Down,0,False
2026-08-03T20:42:04.602+00:00,2026-08-03T20:42:04.000+00:00,0x57f2faf2eb75fd26bce0b5baf5ee7ffaadd66356,SEGUIR,9.284,1051,BTC,5min,Down,btc-updown-5m-1785789600,602.4,221.72,964.2,0.74,946.6,0.75,1.351,1,1.05,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:42:04.831+00:00,2026-08-03T20:42:04.000+00:00,0x12c2782b74d3b2a051b55be2e5167970ace01381,SEGUIR,28.265,88,BTC,5min,Down,btc-updown-5m-1785789600,831.5,253.8,821.4,0.75,745.1,0.75,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:42:09.044+00:00,2026-08-03T20:42:08.000+00:00,0x8856e15c9bbdd939cb98e2776f725f502aaef6ad,SEGUIR,12.179,2494,BTC,5min,Up,btc-updown-5m-1785789600,1044.3,244.35,253.6,0.26,235.8,0.26,0.0,1,1.34,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:42:54.651+00:00,2026-08-03T20:42:54.000+00:00,0xdaee998426ebc81d0a15d7c13b2bdddaf8e18559,SEGUIR,10.597,212,BTC,5min,Up,btc-updown-5m-1785789600,651.6,230.85,53.8,0.26,144.9,0.26,0.0,1,1.17,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:43:01.688+00:00,2026-08-03T20:43:01.000+00:00,0x1b2e5156f2651cf2375cdcd5b35ccde97706e590,SEGUIR,9.718,219,BNB,15min,Down,bnb-updown-15m-1785789000,688.0,226.8,0.0,0.48,0.0,0.48,0.0,0,1.07,WALLET_MIRROR#BNB#15min#BUY_Down,0,False
2026-08-03T20:43:03.565+00:00,2026-08-03T20:43:03.000+00:00,0xd912131221d75b624963c928fa5bfd284c4775c3,SEGUIR,17.252,453,BTC,5min,Up,btc-updown-5m-1785789600,565.7,212.87,59.4,0.23,58.4,0.23,0.0,1,1.9,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:43:09.634+00:00,2026-08-03T20:43:09.000+00:00,0x95f51617e900f7d4df2894d77a73c1b2b269779f,SEGUIR,24.032,73,BTC,5min,Down,btc-updown-5m-1785789600,634.3,205.89,1022.9,0.78,1022.9,0.78,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:43:25.686+00:00,2026-08-03T20:43:25.000+00:00,0x9a1a3a66acad17bf5e61a073db8dd48fca7adbd1,SEGUIR,18.749,82,BTC,5min,Down,btc-updown-5m-1785789600,686.8,227.42,540.0,0.83,536.1,0.83,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:43:55.293+00:00,2026-08-03T20:43:55.000+00:00,0x59277134cc2a099bf5667a33e40fa1d0daa5666b,SEGUIR,17.761,65,XRP,5min,Down,xrp-updown-5m-1785789600,293.5,234.57,0.0,0.82,0.0,0.78,-4.878,0,1.96,WALLET_MIRROR#XRP#5min#BUY_Down,0,False
2026-08-03T20:44:04.108+00:00,2026-08-03T20:44:03.000+00:00,0x66561cbe2a4796e329ee69b1e0b44f18ae0786ef,SEGUIR,8.573,361,BTC,5min,Down,btc-updown-5m-1785789600,1108.8,266.85,927.5,0.88,833.0,0.88,0.0,1,1.05,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:44:06.685+00:00,2026-08-03T20:44:06.000+00:00,0x4dab9e8cc5b2bb970de6243e501a0611d7886d0e,SEGUIR,12.732,228,BTC,5min,Down,btc-updown-5m-1785789900,685.4,218.88,394.9,0.65,391.3,0.65,0.0,1,1.4,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:44:08.765+00:00,2026-08-03T20:44:08.000+00:00,0x85995efd91e257db2099319f6202080431b9ad67,SEGUIR,16.498,87,BTC,5min,Down,btc-updown-5m-1785789900,765.4,275.46,0.0,0.68,0.0,0.68,0.0,0,1.82,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:44:09.042+00:00,2026-08-03T20:44:08.000+00:00,0xcbedda30b5f1b6f97e81821b35e83436717a2de7,SEGUIR,16.248,133,BTC,5min,Down,btc-updown-5m-1785789900,1042.5,257.7,436.1,0.68,406.0,0.68,0.0,1,1.79,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:44:09.312+00:00,2026-08-03T20:44:08.000+00:00,0x6a7eca51a61b15eaef6c3c5b56b09259b37ccfcc,SEGUIR,28.839,42,BTC,5min,Down,btc-updown-5m-1785789900,1312.4,258.51,0.0,0.68,0.0,0.68,0.0,0,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:44:09.578+00:00,2026-08-03T20:44:08.000+00:00,0x8cec765e6d34e4a0bd6822c642b7514f2d9300e3,SEGUIR,20.944,94,BTC,5min,Down,btc-updown-5m-1785789900,1578.9,264.01,1171.8,0.68,1141.6,0.68,0.0,1,2.0,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:44:19.789+00:00,2026-08-03T20:44:19.000+00:00,0x4dab9e8cc5b2bb970de6243e501a0611d7886d0e,SEGUIR,12.732,228,BTC,5min,Up,btc-updown-5m-1785789600,789.9,210.78,0.0,0.85,0.0,0.86,1.176,0,1.4,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:44:20.004+00:00,2026-08-03T20:44:19.000+00:00,0x6a7eca51a61b15eaef6c3c5b56b09259b37ccfcc,SEGUIR,28.839,42,BTC,5min,Up,btc-updown-5m-1785789600,1004.1,217.05,0.0,0.86,0.0,0.85,-1.163,0,2.0,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:44:20.232+00:00,2026-08-03T20:44:20.000+00:00,0xcbedda30b5f1b6f97e81821b35e83436717a2de7,SEGUIR,16.248,133,BTC,5min,Up,btc-updown-5m-1785789600,232.6,205.32,0.0,0.85,0.0,0.88,3.529,0,1.79,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:44:20.950+00:00,2026-08-03T20:44:20.000+00:00,0x85995efd91e257db2099319f6202080431b9ad67,SEGUIR,16.498,87,BTC,5min,Up,btc-updown-5m-1785789600,950.0,232.85,0.0,0.87,0.0,0.9,3.448,0,1.82,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:44:21.284+00:00,2026-08-03T20:44:21.000+00:00,0x8cec765e6d34e4a0bd6822c642b7514f2d9300e3,SEGUIR,20.944,94,BTC,5min,Up,btc-updown-5m-1785789600,284.7,292.61,0.0,0.87,0.0,0.88,1.149,0,2.0,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:44:35.796+00:00,2026-08-03T20:44:35.000+00:00,0x935cac7914833e087848277e3f698fee3194cd27,SEGUIR,12.085,412,BTC,5min,Up,btc-updown-5m-1785789600,796.5,233.23,1222.9,0.86,1163.3,0.86,0.0,1,1.33,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:44:48.830+00:00,2026-08-03T20:44:48.000+00:00,0x4b0f7ce1ae40ccfffced6e0a7cde71fc08ba57fe,SEGUIR,11.582,156,BTC,5min,Down,btc-updown-5m-1785789600,830.6,270.46,50.5,0.18,53.4,0.18,0.0,1,1.28,WALLET_MIRROR#BTC#5min#BUY_Down,0,False
2026-08-03T20:45:01.119+00:00,2026-08-03T20:45:00.000+00:00,0x73e40b377cf4ac7034d0afaf66abb58f3424fb79,SEGUIR,7.212,302,BTC,5min,Up,btc-updown-5m-1785789600,1119.6,326.25,0.0,,0.0,,,0,1.05,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:45:12.094+00:00,2026-08-03T20:45:11.000+00:00,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,SEGUIR,1.762,13844,BTC,15min,Up,btc-updown-15m-1785789900,1094.5,399.69,1178.0,0.4,1298.2,0.4,0.0,1,1.05,WALLET_MIRROR#BTC#15min#BUY_Up,0,False
2026-08-03T20:45:14.359+00:00,2026-08-03T20:45:14.000+00:00,0x13318bcb09a972d1b2357df7ef49f35313db97c2,SEGUIR,8.593,240,BNB,15min,Up,bnb-updown-15m-1785789900,359.4,244.59,4.6,0.31,4.6,0.31,0.0,0,1.05,WALLET_MIRROR#BNB#15min#BUY_Up,0,False
2026-08-03T20:45:14.605+00:00,2026-08-03T20:45:14.000+00:00,0x96e0874058ebaadc9cfb57cfe2cb242960ebcdd9,SEGUIR,15.853,80,ETH,5min,Down,eth-updown-5m-1785789900,605.9,268.77,0.0,0.78,0.0,0.78,0.0,0,1.75,WALLET_MIRROR#ETH#5min#BUY_Down,0,False
2026-08-03T20:45:14.879+00:00,2026-08-03T20:45:14.000+00:00,0xa6896d11f76dfa2820662c1f441496f51553559b,SEGUIR,11.512,177,ETH,15min,Down,eth-updown-15m-1785789900,879.8,265.14,0.0,0.76,0.0,0.76,0.0,0,1.27,WALLET_MIRROR#ETH#15min#BUY_Down,0,False
2026-08-03T20:45:15.167+00:00,2026-08-03T20:45:14.000+00:00,0x8856e15c9bbdd939cb98e2776f725f502aaef6ad,SEGUIR,12.179,2494,BTC,5min,Up,btc-updown-5m-1785789900,1167.8,285.02,253.7,0.22,257.7,0.22,0.0,1,1.34,WALLET_MIRROR#BTC#5min#BUY_Up,0,False
2026-08-03T20:45:15.818+00:00,2026-08-03T20:45:15.000+00:00,0x7e5d2991c2647de2348287e2f499329fc6a6c4c3,SEGUIR,3.289,4309,BTC,15min,Up,btc-updown-15m-1785789900,818.7,368.54,608.5,0.36,665.7,0.35,-2.778,1,1.05,WALLET_MIRROR#BTC#15min#BUY_Up,0,False
