timestamp_utc,market_id,question,end_date,horas_a_vencimiento,precio_yes,direccion,votos_favor,votos_contra,total_votos,edge_medio,entropia,factor_consenso,volatilidad,factor_vol,conviction_score,estable,kelly_recomendado,estrategias
2026-07-08T19:05:07+00:00,2832278,"XRP Up or Down - July 8, 11:00AM-11:15AM ET",2026-07-08T15:15:00,0.1,0.505,BUY_NO,3,0,3,0.2133,0.0,1.0,0.0,0.8,0.5369,True,0.1074,GBM_LATE_15M|GBM_LATE_15M_TARDIO|GBM_LATE_15M_MULTIHORIZONTE
2026-07-08T19:05:07+00:00,2833403,"Ethereum Up or Down - July 8, 12:15PM-12:30PM ET",2026-07-08T16:30:00,0.1,0.515,BUY_NO,2,0,2,0.1992,0.0,1.0,0.0,0.8,0.4971,True,0.0994,GBM_LATE_15M|STREAK_FADE_15M
2026-07-08T19:05:07+00:00,2824745,"Ethereum Up or Down - July 7, 9:45PM-10:00PM ET",2026-07-08T02:00:00,0.2,0.765,BUY_NO,2,0,2,0.3157,0.0,1.0,0.0,0.8,0.4935,True,0.0987,UPDOWN_GBM|GBM_LATE_15M
2026-07-08T19:05:07+00:00,2824983,"Bitcoin Up or Down - July 7, 10:00PM-10:15PM ET",2026-07-08T02:15:00,0.2,0.525,BUY_NO,2,0,2,0.246,0.0,1.0,0.0,0.8,0.4935,True,0.0987,UPDOWN_GBM|GBM_LATE_15M
2026-07-08T19:05:07+00:00,2826274,"Ethereum Up or Down - July 8, 12:30AM-12:45AM ET",2026-07-08T04:45:00,0.2,0.525,BUY_NO,2,0,2,0.25,0.0,1.0,0.0,0.8,0.4935,True,0.0987,UPDOWN_GBM|GBM_LATE_15M
2026-07-08T19:05:07+00:00,2828560,"Ethereum Up or Down - July 8, 4:00AM-4:15AM ET",2026-07-08T08:15:00,0.1,0.395,BUY_YES,2,0,2,0.2091,0.0,1.0,0.0,0.8,0.4935,True,0.0987,UPDOWN_GBM|GBM_LATE_15M
2026-07-08T19:05:07+00:00,2828601,"XRP Up or Down - July 8, 4:15AM-4:30AM ET",2026-07-08T08:30:00,0.2,0.495,BUY_NO,2,0,2,0.2424,0.0,1.0,0.0,0.8,0.4935,True,0.0987,UPDOWN_GBM|GBM_LATE_15M
2026-07-08T19:05:07+00:00,2830197,"Bitcoin Up or Down - July 8, 7:30AM-7:45AM ET",2026-07-08T11:45:00,0.1,0.635,BUY_YES,2,0,2,0.2013,0.0,1.0,0.0,0.8,0.4935,True,0.0987,GBM_LATE_15M|UPDOWN_GBM
2026-07-08T19:05:07+00:00,2830265,"Bitcoin Up or Down - July 8, 7:45AM-8:00AM ET",2026-07-08T12:00:00,0.1,0.385,BUY_YES,2,0,2,0.3294,0.0,1.0,0.0,0.8,0.4935,True,0.0987,GBM_LATE_15M|UPDOWN_GBM
2026-07-08T19:05:07+00:00,2827505,"Ethereum Up or Down - July 8, 1:00AM-1:15AM ET",2026-07-08T05:15:00,0.1,0.505,BUY_YES,2,0,2,0.1919,0.0,1.0,0.0,0.8,0.4833,True,0.0967,GBM_LATE_15M|UPDOWN_GBM
