market_id,subtype,prediction_timestamp,outcome_real,n_wallets_sospechosas_activas,wallets_vistas,resultado_shadow,es_forward
2873118,ETH#15min,2026-07-11T18:39:00+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2873123,SOL#15min,2026-07-11T18:33:04+00:00,NO,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,PERDIDA,0
2873080,ETH#15min,2026-07-11T18:21:13+00:00,YES,0,,GANANCIA,0
2872737,SOL#15min,2026-07-11T17:48:40+00:00,NO,2,0xb798fd5d803d52a15b2708d24b54c4216fe237ca;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2872743,ETH#15min,2026-07-11T17:48:40+00:00,NO,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,PERDIDA,0
2872626,SOL#15min,2026-07-11T17:33:08+00:00,YES,0,,GANANCIA,0
2872627,ETH#15min,2026-07-11T17:33:08+00:00,YES,0,,GANANCIA,0
2872411,ETH#15min,2026-07-11T17:08:04+00:00,NO,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2872406,SOL#15min,2026-07-11T17:06:22+00:00,NO,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2881678,SOL#15min,2026-07-12T13:03:30+00:00,YES,0,,GANANCIA,1
2881681,ETH#15min,2026-07-12T13:03:01+00:00,YES,0,,GANANCIA,1
2881458,ETH#15min,2026-07-12T12:55:59+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,1
2881459,SOL#15min,2026-07-12T12:49:01+00:00,YES,0,,GANANCIA,1
2871817,SOL#15min,2026-07-11T16:33:42+00:00,NO,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2871820,ETH#15min,2026-07-11T16:33:42+00:00,NO,0,,PERDIDA,0
2871753,ETH#15min,2026-07-11T16:18:06+00:00,YES,0,,GANANCIA,0
2871757,SOL#15min,2026-07-11T16:18:06+00:00,NO,0,,PERDIDA,0
2871600,SOL#15min,2026-07-11T16:03:26+00:00,NO,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2871136,SOL#15min,2026-07-11T15:33:45+00:00,NO,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2871099,ETH#15min,2026-07-11T15:18:47+00:00,YES,0,,GANANCIA,0
2871070,SOL#15min,2026-07-11T15:04:10+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2871065,ETH#15min,2026-07-11T15:03:46+00:00,YES,1,0x3deac23f85896126e9fc8134247a643092087b7b,GANANCIA,0
2870918,ETH#15min,2026-07-11T14:52:39+00:00,NO,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2870925,SOL#15min,2026-07-11T14:48:36+00:00,NO,2,0xb798fd5d803d52a15b2708d24b54c4216fe237ca;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2870719,ETH#15min,2026-07-11T14:35:12+00:00,YES,0,,GANANCIA,0
2870713,SOL#15min,2026-07-11T14:33:36+00:00,YES,0,,GANANCIA,0
2870672,SOL#15min,2026-07-11T14:19:27+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2870579,ETH#15min,2026-07-11T14:07:27+00:00,YES,0,,GANANCIA,0
2870582,SOL#15min,2026-07-11T14:03:25+00:00,YES,0,,GANANCIA,0
2870534,ETH#15min,2026-07-11T13:49:54+00:00,NO,0,,PERDIDA,0
2870536,SOL#15min,2026-07-11T13:48:17+00:00,NO,0,,PERDIDA,0
2870418,ETH#15min,2026-07-11T13:33:34+00:00,YES,0,,GANANCIA,0
2870412,SOL#15min,2026-07-11T13:33:10+00:00,NO,0,,PERDIDA,0
2870279,SOL#15min,2026-07-11T13:18:56+00:00,YES,4,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x59178ed0f66bcfa02193bcc77097715399bedb33;0x5c3d055aee56f79d755a9388b8dbf483fce9182c;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2870284,ETH#15min,2026-07-11T13:18:07+00:00,YES,0,,GANANCIA,0
2870249,SOL#15min,2026-07-11T13:03:29+00:00,YES,0,,GANANCIA,0
2870198,ETH#15min,2026-07-11T12:48:26+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2870189,SOL#15min,2026-07-11T12:48:04+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x59178ed0f66bcfa02193bcc77097715399bedb33;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2870086,ETH#15min,2026-07-11T12:33:04+00:00,NO,0,,PERDIDA,0
2870040,SOL#15min,2026-07-11T12:18:03+00:00,NO,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2869994,ETH#15min,2026-07-11T12:03:59+00:00,YES,0,,GANANCIA,0
2869574,SOL#15min,2026-07-11T11:48:33+00:00,YES,0,,GANANCIA,0
2869404,SOL#15min,2026-07-11T11:18:13+00:00,NO,0,,PERDIDA,0
2869347,SOL#15min,2026-07-11T11:04:03+00:00,YES,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2869267,SOL#15min,2026-07-11T10:51:55+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2869133,ETH#15min,2026-07-11T10:23:15+00:00,YES,0,,GANANCIA,0
2868919,ETH#15min,2026-07-11T09:33:02+00:00,NO,0,,PERDIDA,0
2868838,ETH#15min,2026-07-11T09:05:16+00:00,NO,0,,PERDIDA,0
2868831,SOL#15min,2026-07-11T09:03:45+00:00,NO,0,,PERDIDA,0
2868790,SOL#15min,2026-07-11T08:48:27+00:00,YES,0,,GANANCIA,0
2868681,SOL#15min,2026-07-11T08:37:40+00:00,YES,2,0x59178ed0f66bcfa02193bcc77097715399bedb33;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2868592,ETH#15min,2026-07-11T08:02:57+00:00,YES,0,,GANANCIA,0
2868554,SOL#15min,2026-07-11T07:53:40+00:00,NO,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,PERDIDA,0
2868451,SOL#15min,2026-07-11T07:33:22+00:00,NO,1,0x5c3d055aee56f79d755a9388b8dbf483fce9182c,PERDIDA,0
2868424,ETH#15min,2026-07-11T07:18:46+00:00,YES,0,,GANANCIA,0
2868344,SOL#15min,2026-07-11T06:48:05+00:00,NO,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2867930,ETH#15min,2026-07-11T06:34:53+00:00,YES,0,,GANANCIA,0
2867929,SOL#15min,2026-07-11T06:33:02+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0x59178ed0f66bcfa02193bcc77097715399bedb33,GANANCIA,0
2867891,ETH#15min,2026-07-11T06:23:34+00:00,YES,0,,GANANCIA,0
2867843,SOL#15min,2026-07-11T06:03:08+00:00,NO,2,0x59178ed0f66bcfa02193bcc77097715399bedb33;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2867852,ETH#15min,2026-07-11T06:03:08+00:00,NO,0,,PERDIDA,0
2867810,SOL#15min,2026-07-11T05:47:59+00:00,YES,0,,GANANCIA,0
2867741,SOL#15min,2026-07-11T05:33:42+00:00,YES,0,,GANANCIA,0
2867719,ETH#15min,2026-07-11T05:23:09+00:00,YES,0,,GANANCIA,0
2867712,SOL#15min,2026-07-11T05:21:40+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xb798fd5d803d52a15b2708d24b54c4216fe237ca;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2867572,ETH#15min,2026-07-11T05:03:37+00:00,YES,0,,GANANCIA,0
2867578,SOL#15min,2026-07-11T05:03:37+00:00,YES,0,,GANANCIA,0
2867432,SOL#15min,2026-07-11T04:48:28+00:00,NO,0,,PERDIDA,0
2867377,SOL#15min,2026-07-11T04:33:39+00:00,YES,0,,GANANCIA,0
2867369,ETH#15min,2026-07-11T04:33:15+00:00,YES,0,,GANANCIA,0
2867280,ETH#15min,2026-07-11T04:18:06+00:00,NO,0,,PERDIDA,0
2866762,ETH#15min,2026-07-11T03:48:58+00:00,NO,0,,PERDIDA,0
2866752,SOL#15min,2026-07-11T03:48:12+00:00,NO,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2866688,ETH#15min,2026-07-11T03:37:44+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x5c3d055aee56f79d755a9388b8dbf483fce9182c;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2866692,SOL#15min,2026-07-11T03:33:58+00:00,YES,0,,GANANCIA,0
2866657,ETH#15min,2026-07-11T03:18:18+00:00,NO,0,,PERDIDA,0
2866467,SOL#15min,2026-07-11T02:34:30+00:00,YES,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2866461,ETH#15min,2026-07-11T02:33:04+00:00,YES,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2866290,ETH#15min,2026-07-11T02:05:32+00:00,YES,0,,GANANCIA,0
2866289,SOL#15min,2026-07-11T02:04:04+00:00,YES,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2866186,ETH#15min,2026-07-11T01:48:37+00:00,NO,0,,PERDIDA,0
2866176,SOL#15min,2026-07-11T01:48:15+00:00,NO,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,PERDIDA,0
2866002,SOL#15min,2026-07-11T01:33:15+00:00,NO,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2865812,SOL#15min,2026-07-11T01:20:02+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2865400,SOL#15min,2026-07-11T00:33:21+00:00,NO,0,,PERDIDA,0
2865301,SOL#15min,2026-07-11T00:18:36+00:00,YES,0,,GANANCIA,0
2865162,ETH#15min,2026-07-10T23:48:10+00:00,YES,0,,GANANCIA,0
2865092,SOL#15min,2026-07-10T23:34:18+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2865056,ETH#15min,2026-07-10T23:19:48+00:00,NO,0,,PERDIDA,0
2865054,SOL#15min,2026-07-10T23:18:15+00:00,YES,0,,GANANCIA,0
2864462,SOL#15min,2026-07-10T22:33:00+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2864412,ETH#15min,2026-07-10T22:18:10+00:00,NO,0,,PERDIDA,0
2864376,ETH#15min,2026-07-10T22:11:22+00:00,YES,4,0x0d7dfb4f0299335c81991c8c011df5d7cebb15c0;0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x704849e569f6007fee277c2a5ffcf1d9f3e853e0;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2864381,SOL#15min,2026-07-10T22:03:02+00:00,YES,2,0x3deac23f85896126e9fc8134247a643092087b7b;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2864155,ETH#15min,2026-07-10T21:33:39+00:00,YES,0,,GANANCIA,0
2864094,SOL#15min,2026-07-10T21:18:37+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2863979,SOL#15min,2026-07-10T20:48:09+00:00,NO,0,,PERDIDA,0
2863858,ETH#15min,2026-07-10T20:34:03+00:00,YES,0,,GANANCIA,0
2863859,SOL#15min,2026-07-10T20:33:19+00:00,YES,3,0x59178ed0f66bcfa02193bcc77097715399bedb33;0xb798fd5d803d52a15b2708d24b54c4216fe237ca;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2863821,ETH#15min,2026-07-10T20:18:01+00:00,NO,0,,PERDIDA,0
2863620,ETH#15min,2026-07-10T19:33:03+00:00,YES,2,0x3deac23f85896126e9fc8134247a643092087b7b;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2863626,SOL#15min,2026-07-10T19:33:03+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2863582,ETH#15min,2026-07-10T19:20:03+00:00,YES,0,,GANANCIA,0
2863577,SOL#15min,2026-07-10T19:18:14+00:00,YES,0,,GANANCIA,0
2863527,SOL#15min,2026-07-10T19:05:08+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2863259,ETH#15min,2026-07-10T18:50:59+00:00,NO,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x704849e569f6007fee277c2a5ffcf1d9f3e853e0;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2863173,SOL#15min,2026-07-10T18:33:03+00:00,NO,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,PERDIDA,0
2863083,SOL#15min,2026-07-10T18:04:14+00:00,YES,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2862911,SOL#15min,2026-07-10T17:49:25+00:00,NO,0,,PERDIDA,0
2862907,ETH#15min,2026-07-10T17:48:45+00:00,NO,0,,PERDIDA,0
2862772,SOL#15min,2026-07-10T17:18:36+00:00,YES,0,,GANANCIA,0
2862643,ETH#15min,2026-07-10T17:03:37+00:00,NO,0,,PERDIDA,0
2861617,ETH#15min,2026-07-10T16:51:30+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2861608,SOL#15min,2026-07-10T16:48:05+00:00,YES,1,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2861514,ETH#15min,2026-07-10T16:34:40+00:00,NO,0,,PERDIDA,0
2861292,ETH#15min,2026-07-10T16:18:07+00:00,NO,0,,PERDIDA,0
2861223,ETH#15min,2026-07-10T16:03:06+00:00,YES,0,,GANANCIA,0
2860400,ETH#15min,2026-07-10T15:49:14+00:00,YES,0,,GANANCIA,0
2860401,SOL#15min,2026-07-10T15:48:34+00:00,NO,0,,PERDIDA,0
2860230,ETH#15min,2026-07-10T15:21:11+00:00,YES,2,0x43d20d9b2b701ec2a01d53a1d675a10cc860d3fa;0xce25e214d5cfe4f459cf67f08df581885aae7fdc,GANANCIA,0
2860179,ETH#15min,2026-07-10T15:04:24+00:00,YES,0,,GANANCIA,0
2860186,SOL#15min,2026-07-10T15:03:03+00:00,YES,0,,GANANCIA,0
2859990,SOL#15min,2026-07-10T14:48:49+00:00,YES,0,,GANANCIA,0
2859996,ETH#15min,2026-07-10T14:48:22+00:00,NO,0,,PERDIDA,0
2859667,ETH#15min,2026-07-10T13:51:14+00:00,YES,0,,GANANCIA,0
2859496,SOL#15min,2026-07-10T13:33:45+00:00,YES,0,,GANANCIA,0
2859497,ETH#15min,2026-07-10T13:33:23+00:00,YES,0,,GANANCIA,0
2859315,SOL#15min,2026-07-10T13:21:34+00:00,NO,0,,PERDIDA,0
2859247,ETH#15min,2026-07-10T13:05:44+00:00,YES,0,,GANANCIA,0
2859241,SOL#15min,2026-07-10T13:03:12+00:00,NO,0,,PERDIDA,0
2859082,SOL#15min,2026-07-10T12:33:14+00:00,NO,1,0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,PERDIDA,0
2859039,ETH#15min,2026-07-10T12:21:32+00:00,NO,0,,PERDIDA,0
2859033,SOL#15min,2026-07-10T12:18:08+00:00,NO,1,0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,PERDIDA,0
2858599,SOL#15min,2026-07-10T11:33:06+00:00,NO,1,0x3deac23f85896126e9fc8134247a643092087b7b,PERDIDA,0
2858568,ETH#15min,2026-07-10T11:24:24+00:00,NO,2,0x0d7dfb4f0299335c81991c8c011df5d7cebb15c0;0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,PERDIDA,0
2857960,ETH#15min,2026-07-10T10:51:09+00:00,NO,1,0x704849e569f6007fee277c2a5ffcf1d9f3e853e0,PERDIDA,0
2857959,SOL#15min,2026-07-10T10:48:15+00:00,NO,0,,PERDIDA,0
2857875,SOL#15min,2026-07-10T10:33:03+00:00,NO,0,,PERDIDA,0
2857834,ETH#15min,2026-07-10T10:23:09+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2857833,SOL#15min,2026-07-10T10:18:19+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xb798fd5d803d52a15b2708d24b54c4216fe237ca;0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,GANANCIA,0
2857789,ETH#15min,2026-07-10T10:03:14+00:00,NO,0,,PERDIDA,0
2857663,ETH#15min,2026-07-10T09:49:13+00:00,NO,0,,PERDIDA,0
2857514,ETH#15min,2026-07-10T09:33:02+00:00,YES,0,,GANANCIA,0
2857523,SOL#15min,2026-07-10T09:33:02+00:00,YES,1,0xb798fd5d803d52a15b2708d24b54c4216fe237ca,GANANCIA,0
2857482,SOL#15min,2026-07-10T09:21:22+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,GANANCIA,0
2857423,ETH#15min,2026-07-10T09:10:03+00:00,NO,0,,PERDIDA,0
2856959,SOL#15min,2026-07-10T08:18:10+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2856962,ETH#15min,2026-07-10T08:18:10+00:00,YES,0,,GANANCIA,0
2856932,ETH#15min,2026-07-10T08:09:01+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x704849e569f6007fee277c2a5ffcf1d9f3e853e0,GANANCIA,0
2856735,SOL#15min,2026-07-10T07:34:10+00:00,NO,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x59178ed0f66bcfa02193bcc77097715399bedb33;0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,PERDIDA,0
2856678,ETH#15min,2026-07-10T07:18:20+00:00,YES,0,,GANANCIA,0
2856685,SOL#15min,2026-07-10T07:18:20+00:00,NO,0,,PERDIDA,0
2856611,SOL#15min,2026-07-10T06:51:48+00:00,NO,0,,PERDIDA,0
2856614,ETH#15min,2026-07-10T06:48:03+00:00,NO,0,,PERDIDA,0
2856088,ETH#15min,2026-07-10T05:47:59+00:00,NO,0,,PERDIDA,0
2856093,SOL#15min,2026-07-10T05:47:59+00:00,NO,0,,PERDIDA,0
2856028,ETH#15min,2026-07-10T05:35:38+00:00,YES,0,,GANANCIA,0
2856029,SOL#15min,2026-07-10T05:33:01+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0xb798fd5d803d52a15b2708d24b54c4216fe237ca,GANANCIA,0
2855998,ETH#15min,2026-07-10T05:19:02+00:00,YES,0,,GANANCIA,0
2881747,ETH#15min,2026-07-12T13:35:22+00:00,NO,0,,PERDIDA,1
2855005,ETH#15min,2026-07-10T04:51:53+00:00,NO,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b,PERDIDA,0
2855012,SOL#15min,2026-07-10T04:48:20+00:00,NO,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b,PERDIDA,0
2854940,ETH#15min,2026-07-10T04:35:32+00:00,YES,0,,GANANCIA,0
2854948,SOL#15min,2026-07-10T04:33:14+00:00,YES,0,,GANANCIA,0
2854849,SOL#15min,2026-07-10T04:17:59+00:00,NO,0,,PERDIDA,0
2854794,ETH#15min,2026-07-10T04:03:11+00:00,YES,1,0x3deac23f85896126e9fc8134247a643092087b7b,GANANCIA,0
2854162,ETH#15min,2026-07-10T03:48:13+00:00,YES,0,,GANANCIA,0
2854095,ETH#15min,2026-07-10T03:35:54+00:00,YES,3,0x3deac23f85896126e9fc8134247a643092087b7b;0x634ca733fa43fac1ad98f3cf948e931d4628c89f;0x704849e569f6007fee277c2a5ffcf1d9f3e853e0,GANANCIA,0
2853859,ETH#15min,2026-07-10T02:48:27+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2853861,SOL#15min,2026-07-10T02:48:27+00:00,YES,1,0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,GANANCIA,0
2853799,ETH#15min,2026-07-10T02:35:59+00:00,YES,0,,GANANCIA,0
2853798,SOL#15min,2026-07-10T02:33:42+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2853766,ETH#15min,2026-07-10T02:19:42+00:00,NO,0,,PERDIDA,0
2853679,SOL#15min,2026-07-10T02:04:15+00:00,NO,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0x43d20d9b2b701ec2a01d53a1d675a10cc860d3fa,PERDIDA,0
2853627,ETH#15min,2026-07-10T01:48:08+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2853640,SOL#15min,2026-07-10T01:48:08+00:00,YES,2,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b,GANANCIA,0
2853554,SOL#15min,2026-07-10T01:33:25+00:00,NO,2,0x3deac23f85896126e9fc8134247a643092087b7b;0xb798fd5d803d52a15b2708d24b54c4216fe237ca,PERDIDA,0
2853562,ETH#15min,2026-07-10T01:33:25+00:00,NO,0,,PERDIDA,0
2853509,ETH#15min,2026-07-10T01:20:14+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0x634ca733fa43fac1ad98f3cf948e931d4628c89f,GANANCIA,0
2853500,SOL#15min,2026-07-10T01:18:08+00:00,YES,1,0x3deac23f85896126e9fc8134247a643092087b7b,GANANCIA,0
2853259,SOL#15min,2026-07-10T00:51:33+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2853058,ETH#15min,2026-07-10T00:18:12+00:00,NO,0,,PERDIDA,0
2852951,ETH#15min,2026-07-09T23:53:23+00:00,NO,0,,PERDIDA,0
2852873,SOL#15min,2026-07-09T23:37:50+00:00,YES,1,0x43d20d9b2b701ec2a01d53a1d675a10cc860d3fa,GANANCIA,0
2852750,SOL#15min,2026-07-09T23:03:35+00:00,NO,0,,PERDIDA,0
2851576,ETH#15min,2026-07-09T22:48:04+00:00,NO,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,PERDIDA,0
2851489,SOL#15min,2026-07-09T22:33:10+00:00,YES,0,,GANANCIA,0
2851452,ETH#15min,2026-07-09T22:22:41+00:00,YES,2,0x3deac23f85896126e9fc8134247a643092087b7b;0x634ca733fa43fac1ad98f3cf948e931d4628c89f,GANANCIA,0
2851448,SOL#15min,2026-07-09T22:18:09+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2851298,SOL#15min,2026-07-09T22:03:19+00:00,YES,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,GANANCIA,0
2850974,SOL#15min,2026-07-09T21:48:26+00:00,YES,2,0xb798fd5d803d52a15b2708d24b54c4216fe237ca;0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,GANANCIA,0
2850976,ETH#15min,2026-07-09T21:48:02+00:00,YES,0,,GANANCIA,0
2850900,SOL#15min,2026-07-09T21:33:25+00:00,NO,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,PERDIDA,0
2850815,SOL#15min,2026-07-09T21:19:51+00:00,NO,1,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,PERDIDA,0
2850455,SOL#15min,2026-07-09T20:48:13+00:00,NO,1,0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,PERDIDA,0
2850452,ETH#15min,2026-07-09T20:48:13+00:00,NO,0,,PERDIDA,0
2850376,ETH#15min,2026-07-09T20:34:17+00:00,YES,4,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0x634ca733fa43fac1ad98f3cf948e931d4628c89f;0x704849e569f6007fee277c2a5ffcf1d9f3e853e0,GANANCIA,0
2850385,SOL#15min,2026-07-09T20:33:13+00:00,YES,3,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d;0x3deac23f85896126e9fc8134247a643092087b7b;0xcb5c1844d9a5b39d3747ca92af659491fb036b2b,GANANCIA,0
