timestamp_utc,window,rank,account,pnl,notional,account_value
2026-09-10T00:00:02+00:00,week,1,0x7930Ee98013FA1aEaC08872A88E677dc925aD132,37334.033011646876,10046967.608557004,6200790.7970339920162104314187
2026-09-10T00:00:02+00:00,week,2,0xfc1B24B1749F71b797029C34F5fa30D528539107,24542.95186729035,10729685.777476,1179089.6504151903994796160250
2026-09-10T00:00:02+00:00,week,3,0x0034DC43DeACf5060035Db189A094568Dad45b7F,19379.293177108873,107582433.31686899,5228369.3634991118427761911703
2026-09-10T00:00:02+00:00,week,4,0xD111a21BCc7dF8bB78497B06C7A2c114C3a9eBdC,10575.317978852705,7917447.1056969995,1332522.1032844749777564931539
2026-09-10T00:00:02+00:00,week,5,0x5Eee21F22ac3Bb72c979D801270d7f322D6B2d6f,10546.109857179245,30717757.80789499,1980772.5241063751749369659467
2026-09-10T00:00:02+00:00,week,6,0x2070F45C22E44a52CB42210d1112a0Bfb6A9A0c7,9691.757243207747,13133792.817926,2211450.5984642075078444373129
2026-09-10T00:00:02+00:00,week,7,0x8Fa25A257fe4dfb7e9A0f34Da3845b7a675dE433,9315.513684748898,2722036.0935139996,222457.37313069333155847016111
2026-09-10T00:00:02+00:00,week,8,0xC914238Dde217bc37F768B9eE5F8FBF973aeD746,8440.998663677534,408905.5305240001,63005.980080394547937793348365
2026-09-10T00:00:02+00:00,week,9,0x8F1C370eDC85AaADBCCC200bE5e89e90AF0f2F6B,6038.659197983528,714283.31462,0.000000983528051593750003
2026-09-10T00:00:02+00:00,week,10,0x6F23b4d7E7abE18002d2f1C4666a7Bf437058d32,5408.60190470893,3604596.5157169993,221233.32338411887030728975832
2026-09-10T00:00:02+00:00,week,11,0xEefAac3b3B0865d7dF110bBb4b788583D76d2480,5221.8560168607255,4407736.698356,1287076.3540824104738250008746
2026-09-10T00:00:02+00:00,week,12,0x9c6c85323Ae3E695bA36D17c86f3ec2242cF712A,5086.532455447322,229743.367438,45540.351333352663576850007419
