timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,o_inner_chainlink,o_outer_chainlink,inner_slug,outer_slug
2026-09-07T00:11:23+00:00,BTC,5min15m,YESout+NOin,1.35,-35.0,0.102,49.68,216,0.69,0.66,80423.985,80342.0,80361.56299086341,80242.35663533365,btc-updown-5m-1788739800,btc-updown-15m-1788739200
2026-09-07T00:11:23+00:00,ETH,5min15m,YESout+NOin,1.18,-18.0,0.0891,4.64,216,0.89,0.29,2516.86,2514.62,2516.6641119992737,2510.3801172467606,eth-updown-5m-1788739800,eth-updown-15m-1788739200
2026-09-07T00:11:23+00:00,SOL,5min15m,YESout+NOin,1.09,-9.0,0.1127,1.25,216,0.84,0.25,106.61,106.49,106.61742090189435,106.410345,sol-updown-5m-1788739800,sol-updown-15m-1788739200
2026-09-07T00:11:24+00:00,XRP,5min15m,YESout+NOin,1.26,-26.0,0.3521,5.1,215,0.92,0.34,1.425,1.42,1.425055568040683,1.4204727453948822,xrp-updown-5m-1788739800,xrp-updown-15m-1788739200
2026-09-07T00:13:48+00:00,BTC,5min15m,YESout+NOin,1.56,-56.0,0.102,9.15,71,0.61,0.95,80423.985,80342.0,80361.56299086341,80242.35663533365,btc-updown-5m-1788739800,btc-updown-15m-1788739200
2026-09-07T00:13:49+00:00,ETH,5min15m,YESout+NOin,1.2,-20.0,0.0891,1.32,70,0.98,0.22,2516.86,2514.62,2516.6641119992737,2510.3801172467606,eth-updown-5m-1788739800,eth-updown-15m-1788739200
2026-09-07T00:13:49+00:00,SOL,5min15m,YESout+NOin,1.14,-14.0,0.1127,4.98,70,0.31,0.83,106.61,106.49,106.61742090189435,106.410345,sol-updown-5m-1788739800,sol-updown-15m-1788739200
2026-09-07T00:13:50+00:00,XRP,5min15m,YESout+NOin,1.5,-50.0,0.3521,3.18,69,0.97,0.53,1.425,1.42,1.425055568040683,1.4204727453948822,xrp-updown-5m-1788739800,xrp-updown-15m-1788739200
2026-09-07T00:26:53+00:00,BTC,5min15m,NOout+YESin,1.728,-72.8,-0.2427,65.21,186,0.988,0.74,80157.0,80352.0,80166.0126582765,80274.31338752196,btc-updown-5m-1788740700,btc-updown-15m-1788740100
2026-09-07T00:26:53+00:00,ETH,5min15m,NOout+YESin,1.47,-47.0,-0.124,13.4,186,0.67,0.8,2513.69,2516.81,2514.369078415,2512.608105249503,eth-updown-5m-1788740700,eth-updown-15m-1788740100
2026-09-07T00:26:53+00:00,SOL,5min15m,NOout+YESin,1.75,-75.0,-0.3004,14.89,186,0.98,0.77,106.19,106.51,106.24067210682904,106.3943563602908,sol-updown-5m-1788740700,sol-updown-15m-1788740100
2026-09-07T00:26:54+00:00,XRP,5min15m,YESout+NOin,0.22,78.0,0.0,0.12,185,0.02,0.2,1.42,1.42,1.419808335,1.42308596,xrp-updown-5m-1788740700,xrp-updown-15m-1788740100
2026-09-07T00:27:58+00:00,BTC,5min15m,NOout+YESin,1.859,-85.9,-0.2427,390.92,121,0.989,0.87,80157.0,80352.0,80166.0126582765,80274.31338752196,btc-updown-5m-1788740700,btc-updown-15m-1788740100
2026-09-07T00:27:59+00:00,ETH,5min15m,NOout+YESin,1.54,-54.0,-0.124,3.66,120,0.61,0.93,2513.69,2516.81,2514.369078415,2512.608105249503,eth-updown-5m-1788740700,eth-updown-15m-1788740100
2026-09-07T00:27:59+00:00,SOL,5min15m,NOout+YESin,1.95,-95.0,-0.3004,28.8,120,0.96,0.99,106.19,106.51,106.24067210682904,106.3943563602908,sol-updown-5m-1788740700,sol-updown-15m-1788740100
2026-09-07T00:27:59+00:00,XRP,5min15m,YESout+NOin,0.08,92.0,0.0,0.12,120,0.02,0.06,1.42,1.42,1.419808335,1.42308596,xrp-updown-5m-1788740700,xrp-updown-15m-1788740100
2026-09-07T00:30:22+00:00,XRP,5min15m,YESout+NOin,0.002,99.8,0.0,62.49,-22,0.001,0.001,1.42,1.42,1.419808335,1.42308596,xrp-updown-5m-1788740700,xrp-updown-15m-1788740100
2026-09-07T00:30:35+00:00,XRP,5min15m,YESout+NOin,0.002,99.8,0.0,62.49,-35,0.001,0.001,1.42,1.42,1.419808335,1.42308596,xrp-updown-5m-1788740700,xrp-updown-15m-1788740100
2026-09-07T00:30:48+00:00,XRP,5min15m,YESout+NOin,0.002,99.8,0.0,62.49,-48,0.001,0.001,1.42,1.42,1.419808335,1.42308596,xrp-updown-5m-1788740700,xrp-updown-15m-1788740100
2026-09-07T00:31:00+00:00,XRP,5min15m,YESout+NOin,0.002,99.8,0.0,62.49,-60,0.001,0.001,1.42,1.42,1.419808335,1.42308596,xrp-updown-5m-1788740700,xrp-updown-15m-1788740100
2026-09-07T00:42:05+00:00,BTC,5min15m,NOout+YESin,1.37,-37.0,-0.0814,11.5,174,0.91,0.46,80131.775,80197.02,80121.74016302152,80241.13983007279,btc-updown-5m-1788741600,btc-updown-15m-1788741000
2026-09-07T00:42:05+00:00,ETH,5min15m,NOout+YESin,1.42,-42.0,-0.1475,6.75,174,0.97,0.45,2514.335,2518.05,2513.94642378,2519.966237698337,eth-updown-5m-1788741600,eth-updown-15m-1788741000
2026-09-07T00:42:06+00:00,SOL,5min15m,NOout+YESin,1.63,-63.0,-0.3009,25.6,173,0.99,0.64,106.03,106.35,106.03531496470065,106.41920285166013,sol-updown-5m-1788741600,sol-updown-15m-1788741000
2026-09-07T00:42:06+00:00,XRP,5min15m,NOout+YESin,1.36,-36.0,-0.064,4.68,173,0.78,0.58,1.42119,1.4221,1.4207659327954758,1.423723135,xrp-updown-5m-1788741600,xrp-updown-15m-1788741000
2026-09-07T00:43:19+00:00,BTC,5min15m,NOout+YESin,1.56,-56.0,-0.0814,75.35,100,0.95,0.61,80131.775,80197.02,80121.74016302152,80241.13983007279,btc-updown-5m-1788741600,btc-updown-15m-1788741000
2026-09-07T00:43:20+00:00,ETH,5min15m,NOout+YESin,1.77,-77.0,-0.1475,8.3,99,0.94,0.83,2514.335,2518.05,2513.94642378,2519.966237698337,eth-updown-5m-1788741600,eth-updown-15m-1788741000
2026-09-07T00:43:21+00:00,XRP,5min15m,NOout+YESin,1.36,-36.0,-0.064,2.84,98,0.49,0.87,1.42119,1.4221,1.4207659327954758,1.423723135,xrp-updown-5m-1788741600,xrp-updown-15m-1788741000
2026-09-07T00:47:41+00:00,BTC,15min60m,NOout+YESin,1.34,-34.0,-0.2617,36.75,738,0.99,0.35,80131.775,80342.0,80135.12804382753,80242.35663533365,btc-updown-15m-1788741900,bitcoin-up-or-down-september-6-2026-8pm-et
2026-09-07T00:47:41+00:00,ETH,15min60m,NOout+YESin,0.91,9.0,-0.0113,3.2,738,0.64,0.27,2514.335,2514.62,2514.550769076331,2510.3801172467606,eth-updown-15m-1788741900,ethereum-up-or-down-september-6-2026-8pm-et
2026-09-07T00:47:41+00:00,SOL,15min60m,NOout+YESin,1.41,-41.0,-0.4132,2.89,738,0.98,0.43,106.05,106.49,106.06051900413996,106.410345,sol-updown-15m-1788741900,solana-up-or-down-september-6-2026-8pm-et
2026-09-07T00:47:42+00:00,XRP,15min60m,YESout+NOin,0.96,4.0,0.0563,4.98,737,0.13,0.83,1.4208,1.42,1.4207434435061028,1.4204727453948822,xrp-updown-15m-1788741900,xrp-up-or-down-september-6-2026-8pm-et
2026-09-07T00:48:52+00:00,BTC,15min60m,NOout+YESin,1.42,-42.0,-0.2617,11.25,667,0.97,0.45,80131.775,80342.0,80135.12804382753,80242.35663533365,btc-updown-15m-1788741900,bitcoin-up-or-down-september-6-2026-8pm-et
2026-09-07T00:48:53+00:00,ETH,15min60m,NOout+YESin,0.9,10.0,-0.0113,2.75,666,0.55,0.35,2514.335,2514.62,2514.550769076331,2510.3801172467606,eth-updown-15m-1788741900,ethereum-up-or-down-september-6-2026-8pm-et
2026-09-07T00:48:53+00:00,SOL,15min60m,NOout+YESin,1.46,-46.0,-0.4132,2.88,666,0.98,0.48,106.05,106.49,106.06051900413996,106.410345,sol-updown-15m-1788741900,solana-up-or-down-september-6-2026-8pm-et
2026-09-07T00:48:53+00:00,XRP,15min60m,YESout+NOin,0.92,8.0,0.0563,17.64,666,0.14,0.78,1.4208,1.42,1.4207434435061028,1.4204727453948822,xrp-updown-15m-1788741900,xrp-up-or-down-september-6-2026-8pm-et
2026-09-07T00:49:51+00:00,BTC,15min60m,NOout+YESin,1.499,-49.9,-0.2617,19.93,608,0.949,0.55,80131.775,80342.0,80135.12804382753,80242.35663533365,btc-updown-15m-1788741900,bitcoin-up-or-down-september-6-2026-8pm-et
2026-09-07T00:49:51+00:00,ETH,15min60m,NOout+YESin,0.89,11.0,-0.0113,10.2,608,0.38,0.51,2514.335,2514.62,2514.550769076331,2510.3801172467606,eth-updown-15m-1788741900,ethereum-up-or-down-september-6-2026-8pm-et
2026-09-07T00:49:52+00:00,SOL,15min60m,NOout+YESin,1.67,-67.0,-0.4132,2.89,607,0.98,0.69,106.05,106.49,106.06051900413996,106.410345,sol-updown-15m-1788741900,solana-up-or-down-september-6-2026-8pm-et
2026-09-07T00:49:52+00:00,XRP,15min60m,YESout+NOin,0.87,13.0,0.0563,3.72,607,0.25,0.62,1.4208,1.42,1.4207434435061028,1.4204727453948822,xrp-updown-15m-1788741900,xrp-up-or-down-september-6-2026-8pm-et
2026-09-07T00:50:51+00:00,BTC,15min60m,NOout+YESin,1.389,-38.9,-0.2617,9.89,548,0.989,0.4,80131.775,80342.0,80135.12804382753,80242.35663533365,btc-updown-15m-1788741900,bitcoin-up-or-down-september-6-2026-8pm-et
2026-09-07T00:50:51+00:00,ETH,15min60m,NOout+YESin,0.88,12.0,-0.0113,4.03,548,0.57,0.31,2514.335,2514.62,2514.550769076331,2510.3801172467606,eth-updown-15m-1788741900,ethereum-up-or-down-september-6-2026-8pm-et
2026-09-07T00:50:51+00:00,SOL,15min60m,NOout+YESin,1.69,-69.0,-0.4132,0.93,548,0.98,0.71,106.05,106.49,106.06051900413996,106.410345,sol-updown-15m-1788741900,solana-up-or-down-september-6-2026-8pm-et
2026-09-07T00:50:52+00:00,XRP,15min60m,YESout+NOin,0.92,8.0,0.0563,4.8,547,0.12,0.8,1.4208,1.42,1.4207434435061028,1.4204727453948822,xrp-updown-15m-1788741900,xrp-up-or-down-september-6-2026-8pm-et
