market_id,strategy,subtype,direction,precio_plan,precio_limit,mejor_ask_veto,ts_snapshot,end_date,filled,acierto,pnl1_maker
2848970,GBM_LATE_15M,ETH#15min,BUY_YES,0.51,0.51,0.89,2026-07-09T17:20:22+00:00,2026-07-09T17:30:00,0,1,0.0
2849004,GBM_LATE_15M,ETH#15min,BUY_YES,0.235,0.23,0.37,2026-07-09T17:33:31+00:00,2026-07-09T17:45:00,0,1,0.0
2849005,GBM_LATE_15M,XRP#15min,BUY_YES,0.495,0.49,0.73,2026-07-09T17:33:31+00:00,2026-07-09T17:45:00,0,1,0.0
2849006,GBM_LATE_15M,SOL#15min,BUY_YES,0.255,0.26,0.4,2026-07-09T17:33:31+00:00,2026-07-09T17:45:00,1,1,2.8462
2849121,GBM_LATE_15M,XRP#15min,BUY_YES,0.495,0.49,0.64,2026-07-09T17:50:48+00:00,2026-07-09T18:00:00,0,0,0.0
2849267,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.67,2026-07-09T18:03:16+00:00,2026-07-09T18:15:00,1,1,1.0408
2849277,GBM_LATE_15M,ETH#15min,BUY_YES,0.515,0.52,0.7,2026-07-09T18:03:16+00:00,2026-07-09T18:15:00,1,1,0.9231
2849326,GBM_LATE_15M,ETH#15min,BUY_YES,0.495,0.49,0.53,2026-07-09T18:18:22+00:00,2026-07-09T18:30:00,1,0,-1.0
2849334,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.5,2026-07-09T18:18:22+00:00,2026-07-09T18:30:00,1,0,-1.0
2849357,GBM_LATE_15M,XRP#15min,BUY_YES,0.505,0.51,0.67,2026-07-09T18:39:00+00:00,2026-07-09T18:45:00,1,0,-1.0
2852750,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.53,2026-07-09T23:03:37+00:00,2026-07-09T23:15:00,1,0,-1.0
2852873,GBM_LATE_15M,SOL#15min,BUY_YES,0.33,0.33,0.5,2026-07-09T23:37:52+00:00,2026-07-09T23:45:00,0,1,0.0
2852945,GBM_LATE_15M,XRP#15min,BUY_YES,0.52,0.52,0.74,2026-07-09T23:52:37+00:00,2026-07-10T00:00:00,0,0,0.0
2852951,GBM_LATE_15M,ETH#15min,BUY_YES,0.345,0.34,0.43,2026-07-09T23:53:27+00:00,2026-07-10T00:00:00,0,0,0.0
2854794,GBM_LATE_15M,ETH#15min,BUY_YES,0.495,0.49,0.6,2026-07-10T04:03:13+00:00,2026-07-10T04:15:00,0,1,0.0
2854804,GBM_LATE_15M,XRP#15min,BUY_YES,0.495,0.49,0.74,2026-07-10T04:03:36+00:00,2026-07-10T04:15:00,0,1,0.0
2854849,GBM_LATE_15M,SOL#15min,BUY_YES,0.475,0.47,0.61,2026-07-10T04:18:03+00:00,2026-07-10T04:30:00,1,0,-1.0
2854850,GBM_LATE_15M,XRP#15min,BUY_YES,0.475,0.47,0.54,2026-07-10T04:18:04+00:00,2026-07-10T04:30:00,1,0,-1.0
2854948,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.96,2026-07-10T04:40:48+00:00,2026-07-10T04:45:00,0,1,0.0
2854949,GBM_LATE_15M,XRP#15min,BUY_YES,0.495,0.49,0.97,2026-07-10T04:40:48+00:00,2026-07-10T04:45:00,0,1,0.0
2854940,GBM_LATE_15M,ETH#15min,BUY_YES,0.505,0.51,0.86,2026-07-10T04:40:48+00:00,2026-07-10T04:45:00,0,1,0.0
2855009,GBM_LATE_15M,XRP#15min,BUY_YES,0.495,0.49,0.94,2026-07-10T04:48:21+00:00,2026-07-10T05:00:00,0,1,0.0
2855012,GBM_LATE_15M,SOL#15min,BUY_YES,0.505,0.51,0.74,2026-07-10T04:48:21+00:00,2026-07-10T05:00:00,1,0,-1.0
2855005,GBM_LATE_15M,ETH#15min,BUY_YES,0.485,0.48,0.57,2026-07-10T04:51:55+00:00,2026-07-10T05:00:00,1,0,-1.0
2859996,GBM_LATE_15M,ETH#15min,BUY_YES,0.425,0.42,0.46,2026-07-10T14:48:26+00:00,2026-07-10T15:00:00,1,0,-1.0
2859990,GBM_LATE_15M,SOL#15min,BUY_YES,0.385,0.39,0.56,2026-07-10T14:48:50+00:00,2026-07-10T15:00:00,0,1,0.0
2865054,GBM_LATE_15M,SOL#15min,BUY_YES,0.515,0.52,0.59,2026-07-10T23:18:17+00:00,2026-07-10T23:30:00,1,1,0.9231
2865162,GBM_LATE_15M,ETH#15min,BUY_YES,0.495,0.49,0.54,2026-07-10T23:48:14+00:00,2026-07-11T00:00:00,1,1,1.0408
2867369,GBM_LATE_15M,ETH#15min,BUY_YES,0.485,0.48,0.78,2026-07-11T04:33:17+00:00,2026-07-11T04:45:00,0,1,0.0
2867377,GBM_LATE_15M,SOL#15min,BUY_YES,0.505,0.51,0.8,2026-07-11T04:33:40+00:00,2026-07-11T04:45:00,0,1,0.0
2867432,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.57,2026-07-11T04:48:31+00:00,2026-07-11T05:00:00,1,0,-1.0
2870284,GBM_LATE_15M,ETH#15min,BUY_YES,0.375,0.38,0.67,2026-07-11T13:19:00+00:00,2026-07-11T13:30:00,0,1,0.0
2870279,GBM_LATE_15M,SOL#15min,BUY_YES,0.395,0.4,0.7,2026-07-11T13:19:00+00:00,2026-07-11T13:30:00,0,1,0.0
2870412,GBM_LATE_15M,SOL#15min,BUY_YES,0.485,0.48,0.67,2026-07-11T13:33:12+00:00,2026-07-11T13:45:00,1,0,-1.0
2870418,GBM_LATE_15M,ETH#15min,BUY_YES,0.485,0.48,0.72,2026-07-11T13:33:35+00:00,2026-07-11T13:45:00,1,1,1.0833
2870536,GBM_LATE_15M,SOL#15min,BUY_YES,0.48,0.48,0.71,2026-07-11T13:49:08+00:00,2026-07-11T14:00:00,0,0,0.0
2870534,GBM_LATE_15M,ETH#15min,BUY_YES,0.465,0.47,0.66,2026-07-11T13:49:58+00:00,2026-07-11T14:00:00,1,0,-1.0
2871065,GBM_LATE_15M,ETH#15min,BUY_YES,0.475,0.47,0.79,2026-07-11T15:03:48+00:00,2026-07-11T15:15:00,0,1,0.0
2871070,GBM_LATE_15M,SOL#15min,BUY_YES,0.485,0.48,0.73,2026-07-11T15:04:12+00:00,2026-07-11T15:15:00,0,1,0.0
2871136,GBM_LATE_15M,SOL#15min,BUY_YES,0.305,0.3,0.37,2026-07-11T15:33:47+00:00,2026-07-11T15:45:00,1,0,-1.0
2872406,GBM_LATE_15M,SOL#15min,BUY_YES,0.265,0.27,0.43,2026-07-11T17:06:27+00:00,2026-07-11T17:15:00,0,0,0.0
2872626,GBM_LATE_15M,SOL#15min,BUY_YES,0.525,0.53,0.68,2026-07-11T17:33:13+00:00,2026-07-11T17:45:00,0,1,0.0
2872627,GBM_LATE_15M,ETH#15min,BUY_YES,0.495,0.49,0.84,2026-07-11T17:33:13+00:00,2026-07-11T17:45:00,0,1,0.0
2873684,GBM_LATE_15M,SOL#15min,BUY_YES,0.55,0.55,0.75,2026-07-11T19:53:15+00:00,2026-07-11T20:00:00,0,1,0.0
2873968,GBM_LATE_15M,ETH#15min,BUY_YES,0.715,0.71,0.95,2026-07-11T21:07:34+00:00,2026-07-11T21:15:00,0,1,0.0
2874060,GBM_LATE_15M,SOL#15min,BUY_YES,0.475,0.47,0.61,2026-07-11T21:33:25+00:00,2026-07-11T21:45:00,1,0,-1.0
2876101,GBM_LATE_15M,ETH#15min,BUY_YES,0.505,0.51,0.75,2026-07-11T23:03:18+00:00,2026-07-11T23:15:00,1,0,-1.0
2876109,GBM_LATE_15M,SOL#15min,BUY_YES,0.385,0.39,0.61,2026-07-11T23:03:42+00:00,2026-07-11T23:15:00,1,0,-1.0
2878033,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.69,2026-07-12T04:18:43+00:00,2026-07-12T04:30:00,1,0,-1.0
2881681,GBM_LATE_15M,ETH#15min,BUY_YES,0.235,0.23,0.39,2026-07-12T13:03:06+00:00,2026-07-12T13:15:00,0,1,0.0
2881678,GBM_LATE_15M,SOL#15min,BUY_YES,0.365,0.36,0.54,2026-07-12T13:03:33+00:00,2026-07-12T13:15:00,0,1,0.0
2881747,GBM_LATE_15M,ETH#15min,BUY_YES,0.505,0.51,0.7,2026-07-12T13:35:24+00:00,2026-07-12T13:45:00,1,0,-1.0
2887383,GBM_LATE_15M,ETH#15min,BUY_YES,0.425,0.42,0.64,2026-07-12T23:22:33+00:00,2026-07-12T23:30:00,0,1,0.0
2887419,GBM_LATE_15M,ETH#15min,BUY_YES,0.505,0.51,0.6,2026-07-12T23:33:35+00:00,2026-07-12T23:45:00,0,1,0.0
2887650,GBM_LATE_15M,SOL#15min,BUY_YES,0.395,0.4,0.51,2026-07-12T23:51:09+00:00,2026-07-13T00:00:00,0,1,0.0
2888679,GBM_LATE_15M,ETH#15min,BUY_YES,0.505,0.51,0.72,2026-07-13T04:18:08+00:00,2026-07-13T04:30:00,0,1,0.0
2888690,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.76,2026-07-13T04:18:09+00:00,2026-07-13T04:30:00,0,1,0.0
2888885,GBM_LATE_15M,SOL#15min,BUY_YES,0.575,0.57,0.79,2026-07-13T04:48:39+00:00,2026-07-13T05:00:00,0,0,0.0
2888887,GBM_LATE_15M,ETH#15min,BUY_YES,0.505,0.51,0.8,2026-07-13T04:50:52+00:00,2026-07-13T05:00:00,0,0,0.0
2890527,GBM_LATE_15M,SOL#15min,BUY_YES,0.305,0.3,0.46,2026-07-13T06:49:02+00:00,2026-07-13T07:00:00,1,0,-1.0
2890602,GBM_LATE_15M,ETH#15min,BUY_YES,0.705,0.7,0.995,2026-07-13T07:25:16+00:00,2026-07-13T07:30:00,0,1,0.0
2890923,GBM_LATE_15M,ETH#15min,BUY_YES,0.495,0.49,0.78,2026-07-13T08:48:34+00:00,2026-07-13T09:00:00,0,1,0.0
2895859,GBM_LATE_15M,SOL#15min,BUY_YES,0.51,0.51,0.74,2026-07-13T14:03:20+00:00,2026-07-13T14:15:00,0,1,0.0
2902348,GBM_LATE_15M,SOL#15min,BUY_YES,0.49,0.49,0.72,2026-07-14T04:03:02+00:00,2026-07-14T04:15:00,1,0,-1.0
2902349,GBM_LATE_15M,ETH#15min,BUY_YES,0.505,0.51,0.82,2026-07-14T04:04:28+00:00,2026-07-14T04:15:00,1,1,0.9608
2902580,GBM_LATE_15M,SOL#15min,BUY_YES,0.425,0.42,0.68,2026-07-14T04:34:06+00:00,2026-07-14T04:45:00,0,1,0.0
2903592,GBM_LATE_15M,SOL#15min,BUY_YES,0.505,0.51,0.63,2026-07-14T06:33:15+00:00,2026-07-14T06:45:00,1,1,0.9608
2903742,GBM_LATE_15M,SOL#15min,BUY_YES,0.535,0.54,0.75,2026-07-14T07:19:25+00:00,2026-07-14T07:30:00,1,1,0.8519
2904360,GBM_LATE_15M,SOL#15min,BUY_YES,0.545,0.55,0.75,2026-07-14T09:03:03+00:00,2026-07-14T09:15:00,0,1,0.0
2904356,GBM_LATE_15M,ETH#15min,BUY_YES,0.445,0.45,0.73,2026-07-14T09:07:05+00:00,2026-07-14T09:15:00,0,1,0.0
2904401,GBM_LATE_15M,SOL#15min,BUY_YES,0.505,0.51,0.61,2026-07-14T09:18:10+00:00,2026-07-14T09:30:00,1,0,-1.0
2905928,GBM_LATE_15M_ESPACIO_ATR,SOL#15min,BUY_YES,0.105,0.1,0.19,2026-07-14T13:08:12+00:00,2026-07-14T13:15:00,1,0,-1.0
2920033,FAVORITO_CONFIRMADO,SOL#15min,BUY_YES,0.595,0.59,0.65,2026-07-15T09:02:27+00:00,2026-07-15T09:15:00,0,1,0.0
2920031,GBM_LATE_15M_ESPACIO_ATR,BTC#15min,BUY_YES,0.445,0.45,0.89,2026-07-15T09:06:28+00:00,2026-07-15T09:15:00,0,1,0.0
2920075,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.72,2026-07-15T09:18:15+00:00,2026-07-15T09:30:00,0,1,0.0
2920074,GBM_LATE_15M_ESPACIO_ATR,BTC#15min,BUY_YES,0.595,0.59,0.69,2026-07-15T09:23:19+00:00,2026-07-15T09:30:00,0,0,0.0
2904343,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,0.615,0.61,0.71,2026-07-15T09:08:43+00:00,2026-07-15T10:00:00,1,0,-1.0
2922228,GBM_LATE_15M,SOL#15min,BUY_YES,0.455,0.46,0.5,2026-07-15T13:18:14+00:00,2026-07-15T13:30:00,1,0,-1.0
2922227,GBM_LATE_15M_ESPACIO_ATR,BTC#15min,BUY_YES,0.445,0.45,0.84,2026-07-15T13:20:30+00:00,2026-07-15T13:30:00,0,0,0.0
2905863,FAVORITO_CONFIRMADO,SOL#60min,BUY_YES,0.685,0.69,0.8,2026-07-15T13:03:27+00:00,2026-07-15T14:00:00,1,0,-1.0
2922256,GBM_LATE_15M,SOL#15min,BUY_YES,0.475,0.47,0.78,2026-07-15T13:33:11+00:00,2026-07-15T13:45:00,1,0,-1.0
2922653,GBM_LATE_15M,SOL#15min,BUY_YES,0.505,0.51,0.69,2026-07-15T15:18:48+00:00,2026-07-15T15:30:00,1,1,0.9608
2922695,GBM_LATE_15M_ESPACIO_ATR,BTC#15min,BUY_YES,0.305,0.3,0.68,2026-07-15T15:35:08+00:00,2026-07-15T15:45:00,0,1,0.0
2922754,GBM_LATE_15M,SOL#15min,BUY_YES,0.495,0.49,0.58,2026-07-15T15:48:02+00:00,2026-07-15T16:00:00,1,0,-1.0
2928772,GBM_LATE_15M,SOL#15min,BUY_YES,0.505,0.51,0.83,2026-07-15T23:03:02+00:00,2026-07-15T23:15:00,0,1,0.0
2928775,GBM_LATE_15M_ESPACIO_ATR,BTC#15min,BUY_YES,0.505,0.51,0.84,2026-07-15T23:05:13+00:00,2026-07-15T23:15:00,0,1,0.0
