fecha,par,n_shadow,ic_shadow,var_shadow_total,n_shadow_ult30,mean_shadow_ult30,var_shadow_ult30
2026-07-19,FAVORITO_CONFIRMADO#BTC#60min#BUY_YES,102,0.2115,2.1951,30,0.821,1.4267
2026-07-19,FAVORITO_CONFIRMADO#ETH#60min#BUY_YES,101,0.1796,2.1686,30,0.1744,2.2562
2026-07-19,FAVORITO_CONFIRMADO#SOL#60min#BUY_NO,122,0.0887,1.5387,30,-0.081,1.3074
2026-07-19,FAVORITO_CONFIRMADO#BTC#15min#BUY_NO,451,0.2086,1.7786,30,0.0611,1.8041
2026-07-19,GBM_LATE_15M_ESPACIO_ATR#XRP#15min#BUY_YES,361,0.2576,2.8831,30,0.9992,2.926
2026-07-19,GBM_LATE_15M_TARDIO#BTC#15min#BUY_YES,344,0.0925,2.8324,30,0.6594,4.2401
2026-07-19,GBM_LATE_15M_TARDIO#ETH#15min#BUY_YES,381,0.0561,1.7477,30,0.2322,3.1538
2026-07-19,GBM_LATE_15M_TARDIO#SOL#15min#BUY_YES,322,0.0772,2.1187,30,0.7552,4.3283
2026-07-19,UPDOWN_GBM#SOL#15min#BUY_YES,50,-0.1154,0.6602,30,-0.4017,0.4505
2026-07-19,UPDOWN_GBM#SOL#15min#BUY_NO,59,0.0082,1.19,30,-0.1792,1.2762
2026-07-19,UPDOWN_GBM#XRP#15min#BUY_NO,110,0.125,2.8545,30,0.36,3.4266
2026-07-19,UPDOWN_GBM#BTC#15min#BUY_NO,70,0.0,2.2282,30,0.1344,2.6662
2026-07-19,UPDOWN_GBM#ETH#60min#BUY_YES,39,-0.0122,0.6806,30,-0.1626,0.7358
2026-07-19,UPDOWN_GBM#BTC#60min#BUY_YES,35,-0.0405,0.9878,30,-0.1717,1.0687
2026-07-19,ORDER_FLOW_5M#BTC#5min#BUY_NO,188,0.0,0.388,30,0.114,1.0943
2026-07-19,ORDER_FLOW_5M#ETH#5min#BUY_NO,108,0.0091,0.2692,30,-0.0641,0.3046
2026-07-19,ORDER_FLOW_5M#SOL#5min#BUY_NO,230,0.0647,0.3658,30,0.1912,1.095
2026-07-19,ORDER_FLOW_5M#XRP#5min#BUY_NO,134,0.0147,0.2991,30,0.0551,0.4615
2026-07-19,ORDER_FLOW_5M#DOGE#5min#BUY_NO,125,0.0197,0.2709,30,0.1248,0.322
2026-07-19,ORDER_FLOW_5M#BNB#5min#BUY_NO,106,0.0556,0.3036,30,-0.0156,0.431
2026-07-19,FAVORITO_CONFIRMADO#BTC#240min#BUY_NO,32,0.0882,1.0326,30,0.0336,1.0956
2026-07-19,FAVORITO_CONFIRMADO#ETH#240min#BUY_NO,35,-0.0135,0.8774,30,-0.0636,0.9968
2026-07-19,FAVORITO_CONFIRMADO#SOL#240min#BUY_NO,36,0.1053,1.0335,30,0.1607,1.1986
2026-07-19,GBM_LATE_15M#BTC#15min#BUY_YES,671,0.0944,1.8195,30,1.2804,4.1293
2026-07-19,GBM_LATE_15M_ESPACIO_ATR#ETH#15min#BUY_YES,419,0.1176,5.0663,30,0.4682,6.653
2026-07-19,GBM_LATE_15M_TARDIO#BTC#15min#BUY_NO,407,0.0672,2.56,30,0.8055,5.2542
2026-07-19,GBM_LATE_15M_TARDIO#ETH#15min#BUY_NO,375,0.0305,1.5756,30,0.7021,5.8659
2026-07-19,GBM_LATE_15M_TARDIO#SOL#15min#BUY_NO,395,0.034,1.4904,30,-0.0459,1.4129
2026-07-19,GBM_LATE_60M#BTC#60min#BUY_NO,46,-0.1458,0.8507,30,0.2047,1.1415
2026-07-19,GBM_LATE_60M#BTC#60min#BUY_YES,69,0.0352,0.9725,30,-0.0057,1.1375
2026-07-19,GBM_LATE_60M#ETH#60min#BUY_NO,48,-0.3,0.4807,30,-0.1447,0.5727
2026-07-19,GBM_LATE_60M#ETH#60min#BUY_YES,56,-0.0172,0.5449,30,-0.0013,0.6872
2026-07-19,GBM_LATE_60M#SOL#60min#BUY_NO,62,-0.2031,1.118,30,-0.0019,0.6961
2026-07-19,GBM_LATE_60M#SOL#60min#BUY_YES,48,-0.08,0.8517,30,0.2381,1.037
2026-07-19,LEADLAG_BTC_XRP_15M#XRP#15min#BUY_YES,116,0.0169,0.4171,30,0.0083,0.3013
2026-07-19,ORDER_FLOW_5M#BNB#5min#BUY_YES,96,0.0306,0.2608,30,-0.0096,0.2809
2026-07-19,ORDER_FLOW_5M#BTC#5min#BUY_YES,103,-0.0524,0.2447,30,-0.048,0.2524
2026-07-19,ORDER_FLOW_5M#DOGE#5min#BUY_YES,93,-0.0263,0.2519,30,-0.0767,0.254
2026-07-19,ORDER_FLOW_5M#ETH#5min#BUY_YES,153,-0.0419,0.2453,30,-0.18,0.2254
2026-07-19,ORDER_FLOW_5M#SOL#5min#BUY_YES,94,-0.0104,0.2478,30,0.0184,0.2528
2026-07-19,ORDER_FLOW_5M#XRP#5min#BUY_YES,65,-0.0224,0.2524,30,-0.0776,0.2531
2026-07-19,PRICE_TARGET_GBM#BTC#atexpiry#BUY_NO,35,-0.2568,0.3324,30,-0.413,0.1349
2026-07-19,PRICE_TARGET_GBM#ETH#atexpiry#BUY_NO,38,-0.275,0.1849,30,-0.4121,0.1303
2026-07-19,STREAK_FADE_15M#SOL#15min#BUY_NO,44,0.1304,1.625,30,0.3484,2.2511
2026-07-19,STREAK_FADE_15M#XRP#15min#BUY_NO,48,0.06,0.8343,30,0.2261,1.1721
2026-07-19,STREAK_FADE_5M#SOL#5min#BUY_YES,71,-0.0068,0.4943,30,-0.0816,0.7803
2026-07-19,STREAK_FADE_5M#XRP#5min#BUY_YES,79,-0.0185,0.8647,30,-0.2741,0.6131
2026-07-19,STREAK_MOM_5M#ETH#5min#BUY_NO,58,-0.0167,0.2604,30,-0.0684,0.264
2026-07-19,STREAK_MOM_5M#ETH#5min#BUY_YES,48,-0.1,0.2418,30,-0.1442,0.2391
2026-07-19,STREAK_MOM_5M#SOL#5min#BUY_NO,62,0.0312,0.5184,30,-0.104,0.6015
2026-07-19,STREAK_MOM_5M#SOL#5min#BUY_YES,49,-0.0686,0.2508,30,-0.1093,0.2491
2026-07-19,STREAK_MOM_5M#XRP#5min#BUY_NO,51,-0.1792,0.2199,30,-0.2433,0.2023
2026-07-19,STREAK_MOM_5M#XRP#5min#BUY_YES,47,-0.0306,0.5492,30,-0.2743,0.4472
2026-07-19,UPDOWN_GBM#BNB#15min#BUY_YES,47,-0.0102,1.2375,30,0.3488,1.2498
2026-07-19,UPDOWN_GBM#DOGE#15min#BUY_NO,81,0.0181,1.0768,30,0.1397,1.1579
2026-07-19,UPDOWN_GBM#ETH#15min#BUY_NO,394,0.0505,1.5137,30,0.1591,1.2465
2026-07-19,UPDOWN_GBM#ETH#15min#BUY_YES,356,0.0335,0.9089,30,0.0147,1.9404
2026-07-19,GBM_LATE_15M_PYCONFIRMADO#XRP#15min#BUY_YES,66,0.25,2.653,30,0.9498,2.819
2026-07-19,GBM_LATE_15M_PYCONFIRMADO#XRP#15min#BUY_NO,58,0.2333,2.671,30,0.9625,3.3955
2026-07-19,GBM_LATE_5M#XRP#5min#BUY_YES,39,0.0854,0.3895,30,0.0828,0.4285
2026-07-20,GBM_LATE_15M_ESPACIO_ATR#SOL#15min#BUY_YES,493,0.1121,3.5622,30,1.1237,9.9161
2026-07-20,GBM_LATE_15M_ESPACIO_ATR#BTC#15min#BUY_YES,427,0.1154,3.6809,30,0.4941,5.5418
2026-07-20,BALLENAS_CONFIRMADAS_15M#SOL#15min#BUY_NO,151,0.0686,1.3364,30,0.0067,0.366
2026-07-20,BALLENAS_CONFIRMADAS_15M#ETH#15min#BUY_NO,134,0.0735,0.8135,30,-0.069,0.7055
2026-07-20,BALLENAS_CONFIRMADAS_15M#XRP#15min#BUY_NO,114,0.1034,0.6489,30,0.0463,0.9305
2026-07-20,BALLENAS_CONFIRMADAS_15M#ETH#15min#BUY_YES,53,0.3545,0.5953,30,0.0645,0.9333
2026-07-20,BALLENAS_CONFIRMADAS_15M#SOL#15min#BUY_YES,53,0.3,0.7679,30,0.0801,0.7381
2026-07-20,GBM_LATE_15M#SOL#15min#BUY_YES,895,0.0864,2.5907,30,-0.0973,3.9194
2026-07-20,FAVORITO_CONFIRMADO_SOL_ALTACONVICCION#SOL#15min#BUY_YES,197,0.3241,0.9695,30,0.1085,0.7932
2026-07-20,UPDOWN_GBM_15M_CROSS_WINDOW_SPREAD#BTC#15min#BUY_YES,39,0.2317,0.8429,30,0.0352,1.0655
2026-07-20,UPDOWN_GBM_15M_CROSS_WINDOW_SPREAD#ETH#15min#BUY_YES,52,0.3148,1.0777,30,0.1531,1.5804
2026-07-20,GBM_LATE_15M#XRP#15min#BUY_NO,842,0.173,2.8638,30,0.4906,3.8521
2026-07-20,GBM_LATE_15M#XRP#15min#BUY_YES,821,0.1574,3.6262,30,0.5227,3.9625
2026-07-20,GBM_LATE_15M#SOL#15min#BUY_NO,817,0.0983,3.9434,30,-0.2982,3.4765
2026-07-20,GBM_LATE_15M_ESPACIO_ATR#SOL#15min#BUY_NO,400,0.1119,3.8736,30,0.3477,5.7803
2026-07-20,FAVORITO_CONFIRMADO#SOL#5min#BUY_YES,137,0.1403,1.8845,30,0.2446,1.9289
2026-07-20,FAVORITO_CONFIRMADO#SOL#5min#BUY_NO,145,0.0782,1.1488,30,-0.2327,1.2172
2026-07-20,GBM_LATE_15M_ESPACIO_ATR#XRP#15min#BUY_NO,402,0.297,2.6194,30,1.1706,2.6826
2026-07-20,GBM_LATE_15M_TARDIO#XRP#15min#BUY_NO,518,0.2173,3.1986,30,0.8847,3.2316
2026-07-20,FAVORITO_CONFIRMADO#ETH#5min#BUY_NO,158,0.1375,1.6568,30,-0.0159,1.9664
2026-07-20,FAVORITO_CONFIRMADO#ETH#5min#BUY_YES,145,0.0918,1.8075,30,0.0815,1.896
2026-07-20,GBM_LATE_15M_ESPACIO_ATR#BTC#15min#BUY_NO,466,0.1154,5.7163,30,0.0171,5.7226
2026-07-20,GBM_LATE_15M_ESPACIO_ATR#ETH#15min#BUY_NO,463,0.1043,4.9558,30,-0.3222,4.0891
2026-07-20,UPDOWN_GBM#BNB#15min#BUY_NO,118,0.1,2.1011,30,0.0608,1.2717
2026-07-20,LATE_WINDOW_5MIN#BTC#5min#BUY_YES,32,0.2353,1.7867,30,0.7017,1.815
2026-07-20,LATE_WINDOW_5MIN#BTC#5min#BUY_NO,46,0.1458,1.652,30,0.2427,2.2298
2026-07-20,LEADLAG_BTC_XRP_15M#XRP#15min#BUY_NO,97,0.0657,2.7826,30,-0.2475,2.0406
2026-07-20,GBM_LATE_15M#BTC#15min#BUY_NO,794,0.0704,1.374,30,-0.0584,2.2693
2026-07-20,GBM_LATE_15M#ETH#15min#BUY_NO,847,0.0665,1.5238,30,0.0581,2.3683
2026-07-20,UPDOWN_GBM#BTC#15min#BUY_YES,333,0.0821,1.7372,30,0.1185,1.8905
2026-07-20,STREAK_FADE_15M#XRP#15min#BUY_YES,56,0.0517,1.0572,30,-0.0694,1.6458
2026-07-20,STREAK_FADE_15M#SOL#15min#BUY_YES,37,0.1667,1.3806,30,0.6075,1.5292
2026-07-20,GBM_LATE_15M_TARDIO#XRP#15min#BUY_YES,503,0.205,3.6281,30,0.5227,3.9625
2026-07-20,FAVORITO_CONFIRMADO#BTC#15min#BUY_YES,461,0.2127,1.7787,30,-0.0561,1.5666
2026-07-20,FAVORITO_CONFIRMADO#ETH#15min#BUY_NO,492,0.2085,1.6551,30,-0.3055,2.1993
2026-07-20,FAVORITO_CONFIRMADO#SOL#15min#BUY_NO,489,0.2088,1.6654,30,0.2141,2.0164
2026-07-20,FAVORITO_CONFIRMADO#ETH#60min#BUY_YES,111,0.1726,2.2119,30,0.1666,2.243
2026-07-20,FAVORITO_CONFIRMADO#SOL#60min#BUY_NO,136,0.0942,1.5678,30,-0.0952,1.4803
2026-07-20,FAVORITO_CONFIRMADO#BTC#15min#BUY_NO,494,0.2117,1.7883,30,0.1017,1.9195
2026-07-20,GBM_LATE_15M_ESPACIO_ATR#XRP#15min#BUY_YES,406,0.2549,3.5376,30,0.891,3.2444
2026-07-20,GBM_LATE_15M_TARDIO#BTC#15min#BUY_YES,374,0.0824,2.8642,30,-0.2673,3.0067
2026-07-20,GBM_LATE_15M_TARDIO#ETH#15min#BUY_YES,414,0.0457,1.8753,30,0.0122,3.4885
2026-07-20,GBM_LATE_15M_TARDIO#SOL#15min#BUY_YES,368,0.0622,2.4347,30,-0.1859,3.8656
2026-07-20,UPDOWN_GBM#SOL#15min#BUY_YES,50,-0.1154,0.6602,30,-0.4017,0.4505
2026-07-20,UPDOWN_GBM#SOL#15min#BUY_NO,67,-0.0072,1.198,30,-0.0025,1.2693
2026-07-20,UPDOWN_GBM#XRP#15min#BUY_NO,136,0.0942,2.8741,30,-0.1664,2.8762
2026-07-20,UPDOWN_GBM#BTC#15min#BUY_NO,76,0.0128,2.1185,30,0.0588,2.4284
2026-07-20,UPDOWN_GBM#ETH#60min#BUY_YES,39,-0.0122,0.6806,30,-0.1626,0.7358
2026-07-20,UPDOWN_GBM#BTC#60min#BUY_YES,35,-0.0405,0.9878,30,-0.1717,1.0687
2026-07-20,ORDER_FLOW_5M#BTC#5min#BUY_NO,188,0.0,0.388,30,0.114,1.0943
2026-07-20,ORDER_FLOW_5M#ETH#5min#BUY_NO,109,0.0135,0.269,30,-0.0641,0.3046
2026-07-20,ORDER_FLOW_5M#SOL#5min#BUY_NO,231,0.0665,0.3655,30,0.1931,1.0966
2026-07-20,ORDER_FLOW_5M#XRP#5min#BUY_NO,137,0.0036,0.2979,30,-0.0122,0.4652
2026-07-20,ORDER_FLOW_5M#DOGE#5min#BUY_NO,125,0.0197,0.2709,30,0.1248,0.322
2026-07-20,ORDER_FLOW_5M#BNB#5min#BUY_NO,108,0.0545,0.3043,30,-0.0174,0.4366
2026-07-20,FAVORITO_CONFIRMADO#BTC#240min#BUY_NO,37,0.0641,1.2314,30,-0.0454,1.4815
2026-07-20,FAVORITO_CONFIRMADO#ETH#240min#BUY_NO,40,-0.0238,0.9313,30,-0.1341,1.0866
2026-07-20,FAVORITO_CONFIRMADO#SOL#240min#BUY_NO,40,0.0952,1.2017,30,0.1075,1.5424
2026-07-20,GBM_LATE_15M#BTC#15min#BUY_YES,710,0.0913,1.8796,30,0.0825,3.0159
2026-07-20,GBM_LATE_15M_ESPACIO_ATR#ETH#15min#BUY_YES,452,0.1079,5.061,30,0.0861,5.0726
2026-07-20,GBM_LATE_15M_TARDIO#BTC#15min#BUY_NO,457,0.0621,2.5298,30,-0.0386,1.9575
2026-07-20,GBM_LATE_15M_TARDIO#ETH#15min#BUY_NO,424,0.0282,1.5573,30,0.0897,1.5581
2026-07-20,GBM_LATE_15M_TARDIO#SOL#15min#BUY_NO,430,0.0347,1.496,30,0.0749,1.5826
2026-07-20,GBM_LATE_60M#BTC#60min#BUY_NO,46,-0.1458,0.8507,30,0.2047,1.1415
2026-07-20,GBM_LATE_60M#BTC#60min#BUY_YES,69,0.0352,0.9725,30,-0.0057,1.1375
2026-07-20,GBM_LATE_60M#ETH#60min#BUY_NO,48,-0.3,0.4807,30,-0.1447,0.5727
2026-07-20,GBM_LATE_60M#ETH#60min#BUY_YES,56,-0.0172,0.5449,30,-0.0013,0.6872
2026-07-20,GBM_LATE_60M#SOL#60min#BUY_NO,62,-0.2031,1.118,30,-0.0019,0.6961
2026-07-20,GBM_LATE_60M#SOL#60min#BUY_YES,48,-0.08,0.8517,30,0.2381,1.037
2026-07-20,LEADLAG_BTC_XRP_15M#XRP#15min#BUY_YES,136,-0.0072,0.3988,30,-0.053,0.3065
2026-07-20,ORDER_FLOW_5M#BNB#5min#BUY_YES,96,0.0306,0.2608,30,-0.0096,0.2809
2026-07-20,ORDER_FLOW_5M#BTC#5min#BUY_YES,103,-0.0524,0.2447,30,-0.048,0.2524
2026-07-20,ORDER_FLOW_5M#DOGE#5min#BUY_YES,93,-0.0263,0.2519,30,-0.0767,0.254
2026-07-20,ORDER_FLOW_5M#ETH#5min#BUY_YES,153,-0.0419,0.2453,30,-0.18,0.2254
2026-07-20,ORDER_FLOW_5M#SOL#5min#BUY_YES,94,-0.0104,0.2478,30,0.0184,0.2528
2026-07-20,ORDER_FLOW_5M#XRP#5min#BUY_YES,65,-0.0224,0.2524,30,-0.0776,0.2531
2026-07-20,PRICE_TARGET_GBM#BTC#atexpiry#BUY_NO,35,-0.2568,0.3324,30,-0.413,0.1349
2026-07-20,PRICE_TARGET_GBM#ETH#atexpiry#BUY_NO,38,-0.275,0.1849,30,-0.4121,0.1303
2026-07-20,STREAK_FADE_15M#SOL#15min#BUY_NO,44,0.1304,1.625,30,0.3484,2.2511
2026-07-20,STREAK_FADE_15M#XRP#15min#BUY_NO,50,0.0769,0.883,30,0.2981,1.2858
2026-07-20,STREAK_FADE_5M#SOL#5min#BUY_YES,71,-0.0068,0.4943,30,-0.0816,0.7803
2026-07-20,STREAK_FADE_5M#XRP#5min#BUY_YES,79,-0.0185,0.8647,30,-0.2741,0.6131
2026-07-20,STREAK_MOM_5M#ETH#5min#BUY_NO,58,-0.0167,0.2604,30,-0.0684,0.264
2026-07-20,STREAK_MOM_5M#ETH#5min#BUY_YES,48,-0.1,0.2418,30,-0.1442,0.2391
2026-07-20,STREAK_MOM_5M#SOL#5min#BUY_NO,62,0.0312,0.5184,30,-0.104,0.6015
2026-07-20,STREAK_MOM_5M#SOL#5min#BUY_YES,49,-0.0686,0.2508,30,-0.1093,0.2491
2026-07-20,STREAK_MOM_5M#XRP#5min#BUY_NO,51,-0.1792,0.2199,30,-0.2433,0.2023
2026-07-20,STREAK_MOM_5M#XRP#5min#BUY_YES,47,-0.0306,0.5492,30,-0.2743,0.4472
2026-07-20,UPDOWN_GBM#BNB#15min#BUY_YES,49,0.0098,1.2112,30,0.4765,1.1375
2026-07-20,UPDOWN_GBM#DOGE#15min#BUY_NO,100,0.0,0.9616,30,-0.1189,0.7156
2026-07-20,UPDOWN_GBM_15M_TARDIO#DOGE#15min#BUY_NO,45,0.1809,2.6876,30,0.5139,3.7611
2026-07-20,UPDOWN_GBM#ETH#15min#BUY_NO,414,0.0481,1.4903,30,-0.059,1.099
2026-07-20,UPDOWN_GBM#ETH#15min#BUY_YES,360,0.0359,0.9154,30,0.175,1.8464
2026-07-20,GBM_LATE_15M_PYCONFIRMADO#XRP#15min#BUY_YES,75,0.2532,2.6531,30,1.0741,2.512
2026-07-20,GBM_LATE_15M_PYCONFIRMADO#XRP#15min#BUY_NO,62,0.2188,2.8054,30,0.6904,3.8601
2026-07-20,GBM_LATE_5M#SOL#5min#BUY_NO,36,-0.2368,1.0342,30,0.0954,1.1428
2026-07-20,GBM_LATE_5M#XRP#5min#BUY_YES,81,0.0783,0.527,30,0.0689,0.6576
2026-07-20,GBM_LATE_5M#XRP#5min#BUY_NO,50,0.1346,2.8927,30,0.2306,3.5766
