market_id,strategy,subtype,direction,ts_exec,outcome_real,resultado_nuestro,n_validadas_lado_ganador,n_validadas_lado_perdedor,lag_min_ganador_s,lags_ganador_s
2819137,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-07T16:07:44+00:00,NO,PERDIDA,33,36,2.0,267.0;195.0;195.0;194.0;192.0;189.0;183.0;180.0;158.0;56.0;39.0;30.0;30.0;29.0;29.0;26.0;26.0;2.0;-10.0;-55.0;-88.0;-136.0;-145.0;-148.0;-154.0;-157.0;-181.0;-181.0;-195.0;-237.0;-259.0;-298.0;-300.0
2819181,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-07T16:18:38+00:00,YES,GANANCIA,12,15,4.0,261.0;60.0;47.0;32.0;-4.0;-60.0;-93.0;-114.0;-114.0;-127.0;-144.0;-157.0
2819233,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-07T16:33:52+00:00,YES,GANANCIA,18,10,0.0,288.0;178.0;174.0;162.0;88.0;3.0;3.0;0.0;-30.0;-98.0;-107.0;-108.0;-108.0;-110.0;-110.0;-119.0;-200.0;-219.0
2819234,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-07T16:33:53+00:00,YES,GANANCIA,21,22,0.0,213.0;209.0;192.0;171.0;168.0;156.0;102.0;39.0;26.0;18.0;12.0;3.0;2.0;0.0;-9.0;-10.0;-10.0;-31.0;-34.0;-34.0;-79.0
2819392,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-07T16:48:58+00:00,NO,PERDIDA,10,17,150.0,298.0;297.0;274.0;256.0;240.0;193.0;171.0;156.0;154.0;150.0
2820162,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-07T17:12:11+00:00,YES,GANANCIA,10,17,12.0,32.0;23.0;12.0;-48.0;-70.0;-106.0;-117.0;-120.0;-220.0;-277.0
2820242,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-07T17:33:53+00:00,YES,GANANCIA,23,16,63.0,300.0;285.0;251.0;237.0;225.0;201.0;129.0;111.0;101.0;87.0;84.0;65.0;-63.0;-115.0;-115.0;-117.0;-129.0;-169.0;-201.0;-217.0;-219.0;-220.0;-220.0
2820489,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-07T17:48:14+00:00,YES,GANANCIA,24,23,7.0,288.0;279.0;276.0;275.0;273.0;236.0;234.0;224.0;110.0;-7.0;-28.0;-72.0;-79.0;-79.0;-103.0;-115.0;-117.0;-147.0;-153.0;-156.0;-175.0;-180.0;-181.0;-181.0
2820496,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-07T17:53:22+00:00,NO,PERDIDA,6,9,9.0,18.0;9.0;9.0;-162.0;-168.0;-189.0
2820739,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-07T18:33:33+00:00,YES,GANANCIA,18,13,11.0,235.0;227.0;227.0;22.0;14.0;13.0;11.0;-76.0;-88.0;-109.0;-127.0;-139.0;-146.0;-151.0;-160.0;-184.0;-184.0;-184.0
2820864,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-07T18:48:33+00:00,NO,PERDIDA,19,17,10.0,158.0;50.0;37.0;37.0;35.0;35.0;34.0;34.0;32.0;26.0;14.0;11.0;10.0;10.0;-20.0;-20.0;-107.0;-197.0;-197.0
2821203,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-07T19:07:18+00:00,NO,PERDIDA,13,19,7.0,139.0;131.0;62.0;13.0;10.0;7.0;-13.0;-13.0;-128.0;-230.0;-238.0;-254.0;-263.0
2824229,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-07T23:25:35+00:00,YES,GANANCIA,10,14,12.0,164.0;48.0;41.0;38.0;36.0;33.0;21.0;20.0;12.0;-207.0
2828201,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-08T07:19:48+00:00,YES,GANANCIA,23,16,38.0,254.0;247.0;242.0;236.0;217.0;205.0;137.0;137.0;113.0;67.0;65.0;64.0;-38.0;-59.0;-61.0;-64.0;-74.0;-100.0;-152.0;-191.0;-193.0;-245.0;-275.0
2828191,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-08T07:20:57+00:00,YES,GANANCIA,2,1,140.0,140.0;-221.0
2828704,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-08T08:57:35+00:00,NO,PERDIDA,10,9,9.0,98.0;93.0;9.0;-9.0;-39.0;-48.0;-58.0;-82.0;-85.0;-237.0
2830923,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T13:18:08+00:00,NO,PERDIDA,4,10,72.0,128.0;125.0;-72.0;-162.0
2830933,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-08T13:18:09+00:00,NO,PERDIDA,6,1,19.0,190.0;125.0;56.0;19.0;-43.0;-172.0
2831090,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-08T14:03:15+00:00,NO,PERDIDA,13,21,20.0,295.0;290.0;239.0;236.0;221.0;220.0;-20.0;-158.0;-173.0;-179.0;-179.0;-182.0;-182.0
2831128,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T14:28:38+00:00,NO,PERDIDA,3,15,3.0,3.0;-31.0;-177.0
2832193,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-08T14:48:09+00:00,YES,GANANCIA,5,6,76.0,136.0;76.0;-134.0;-136.0;-149.0
2832194,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T14:49:22+00:00,YES,GANANCIA,11,9,44.0,277.0;270.0;207.0;123.0;60.0;60.0;51.0;-44.0;-209.0;-236.0;-236.0
2832273,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T15:06:24+00:00,NO,PERDIDA,7,7,19.0,19.0;-127.0;-185.0;-260.0;-281.0;-290.0;-298.0
2833359,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-08T16:03:15+00:00,YES,GANANCIA,2,5,148.0,277.0;-148.0
2833410,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-08T16:21:27+00:00,YES,GANANCIA,6,3,32.0,290.0;287.0;104.0;-32.0;-41.0;-244.0
2833402,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T16:26:18+00:00,YES,GANANCIA,24,18,7.0,131.0;131.0;128.0;124.0;116.0;116.0;113.0;109.0;104.0;86.0;85.0;85.0;85.0;35.0;14.0;8.0;7.0;-22.0;-49.0;-68.0;-88.0;-110.0;-188.0;-299.0
2833566,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-08T16:33:12+00:00,YES,GANANCIA,4,7,22.0,136.0;136.0;22.0;-128.0
2833567,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T16:35:35+00:00,YES,GANANCIA,22,24,2.0,296.0;285.0;281.0;279.0;276.0;225.0;53.0;48.0;41.0;33.0;27.0;24.0;21.0;18.0;12.0;2.0;-6.0;-7.0;-19.0;-100.0;-276.0;-280.0
2833670,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T16:48:12+00:00,YES,GANANCIA,4,6,122.0,233.0;232.0;122.0;-166.0
2833660,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-08T16:48:39+00:00,YES,GANANCIA,5,7,127.0,290.0;284.0;269.0;173.0;127.0
2834578,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-08T17:35:36+00:00,NO,PERDIDA,17,21,35.0,157.0;155.0;121.0;121.0;109.0;104.0;94.0;91.0;71.0;62.0;47.0;35.0;-68.0;-116.0;-220.0;-241.0;-299.0
2834586,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T17:40:09+00:00,NO,PERDIDA,8,15,46.0,109.0;-46.0;-65.0;-79.0;-86.0;-113.0;-164.0;-176.0
2834885,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-08T18:18:26+00:00,NO,PERDIDA,3,1,23.0,23.0;23.0;-165.0
2834892,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-08T18:18:27+00:00,NO,PERDIDA,10,14,25.0,262.0;232.0;133.0;25.0;-130.0;-130.0;-131.0;-134.0;-164.0;-164.0
2839151,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T23:03:34+00:00,YES,GANANCIA,8,15,24.0,150.0;58.0;-24.0;-30.0;-53.0;-53.0;-183.0;-203.0
2839152,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-08T23:05:08+00:00,YES,GANANCIA,24,24,45.0,290.0;243.0;122.0;120.0;77.0;56.0;45.0;-63.0;-76.0;-234.0;-235.0;-237.0;-240.0;-240.0;-240.0;-241.0;-243.0;-243.0;-276.0;-277.0;-280.0;-295.0;-295.0;-297.0
2839312,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T23:35:35+00:00,YES,GANANCIA,27,28,8.0,285.0;273.0;245.0;134.0;72.0;18.0;18.0;9.0;8.0;8.0;-51.0;-51.0;-51.0;-55.0;-55.0;-55.0;-55.0;-57.0;-69.0;-159.0;-165.0;-165.0;-255.0;-258.0;-258.0;-295.0;-295.0
2839446,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-08T23:49:45+00:00,YES,GANANCIA,41,18,8.0,220.0;217.0;211.0;184.0;179.0;173.0;169.0;118.0;115.0;113.0;113.0;113.0;112.0;112.0;112.0;112.0;112.0;112.0;112.0;112.0;112.0;112.0;109.0;107.0;107.0;103.0;98.0;83.0;44.0;41.0;16.0;8.0;8.0;-97.0;-98.0;-125.0;-166.0;-167.0;-169.0;-230.0;-251.0
2841297,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T04:03:53+00:00,YES,GANANCIA,9,9,111.0,282.0;282.0;282.0;282.0;111.0;-142.0;-165.0;-169.0;-174.0
2843404,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T06:49:32+00:00,NO,PERDIDA,5,9,45.0,206.0;173.0;-45.0;-93.0;-255.0
2843413,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T06:49:33+00:00,YES,GANANCIA,26,29,16.0,271.0;242.0;227.0;175.0;175.0;89.0;89.0;49.0;-16.0;-32.0;-65.0;-71.0;-73.0;-80.0;-124.0;-133.0;-133.0;-133.0;-134.0;-137.0;-146.0;-161.0;-161.0;-163.0;-247.0;-248.0
2843475,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T07:04:44+00:00,NO,PERDIDA,6,12,43.0,-43.0;-43.0;-52.0;-52.0;-52.0;-115.0
2843511,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T07:22:15+00:00,NO,PERDIDA,26,29,11.0,260.0;242.0;242.0;241.0;239.0;233.0;188.0;157.0;157.0;154.0;134.0;125.0;124.0;116.0;43.0;43.0;-11.0;-14.0;-31.0;-34.0;-130.0;-131.0;-131.0;-244.0;-272.0;-281.0
2843734,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T08:38:19+00:00,NO,PERDIDA,35,44,0.0,282.0;277.0;273.0;262.0;253.0;232.0;217.0;217.0;217.0;198.0;196.0;186.0;186.0;174.0;166.0;157.0;139.0;124.0;117.0;102.0;88.0;70.0;34.0;0.0;0.0;-5.0;-102.0;-137.0;-146.0;-165.0;-168.0;-203.0;-207.0;-233.0;-261.0
2843816,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T08:48:35+00:00,NO,PERDIDA,3,4,197.0,197.0;197.0;197.0
2843893,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T09:20:01+00:00,YES,GANANCIA,9,7,9.0,172.0;162.0;154.0;43.0;-9.0;-65.0;-162.0;-237.0;-288.0
2843897,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T09:20:02+00:00,YES,GANANCIA,4,7,103.0,-103.0;-103.0;-288.0;-289.0
2845662,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T13:18:35+00:00,NO,PERDIDA,18,12,90.0,275.0;222.0;222.0;176.0;-90.0;-90.0;-90.0;-91.0;-91.0;-91.0;-93.0;-93.0;-105.0;-138.0;-144.0;-147.0;-151.0;-192.0
2845671,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T13:21:11+00:00,NO,PERDIDA,30,19,15.0,294.0;251.0;251.0;251.0;246.0;242.0;240.0;182.0;180.0;128.0;126.0;125.0;119.0;119.0;119.0;116.0;66.0;66.0;-15.0;-60.0;-84.0;-112.0;-192.0;-205.0;-273.0;-286.0;-289.0;-291.0;-291.0;-294.0
2845876,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T14:03:22+00:00,NO,PERDIDA,12,17,8.0,114.0;67.0;67.0;60.0;57.0;-8.0;-9.0;-128.0;-134.0;-156.0;-158.0;-176.0
2845874,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T14:06:02+00:00,NO,PERDIDA,12,15,11.0,230.0;212.0;132.0;104.0;59.0;11.0;-69.0;-76.0;-115.0;-117.0;-117.0;-172.0
2845948,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T14:33:39+00:00,YES,GANANCIA,11,25,11.0,290.0;286.0;286.0;173.0;137.0;62.0;53.0;47.0;11.0;-107.0;-170.0
2846234,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T15:48:46+00:00,NO,PERDIDA,4,3,31.0,240.0;205.0;31.0;-77.0
2846239,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T15:54:09+00:00,NO,PERDIDA,23,17,11.0,274.0;268.0;220.0;215.0;214.0;212.0;176.0;161.0;157.0;125.0;118.0;115.0;115.0;109.0;74.0;47.0;-11.0;-73.0;-157.0;-157.0;-158.0;-160.0;-271.0
2846606,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T16:07:20+00:00,NO,PERDIDA,13,16,4.0,297.0;293.0;212.0;212.0;203.0;-4.0;-15.0;-15.0;-22.0;-24.0;-30.0;-51.0;-85.0
2846610,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T16:07:21+00:00,NO,PERDIDA,22,38,19.0,295.0;295.0;289.0;274.0;272.0;269.0;253.0;253.0;226.0;166.0;133.0;19.0;19.0;19.0;-20.0;-52.0;-256.0;-263.0;-265.0;-268.0;-269.0;-271.0
2848704,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T17:13:50+00:00,YES,GANANCIA,9,5,4.0,60.0;44.0;-4.0;-4.0;-6.0;-9.0;-21.0;-21.0;-187.0
2849006,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T17:35:08+00:00,YES,GANANCIA,12,11,5.0,264.0;261.0;126.0;116.0;116.0;9.0;5.0;-153.0;-154.0;-165.0;-240.0;-265.0
2849277,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T18:03:59+00:00,YES,GANANCIA,10,15,20.0,224.0;215.0;212.0;188.0;161.0;20.0;-165.0;-165.0;-165.0;-226.0
2849267,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T18:04:48+00:00,YES,GANANCIA,29,22,25.0,218.0;212.0;212.0;211.0;209.0;209.0;203.0;172.0;172.0;172.0;172.0;170.0;170.0;139.0;53.0;52.0;-25.0;-25.0;-118.0;-119.0;-119.0;-119.0;-119.0;-121.0;-121.0;-121.0;-121.0;-122.0;-212.0
2849323,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T18:18:21+00:00,NO,PERDIDA,1,4,89.0,89.0
2849334,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T18:19:04+00:00,NO,PERDIDA,12,13,36.0,286.0;240.0;204.0;100.0;75.0;64.0;63.0;63.0;61.0;61.0;46.0;36.0
2849358,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T18:34:24+00:00,NO,PERDIDA,9,14,14.0,262.0;262.0;218.0;52.0;-14.0;-116.0;-127.0;-137.0;-224.0
2849357,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T18:42:07+00:00,NO,PERDIDA,3,11,147.0,-147.0;-150.0;-159.0
2852750,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T23:10:48+00:00,NO,PERDIDA,21,9,5.0,157.0;-5.0;-32.0;-37.0;-38.0;-44.0;-44.0;-44.0;-46.0;-46.0;-46.0;-47.0;-47.0;-47.0;-47.0;-104.0;-140.0;-154.0;-223.0;-250.0;-280.0
2852873,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-09T23:33:17+00:00,YES,GANANCIA,9,18,61.0,243.0;153.0;153.0;77.0;74.0;-61.0;-70.0;-157.0;-162.0
2852951,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-09T23:57:37+00:00,NO,PERDIDA,25,25,6.0,60.0;52.0;52.0;52.0;52.0;18.0;15.0;15.0;15.0;6.0;-12.0;-36.0;-44.0;-51.0;-86.0;-162.0;-164.0;-164.0;-174.0;-249.0;-254.0;-255.0;-272.0;-272.0;-285.0
2852945,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-09T23:58:57+00:00,NO,PERDIDA,2,0,28.0,-28.0;-59.0
2854850,GBM_LATE_15M,XRP#15min,BUY_YES,2026-07-10T04:18:27+00:00,NO,PERDIDA,3,7,167.0,169.0;169.0;167.0
2854849,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-10T04:21:55+00:00,NO,PERDIDA,36,27,9.0,297.0;297.0;178.0;178.0;178.0;150.0;150.0;150.0;150.0;138.0;136.0;136.0;132.0;132.0;127.0;127.0;112.0;112.0;112.0;111.0;102.0;102.0;97.0;34.0;28.0;24.0;-9.0;-23.0;-26.0;-26.0;-29.0;-30.0;-95.0;-98.0;-254.0;-254.0
2855012,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-10T04:51:30+00:00,NO,PERDIDA,10,13,1.0,277.0;277.0;242.0;148.0;95.0;47.0;-1.0;-214.0;-214.0;-218.0
2855005,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-10T04:55:00+00:00,NO,PERDIDA,8,7,5.0,172.0;157.0;125.0;62.0;10.0;-5.0;-49.0;-58.0
2856614,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-10T06:48:05+00:00,NO,PERDIDA,1,4,36.0,-36.0
2859996,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-10T14:48:32+00:00,NO,PERDIDA,24,24,2.0,272.0;183.0;183.0;182.0;132.0;125.0;123.0;123.0;60.0;59.0;44.0;32.0;17.0;12.0;2.0;-9.0;-39.0;-46.0;-51.0;-123.0;-135.0;-136.0;-166.0;-180.0
2865056,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-10T23:19:51+00:00,NO,PERDIDA,19,22,25.0,292.0;280.0;277.0;254.0;253.0;251.0;251.0;251.0;251.0;251.0;71.0;59.0;59.0;-25.0;-238.0;-239.0;-239.0;-239.0;-239.0
2865092,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-10T23:34:30+00:00,YES,GANANCIA,4,5,23.0,170.0;29.0;29.0;-23.0
2870249,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T13:03:34+00:00,YES,GANANCIA,5,14,39.0,243.0;145.0;78.0;39.0;-188.0
2870412,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T13:35:18+00:00,NO,PERDIDA,57,76,2.0,284.0;284.0;283.0;283.0;283.0;281.0;281.0;281.0;280.0;280.0;280.0;280.0;277.0;271.0;268.0;265.0;263.0;262.0;257.0;161.0;160.0;160.0;94.0;4.0;2.0;-2.0;-2.0;-4.0;-40.0;-89.0;-92.0;-92.0;-119.0;-125.0;-128.0;-128.0;-130.0;-133.0;-133.0;-133.0;-134.0;-136.0;-140.0;-152.0;-154.0;-166.0;-167.0;-173.0;-176.0;-181.0;-214.0;-227.0;-247.0;-263.0;-263.0;-263.0;-268.0
2870418,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-11T13:35:42+00:00,YES,GANANCIA,23,38,20.0,286.0;173.0;145.0;59.0;37.0;25.0;22.0;-20.0;-23.0;-23.0;-68.0;-127.0;-142.0;-160.0;-170.0;-176.0;-179.0;-179.0;-179.0;-191.0;-193.0;-194.0;-194.0
2870534,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-11T13:53:01+00:00,NO,PERDIDA,19,25,12.0,264.0;102.0;100.0;97.0;96.0;90.0;88.0;76.0;49.0;27.0;25.0;18.0;16.0;15.0;12.0;-47.0;-71.0;-72.0;-90.0
2871136,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T15:34:37+00:00,NO,PERDIDA,17,11,3.0,165.0;165.0;165.0;163.0;163.0;90.0;88.0;79.0;78.0;75.0;67.0;51.0;33.0;3.0;3.0;-194.0;-195.0
2872626,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T17:34:28+00:00,YES,GANANCIA,25,15,22.0,289.0;211.0;187.0;186.0;184.0;165.0;145.0;144.0;136.0;135.0;52.0;43.0;40.0;39.0;31.0;31.0;24.0;22.0;-93.0;-137.0;-137.0;-197.0;-239.0;-257.0;-257.0
2872737,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T17:48:46+00:00,NO,PERDIDA,22,12,62.0,264.0;259.0;211.0;139.0;-62.0;-63.0;-75.0;-95.0;-96.0;-96.0;-98.0;-98.0;-98.0;-99.0;-99.0;-99.0;-101.0;-101.0;-101.0;-162.0;-206.0;-209.0
2873446,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-11T19:09:44+00:00,NO,PERDIDA,25,19,50.0,228.0;219.0;218.0;218.0;210.0;204.0;203.0;200.0;198.0;198.0;195.0;90.0;89.0;89.0;66.0;51.0;50.0;50.0;-90.0;-114.0;-169.0;-264.0;-264.0;-264.0;-270.0
2873522,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T19:33:33+00:00,YES,GANANCIA,15,5,4.0,205.0;157.0;157.0;155.0;155.0;155.0;154.0;154.0;154.0;152.0;152.0;139.0;128.0;4.0;-58.0
2874018,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T21:18:48+00:00,NO,PERDIDA,22,10,37.0,275.0;256.0;143.0;142.0;142.0;142.0;140.0;140.0;140.0;139.0;139.0;139.0;133.0;133.0;131.0;122.0;-37.0;-37.0;-37.0;-41.0;-94.0;-197.0
2874060,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T21:34:03+00:00,NO,PERDIDA,7,7,1.0,256.0;253.0;245.0;88.0;1.0;-19.0;-62.0
2876101,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-11T23:07:57+00:00,NO,PERDIDA,15,12,20.0,169.0;145.0;103.0;103.0;101.0;101.0;76.0;43.0;41.0;-20.0;-20.0;-22.0;-29.0;-29.0;-31.0
2876185,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-11T23:33:09+00:00,YES,GANANCIA,17,38,43.0,235.0;220.0;220.0;218.0;176.0;175.0;134.0;83.0;59.0;53.0;43.0;-47.0;-85.0;-86.0;-98.0;-98.0;-106.0
2878033,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-12T04:19:13+00:00,NO,PERDIDA,6,19,2.0,271.0;229.0;-2.0;-65.0;-66.0;-137.0
2882347,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-12T15:04:14+00:00,NO,PERDIDA,48,10,15.0,282.0;281.0;281.0;275.0;273.0;273.0;264.0;264.0;257.0;255.0;248.0;248.0;239.0;237.0;230.0;230.0;222.0;221.0;198.0;189.0;174.0;146.0;146.0;141.0;141.0;126.0;123.0;123.0;114.0;32.0;15.0;-16.0;-18.0;-19.0;-27.0;-27.0;-34.0;-36.0;-81.0;-81.0;-82.0;-82.0;-85.0;-178.0;-178.0;-186.0;-187.0;-238.0
2887339,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-12T23:05:41+00:00,NO,PERDIDA,34,20,0.0,159.0;156.0;119.0;98.0;98.0;95.0;95.0;81.0;72.0;5.0;0.0;-24.0;-27.0;-30.0;-31.0;-48.0;-90.0;-91.0;-136.0;-184.0;-202.0;-204.0;-217.0;-282.0;-283.0;-283.0;-283.0;-285.0;-285.0;-286.0;-288.0;-288.0;-288.0;-300.0
2887426,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-12T23:34:04+00:00,YES,GANANCIA,10,20,24.0,277.0;240.0;111.0;109.0;27.0;27.0;25.0;24.0;-86.0;-128.0
2890527,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-13T06:50:27+00:00,NO,PERDIDA,25,17,4.0,209.0;209.0;209.0;209.0;179.0;166.0;11.0;11.0;11.0;10.0;10.0;8.0;8.0;7.0;7.0;7.0;4.0;-16.0;-113.0;-167.0;-181.0;-188.0;-190.0;-190.0;-280.0
2890999,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-13T09:18:49+00:00,NO,PERDIDA,43,10,18.0,274.0;223.0;75.0;75.0;57.0;48.0;48.0;-18.0;-20.0;-21.0;-23.0;-23.0;-24.0;-26.0;-27.0;-32.0;-32.0;-33.0;-35.0;-36.0;-38.0;-39.0;-39.0;-66.0;-72.0;-74.0;-75.0;-77.0;-78.0;-83.0;-95.0;-96.0;-98.0;-99.0;-146.0;-146.0;-147.0;-147.0;-147.0;-188.0;-188.0;-192.0;-207.0
2891000,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-13T09:19:15+00:00,NO,PERDIDA,54,20,1.0,299.0;298.0;287.0;286.0;278.0;277.0;266.0;266.0;259.0;257.0;257.0;251.0;250.0;250.0;242.0;241.0;233.0;232.0;224.0;223.0;217.0;215.0;208.0;208.0;200.0;199.0;188.0;181.0;176.0;172.0;82.0;82.0;74.0;47.0;16.0;8.0;7.0;1.0;-2.0;-58.0;-143.0;-145.0;-145.0;-146.0;-146.0;-146.0;-148.0;-148.0;-148.0;-149.0;-214.0;-214.0;-215.0;-217.0
2895912,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-13T14:19:51+00:00,NO,PERDIDA,3,2,169.0,194.0;169.0;169.0
2902392,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-14T04:19:23+00:00,YES,GANANCIA,17,17,4.0,300.0;294.0;290.0;288.0;282.0;203.0;198.0;194.0;189.0;185.0;180.0;140.0;83.0;83.0;-4.0;-135.0;-135.0
2902645,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-14T04:48:53+00:00,NO,PERDIDA,26,2,78.0,297.0;294.0;288.0;285.0;279.0;278.0;270.0;269.0;263.0;263.0;261.0;248.0;243.0;239.0;236.0;230.0;201.0;198.0;192.0;189.0;185.0;180.0;173.0;171.0;-78.0;-196.0
2903699,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-14T07:04:31+00:00,NO,PERDIDA,9,9,6.0,219.0;214.0;133.0;127.0;70.0;6.0;-101.0;-146.0;-176.0
2904401,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-14T09:18:20+00:00,NO,PERDIDA,8,8,6.0,171.0;131.0;63.0;62.0;-6.0;-25.0;-126.0;-171.0
2905920,GBM_LATE_15M_ESPACIO_ATR,BTC#15min,BUY_YES,2026-07-14T13:08:38+00:00,NO,PERDIDA,11,16,4.0,254.0;54.0;54.0;35.0;6.0;-4.0;-4.0;-21.0;-24.0;-25.0;-63.0
2917301,GBM_LATE_15M_ESPACIO_ATR,SOL#15min,BUY_YES,2026-07-15T04:09:51+00:00,NO,PERDIDA,24,17,19.0,260.0;256.0;253.0;251.0;214.0;188.0;139.0;139.0;92.0;64.0;19.0;-95.0;-104.0;-167.0;-271.0;-271.0;-271.0;-272.0;-272.0;-272.0;-274.0;-274.0;-274.0;-275.0
2919911,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-15T08:33:19+00:00,YES,GANANCIA,9,4,15.0,241.0;124.0;124.0;108.0;79.0;25.0;-15.0;-15.0;-122.0
