fecha,wallet,nombre,pnl_neto,roi_sobre_comprado,buy_usd,sell_usd,redeem_usd,buy_n,sell_n,redeem_n,pct_maker,mercados_unicos,span_h,trades_por_mercado_mediana,precio_buy_mediana,pct_precio_lt010,pct_precio_045_055,pct_precio_gte070,seg_ventana_restante_pct_mediana,en_leaderboard_hoy,pnl_leaderboard_rank
2026-07-11,0x0c7c5204404e9d5402d258fedac59c7212bae4cb,OhioRiskManagement,1709.59,0.2248,7606.1,0.0,9315.7,2835,0,165,0.001,209,3.4,11,0.53,0.04,0.223,0.225,0.553,1,69
2026-07-11,0xd84c2713e2b58beb1d9dc4421aabd778573ee0a5,ZCu007,2862.92,0.0271,105556.0,4416.0,104002.9,1977,235,41,0.994,89,296.2,8,0.4,0.0,0.001,0.0,1.153,1,70
2026-07-11,0x84413583462b68f0a379f533bcbdcd089acfbc73,OBParasite,1137.11,0.06,18946.8,0.0,20083.9,2895,0,104,1.0,108,4.4,21.0,0.57,0.008,0.211,0.274,0.617,1,71
2026-07-11,0x6916cc00aa1c3e75ecf4081df7cae7d2f3592fd4,x6916Cc00AA1c3e75ECf4081DF7caE7D2f3592fd4,-128784.67,-0.2638,488198.7,244605.8,114808.2,1811,1126,28,0.394,70,237.2,18.0,0.38,0.231,0.114,0.252,,1,72
2026-07-11,0xa6bbe81981432f48cec66c5bc0bedb3b657b8515,PershingSquare,-2354.77,-0.0478,49259.2,0.0,46904.4,2986,0,11,0.999,11,10.0,311,0.41,0.058,0.104,0.162,0.513,1,73
2026-07-11,0xd18aa9f4b13ff514f168314ff61e0ca7f9424b74,0x8do3q12w4e7mc57vt8m9s,-20929.39,-0.0524,399598.6,0.0,378669.2,2803,0,193,1.0,198,59.1,11.0,0.99,0.0,0.0,1.0,0.027,1,74
2026-07-11,0xeee92f1cc6d6e0ad0b4ffda20b01cf3678e27ecb,ComTruise,-38620.84,-0.3019,127942.7,75942.3,13379.6,1808,1032,27,0.906,75,46.3,20,0.55,0.136,0.091,0.375,,1,75
2026-07-12,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,sin_nombre_20d2,140.69,0.0089,15764.6,2769.5,13135.8,2010,793,197,0.022,203,3.2,10,0.67,0.023,0.095,0.46,0.543,1,4
2026-07-12,0xee55214ee3a9ee22a404663c76ca832577df7b04,sixx7,-1515.45,-0.1862,8139.4,0.0,6623.9,2893,0,100,0.652,103,2.7,19,0.45,0.005,0.184,0.17,0.521,0,
2026-07-12,0x48ac40fc545cf327edd5365435c3a9f385614a7e,BoneOhio,287.53,0.0062,46645.2,0.0,46932.7,2228,0,770,0.334,767,25.2,2,0.438,0.103,0.127,0.245,0.353,1,9
2026-07-12,0xfcdc071df7080c214196bb0b3b751e5417f9d8e3,neversmiling,-7454.83,-0.3877,19226.3,0.0,11771.4,2807,0,166,0.37,189,4.6,7,0.44,0.031,0.134,0.175,0.508,1,53
2026-07-12,0xe3eeb127d5763a6e4ad597f773f9d259c94d5176,sin_nombre_e3ee,-3596.25,-0.0723,49765.3,9069.1,37099.9,2536,245,217,0.761,192,4.6,11.0,0.05,0.564,0.025,0.241,0.327,1,22
2026-07-12,0x0479be41c67b588ece5bdc8913beb2adb3ca8177,cybermaxs,-27.83,-0.0161,1730.4,0.0,1702.5,1697,0,1302,0.0,1697,64.6,1,0.77,0.0,0.003,0.778,0.307,0,
2026-07-12,0x3deac23f85896126e9fc8134247a643092087b7b,EvanChance,-58.56,-0.009,6474.3,0.0,6415.8,2007,0,991,0.0,1016,32.9,2.0,0.63,0.006,0.148,0.338,0.487,0,
2026-07-12,0x0d7dfb4f0299335c81991c8c011df5d7cebb15c0,manual-large,-879.81,-0.0351,25072.3,1364.7,22827.8,1815,68,1113,0.13,1229,216.1,1,0.94,0.0,0.0,1.0,0.229,0,
2026-07-12,0xdc8923aa7d6b293af2974c521092d0026ac37ac3,sin_nombre_dc89,27595.49,7.2735,3794.0,4156.3,27233.2,1380,1431,101,0.887,88,1.4,26.0,0.45,0.012,0.138,0.225,0.391,1,35
2026-07-12,0xf3531b23b504cf0aed4ff21325232b2a2d496685,powerwinner,-2962.13,-0.0158,187521.0,0.0,184558.9,2803,0,195,0.006,186,14.4,13.0,0.51,0.042,0.173,0.243,0.637,1,1
2026-07-12,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,2509.83,0.0843,29788.6,0.0,32298.4,2876,0,122,0.624,137,6.3,14,0.43,0.283,0.106,0.191,0.348,1,2
2026-07-12,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,13973.62,0.0747,187117.8,0.0,201091.5,2488,0,510,0.884,475,11.9,2,0.06,0.619,0.087,0.284,0.077,1,3
2026-07-12,0xeebde7a0e019a63e6b476eb425505b7b3e6eba30,Bonereaper,-53.23,-0.0012,45675.4,0.0,45622.1,2946,0,54,0.479,55,2.8,55,0.55,0.015,0.148,0.274,0.577,1,5
2026-07-12,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,0xcE25E214D5cfE4f459cf67F08DF581885AAE7Fdc-1777575398144,419.24,0.0209,20029.9,0.0,20449.2,2848,0,150,0.517,152,8.8,13.5,0.463,0.145,0.135,0.206,0.426,1,6
2026-07-12,0xa01c0a5e4f8c1114e95c68ee97694bc95e51766c,0xa01c0A5E4F8c1114e95c68eE97694BC95E51766C-1782858480408,63172.84,0.261,242059.6,0.0,305232.5,2980,0,15,0.986,36,48.3,9.0,0.01,0.57,0.061,0.006,0.183,1,7
2026-07-12,0x13e0d447520ebe7f8eeaf7817211201b2c585204,0x13e0d447,947.56,0.0234,40486.4,0.0,41434.0,2975,0,25,1.0,25,2.1,98,0.39,0.082,0.159,0.184,0.297,1,8
2026-07-12,0x251c1a283703beed41590b0875a8dcb8ddd1541f,0xAAAAA,183.94,0.0018,100076.0,0.0,100259.9,2770,0,229,0.003,231,19.3,10,0.605,0.015,0.145,0.335,0.573,1,10
2026-07-12,0x565ca59275f81991bd9877d7fa8404c5ecf6519e,bbwlover,79406.28,0.1808,439166.4,496.3,518076.4,2892,1,95,0.634,119,105.2,6,0.5,0.081,0.224,0.233,0.233,1,11
2026-07-12,0x32ed2e546b187ca15e2841edc82b22c713cf8ec3,mo-money,-15428.76,-0.4411,34977.0,0.0,19548.3,2543,0,341,0.927,355,9.1,4,0.4,0.104,0.121,0.192,0.397,1,12
2026-07-12,0x1465b79bff7992bc703e1aafb3683b1089647072,JnStTrdrBnusFnd,-1461947.07,-0.4992,2928543.0,37312.1,1429283.8,2747,94,46,0.904,68,2258.9,12.5,0.83,0.0,0.088,0.787,,1,13
2026-07-12,0x0484e64092ba4108c2786b61e6fc052d3bf41b1a,DoggyStyIe,-211.24,-0.0031,67217.1,0.0,67005.9,2845,0,154,0.002,155,12.9,16,0.5,0.065,0.186,0.23,0.563,1,14
2026-07-12,0x04b6d7e930cf9e493c5e6ef24b496294f95594c8,0x04b6D7E930cf9e493c5E6eF24B496294F95594C8-1774448369789,7460.85,0.1281,58264.0,0.0,65724.9,2985,0,14,1.0,14,8.8,240.0,0.42,0.037,0.231,0.075,0.647,1,15
2026-07-12,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,justdance,-177537.32,-0.4755,373384.8,0.0,195847.5,2324,0,160,0.487,304,148.0,1.0,0.5,0.08,0.169,0.345,0.326,1,16
2026-07-12,0xa0e72d5575095199ae08ce0dce447f21b7249461,uninformedfloww,420.11,0.0315,13325.6,0.0,13745.7,2797,0,203,1.0,197,3.2,6,0.56,0.003,0.1,0.343,0.513,1,17
2026-07-12,0xdf7930e89a2c47560165331863c31deca0733dcd,std0,1266.64,0.0568,22285.8,0.0,23552.4,2900,0,99,0.773,94,3.9,27.0,0.56,0.032,0.159,0.3,0.633,1,18
2026-07-12,0x55be7aa03ecfbe37aa5460db791205f7ac9ddca3,coinman2,-2315.39,-0.3111,7442.1,0.0,5126.7,2932,0,3,0.995,8,28.4,2.0,0.19,0.002,0.0,0.495,,1,19
2026-07-12,0x252d7bae5ec87553dcafb23e275c202ac0d3c456,getbipped,-359702.57,-0.6346,566859.2,0.0,207156.6,2057,0,71,0.428,138,564.5,5.0,0.44,0.157,0.091,0.293,,1,20
2026-07-12,0x5fe14b52584c83c18496914db0b30a28d4510981,Bitara,34304.64,0.0499,687358.4,297306.9,424356.1,2632,110,250,0.572,271,1841.6,6,0.482,0.01,0.309,0.021,0.627,1,21
2026-07-12,0x27091ce48a08a3e21d63c42d33428cf1e55d20f5,dgcf,-663.83,-0.0351,18888.1,0.0,18224.3,2920,0,77,0.241,104,5.8,27.5,0.18,0.289,0.03,0.104,0.367,1,23
2026-07-12,0xbbd339eb192219358de7b92f70f595e41471641b,FOLLOWSMARTWALLET,38957.12,0.0952,409014.0,0.0,447971.1,2308,0,79,0.89,134,217.6,4.0,0.6,0.108,0.118,0.4,0.257,1,24
2026-07-12,0x3725d52f3c252e8374999cc8617292ea2608ad88,almach,-11282.7,-0.3778,29863.5,0.0,18580.9,2528,0,375,0.95,376,10.4,4.0,0.29,0.114,0.097,0.131,0.328,1,25
2026-07-12,0x0cb038487586d1119b165466072e9baf666f3a90,0x0cb03848,-4012.83,-0.0568,70672.5,18265.0,48394.7,1609,1304,85,0.629,88,6.9,28.0,0.518,0.094,0.237,0.276,0.689,1,26
2026-07-12,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,0xb27bc932,-15511.03,-0.9974,15552.0,0.0,41.0,2940,0,5,1.0,12,0.5,241.5,0.45,0.03,0.163,0.186,0.537,1,27
2026-07-12,0x2fc26fa727e3fa7aa5011564ac5f55599826cfce,8xdsag32d45gd,47691.2,0.3005,158689.4,0.0,206380.6,2642,0,328,0.727,282,479.6,3.0,0.4,0.318,0.095,0.121,0.193,1,28
2026-07-12,0x7e5d2991c2647de2348287e2f499329fc6a6c4c3,aswfadq1555,-277.69,-0.0156,17761.1,0.0,17483.4,2960,0,38,0.866,37,4.8,78,0.55,0.016,0.114,0.328,0.642,1,29
2026-07-12,0xc2ad03f79ca3f3c17d8c7de2612ce0c89b7d40ed,bosona,-14303.49,-0.421,33972.0,0.0,19668.5,2471,0,391,0.935,398,10.3,4.0,0.36,0.122,0.116,0.18,0.384,1,30
2026-07-12,0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6,suntori,709908.73,3.233,219580.1,279368.0,650120.9,2026,835,139,0.152,268,1.1,2.0,0.38,0.203,0.103,0.14,0.705,1,31
2026-07-12,0x06dc51826bc524d9a83770e7de9dd7e005b04524,0x06dc51826bc524d9a83770e7de9dd7e005b0452,117661.57,0.3143,374417.7,0.0,492079.2,2855,0,139,0.5,183,36.4,3,0.59,0.129,0.088,0.349,,1,32
2026-07-12,0x23222038e8255625fff4fff060af8fff89833ede,Tttyh,55035.84,0.0459,1198794.9,747611.4,506219.3,1150,1759,86,1.0,124,285.9,4.0,0.999,0.0,0.0,1.0,,1,33
2026-07-12,0x7f41e63ca804dd85ae1e3b8d11a8fc1fdec8c39b,0x7f41e63cA804Dd85Ae1e3b8d11A8FC1fDEC8c39B-1783151863044,14051.34,0.249,56441.5,0.0,70492.9,2970,0,19,0.967,39,104.7,7,0.27,0.0,0.095,0.01,0.463,1,34
2026-07-12,0x76d4d4703add6e94cfdb1107f3d991d85ff2c512,0x76d4d470,-10330.33,-0.943,10954.5,0.0,624.2,2600,0,60,1.0,71,0.8,23,0.38,0.209,0.126,0.224,0.367,1,36
2026-07-12,0x8f26cbef0e5fbd2ac79a12e7b7fbe0ce59b0816c,0x8F26Cbef0E5Fbd2Ac79A12E7B7fBE0Ce59b0816c-1765971757795,-5011.09,-0.5881,8520.8,3509.7,0.0,9,5,0,0.643,6,4958.1,2.0,0.12,0.333,0.0,0.0,,1,37
2026-07-12,0xdb7e54afd03f4aa344c6b15bb78f7b540be51fba,marmot4,28518.29,0.4639,61480.6,5545.8,84453.2,2712,166,112,0.939,111,175.7,15,0.3,0.088,0.159,0.0,0.387,1,38
2026-07-12,0x4c9497941333332d29f1c235dd23200f3623ffad,0x4c949794,-11310.05,-0.8988,12584.1,0.0,1274.1,2963,0,19,1.0,17,1.5,167,0.49,0.108,0.143,0.238,0.383,1,39
2026-07-12,0x9d57c42e847173d06841703825d3fe2299e456ea,Polkadot-Frog,-14901.48,-0.7353,20265.3,1028.0,4335.9,2542,114,72,0.589,58,1.5,40.0,0.49,0.034,0.177,0.219,0.529,1,40
2026-07-12,0x997cda7b31612e3c394bfb55440619f3f689251e,coinfilippe,-15195.92,-0.2467,61598.9,44042.7,2360.2,1659,1325,14,1.0,67,12.8,31,0.53,0.363,0.061,0.427,,1,41
2026-07-12,0xa7011667f22c121c6cea7aab30192307c58c47cd,BadTattoo,-28704.64,-0.0362,792668.7,0.0,763964.1,1147,0,27,0.971,46,3726.5,5.0,0.54,0.001,0.262,0.331,,1,42
2026-07-12,0x568b079891fcc8bef2e557fa2a8a7ecca1700b3b,0x568b0798,-10807.35,-0.8295,13029.5,0.0,2222.1,2967,0,17,1.0,16,1.4,178.0,0.51,0.017,0.171,0.213,0.417,1,43
2026-07-12,0xd02b6d910a38479c3125308fc4737a46509cd6df,wowitsamazing,-8466.51,-0.0669,126598.4,0.0,118131.9,2764,0,235,0.0,323,24.9,3,0.71,0.0,0.09,0.537,0.568,1,44
2026-07-12,0x91aab8d0ae5c7dde7d9ea7ca49aeb985e09819b8,0xfifr4t0g0vkdkefj,-1645.16,-0.0153,107325.2,4537.8,101142.3,2614,227,127,0.793,150,41.5,12.0,0.36,0.216,0.101,0.164,0.193,1,45
2026-07-12,0x9412cdfc1e3171e1aabb013d0f494986445d0cd0,gansinimen,-1347.39,-0.0468,28808.1,0.0,27460.8,2965,0,35,0.905,37,2.2,43,0.43,0.082,0.151,0.162,0.107,1,46
2026-07-12,0x6916cc00aa1c3e75ecf4081df7cae7d2f3592fd4,x6916Cc00AA1c3e75ECf4081DF7caE7D2f3592fd4,-158011.92,-0.339,466165.1,308040.2,112.9,1722,1240,2,0.344,62,208.6,21.0,0.4,0.211,0.121,0.259,,1,47
2026-07-12,0x58fd45d701b93e76d6c04a0983ee5b3cc29d43a6,yangguang0511,94.65,0.1269,746.1,840.7,0.0,2072,914,4,0.992,63,200.1,13,0.001,1.0,0.0,0.0,,1,48
2026-07-12,0x3048d65321be3497164cdfc2996f94f98a2e7537,BadFallen,699.58,0.0199,35165.4,0.0,35864.9,2918,0,80,0.465,82,7.7,27.0,0.5,0.0,0.125,0.206,0.353,1,49
2026-07-12,0xdf0d2ccfe3d7c2ef120395534e43afe283509f79,0xdf0D2CcfE3d7C2EF120395534e43Afe283509F79-1774320078733,-3832.91,-0.01,382956.7,0.0,379123.8,2377,0,621,0.988,599,17.6,2,0.99,0.0,0.0,1.0,0.013,1,50
2026-07-12,0xb5277836b1b1172bfbe842fe655652883e87c106,sdfgsfsdfg,25660.95,0.9224,27818.6,0.0,53479.5,481,0,28,0.713,38,25.7,5.0,0.564,0.333,0.085,0.089,0.203,1,51
2026-07-12,0xf9b7876ba2c35370e0bedb7f8ee772da722aa37c,0xf9b7876b,-10894.15,-0.8289,13143.7,0.0,2249.5,2965,0,17,1.0,19,1.5,147,0.5,0.011,0.165,0.214,0.443,1,52
2026-07-12,0x927f7694de44d19a72bce76254e628d1c141d215,baloneigh,-15756.2,-0.2859,55118.1,0.0,39361.9,2230,0,468,0.678,477,24.4,3,0.5,0.022,0.491,0.133,0.917,1,54
2026-07-12,0x60b84c9f528f0da2217f2e37b73699f6315981e0,jj8899666,17237.04,0.1344,128236.5,17148.1,128325.4,2401,484,104,0.903,99,152.9,12,0.3,0.081,0.195,0.0,0.413,1,55
2026-07-12,0xa75a7fb22084cb1d1caa9eb1b2bffcb1c9a35eec,0xA75A7fb22084Cb1D1cAA9eB1b2bFFcB1C9a35EeC-1779721474347,-4398.76,-0.1118,39357.4,9286.8,25671.8,474,177,143,0.014,355,1139.4,2,0.51,0.032,0.586,0.118,1.037,1,56
2026-07-12,0x170cd9a17ad1ba30f500b1a706ce1e366aa8df86,0x170cd9A17AD1bA30F500B1A706Ce1E366Aa8DF86-1782095004639,18012.53,0.4353,41380.8,0.0,59393.4,1302,0,196,0.432,375,476.8,2,0.28,0.134,0.16,0.03,0.483,1,57
2026-07-12,0x0ff6c7b7103b964005654580e57f87cb3aa8199b,0x0ff6c7B7103b964005654580E57F87cB3aa8199B-1778782590357,-163.43,-0.0009,178559.9,110497.0,67899.5,1996,327,665,0.095,1061,1394.2,2,0.64,0.013,0.151,0.383,0.473,1,58
2026-07-12,0x98f5d88798331947dc2a0f9087308a17c41f754f,gardenerCx,27760.3,1.1808,23509.3,0.0,51269.6,2557,0,410,0.742,608,517.4,2.0,0.35,0.246,0.128,0.041,-0.007,1,59
2026-07-12,0x3c58ef422754ff22c7e806336feba0064d8b776b,antsaslyku,831.12,0.0384,21663.0,0.0,22494.1,2624,0,374,0.153,431,8.0,5,0.561,0.038,0.198,0.225,0.547,1,60
2026-07-12,0x82c857cb4d18e919c1b7d3c6865be4debe50da77,wolf9478,29.44,0.001,29983.1,0.0,30012.6,2962,0,36,0.99,35,4.8,59,0.49,0.004,0.235,0.164,0.467,1,61
2026-07-12,0x946769f131a690e168efb9e26e6628f4152ed15f,cereals155970,8366.7,0.0166,504664.0,0.0,513030.7,2560,0,428,0.961,362,120.6,2.0,0.99,0.0,0.0,0.999,-0.023,1,62
2026-07-12,0x7049557c76a0b416d52b14903cde08be14480eed,0x7049557c76A0b416D52B14903cdE08Be14480eED-1781947947917,-2800.16,-0.0435,64307.6,0.0,61507.4,1505,0,202,0.445,411,520.6,2,0.3,0.157,0.242,0.049,0.395,1,63
2026-07-12,0x8d1d5d1c6041b13fc708b5d9f668070e1724ed4a,CERTova,7385.16,0.1801,41004.1,12762.8,35626.5,2358,370,270,0.856,224,12.3,7.5,0.03,0.679,0.036,0.127,0.201,1,64
2026-07-12,0xd4fa2e10c74ab94bc23414989a516b07386ddcc8,0x0a10,-116.36,-0.0073,15958.5,0.0,15842.1,2980,0,19,1.0,19,14.6,158,0.49,0.05,0.157,0.216,0.593,1,65
2026-07-12,0x4b9549e716a6cf035534ad7643f1fe9f74ded663,sanyuu,-7301.29,-0.1015,71912.5,52633.2,11978.0,998,686,77,0.182,673,1319.8,2,0.369,0.031,0.231,0.01,0.793,1,66
2026-07-12,0x3fe80728e50b9765b782bee0acef988ad7e40de3,asdmdwan,65924.03,0.5568,118395.5,17091.5,167228.1,2099,70,61,0.831,113,433.6,8,0.37,0.218,0.258,0.0,0.237,1,67
2026-07-12,0x80cd8310aa624521e9e1b2b53b568cafb0ef0273,HaileyWelch,-186851.52,-0.48,389305.1,0.0,202453.6,2283,0,66,0.448,121,696.3,8,0.6,0.129,0.072,0.34,,1,68
2026-07-12,0x31393e2f8333d4a6e2e31ca6424defe8b6cb9e2e,hot-garbage,-1610.24,-0.1137,14166.6,0.0,12556.4,2947,0,51,0.948,57,8.2,28,0.58,0.011,0.2,0.247,0.587,1,69
2026-07-12,0x44ab68a9e1272216005366a9a955e5320d28bef3,jaicobioas,-18021.06,-0.7049,25567.1,0.0,7546.1,2893,0,46,1.0,47,9.2,58,0.47,0.034,0.137,0.232,0.531,1,70
2026-07-12,0xbf337426aa856996b8bb79b238345dd1a0276bf7,nagi777,-12275.83,-0.9063,13545.5,0.0,1269.7,2645,0,34,1.0,31,2.6,76,0.45,0.081,0.188,0.202,0.487,1,71
2026-07-12,0x48ea6b561bdef5c384f83b1e05fde6b7af973e30,plytrader4life,-6174.61,-0.427,14460.2,0.0,8285.6,2895,0,81,1.0,83,5.6,24,0.46,0.019,0.127,0.193,0.574,1,72
2026-07-12,0x723ddc068e53830c4431d490e7b0cbd5cdfc3a40,dfhftu5udaf,20366.67,0.863,23599.7,0.0,43966.4,335,0,16,0.878,18,38.0,4.0,0.5,0.003,0.281,0.027,0.713,1,73
2026-07-12,0xd3400c28aa2c2b95eb1fd47b4e2b4810c604ff6f,0xD3400c28aa2C2B95Eb1fd47B4E2B4810C604ff6F-1782095141609,15001.64,0.3835,39122.8,0.0,54124.4,1298,0,192,0.441,373,476.8,2,0.29,0.165,0.185,0.027,0.445,1,74
2026-07-12,0x5b6331e7ff0831a3fe2ed12004747db1a9c911a4,neutralwave23,46510.33,0.2016,230744.4,100633.1,176621.7,2178,603,215,0.092,395,6.6,2,0.46,0.102,0.119,0.221,0.473,1,75
2026-07-13,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,sin_nombre_20d2,927.66,0.0826,11228.0,4254.6,7901.1,1717,1145,138,0.024,143,2.1,17,0.579,0.043,0.102,0.374,0.547,1,4
2026-07-13,0xee55214ee3a9ee22a404663c76ca832577df7b04,sixx7,-1586.86,-0.2046,7756.4,0.0,6169.5,2905,0,88,0.728,89,2.3,25,0.45,0.004,0.181,0.125,0.561,0,
2026-07-13,0x48ac40fc545cf327edd5365435c3a9f385614a7e,BoneOhio,625.33,0.0128,48664.4,0.0,49289.8,2207,0,790,0.317,786,28.2,2.0,0.37,0.163,0.101,0.237,0.321,1,10
2026-07-13,0xfcdc071df7080c214196bb0b3b751e5417f9d8e3,neversmiling,-2882.19,-0.2699,10677.2,0.0,7795.0,2836,0,149,0.369,168,4.2,9.0,0.39,0.019,0.159,0.09,0.597,0,
2026-07-13,0xe3eeb127d5763a6e4ad597f773f9d259c94d5176,sin_nombre_e3ee,5241.72,0.1444,36294.8,13426.2,28110.4,2509,320,170,0.574,169,5.2,11,0.04,0.692,0.002,0.197,0.404,1,12
2026-07-13,0x0479be41c67b588ece5bdc8913beb2adb3ca8177,cybermaxs,-5.92,-0.0035,1706.2,0.0,1700.3,1688,1,1310,0.0,1688,79.4,1.0,0.785,0.0,0.004,0.78,0.237,0,
2026-07-13,0x3deac23f85896126e9fc8134247a643092087b7b,EvanChance,-60.35,-0.0094,6438.6,0.0,6378.3,1985,0,1014,0.0,1023,35.5,1,0.64,0.007,0.134,0.36,0.523,0,
2026-07-13,0x0d7dfb4f0299335c81991c8c011df5d7cebb15c0,manual-large,-829.77,-0.0332,25022.3,1364.7,22827.8,1814,68,1113,0.129,1228,239.3,1.0,0.94,0.0,0.0,1.0,0.229,0,
2026-07-13,0xdc8923aa7d6b293af2974c521092d0026ac37ac3,sin_nombre_dc89,17660.12,3.8272,4614.3,4878.6,17395.8,1432,1452,60,0.831,67,0.9,27,0.49,0.022,0.174,0.203,0.467,1,45
2026-07-13,0xf3531b23b504cf0aed4ff21325232b2a2d496685,powerwinner,-1826.26,-0.0084,218485.9,0.0,216659.6,2826,0,173,0.001,169,14.1,13,0.5,0.052,0.195,0.213,0.697,1,1
2026-07-13,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,-359.74,-0.0046,77449.1,0.0,77089.4,2783,0,217,0.98,211,3.1,4,0.02,0.94,0.009,0.051,0.167,1,2
2026-07-13,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,5858.11,0.1544,37935.8,0.0,43793.9,2853,0,147,0.571,168,2.5,10.0,0.45,0.247,0.125,0.188,0.389,1,3
2026-07-13,0xeebde7a0e019a63e6b476eb425505b7b3e6eba30,Bonereaper,380.27,0.009,42446.1,0.0,42826.3,2975,0,25,0.733,27,1.3,112,0.47,0.09,0.152,0.235,0.533,1,5
2026-07-13,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,0xcE25E214D5cfE4f459cf67F08DF581885AAE7Fdc-1777575398144,1362.65,0.0534,25503.3,0.0,26866.0,2859,0,141,0.439,143,2.5,14,0.47,0.156,0.145,0.179,0.487,1,6
2026-07-13,0x13e0d447520ebe7f8eeaf7817211201b2c585204,0x13e0d447,886.77,0.0217,40800.9,0.0,41687.7,2951,0,48,1.0,48,3.9,56.0,0.41,0.175,0.143,0.18,0.427,1,7
2026-07-13,0x251c1a283703beed41590b0875a8dcb8ddd1541f,0xAAAAA,2963.46,0.0301,98616.3,0.0,101579.8,2832,0,168,0.004,168,14.1,13.5,0.585,0.026,0.156,0.32,0.575,1,8
2026-07-13,0xa01c0a5e4f8c1114e95c68ee97694bc95e51766c,0xa01c0A5E4F8c1114e95c68eE97694BC95E51766C-1782858480408,65189.12,0.2654,245598.3,0.0,310787.5,2978,0,16,0.985,39,72.3,9,0.01,0.571,0.06,0.006,0.193,1,9
2026-07-13,0x0484e64092ba4108c2786b61e6fc052d3bf41b1a,DoggyStyIe,-1336.8,-0.014,95151.7,0.0,93814.9,2848,0,152,0.001,153,12.9,16,0.498,0.068,0.187,0.21,0.607,1,11
2026-07-13,0x1465b79bff7992bc703e1aafb3683b1089647072,JnStTrdrBnusFnd,-1226873.06,-0.4291,2858857.6,37312.1,1594672.4,2744,94,51,0.896,66,2043.1,12.0,0.82,0.0,0.082,0.77,,1,13
2026-07-13,0x027e587a1086809d1a00f22216bef6a808f1c97f,AndreasSchm,-48073.72,-0.1861,258277.9,45602.8,164601.3,2328,121,192,0.317,268,13206.0,3.0,0.53,0.213,0.057,0.394,,1,14
2026-07-13,0xd76930596edbb8c784dcc48f52140875bcd4f90c,dodca,-21680.67,-0.0812,267043.8,223125.3,22237.8,1657,1291,2,0.891,20,905.0,33.5,0.51,0.001,0.205,0.225,,1,15
2026-07-13,0x565ca59275f81991bd9877d7fa8404c5ecf6519e,bbwlover,72126.93,0.1668,432436.9,496.3,504067.5,2892,1,96,0.624,121,120.7,6,0.5,0.081,0.226,0.226,0.243,1,16
2026-07-13,0x32ed2e546b187ca15e2841edc82b22c713cf8ec3,mo-money,-14846.27,-0.3108,47764.8,0.0,32918.5,2481,0,386,0.919,412,11.7,3.0,0.47,0.119,0.129,0.28,0.673,1,17
2026-07-13,0x744c072005bde6ddab8764a7477f61d3d22ae37f,Egozic86,95060.3,0.0981,968669.8,938525.0,125205.1,1137,1573,72,0.923,185,1418.5,3,0.68,0.048,0.092,0.498,0.64,1,18
2026-07-13,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,justdance,-199298.89,-0.5088,391670.6,0.0,192371.8,2310,0,161,0.487,326,161.7,1.0,0.51,0.077,0.173,0.351,0.332,1,19
2026-07-13,0xdec666674a78ff178668dd1fd034219827921d8e,lalabihun,35824.39,0.1116,321073.2,37810.9,319086.6,2582,22,250,0.992,246,6459.7,4.0,0.5,0.0,0.774,0.002,0.968,1,20
2026-07-13,0xdf7930e89a2c47560165331863c31deca0733dcd,std0,588.55,0.015,39194.2,0.0,39782.8,2905,0,94,0.622,94,3.8,30.5,0.55,0.05,0.164,0.31,0.663,1,21
2026-07-13,0x04b6d7e930cf9e493c5e6ef24b496294f95594c8,0x04b6D7E930cf9e493c5E6eF24B496294F95594C8-1774448369789,7460.85,0.1281,58264.0,0.0,65724.9,2985,0,14,1.0,14,8.8,240.0,0.42,0.037,0.231,0.075,0.647,1,22
2026-07-13,0xa0e72d5575095199ae08ce0dce447f21b7249461,uninformedfloww,2910.26,0.2256,12899.3,0.0,15809.6,2840,0,159,1.0,151,4.4,11,0.3,0.056,0.08,0.13,0.608,1,23
2026-07-13,0x55be7aa03ecfbe37aa5460db791205f7ac9ddca3,coinman2,9444.71,0.9429,10016.7,0.0,19461.4,2916,0,6,0.984,8,52.4,4.0,0.205,0.002,0.0,0.494,,1,24
2026-07-13,0xc487a65e48552b964a46df520eed1029aec8b127,KyeZX,-40659.02,-0.192,211745.4,804.4,170281.9,593,26,31,0.363,50,1221.2,7.5,0.65,0.013,0.103,0.423,,1,25
2026-07-13,0x252d7bae5ec87553dcafb23e275c202ac0d3c456,getbipped,-333592.44,-0.5929,562684.3,0.0,229091.9,2054,0,77,0.429,138,588.2,5.0,0.44,0.158,0.091,0.293,,1,26
