timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,inner_slug,outer_slug
2026-07-17T00:10:25+00:00,BTC,5min15m,NOout+YESin,1.47,-47.0,-0.1286,13.5,274,0.9,0.57,63701.995,63784.0,btc-updown-5m-1784247000,btc-updown-15m-1784246400
2026-07-17T00:10:25+00:00,ETH,5min15m,NOout+YESin,1.26,-26.0,-0.0835,11.0,274,0.71,0.55,1861.505,1863.06,eth-updown-5m-1784247000,eth-updown-15m-1784246400
2026-07-17T00:10:26+00:00,SOL,5min15m,YESout+NOin,0.73,27.0,0.0,5.1,273,0.39,0.34,75.27,75.27,sol-updown-5m-1784247000,sol-updown-15m-1784246400
2026-07-17T00:10:26+00:00,XRP,5min15m,YESout+NOin,0.61,39.0,0.0,0.08,273,0.22,0.39,1.086,1.086,xrp-updown-5m-1784247000,xrp-updown-15m-1784246400
2026-07-17T00:11:24+00:00,BTC,5min15m,NOout+YESin,1.54,-54.0,-0.0956,36.96,215,0.71,0.83,63723.0,63784.0,btc-updown-5m-1784247000,btc-updown-15m-1784246400
2026-07-17T00:11:25+00:00,ETH,5min15m,NOout+YESin,1.31,-31.0,-0.0521,30.58,214,0.52,0.79,1862.09,1863.06,eth-updown-5m-1784247000,eth-updown-15m-1784246400
2026-07-17T00:11:25+00:00,SOL,5min15m,NOout+YESin,1.31,-31.0,-0.0531,25.76,214,0.46,0.85,75.23,75.27,sol-updown-5m-1784247000,sol-updown-15m-1784246400
2026-07-17T00:11:25+00:00,XRP,5min15m,YESout+NOin,0.54,46.0,0.0,1.25,214,0.29,0.25,1.086,1.086,xrp-updown-5m-1784247000,xrp-updown-15m-1784246400
2026-07-17T00:12:19+00:00,BTC,5min15m,NOout+YESin,1.55,-55.0,-0.0956,34.79,160,0.62,0.93,63723.0,63784.0,btc-updown-5m-1784247000,btc-updown-15m-1784246400
2026-07-17T00:12:19+00:00,ETH,5min15m,NOout+YESin,1.3,-30.0,-0.0521,19.78,160,0.43,0.87,1862.09,1863.06,eth-updown-5m-1784247000,eth-updown-15m-1784246400
2026-07-17T00:12:19+00:00,SOL,5min15m,NOout+YESin,1.37,-37.0,-0.0531,3.67,160,0.58,0.79,75.23,75.27,sol-updown-5m-1784247000,sol-updown-15m-1784246400
2026-07-17T00:12:20+00:00,XRP,5min15m,YESout+NOin,0.47,53.0,0.0,1.35,159,0.2,0.27,1.086,1.086,xrp-updown-5m-1784247000,xrp-updown-15m-1784246400
2026-07-17T00:13:35+00:00,BTC,5min15m,NOout+YESin,1.84,-84.0,-0.0956,23.04,84,0.93,0.91,63723.0,63784.0,btc-updown-5m-1784247000,btc-updown-15m-1784246400
2026-07-17T00:13:36+00:00,ETH,5min15m,NOout+YESin,1.37,-37.0,-0.0521,8.6,83,0.94,0.43,1862.09,1863.06,eth-updown-5m-1784247000,eth-updown-15m-1784246400
2026-07-17T00:13:36+00:00,SOL,5min15m,NOout+YESin,1.45,-45.0,-0.0531,11.84,83,0.95,0.5,75.23,75.27,sol-updown-5m-1784247000,sol-updown-15m-1784246400
2026-07-17T00:13:36+00:00,XRP,5min15m,YESout+NOin,0.5,50.0,0.0,0.9,83,0.03,0.47,1.086,1.086,xrp-updown-5m-1784247000,xrp-updown-15m-1784246400
2026-07-17T00:13:47+00:00,BTC,5min15m,NOout+YESin,1.82,-82.0,-0.0956,20.42,72,0.97,0.85,63723.0,63784.0,btc-updown-5m-1784247000,btc-updown-15m-1784246400
2026-07-17T00:13:48+00:00,SOL,5min15m,NOout+YESin,1.22,-22.0,-0.0531,4.9,71,0.98,0.24,75.23,75.27,sol-updown-5m-1784247000,sol-updown-15m-1784246400
2026-07-17T00:13:48+00:00,XRP,5min15m,YESout+NOin,0.77,23.0,0.0,0.2,71,0.02,0.75,1.086,1.086,xrp-updown-5m-1784247000,xrp-updown-15m-1784246400
2026-07-17T00:13:58+00:00,BTC,5min15m,NOout+YESin,1.82,-82.0,-0.0956,14.28,61,0.98,0.84,63723.0,63784.0,btc-updown-5m-1784247000,btc-updown-15m-1784246400
2026-07-17T00:13:59+00:00,SOL,5min15m,NOout+YESin,1.15,-15.0,-0.0531,1.92,60,0.99,0.16,75.23,75.27,sol-updown-5m-1784247000,sol-updown-15m-1784246400
2026-07-17T00:13:59+00:00,XRP,5min15m,YESout+NOin,0.84,16.0,0.0,1.59,60,0.02,0.82,1.086,1.086,xrp-updown-5m-1784247000,xrp-updown-15m-1784246400
2026-07-17T00:14:10+00:00,BTC,5min15m,NOout+YESin,1.87,-87.0,-0.0956,106.0,49,0.99,0.88,63723.0,63784.0,btc-updown-5m-1784247000,btc-updown-15m-1784246400
2026-07-17T00:14:11+00:00,XRP,5min15m,YESout+NOin,0.84,16.0,0.0,10.32,48,0.01,0.83,1.086,1.086,xrp-updown-5m-1784247000,xrp-updown-15m-1784246400
2026-07-17T00:25:18+00:00,BTC,5min15m,YESout+NOin,1.07,-7.0,0.038,50.87,281,0.51,0.56,63771.0,63746.785,btc-updown-5m-1784247900,btc-updown-15m-1784247300
2026-07-17T00:25:19+00:00,ETH,5min15m,YESout+NOin,0.89,11.0,0.0309,11.79,280,0.43,0.46,1861.75,1861.175,eth-updown-5m-1784247900,eth-updown-15m-1784247300
2026-07-17T00:25:19+00:00,SOL,5min15m,NOout+YESin,0.66,34.0,-0.0266,4.3,280,0.16,0.5,75.3,75.32,sol-updown-5m-1784247900,sol-updown-15m-1784247300
2026-07-17T00:25:19+00:00,XRP,5min15m,NOout+YESin,0.74,26.0,-0.0828,5.39,280,0.23,0.51,1.086,1.0869,xrp-updown-5m-1784247900,xrp-updown-15m-1784247300
2026-07-17T00:26:21+00:00,BTC,5min15m,NOout+YESin,0.95,5.0,-0.0279,57.6,218,0.59,0.36,63728.995,63746.785,btc-updown-5m-1784247900,btc-updown-15m-1784247300
2026-07-17T00:26:21+00:00,ETH,5min15m,NOout+YESin,1.14,-14.0,-0.0575,45.19,218,0.76,0.38,1860.105,1861.175,eth-updown-5m-1784247900,eth-updown-15m-1784247300
2026-07-17T00:26:21+00:00,SOL,5min15m,NOout+YESin,0.63,37.0,-0.0664,8.24,218,0.14,0.49,75.27,75.32,sol-updown-5m-1784247900,sol-updown-15m-1784247300
2026-07-17T00:26:22+00:00,XRP,5min15m,NOout+YESin,0.64,36.0,-0.0672,1.9,217,0.38,0.26,1.08617,1.0869,xrp-updown-5m-1784247900,xrp-updown-15m-1784247300
2026-07-17T00:27:23+00:00,BTC,5min15m,NOout+YESin,0.91,9.0,-0.0279,51.59,156,0.62,0.29,63728.995,63746.785,btc-updown-5m-1784247900,btc-updown-15m-1784247300
2026-07-17T00:27:23+00:00,ETH,5min15m,NOout+YESin,1.1,-10.0,-0.0575,2.56,156,0.86,0.24,1860.105,1861.175,eth-updown-5m-1784247900,eth-updown-15m-1784247300
2026-07-17T00:27:24+00:00,SOL,5min15m,NOout+YESin,0.52,48.0,-0.0664,1.68,155,0.14,0.38,75.27,75.32,sol-updown-5m-1784247900,sol-updown-15m-1784247300
2026-07-17T00:27:24+00:00,XRP,5min15m,NOout+YESin,0.57,43.0,-0.0672,1.98,155,0.33,0.24,1.08617,1.0869,xrp-updown-5m-1784247900,xrp-updown-15m-1784247300
2026-07-17T00:28:22+00:00,BTC,5min15m,NOout+YESin,0.83,17.0,-0.0279,8.33,97,0.62,0.21,63728.995,63746.785,btc-updown-5m-1784247900,btc-updown-15m-1784247300
2026-07-17T00:28:22+00:00,ETH,5min15m,NOout+YESin,1.11,-11.0,-0.0575,3.56,97,0.89,0.22,1860.105,1861.175,eth-updown-5m-1784247900,eth-updown-15m-1784247300
2026-07-17T00:28:23+00:00,SOL,5min15m,NOout+YESin,0.53,47.0,-0.0664,0.8,96,0.05,0.48,75.27,75.32,sol-updown-5m-1784247900,sol-updown-15m-1784247300
