evento_timestamp_utc,market_id,subtype,direction,precio_original,stake_eur,ratio_original,precio_contrario,ratio_contrario,ask_contrario,profundidad_contrario_eur
2026-08-25T08:37:09+00:00,3809022,ETH,BUY_NO,0.745,1.05,0.0,0.255,0.0,0.51,0.0
2026-08-25T08:37:09+00:00,3809082,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T08:37:10+00:00,3809095,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T08:37:09+00:00,3809028,BTC,BUY_NO,0.81,1.05,5419.1,0.19,0.0,0.21,0.0
2026-08-25T08:37:12+00:00,3829876,BTC,BUY_NO,0.765,1.05,6632.5,0.235,227.4,0.24,238.8
2026-08-25T08:37:13+00:00,3829966,ETH,BUY_NO,0.845,1.05,2376.2,0.155,274.3,0.16,288.0
2026-08-25T08:37:12+00:00,3829878,BTC,BUY_NO,0.58,1.05,1258.2,0.42,2792.2,0.42,2931.82
2026-08-25T08:37:12+00:00,3829874,BTC,BUY_NO,0.865,1.05,8053.8,0.135,0.0,0.15,0.0
2026-08-25T08:37:12+00:00,3829684,ETH,BUY_NO,0.555,1.05,0.0,0.445,2145.9,0.45,2253.15
2026-08-25T08:37:13+00:00,3829900,BTC,BUY_NO,0.835,1.05,9321.8,0.165,0.0,0.18,0.0
2026-08-25T08:37:12+00:00,3829882,BTC,BUY_NO,0.32,1.05,185.7,0.68,5051.7,0.68,5304.29
2026-08-25T08:37:13+00:00,3829969,ETH,BUY_NO,0.695,1.05,2573.7,0.305,576.0,0.32,604.8
2026-08-25T08:56:47+00:00,3763288,BTC,BUY_NO,0.528,1.05,0.0,0.472,0.0,0.909,0.0
2026-08-25T09:10:18+00:00,3779793,BTC,BUY_NO,0.6135,1.05,0.0,0.3865,0.0,0.769,0.0
2026-08-25T14:02:26+00:00,3846653,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T14:02:26+00:00,3846655,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T14:02:27+00:00,3846662,SOL,BUY_NO,0.505,1.05,0.0,0.495,0.0,0.98,0.0
2026-08-25T14:02:26+00:00,3846658,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T14:02:27+00:00,3846660,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T14:02:27+00:00,3846664,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T14:02:28+00:00,3846670,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T14:02:27+00:00,3846667,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T14:02:28+00:00,3846673,SOL,BUY_NO,0.5,1.05,0.0,0.5,0.0,0.99,0.0
2026-08-25T14:19:08+00:00,3846613,ETH,BUY_YES,0.65,1.05,3720.6,0.35,0.0,0.38,0.0
2026-08-25T14:19:08+00:00,3846616,ETH,BUY_NO,0.765,1.05,3761.9,0.235,0.0,0.26,0.0
2026-08-25T14:19:07+00:00,3846611,ETH,BUY_YES,0.835,1.05,4095.2,0.165,0.0,0.19,0.0
2026-08-25T14:19:08+00:00,3846618,ETH,BUY_NO,0.875,1.05,4285.7,0.125,0.0,0.15,0.0
2026-08-25T14:19:08+00:00,3846614,ETH,BUY_NO,0.58,1.05,0.0,0.42,0.0,0.45,0.0
2026-08-25T14:26:30+00:00,3846635,ETH,BUY_NO,0.81,1.05,81.0,0.19,0.0,0.23,0.0
2026-08-25T14:26:30+00:00,3846641,ETH,BUY_NO,0.815,1.05,171.0,0.185,0.0,0.23,0.0
2026-08-25T14:26:30+00:00,3846629,ETH,BUY_NO,0.5025,1.05,0.0,0.4975,0.0,0.988,0.0
2026-08-25T14:26:30+00:00,3846633,ETH,BUY_NO,0.53,1.05,0.0,0.47,0.0,0.93,0.0
2026-08-25T14:26:30+00:00,3846631,ETH,BUY_NO,0.515,1.05,0.0,0.485,0.0,0.93,0.0
2026-08-25T15:23:10+00:00,3846636,BTC,BUY_YES,0.785,1.05,9413.2,0.215,0.0,0.24,0.0
2026-08-25T15:23:09+00:00,3846622,BTC,BUY_NO,0.59,1.05,0.0,0.41,273.9,0.059,287.62
2026-08-25T15:23:09+00:00,3846617,BTC,BUY_NO,0.835,1.05,4075.7,0.165,0.0,0.19,0.0
2026-08-25T15:23:09+00:00,3846612,BTC,BUY_NO,0.815,1.05,4023.3,0.185,0.0,0.2,0.0
2026-08-25T15:23:10+00:00,3846637,BTC,BUY_YES,0.61,1.05,6922.1,0.39,0.0,0.41,0.0
