timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,o_inner_chainlink,o_outer_chainlink,inner_slug,outer_slug
2026-09-10T00:12:53+00:00,BTC,5min15m,YESout+NOin,1.18,-18.0,0.0227,71.53,126,0.58,0.6,78304.0,78286.205,78312.19579398331,78286.96573539113,btc-updown-5m-1788999000,btc-updown-15m-1788998400
2026-09-10T00:12:53+00:00,ETH,5min15m,YESout+NOin,1.24,-24.0,0.012,8.32,126,0.64,0.6,2468.2,2467.905,2468.446181295,2468.016622406959,eth-updown-5m-1788999000,eth-updown-15m-1788998400
2026-09-10T00:12:54+00:00,SOL,5min15m,NOout+YESin,1.78,-78.0,-0.0985,18.6,125,0.85,0.93,101.44,101.54,101.48342614425431,101.5553223769643,sol-updown-5m-1788999000,sol-updown-15m-1788998400
2026-09-10T00:12:54+00:00,XRP,5min15m,NOout+YESin,1.07,-7.0,-0.3348,6.12,125,0.51,0.56,1.39,1.39467,1.3946179409149078,1.3948030931016462,xrp-updown-5m-1788999000,xrp-updown-15m-1788998400
2026-09-10T00:27:51+00:00,BTC,5min15m,NOout+YESin,0.93,7.0,-0.0969,1.55,128,0.62,0.31,78226.155,78302.0,78228.56905861269,78268.18937594176,btc-updown-5m-1788999900,btc-updown-15m-1788999300
2026-09-10T00:27:51+00:00,ETH,5min15m,NOout+YESin,0.94,6.0,-0.094,8.15,128,0.76,0.18,2466.01,2468.33,2466.21654652,2468.132545142829,eth-updown-5m-1788999900,eth-updown-15m-1788999300
2026-09-10T00:27:51+00:00,SOL,5min15m,NOout+YESin,1.04,-4.0,-0.1577,6.92,128,0.99,0.05,101.33,101.49,101.28683787785953,101.43453988109259,sol-updown-5m-1788999900,sol-updown-15m-1788999300
2026-09-10T00:27:52+00:00,XRP,5min15m,YESout+NOin,1.06,-6.0,0.2446,6.88,127,0.2,0.86,1.3934,1.39,1.3930480498729454,1.39317443,xrp-updown-5m-1788999900,xrp-updown-15m-1788999300
2026-09-10T00:28:56+00:00,BTC,5min15m,NOout+YESin,1.03,-3.0,-0.0969,54.42,63,0.51,0.52,78226.155,78302.0,78228.56905861269,78268.18937594176,btc-updown-5m-1788999900,btc-updown-15m-1788999300
2026-09-10T00:28:56+00:00,ETH,5min15m,NOout+YESin,0.91,9.0,-0.094,0.8,63,0.08,0.83,2466.01,2468.33,2466.21654652,2468.132545142829,eth-updown-5m-1788999900,eth-updown-15m-1788999300
2026-09-10T00:28:57+00:00,XRP,5min15m,YESout+NOin,1.24,-24.0,0.2446,16.96,62,0.4,0.84,1.3934,1.39,1.3930480498729454,1.39317443,xrp-updown-5m-1788999900,xrp-updown-15m-1788999300
2026-09-10T00:29:09+00:00,BTC,5min15m,NOout+YESin,1.0,0.0,-0.0969,9.13,50,0.08,0.92,78226.155,78302.0,78228.56905861269,78268.18937594176,btc-updown-5m-1788999900,btc-updown-15m-1788999300
2026-09-10T00:29:10+00:00,XRP,5min15m,YESout+NOin,1.3,-30.0,0.2446,0.99,49,0.4,0.9,1.3934,1.39,1.3930480498729454,1.39317443,xrp-updown-5m-1788999900,xrp-updown-15m-1788999300
2026-09-10T00:29:22+00:00,BTC,5min15m,NOout+YESin,1.1,-10.0,-0.0969,7.39,37,0.16,0.94,78226.155,78302.0,78228.56905861269,78268.18937594176,btc-updown-5m-1788999900,btc-updown-15m-1788999300
2026-09-10T00:29:23+00:00,XRP,5min15m,YESout+NOin,1.37,-37.0,0.2446,0.19,36,0.4,0.97,1.3934,1.39,1.3930480498729454,1.39317443,xrp-updown-5m-1788999900,xrp-updown-15m-1788999300
2026-09-10T00:41:18+00:00,BTC,5min15m,YESout+NOin,0.93,7.0,0.0189,22.75,221,0.06,0.87,78260.02,78245.205,78188.63658693274,78265.55757028134,btc-updown-5m-1789000800,btc-updown-15m-1789000200
2026-09-10T00:41:18+00:00,ETH,5min15m,YESout+NOin,0.9,10.0,0.0869,4.56,221,0.03,0.87,2469.325,2467.18,2465.2690721967365,2469.1949815742887,eth-updown-5m-1789000800,eth-updown-15m-1789000200
2026-09-10T00:41:19+00:00,SOL,5min15m,YESout+NOin,1.01,-1.0,0.0297,3.78,220,0.06,0.95,101.2,101.17,101.1479036415253,101.25638872782459,sol-updown-5m-1789000800,sol-updown-15m-1789000200
2026-09-10T00:41:19+00:00,XRP,5min15m,NOout+YESin,1.04,-4.0,-0.1437,10.8,220,0.98,0.06,1.3899,1.3919,1.38958580879344,1.392419822887263,xrp-updown-5m-1789000800,xrp-updown-15m-1789000200
2026-09-10T00:47:01+00:00,BTC,15min60m,NOout+YESin,1.43,-43.0,-0.1685,16.6,778,0.83,0.6,78154.29,78286.205,78115.69407483214,78286.96573539113,btc-updown-15m-1789001100,bitcoin-up-or-down-september-9-2026-8pm-et
2026-09-10T00:47:01+00:00,ETH,15min60m,NOout+YESin,1.44,-44.0,-0.158,132.44,778,0.77,0.67,2464.005,2467.905,2462.415184943422,2468.016622406959,eth-updown-15m-1789001100,ethereum-up-or-down-september-9-2026-8pm-et
2026-09-10T00:47:02+00:00,SOL,15min60m,NOout+YESin,1.76,-76.0,-0.5318,19.0,777,0.95,0.81,101.0,101.54,100.9623144407032,101.5553223769643,sol-updown-15m-1789001100,solana-up-or-down-september-9-2026-8pm-et
2026-09-10T00:47:02+00:00,XRP,15min60m,NOout+YESin,1.77,-77.0,-0.5284,4.0,777,0.97,0.8,1.3873,1.39467,1.387009225,1.3948030931016462,xrp-updown-15m-1789001100,xrp-up-or-down-september-9-2026-8pm-et
2026-09-10T00:48:54+00:00,BTC,15min60m,NOout+YESin,1.48,-48.0,-0.1685,66.0,665,0.88,0.6,78154.29,78286.205,78115.69407483214,78286.96573539113,btc-updown-15m-1789001100,bitcoin-up-or-down-september-9-2026-8pm-et
2026-09-10T00:48:54+00:00,ETH,15min60m,NOout+YESin,1.38,-38.0,-0.158,5.8,665,0.58,0.8,2464.005,2467.905,2462.415184943422,2468.016622406959,eth-updown-15m-1789001100,ethereum-up-or-down-september-9-2026-8pm-et
2026-09-10T00:48:55+00:00,SOL,15min60m,NOout+YESin,1.695,-69.5,-0.5318,21.9,664,0.955,0.74,101.0,101.54,100.9623144407032,101.5553223769643,sol-updown-15m-1789001100,solana-up-or-down-september-9-2026-8pm-et
2026-09-10T00:48:55+00:00,XRP,15min60m,NOout+YESin,1.682,-68.2,-0.5284,29.93,664,0.962,0.72,1.3873,1.39467,1.387009225,1.3948030931016462,xrp-updown-15m-1789001100,xrp-up-or-down-september-9-2026-8pm-et
