timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,inner_slug,outer_slug
2026-07-20T00:10:22+00:00,BTC,5min15m,NOout+YESin,0.65,35.0,-0.1062,14.24,277,0.07,0.58,64610.985,64679.685,btc-updown-5m-1784506200,btc-updown-15m-1784505600
2026-07-20T00:10:22+00:00,ETH,5min15m,NOout+YESin,0.65,35.0,-0.1448,9.44,277,0.04,0.61,1868.515,1871.225,eth-updown-5m-1784506200,eth-updown-15m-1784505600
2026-07-20T00:10:22+00:00,SOL,5min15m,YESout+NOin,1.28,-28.0,0.4063,12.0,277,0.98,0.3,76.61,76.3,sol-updown-5m-1784506200,sol-updown-15m-1784505600
2026-07-20T00:10:23+00:00,XRP,5min15m,YESout+NOin,1.3,-30.0,0.2645,19.28,276,0.96,0.34,1.0995,1.0966,xrp-updown-5m-1784506200,xrp-updown-15m-1784505600
2026-07-20T00:11:29+00:00,BTC,5min15m,YESout+NOin,1.11,-11.0,0.1991,36.36,210,0.99,0.12,64808.475,64679.685,btc-updown-5m-1784506200,btc-updown-15m-1784505600
2026-07-20T00:12:28+00:00,BTC,5min15m,YESout+NOin,1.038,-3.8,0.1991,56.65,151,0.998,0.04,64808.475,64679.685,btc-updown-5m-1784506200,btc-updown-15m-1784505600
2026-07-20T00:12:29+00:00,ETH,5min15m,YESout+NOin,1.009,-0.9,0.3308,16.42,150,0.999,0.01,1877.415,1871.225,eth-updown-5m-1784506200,eth-updown-15m-1784505600
2026-07-20T00:12:29+00:00,SOL,5min15m,YESout+NOin,1.049,-4.9,0.5505,0.28,150,0.999,0.05,76.72,76.3,sol-updown-5m-1784506200,sol-updown-15m-1784505600
2026-07-20T00:12:29+00:00,XRP,5min15m,YESout+NOin,1.039,-3.9,0.3511,0.4,150,0.999,0.04,1.10045,1.0966,xrp-updown-5m-1784506200,xrp-updown-15m-1784505600
2026-07-20T00:25:22+00:00,BTC,5min15m,YESout+NOin,0.71,29.0,0.3449,10.28,277,0.07,0.64,65032.015,64808.475,btc-updown-5m-1784507100,btc-updown-15m-1784506500
2026-07-20T00:25:22+00:00,ETH,5min15m,YESout+NOin,0.621,37.9,0.5939,0.12,277,0.011,0.61,1888.565,1877.415,eth-updown-5m-1784507100,eth-updown-15m-1784506500
2026-07-20T00:25:23+00:00,SOL,5min15m,NOout+YESin,1.3,-30.0,-0.4024,3.41,276,0.91,0.39,76.72,77.03,sol-updown-5m-1784507100,sol-updown-15m-1784506500
2026-07-20T00:25:23+00:00,XRP,5min15m,NOout+YESin,1.31,-31.0,-0.3802,6.53,276,0.99,0.32,1.1006,1.1048,xrp-updown-5m-1784507100,xrp-updown-15m-1784506500
2026-07-20T00:26:25+00:00,BTC,5min15m,YESout+NOin,0.76,24.0,0.3449,1.8,214,0.03,0.73,65032.015,64808.475,btc-updown-5m-1784507100,btc-updown-15m-1784506500
2026-07-20T00:26:26+00:00,ETH,5min15m,YESout+NOin,0.774,22.6,0.5939,0.35,213,0.004,0.77,1888.565,1877.415,eth-updown-5m-1784507100,eth-updown-15m-1784506500
2026-07-20T00:26:26+00:00,SOL,5min15m,NOout+YESin,1.13,-13.0,-0.4803,2.96,213,0.98,0.15,76.66,77.03,sol-updown-5m-1784507100,sol-updown-15m-1784506500
2026-07-20T00:26:26+00:00,XRP,5min15m,NOout+YESin,1.059,-5.9,-0.3892,0.96,213,0.999,0.06,1.1005,1.1048,xrp-updown-5m-1784507100,xrp-updown-15m-1784506500
2026-07-20T00:27:22+00:00,BTC,5min15m,YESout+NOin,0.81,19.0,0.3449,18.3,157,0.01,0.8,65032.015,64808.475,btc-updown-5m-1784507100,btc-updown-15m-1784506500
2026-07-20T00:27:22+00:00,ETH,5min15m,YESout+NOin,0.803,19.7,0.5939,0.38,157,0.003,0.8,1888.565,1877.415,eth-updown-5m-1784507100,eth-updown-15m-1784506500
2026-07-20T00:27:23+00:00,SOL,5min15m,NOout+YESin,1.09,-9.0,-0.4803,3.33,156,0.99,0.1,76.66,77.03,sol-updown-5m-1784507100,sol-updown-15m-1784506500
2026-07-20T00:27:23+00:00,XRP,5min15m,NOout+YESin,1.069,-6.9,-0.3892,2.17,156,0.999,0.07,1.1005,1.1048,xrp-updown-5m-1784507100,xrp-updown-15m-1784506500
2026-07-20T00:28:30+00:00,BTC,5min15m,YESout+NOin,0.563,43.7,0.3449,0.02,89,0.003,0.56,65032.015,64808.475,btc-updown-5m-1784507100,btc-updown-15m-1784506500
2026-07-20T00:28:30+00:00,ETH,5min15m,YESout+NOin,0.552,44.8,0.5939,0.01,89,0.002,0.55,1888.565,1877.415,eth-updown-5m-1784507100,eth-updown-15m-1784506500
2026-07-20T00:28:30+00:00,SOL,5min15m,NOout+YESin,1.218,-21.8,-0.4803,4.4,89,0.998,0.22,76.66,77.03,sol-updown-5m-1784507100,sol-updown-15m-1784506500
2026-07-20T00:28:31+00:00,XRP,5min15m,NOout+YESin,1.059,-5.9,-0.3892,1.2,88,0.999,0.06,1.1005,1.1048,xrp-updown-5m-1784507100,xrp-updown-15m-1784506500
2026-07-20T00:28:41+00:00,BTC,5min15m,YESout+NOin,0.593,40.7,0.3449,0.02,78,0.003,0.59,65032.015,64808.475,btc-updown-5m-1784507100,btc-updown-15m-1784506500
2026-07-20T00:28:41+00:00,ETH,5min15m,YESout+NOin,0.632,36.8,0.5939,0.01,78,0.002,0.63,1888.565,1877.415,eth-updown-5m-1784507100,eth-updown-15m-1784506500
2026-07-20T00:28:42+00:00,SOL,5min15m,NOout+YESin,1.248,-24.8,-0.4803,0.19,77,0.998,0.25,76.66,77.03,sol-updown-5m-1784507100,sol-updown-15m-1784506500
2026-07-20T00:28:42+00:00,XRP,5min15m,NOout+YESin,1.059,-5.9,-0.3892,0.78,77,0.999,0.06,1.1005,1.1048,xrp-updown-5m-1784507100,xrp-updown-15m-1784506500
2026-07-20T00:28:53+00:00,BTC,5min15m,YESout+NOin,0.643,35.7,0.3449,0.02,66,0.003,0.64,65032.015,64808.475,btc-updown-5m-1784507100,btc-updown-15m-1784506500
2026-07-20T00:28:53+00:00,ETH,5min15m,YESout+NOin,0.751,24.9,0.5939,0.12,66,0.001,0.75,1888.565,1877.415,eth-updown-5m-1784507100,eth-updown-15m-1784506500
2026-07-20T00:28:53+00:00,SOL,5min15m,NOout+YESin,1.228,-22.8,-0.4803,4.6,66,0.998,0.23,76.66,77.03,sol-updown-5m-1784507100,sol-updown-15m-1784506500
2026-07-20T00:28:54+00:00,XRP,5min15m,NOout+YESin,1.059,-5.9,-0.3892,2.15,65,0.999,0.06,1.1005,1.1048,xrp-updown-5m-1784507100,xrp-updown-15m-1784506500
