timestamp_utc,modo,ts_end,activo,ronda,offset_objetivo_s,t_envio_rel_s,t_resp_rel_s,latencia_post_ms,aceptada,error,order_id,cancelada,cancel_ms,lado_token,best_ask_token
2026-09-21T15:49:41.369+00:00,dry,1790005800,ETH,0,-2.0,-1.9996,,,dry,,,,,yes,
2026-09-21T15:49:41.367+00:00,dry,1790005800,BTC,0,-2.0,-1.9944,,,dry,,,,,yes,
2026-09-22T09:49:41.976+00:00,real,1790070600,ETH,2,-1.5,-1.4999,-1.3657,134.2,1,,0xdba80b1db8020e1682497b808c3182b69dca8913f2d75c3efc5c628edbac5aed,1,74.3,no,0.91
2026-09-22T09:59:41.129+00:00,real,1790071200,ETH,4,-0.5,-0.4998,-0.3955,104.2,1,,0xd243806ff59969bee06b7797201e99ca1191fbead6d984edf75ab0bebc3f91db,1,76.7,no,0.98
2026-09-22T10:19:41.161+00:00,real,1790072400,BTC,8,-3.0,-2.9999,-2.8126,187.3,1,,0x0b3f5bd6a24ab40730e94a39c1af244c3c6b035a4d86470e5ad44dab0f4ba9ac,1,149.4,yes,0.95
2026-09-22T12:14:41.238+00:00,real,1790079300,BTC,0,-3.0,-2.9988,-2.8108,187.9,1,,0x1d512d0b58fe7eadbe2957a97a287a427e52210b6b540d40fc0738fc6afebfc3,1,154.5,yes,0.95
