timestamp_utc,activo,lado,usd,precio,cantidad,lag_s
2026-09-08T00:00:07+00:00,XRP,long,1402.1,1.4021,1000.0,1.53
2026-09-08T00:07:10+00:00,DOGE,long,1382.67,0.09158,15098.0,0.57
2026-09-08T00:07:10+00:00,DOGE,long,31.97,0.0916,349.0,0.37
2026-09-08T00:07:18+00:00,DOGE,long,8.07,0.09172,88.0,0.23
2026-09-08T00:18:00+00:00,ETH,long,2521.44,2496.48,1.01,0.49
2026-09-08T00:21:06+00:00,DOGE,long,1911.47,0.09155,20879.0,0.59
2026-09-08T00:40:31+00:00,DOGE,long,90.97,0.09198,989.0,0.22
2026-09-08T00:40:36+00:00,SOL,long,104.43,104.43,1.0,0.52
2026-09-08T00:40:42+00:00,ETH,long,550.25,2501.14,0.22,0.42
2026-09-08T00:40:42+00:00,ETH,long,4352.26,2501.3,1.74,0.31
2026-09-08T00:51:08+00:00,SOL,long,20.9,104.5,0.2,0.2
2026-09-08T00:53:21+00:00,DOGE,long,54.59,0.09221,592.0,0.23
2026-09-08T00:53:22+00:00,DOGE,long,24.62,0.09221,267.0,0.48
2026-09-08T00:53:22+00:00,DOGE,long,1066.89,0.09226,11564.0,0.3
2026-09-08T00:53:37+00:00,SOL,long,8594.83,104.56,82.2,0.34
2026-09-08T00:56:02+00:00,DOGE,long,18307.18,0.0921,198775.0,0.43
2026-09-08T00:57:57+00:00,ETH,long,700.55,2501.95,0.28,0.15
2026-09-08T00:59:57+00:00,BTC,long,238.62,79538.7,0.003,0.38
2026-09-08T01:01:00+00:00,BTC,long,79.55,79546.4,0.001,0.23
2026-09-08T01:05:35+00:00,ETH,long,801.16,2503.62,0.32,0.11
2026-09-08T01:05:43+00:00,ETH,long,6609.79,2503.71,2.64,0.55
2026-09-08T01:05:47+00:00,SOL,long,125.54,104.62,1.2,0.34
2026-09-08T01:08:11+00:00,BNB,long,119.38,746.1,0.16,0.49
2026-09-08T01:11:07+00:00,SOL,long,2312.32,104.63,22.1,0.19
2026-09-08T01:11:07+00:00,XRP,long,1532.29,1.409,1087.5,0.52
2026-09-08T01:11:20+00:00,BTC,long,159.17,79583.1,0.002,0.45
2026-09-08T01:11:21+00:00,XRP,long,86.26,1.4094,61.2,0.56
2026-09-08T01:11:22+00:00,XRP,long,676.56,1.4095,480.0,0.49
2026-09-08T01:11:28+00:00,BTC,long,2547.0,79593.6,0.032,0.31
2026-09-08T01:15:44+00:00,ETH,long,75.18,2505.84,0.03,0.32
2026-09-08T01:15:45+00:00,ETH,long,25.06,2506.24,0.01,0.22
2026-09-08T01:19:51+00:00,ETH,long,7970.86,2506.56,3.18,0.45
2026-09-08T01:19:53+00:00,ETH,long,2707.42,2506.87,1.08,0.41
2026-09-08T01:20:01+00:00,ETH,long,41264.07,2506.93,16.46,0.24
2026-09-08T01:20:01+00:00,ETH,long,25.07,2506.8,0.01,0.17
