ts_deteccion_utc,market_id,lado_mayoria,lado_minoria,pct_mayoria_detectado,n_ballenas,ask_minoria_deteccion,muestras_json,outcome_pendiente
2026-08-04T15:59:20+00:00,3303509,NO,YES,1.0,3,0.97,"[[0.0,6873.6,0.97],[5.1,6667.4,0.97],[10.3,5780.1,0.98],[15.4,190.4,0.98],[20.5,160.3,0.99],[25.7,148.1,0.99],[30.9,100.5,0.99],[36.1,0.0,null]]",1
2026-08-04T16:05:46+00:00,3307316,YES,NO,1.0,4,0.14,"[[0.0,0.0,0.88],[5.1,0.0,0.88],[10.3,0.0,0.88],[15.4,0.0,0.89],[20.5,0.0,0.88],[25.6,0.0,0.87],[30.8,0.0,0.86],[35.9,0.0,0.86],[41.1,0.0,0.86],[46.2,0.0,0.86],[51.3,0.0,0.87],[56.4,0.0,0.94],[61.6,0.0,0.96],[66.8,0.0,0.98],[71.9,0.0,0.96],[77.0,0.0,0.96],[82.1,0.0,0.94],[87.3,0.0,0.93],[92.4,0.0,0.93],[97.5,0.0,0.93],[102.7,0.0,0.93],[107.8,0.0,0.92],[113.0,0.0,0.93],[118.1,0.0,0.93],[123.2,0.0,0.94],[128.4,0.0,0.95],[133.5,0.0,0.94],[138.7,0.0,0.94],[143.9,0.0,0.93],[149.3,0.0,0.92],[154.5,0.0,0.93],[159.8,0.0,0.95],[165.5,0.0,0.95],[170.7,0.0,0.95],[175.9,0.0,0.95],[181.2,0.0,0.95],[186.3,0.0,0.95],[191.5,0.0,0.96],[196.7,0.0,0.97],[201.9,0.0,0.97],[207.1,0.0,0.97],[212.4,0.0,0.97],[217.7,0.0,0.97],[223.1,0.0,0.97],[228.5,0.0,0.97],[233.7,0.0,0.97],[239.1,0.0,0.97],[244.6,0.0,0.97],[249.7,0.0,0.95],[254.9,0.0,0.94],[260.3,0.0,0.96],[265.6,0.0,0.94],[271.1,0.0,0.94],[276.4,0.0,0.95],[281.8,0.0,0.95],[287.3,0.0,0.95],[292.5,0.0,0.95],[297.8,0.0,0.95],[303.0,0.0,0.96],[308.1,0.0,0.96],[313.3,0.0,0.96],[318.6,0.0,0.97],[323.8,0.0,0.97],[329.2,0.0,0.94],[334.9,0.0,0.94],[340.0,0.0,0.87],[345.4,0.0,0.94],[350.5,0.0,0.96],[355.7,0.0,0.96],[360.8,0.0,0.96],[365.9,0.0,0.96],[371.1,0.0,0.97],[376.2,0.0,0.97],[381.3,0.0,0.98],[386.4,0.0,0.98],[391.7,0.0,0.98],[396.8,0.0,0.98],[401.9,0.0,0.98],[407.0,0.0,0.98],[412.1,0.0,0.98],[417.2,0.0,0.98],[422.3,0.0,0.98],[427.5,0.0,0.98],[432.6,0.0,0.99],[437.7,0.0,0.99],[442.9,0.0,0.99],[448.1,0.0,0.99],[453.3,0.0,0.99],[458.4,0.0,0.98],[463.5,0.0,0.98],[468.7,0.0,0.99],[473.8,0.0,0.99],[479.0,0.0,0.98],[484.1,0.0,0.99],[489.3,0.0,0.99],[494.4,0.0,0.99],[499.5,0.0,null],[504.7,0.0,null],[509.8,0.0,null],[515.0,0.0,null],[520.2,0.0,null],[525.5,0.0,null],[530.6,0.0,null],[535.8,0.0,0.999],[540.9,0.0,0.999],[546.1,0.0,0.999],[551.2,0.0,0.999]]",1
2026-08-04T16:24:18+00:00,3309189,NO,YES,1.0,3,0.86,"[[0.0,181.0,0.86],[5.1,287.1,0.85],[10.3,336.1,0.84],[15.4,331.0,0.84],[20.5,110.1,0.87],[25.7,98.5,0.87],[30.8,106.8,0.87],[36.0,155.9,0.87],[41.1,117.9,0.81],[46.2,197.7,0.69],[51.4,290.1,0.65],[56.5,314.2,0.65],[61.6,301.9,0.65],[66.7,319.3,0.62],[71.8,326.1,0.61],[76.9,320.8,0.6],[81.9,300.9,0.62],[87.0,301.7,0.63],[92.1,270.6,0.68],[97.2,253.8,0.7],[102.3,266.4,0.75],[107.4,65.0,0.86],[112.5,89.8,0.85],[117.6,73.0,0.85],[122.7,195.6,0.85],[127.8,269.4,0.82],[132.9,141.1,0.86],[138.0,29.3,0.87],[143.1,12.6,0.87],[148.2,28.0,0.87],[153.3,4.1,0.87],[158.4,0.0,0.95],[163.5,0.0,0.96],[168.6,0.0,0.96],[173.7,0.0,0.96],[178.8,0.0,0.96],[183.9,0.0,0.97],[189.0,0.0,0.97],[194.1,0.0,0.97],[199.2,0.0,0.97],[204.3,0.0,0.97],[209.4,0.0,0.97],[214.4,0.0,0.96],[219.5,0.0,0.97],[224.6,0.0,0.96],[229.7,12.7,0.89],[234.8,12.9,0.9],[239.9,90.8,0.86],[245.0,273.8,0.84],[250.0,195.9,0.76],[255.1,189.6,0.8],[260.2,321.1,0.79],[265.3,185.8,0.731],[270.4,56.3,0.875],[275.5,0.0,0.912],[280.5,40.3,0.899],[285.6,93.4,0.85],[290.7,326.4,0.799],[295.8,0.0,0.96],[300.9,0.0,0.97],[306.0,0.0,0.97],[311.1,0.0,0.97],[316.2,0.0,0.97],[321.3,0.0,0.966],[326.4,0.0,0.974],[331.5,0.0,0.954],[336.6,0.0,0.99],[341.7,0.0,null]]",1
2026-08-04T16:41:06+00:00,3312878,YES,NO,1.0,3,0.13,"[[0.0,0.0,0.9],[5.1,0.0,0.94],[10.3,0.0,0.92],[15.4,0.0,0.9],[20.6,0.0,0.96],[25.8,0.0,0.96],[30.9,0.0,0.97],[36.0,0.0,0.97],[41.2,0.0,0.97],[46.3,0.0,0.97],[51.5,0.0,0.97],[56.7,0.0,0.97],[61.9,0.0,0.97],[67.1,0.0,0.98],[72.4,0.0,0.98],[77.6,0.0,0.98],[82.7,0.0,0.98],[87.9,0.0,0.98],[93.2,0.0,0.98],[98.3,0.0,0.99],[103.4,0.0,0.99],[108.5,0.0,0.99],[113.6,0.0,null],[118.8,0.0,null],[123.9,0.0,null],[129.0,0.0,null],[134.1,0.0,null],[139.3,0.0,null],[144.5,0.0,null],[149.7,0.0,null],[154.8,0.0,null],[160.0,0.0,null],[165.1,0.0,null],[170.4,0.0,null],[175.5,0.0,null],[180.6,0.0,null],[185.8,0.0,null],[191.0,0.0,null],[196.2,0.0,null],[201.3,0.0,null],[206.4,0.0,null],[211.5,0.0,null],[216.7,0.0,null],[221.8,0.0,null],[227.0,0.0,0.999],[232.2,0.0,0.999]]",1
2026-08-04T16:50:18+00:00,3313215,NO,YES,1.0,4,0.74,"[[0.0,96.9,0.74],[5.1,96.9,0.74],[10.2,125.8,0.73],[15.4,19.9,0.76],[20.5,40.0,0.75],[25.7,235.2,0.63],[30.8,257.7,0.65],[35.9,266.6,0.51],[41.1,271.9,0.47],[46.3,163.4,0.45],[51.5,156.5,0.46],[56.7,164.8,0.45],[61.9,135.0,0.41],[67.2,151.5,0.42],[72.3,146.2,0.42],[77.5,162.3,0.41],[82.7,177.1,0.39],[87.9,173.7,0.38],[93.0,164.3,0.32],[98.2,138.9,0.28],[103.3,22.8,0.45],[108.5,164.1,0.46],[113.7,165.5,0.48],[118.8,120.2,0.57],[124.0,206.9,0.55],[129.2,223.7,0.51],[134.3,226.5,0.48],[139.5,199.6,0.42],[144.7,205.6,0.41],[149.9,184.9,0.31],[155.1,134.7,0.35],[160.2,146.5,0.34],[165.4,151.1,0.34],[170.7,157.1,0.33],[176.0,164.2,0.32],[181.3,165.2,0.32],[186.5,140.9,0.29],[191.8,126.0,0.3],[197.0,134.7,0.28],[202.2,134.5,0.29],[207.4,79.4,0.36],[212.5,122.5,0.37],[217.7,140.1,0.34],[222.8,148.8,0.34],[227.9,97.7,0.26],[233.1,97.8,0.22],[238.3,98.1,0.23],[243.5,98.7,0.23],[248.6,68.1,0.26],[253.9,103.5,0.32],[259.0,113.9,0.32],[264.2,86.5,0.22],[269.4,87.3,0.18],[274.5,90.1,0.17],[279.6,67.2,0.15],[284.7,48.7,0.13],[289.9,57.4,0.14],[295.0,57.9,0.13],[300.1,59.4,0.13],[305.4,69.1,0.13],[310.5,74.9,0.12],[315.7,72.4,0.12],[320.8,72.4,0.12],[326.0,73.8,0.13],[331.1,68.7,0.14],[336.3,56.3,0.17],[341.4,80.0,0.14],[346.7,61.0,0.11],[351.8,59.5,0.09],[357.1,64.9,0.12],[362.2,65.8,0.12],[367.4,62.7,0.13],[372.5,60.0,0.13],[377.6,63.9,0.12],[382.7,63.9,0.12],[387.8,65.4,0.12],[393.0,66.5,0.11],[398.1,99.9,0.25],[403.2,94.4,0.24],[408.3,92.9,0.21],[413.4,98.7,0.22],[418.6,92.0,0.23],[423.7,47.8,0.26],[428.8,145.3,0.26],[433.9,103.4,0.25],[439.0,94.9,0.22],[444.2,65.9,0.35],[449.3,115.8,0.34],[454.5,68.5,0.6],[459.7,77.7,0.64],[464.8,76.9,0.49],[469.9,67.9,0.43],[475.1,65.9,0.43],[480.2,77.9,0.43],[485.4,82.9,0.41],[490.7,82.6,0.39],[495.8,75.3,0.39],[501.0,54.2,0.17],[506.1,48.9,0.13],[511.2,44.9,0.11],[516.3,42.4,0.12],[521.5,37.9,0.12],[526.6,39.2,0.12],[531.7,39.2,0.12],[536.8,47.6,0.12],[542.0,38.1,0.12],[547.2,39.0,0.12],[552.3,4.0,0.52],[557.5,66.1,0.77],[562.7,0.1,0.77],[567.8,16.9,0.36],[572.9,16.4,0.32],[578.0,57.1,0.67]]",1
2026-08-04T17:03:52+00:00,3314044,NO,YES,1.0,6,0.92,"[[0.0,807.2,0.92],[5.1,768.9,0.92],[10.2,629.3,0.94],[15.4,745.3,0.94],[20.6,540.2,0.95],[25.7,607.2,0.95],[30.8,638.7,0.94],[36.0,769.8,0.93],[41.1,542.0,0.95],[46.3,538.4,0.95],[51.4,14.5,0.95],[56.6,0.0,0.97],[61.7,0.0,0.98],[66.9,109.3,0.94],[72.0,76.2,0.94],[77.2,83.5,0.94],[82.3,54.6,0.94],[87.5,117.7,0.94],[92.6,60.1,0.94],[97.8,19.9,0.94],[102.9,5.2,0.94],[108.1,4.6,0.96],[113.2,4.6,0.96],[118.3,58.5,0.96],[123.6,0.0,0.97],[128.9,0.0,0.97],[134.3,148.2,0.94],[139.5,162.7,0.95],[144.6,0.0,0.98],[150.0,0.0,0.98],[155.2,0.0,0.98],[160.6,0.0,0.98],[165.9,0.0,0.98],[171.0,0.0,0.98],[176.2,0.0,0.98],[181.4,0.0,0.98],[186.6,0.0,0.98],[191.9,0.0,0.99],[197.3,0.0,0.99],[202.6,0.0,0.99],[207.9,0.0,0.99],[213.0,0.0,0.99],[218.3,0.0,0.99],[223.7,0.0,0.99],[229.1,0.0,0.99],[234.3,0.0,0.99],[239.5,0.0,0.99],[244.7,0.0,0.99],[249.9,0.0,0.99],[255.3,0.0,null],[260.6,0.0,null],[265.7,0.0,null],[270.9,0.0,null],[275.9,0.0,null],[281.0,0.0,0.997],[286.3,0.0,0.998],[291.5,0.0,0.998],[296.7,0.0,0.996],[301.9,0.0,0.998],[307.2,0.0,0.998],[312.5,0.0,0.998],[317.7,0.0,0.998],[322.9,0.0,0.998],[328.2,0.0,0.997],[333.3,0.0,0.997],[338.6,0.0,0.997],[343.7,0.0,0.997],[348.8,0.0,0.997],[354.0,0.0,0.997],[359.2,0.0,0.996],[364.4,0.0,0.995],[369.5,0.0,0.994],[374.7,0.0,0.998],[379.9,0.0,0.998],[385.0,0.0,0.991],[390.2,0.0,0.991],[395.3,0.0,0.991],[400.6,0.0,0.991],[405.7,0.0,0.998],[410.9,0.0,0.998],[416.1,0.0,0.998],[421.3,0.0,0.998],[426.4,0.0,0.998],[431.6,0.0,0.998],[436.8,0.0,0.998],[442.1,0.0,0.989],[447.3,0.0,0.998],[452.4,0.0,0.998],[457.6,0.0,0.998],[463.0,0.0,0.998],[468.2,0.0,0.998],[473.3,0.0,0.998],[478.5,0.0,0.998],[483.6,0.0,0.998],[488.7,0.0,0.998],[493.8,0.0,0.998],[498.9,0.0,0.998],[504.0,0.0,0.998],[509.1,0.0,0.998],[514.3,0.0,0.998],[519.4,0.0,0.998],[524.5,0.0,0.998],[529.7,0.0,0.998],[535.0,0.0,0.998],[540.1,0.0,0.998],[545.2,0.0,0.998],[550.4,0.0,0.998],[555.6,0.0,0.998],[560.8,0.0,0.998],[566.0,0.0,0.998],[571.2,0.0,0.998],[576.6,0.0,0.998],[581.8,0.0,0.998],[587.0,0.0,0.998],[592.4,0.0,0.998],[597.6,0.0,0.998],[602.7,0.0,0.998],[607.9,0.0,0.999],[613.0,0.0,0.999],[618.2,0.0,0.999],[623.3,0.0,0.999],[628.5,0.0,0.999],[633.8,0.0,0.999],[639.0,0.0,0.999],[644.0,0.0,0.999],[649.4,0.0,null],[654.6,0.0,null],[659.8,0.0,null],[665.0,0.0,null]]",1
2026-08-04T17:19:49+00:00,3314226,YES,NO,1.0,4,0.31,"[[0.0,0.0,0.7],[5.3,0.0,0.7],[10.4,0.0,0.7],[15.6,0.0,0.65],[20.9,0.0,0.66],[26.0,0.0,0.72],[31.2,0.0,0.62],[36.4,0.0,0.63],[41.6,0.0,0.69],[46.7,0.0,0.73],[51.9,0.0,0.75],[57.1,0.0,0.73],[62.4,0.0,0.77],[67.7,0.0,0.64],[72.9,0.0,0.66],[78.4,0.0,0.7],[83.6,0.0,0.7],[88.8,0.0,0.78],[94.2,0.0,0.77],[99.3,0.0,0.77],[104.5,0.0,0.77],[109.7,0.0,0.76],[114.9,0.0,0.7],[120.1,0.0,0.68],[125.2,0.0,0.69],[130.4,0.0,0.7],[135.6,0.0,0.7],[140.9,0.0,0.71],[146.1,0.0,0.65],[151.5,0.0,0.65],[156.8,0.0,0.69],[162.0,0.0,0.68],[167.1,0.0,0.72],[172.2,0.0,0.72],[177.4,0.0,0.63],[182.7,0.0,0.61],[187.8,0.0,0.63],[193.0,0.0,0.62],[198.3,0.0,0.63],[203.4,0.0,0.62],[208.5,0.0,0.63],[213.7,0.0,0.58],[218.8,0.0,0.52],[224.0,0.0,0.49],[229.1,0.0,0.42],[234.3,0.0,0.37],[239.5,0.0,0.36],[244.6,0.0,0.37],[250.1,0.0,0.37],[255.3,0.0,0.38],[260.4,0.0,0.44],[265.6,0.0,0.45],[270.7,0.0,0.42],[275.8,0.0,0.57],[281.0,0.0,0.86],[286.1,0.0,0.93],[291.3,0.0,0.9],[296.6,0.0,0.88],[301.8,0.0,0.88],[306.9,0.0,0.9],[312.1,0.0,0.9],[317.3,0.0,0.9],[322.4,0.0,0.9],[327.6,0.0,0.9],[332.8,0.0,0.9],[337.9,0.0,0.9],[343.1,0.0,0.91],[348.2,0.0,0.92],[353.3,0.0,0.89],[358.4,0.0,0.88],[363.6,0.0,0.85],[368.9,0.0,0.85],[374.0,0.0,0.78],[379.2,0.0,0.83],[384.3,0.0,0.78],[389.5,0.0,0.74],[394.6,0.0,0.74],[399.8,0.0,0.74],[405.0,0.0,0.77],[410.1,0.0,0.75],[415.3,0.0,0.69],[420.4,0.0,0.75],[426.2,0.0,0.75],[431.4,0.0,0.74],[436.5,0.0,0.7],[441.7,0.0,0.72],[446.9,0.0,0.64],[452.0,0.0,0.64],[457.2,0.0,0.56],[462.3,0.0,0.57],[467.4,0.0,0.58],[472.5,0.0,0.55],[477.6,0.0,0.55],[482.6,0.0,0.55],[487.8,0.0,0.56],[493.0,0.0,0.4],[498.1,0.0,0.52],[503.2,0.0,0.52],[508.3,0.0,0.53],[513.5,0.0,0.52],[518.7,0.0,0.72],[523.8,0.0,0.78],[529.0,0.0,0.77],[534.1,0.0,0.73],[539.2,0.0,0.73],[544.4,0.0,0.71],[549.5,0.0,0.64],[554.6,0.0,0.54],[559.8,0.0,0.63],[564.9,0.0,0.61],[570.0,0.0,0.56],[575.1,28.2,0.07],[580.3,27.0,0.1],[585.4,23.1,0.05],[590.5,27.7,0.04],[595.6,42.9,0.01],[600.7,34.2,0.01],[605.9,34.2,0.01],[611.0,166.8,0.01]]",1
2026-08-04T17:38:57+00:00,3315032,YES,NO,1.0,4,0.27,"[[0.0,0.0,0.78],[5.1,0.0,0.78],[10.2,0.0,0.77],[15.3,0.0,0.77],[20.4,0.0,0.7],[25.5,0.0,0.68],[30.5,0.0,0.67],[35.7,0.0,0.66],[40.8,0.0,0.67],[45.8,0.0,0.64],[50.9,0.0,0.65],[56.0,0.0,0.65],[61.1,0.0,0.64],[66.3,0.0,0.54],[71.6,0.0,0.44],[76.8,0.0,0.44],[82.0,0.0,0.43],[87.4,0.0,0.4],[92.6,0.0,0.4],[97.7,0.0,0.4],[102.8,0.0,0.48],[107.9,0.0,0.47],[113.0,0.0,0.47],[118.1,0.0,0.49],[123.2,0.0,0.49],[128.3,0.0,0.65],[133.4,0.0,0.62],[138.5,0.0,0.62],[143.6,0.0,0.62],[148.8,0.0,0.61],[153.9,0.0,0.6],[158.9,0.0,0.58],[164.0,0.0,0.58],[169.2,0.0,0.55],[174.3,0.0,0.56],[179.4,0.0,0.61],[184.5,0.0,0.63],[189.6,0.0,0.7],[194.7,0.0,0.74],[199.8,0.0,0.63],[205.0,0.0,0.6],[210.1,0.0,0.53],[215.2,0.0,0.53],[220.3,0.0,0.53],[225.4,0.0,0.53],[230.5,0.0,0.53],[235.5,0.0,0.35],[240.7,0.0,0.35],[245.8,0.0,0.35],[250.9,0.0,0.35],[256.0,0.0,0.35],[261.1,1.5,0.26],[266.2,33.6,0.18],[271.3,35.4,0.11],[276.4,34.6,0.15],[281.5,43.8,0.14],[286.6,31.8,0.14],[291.7,33.4,0.14],[296.8,34.6,0.1],[301.9,33.0,0.09],[307.0,22.2,0.09],[312.1,26.4,0.09],[317.2,26.4,0.09],[322.3,39.7,0.09],[327.4,38.6,0.12],[332.5,0.0,0.78],[337.6,0.0,0.77],[342.7,0.0,0.37],[347.8,1.4,0.25],[352.8,0.0,0.75],[357.9,0.0,0.81]]",1
2026-08-04T17:48:52+00:00,3315274,YES,NO,1.0,3,0.32,"[[0.0,0.0,0.69],[5.1,0.0,0.69],[10.2,0.0,0.7],[15.3,0.0,0.7],[20.4,0.0,0.7],[25.5,0.0,0.74],[30.6,0.0,0.79],[35.7,0.0,0.83],[40.9,0.0,0.88],[46.1,0.0,0.86],[51.3,0.0,0.87],[56.4,0.0,0.89],[61.6,0.0,0.91],[66.7,0.0,0.93],[71.9,0.0,0.91],[77.4,0.0,0.92],[82.5,0.0,0.96],[87.7,0.0,0.96],[93.0,0.0,0.96],[98.1,0.0,0.96],[103.2,0.0,0.97],[108.4,0.0,0.97],[113.5,0.0,0.97],[118.7,0.0,0.97],[123.8,0.0,0.97],[129.0,0.0,0.98],[134.1,0.0,0.98],[139.3,0.0,0.98],[144.4,0.0,0.98],[149.6,0.0,0.98],[154.7,0.0,0.99],[159.9,0.0,0.99],[165.0,0.0,0.99],[170.1,0.0,0.99],[175.3,0.0,0.99],[180.4,0.0,0.99],[185.6,0.0,0.99],[190.7,0.0,0.99],[195.9,0.0,0.99],[201.1,0.0,0.99],[206.2,0.0,0.99],[211.3,0.0,0.99],[216.4,0.0,0.99],[221.6,0.0,0.99],[226.7,0.0,0.99],[231.8,0.0,0.99],[236.9,0.0,0.99],[242.0,0.0,0.99],[247.1,0.0,0.987],[252.2,0.0,0.987],[257.4,0.0,0.985],[262.5,0.0,0.985],[267.6,0.0,0.986],[272.7,0.0,0.988],[277.8,0.0,0.987],[282.9,0.0,0.986],[288.0,0.0,0.981],[293.2,0.0,0.978],[298.3,0.0,0.979],[303.4,0.0,0.981],[308.5,0.0,0.99],[313.6,0.0,0.99],[318.7,0.0,0.983],[323.8,0.0,0.983],[329.0,0.0,0.983],[334.1,0.0,0.984],[339.2,0.0,0.982],[344.3,0.0,0.984],[349.4,0.0,0.985],[354.5,0.0,0.985],[359.6,0.0,0.986],[364.7,0.0,0.988],[369.8,0.0,0.99],[375.0,0.0,0.99],[380.1,0.0,0.99],[385.2,0.0,0.99],[390.3,0.0,0.99],[395.4,0.0,0.99],[400.5,0.0,0.99],[405.7,0.0,0.99],[410.8,0.0,0.99],[415.9,0.0,0.99],[421.1,0.0,0.99],[426.2,0.0,0.99],[431.3,0.0,0.998],[436.4,0.0,0.998],[441.6,0.0,0.998],[446.7,0.0,0.998],[451.8,0.0,0.998],[457.0,0.0,0.998],[462.0,0.0,0.998],[467.2,0.0,0.998],[472.3,0.0,0.998],[477.4,0.0,0.998],[482.5,0.0,0.998],[487.6,0.0,0.998],[492.7,0.0,0.998],[497.8,0.0,0.998],[503.0,0.0,0.998],[508.1,0.0,0.998],[513.2,0.0,0.998],[518.4,0.0,0.998],[523.5,0.0,0.998],[528.6,0.0,0.998],[533.7,0.0,0.998],[538.8,0.0,0.998],[543.9,0.0,0.998],[549.0,0.0,0.998],[554.1,0.0,0.998],[559.3,0.0,0.998],[564.4,0.0,0.998],[569.5,0.0,0.998],[574.6,0.0,0.998],[579.7,0.0,0.998],[584.8,0.0,0.998],[589.9,0.0,0.998],[595.0,0.0,0.999],[600.1,0.0,0.999],[605.2,0.0,0.999],[610.3,0.0,0.999],[615.5,0.0,0.999],[620.6,0.0,null],[625.7,0.0,null],[630.8,0.0,null],[635.9,0.0,null],[641.1,0.0,null],[646.3,0.0,null],[651.4,0.0,null],[656.5,0.0,null],[661.6,0.0,null],[666.8,0.0,null]]",1
2026-08-04T18:03:52+00:00,3315483,NO,YES,1.0,4,0.9,"[[0.0,233.7,0.9],[5.1,161.2,0.92],[10.3,0.0,0.95],[15.4,87.3,0.93],[20.5,85.4,0.93],[25.7,70.7,0.94],[30.8,70.7,0.94],[35.9,70.7,0.94],[41.0,105.0,0.93],[46.2,69.8,0.94],[51.3,134.1,0.92],[56.3,132.4,0.92],[61.5,132.4,0.92],[66.7,4.5,0.94],[71.8,30.4,0.94],[76.9,30.4,0.94],[82.0,0.0,0.95],[87.2,0.0,0.96],[92.3,0.0,0.98],[97.4,0.0,0.98],[102.5,0.0,0.98],[107.6,0.0,0.98],[112.7,0.0,0.98],[117.8,0.0,0.98],[122.9,0.0,0.98],[128.0,0.0,0.98],[133.1,0.0,0.98],[138.2,0.0,0.98],[143.3,0.0,0.98],[148.6,0.0,0.98],[153.7,0.0,0.98],[158.8,0.0,0.98],[163.9,0.0,0.98],[169.0,0.0,0.98],[174.1,0.0,0.98],[179.2,0.0,0.98],[184.3,0.0,0.98],[189.4,0.0,0.98],[194.5,0.0,0.99],[199.8,0.0,0.99],[204.9,0.0,0.99],[210.1,0.0,0.99],[215.3,0.0,0.989],[220.4,0.0,0.988],[225.7,0.0,0.988],[230.9,0.0,0.98],[236.0,0.0,0.98],[241.1,0.0,0.978],[246.2,0.0,0.973],[251.2,0.0,0.973],[256.4,0.0,0.973],[261.5,0.0,0.973],[266.7,0.0,0.973],[271.8,0.0,0.966],[276.9,0.0,0.965],[282.1,0.0,0.964],[287.3,0.0,0.964],[292.4,0.0,0.965],[297.5,0.0,0.966],[302.6,0.0,0.967],[307.8,0.0,0.971],[312.9,0.0,0.973],[318.1,0.0,0.973],[323.2,0.0,0.99],[328.4,0.0,0.99],[333.5,0.0,0.985],[338.6,0.0,0.985],[343.7,0.0,0.987],[348.9,0.0,0.988],[354.0,0.0,0.99],[359.2,0.0,0.99],[364.3,0.0,0.99],[369.7,0.0,0.99],[375.0,0.0,0.99],[380.2,0.0,0.99],[385.3,0.0,0.99],[390.4,0.0,0.99],[395.7,0.0,0.99],[401.0,0.0,0.99],[406.1,0.0,0.99],[411.2,0.0,0.99],[416.4,0.0,0.99],[421.6,0.0,0.99],[426.8,0.0,0.99],[431.9,0.0,0.99],[437.1,0.0,0.99],[442.3,0.0,0.99],[447.4,0.0,0.99],[452.6,0.0,0.99],[457.7,0.0,0.99],[462.8,0.0,0.99],[468.0,0.0,0.99],[473.1,0.0,0.99],[478.2,0.0,0.99],[483.3,0.0,0.99],[488.4,0.0,0.99],[493.5,0.0,0.99],[498.6,0.0,0.998],[503.8,0.0,0.998],[508.9,0.0,0.998],[514.0,0.0,0.998],[519.2,0.0,0.998],[524.4,0.0,0.998],[529.6,0.0,0.998],[534.7,0.0,0.998],[539.9,0.0,0.998],[545.0,0.0,0.998],[550.2,0.0,0.999],[555.3,0.0,0.999],[560.6,0.0,0.999],[565.8,0.0,0.999],[571.0,0.0,0.999],[576.1,0.0,0.999],[581.2,0.0,0.999],[586.4,0.0,0.999],[591.5,0.0,0.999],[596.7,0.0,0.999],[601.9,0.0,0.999],[607.0,0.0,null],[612.1,0.0,null],[617.3,0.0,null],[622.5,0.0,null],[627.7,0.0,null],[632.9,0.0,null],[638.1,0.0,null],[643.3,0.0,null],[648.5,0.0,null],[653.6,0.0,null],[658.7,0.0,null],[663.9,0.0,null]]",1
