timestamp_utc,activo,perp_close,perp_volume,perp_taker_buy_vol,perp_delta_ratio,open_interest
2026-09-10T00:12:21+00:00,BTC,78293.4,223.142,152.111,0.3633560692294592,104974.036
2026-09-10T00:12:21+00:00,ETH,2467.67,5478.679999999999,3053.485,0.11467908328283473,2264251.482
2026-09-10T00:12:21+00:00,SOL,101.51,47072.18,30283.56,0.28668610631587493,7926192.86
2026-09-10T00:12:21+00:00,XRP,1.3943,931866.5,327891.0,-0.29627044217170595,300016880.5
2026-09-10T00:12:21+00:00,DOGE,0.08603,22087077.0,4924446.0,-0.5540880307521,2769550803.0
2026-09-10T00:12:21+00:00,BNB,723.3,1539.24,840.48,0.09207141186559603,605180.04
2026-09-10T00:27:36+00:00,BTC,78232.1,313.406,144.30800000000002,-0.07909867711530719,105135.523
2026-09-10T00:27:36+00:00,ETH,2466.3,11087.942,7261.284000000001,0.3097622624649373,2269372.02
2026-09-10T00:27:36+00:00,SOL,101.24,51308.31,24500.53,-0.04496834918164329,7926724.85
2026-09-10T00:27:36+00:00,XRP,1.3926,1864708.5,911869.0,-0.021971530670879657,300065591.3
2026-09-10T00:27:36+00:00,DOGE,0.08588,13300055.0,9537706.0,0.43423557271003765,2766881502.0
2026-09-10T00:27:36+00:00,BNB,721.78,1650.23,546.24,-0.33798319022196904,605075.59
2026-09-10T00:45:46+00:00,BTC,78116.1,197.063,46.239,-0.5307186026803611,105117.414
2026-09-10T00:45:46+00:00,ETH,2462.46,5483.7119999999995,2727.562,-0.005213257005473617,2271328.031
2026-09-10T00:45:46+00:00,SOL,100.96,40223.32,16961.43,-0.15663699565326777,7932122.92
2026-09-10T00:45:46+00:00,XRP,1.3868,2185826.6,723275.9,-0.3382129213726286,301048217.1
2026-09-10T00:45:46+00:00,DOGE,0.08552,17342834.0,5577369.0,-0.3568099654301021,2765627020.0
2026-09-10T00:45:46+00:00,BNB,721.55,1014.5799999999999,346.21000000000004,-0.3175304066707405,605788.85
2026-09-10T01:01:39+00:00,BTC,78203.6,818.25,510.61699999999996,0.24807088298197363,105226.617
2026-09-10T01:01:39+00:00,ETH,2467.02,9131.954,5642.181,0.23570070545690436,2275335.569
2026-09-10T01:01:39+00:00,SOL,101.14,75607.54000000001,44938.51,0.18873091228731942,7951153.5
2026-09-10T01:01:39+00:00,XRP,1.3894,2809519.1999999997,1789586.2999999998,0.27394487996380307,301652792.0
2026-09-10T01:01:39+00:00,DOGE,0.0858,25069270.0,15122121.0,0.20642691231136767,2778384036.0
2026-09-10T01:01:39+00:00,BNB,722.51,2475.87,1448.8799999999999,0.17040070763004514,605852.3
2026-09-10T01:21:21+00:00,BTC,78165.9,366.248,196.891,0.07517856752801379,105204.764
2026-09-10T01:21:21+00:00,ETH,2464.68,10166.061,5760.512,0.1332829893505459,2274301.307
2026-09-10T01:21:21+00:00,SOL,101.09,96350.31999999999,54150.520000000004,0.12403404576134273,7948282.32
2026-09-10T01:21:21+00:00,XRP,1.386,4742017.3,2505578.9,0.056756541145474106,301759153.3
2026-09-10T01:21:21+00:00,DOGE,0.08568,19290137.0,11866411.0,0.23030862870491797,2769877381.0
2026-09-10T01:21:21+00:00,BNB,721.7,2814.91,1582.59,0.12443381848798007,606005.37
2026-09-10T01:36:39+00:00,BTC,77976.4,574.579,156.196,-0.4563114906740412,105275.49
2026-09-10T01:36:39+00:00,ETH,2457.46,16297.503999999999,4163.128,-0.48910851624886853,2271567.931
2026-09-10T01:36:39+00:00,SOL,100.76,74400.7,28687.05,-0.22884999737905687,7947679.53
2026-09-10T01:36:39+00:00,XRP,1.3802,4021862.6,1180613.2,-0.41290227070412605,302319153.6
2026-09-10T01:36:39+00:00,DOGE,0.08529,31694672.0,9214180.0,-0.4185659974648105,2764302964.0
2026-09-10T01:36:39+00:00,BNB,718.93,3938.97,1399.07,-0.28962647595691254,605748.72
2026-09-10T01:58:09+00:00,BTC,78081.9,261.932,201.322,0.537208130354443,104993.227
2026-09-10T01:58:09+00:00,ETH,2463.24,4981.4,3010.547,0.20871522062070913,2274284.744
2026-09-10T01:58:09+00:00,SOL,101.04,29529.52,20455.54,0.38542990200992094,7952460.51
2026-09-10T01:58:09+00:00,XRP,1.3824,1163330.9,591062.5,0.016155420611624855,303873761.7
2026-09-10T01:58:09+00:00,DOGE,0.08546,11341937.0,4752674.0,-0.16192904263178326,2766576437.0
2026-09-10T01:58:09+00:00,BNB,721.12,1937.74,1206.89,0.24566763342863346,603953.83
2026-09-10T02:13:22+00:00,BTC,77978.0,224.335,69.52799999999999,-0.3801413065281834,104978.284
2026-09-10T02:13:22+00:00,ETH,2460.31,2377.648,912.236,-0.2326568104277842,2273792.619
2026-09-10T02:13:22+00:00,SOL,101.0,20229.46,9866.2,-0.0245710958176836,7946968.28
2026-09-10T02:13:22+00:00,XRP,1.3817,948789.7000000001,447525.10000000003,-0.05664005416584939,304131430.7
2026-09-10T02:13:22+00:00,DOGE,0.08544,7439054.0,4115196.0,0.10637616019456238,2766754224.0
2026-09-10T02:13:22+00:00,BNB,721.2,656.7,280.48,-0.14578955382975484,604177.13
2026-09-10T02:33:45+00:00,BTC,78086.4,276.036,199.233,0.443529104899361,105098.674
2026-09-10T02:33:45+00:00,ETH,2466.07,5953.948,4302.209,0.4451617649331165,2275009.931
2026-09-10T02:33:45+00:00,SOL,101.26,29421.84,17531.44,0.191729681080449,7955562.1
2026-09-10T02:33:45+00:00,XRP,1.3857,1281264.8,721540.1,0.12629348749766628,303879109.2
2026-09-10T02:33:45+00:00,DOGE,0.08564,8997741.0,5308876.0,0.18004641387210413,2766844550.0
2026-09-10T02:33:45+00:00,BNB,722.61,1673.42,1233.3400000000001,0.4740352093317877,604230.95
2026-09-10T02:49:09+00:00,BTC,78261.6,142.024,91.849,0.29342927955838455,104922.82
2026-09-10T02:49:09+00:00,ETH,2472.35,5819.293,3510.83,0.2066173674362161,2275030.684
2026-09-10T02:49:09+00:00,SOL,101.64,23920.89,11966.72,0.000524646031146804,7961618.57
2026-09-10T02:49:09+00:00,XRP,1.39,845938.2,412357.5,-0.025088357518315115,303662101.2
2026-09-10T02:49:09+00:00,DOGE,0.08585,5963028.0,2980475.0,-0.0003484806712294492,2766813309.0
2026-09-10T02:49:09+00:00,BNB,724.13,1314.89,1062.3,0.6158005612636797,604741.94
2026-09-10T03:10:10+00:00,BTC,78371.4,441.278,227.349,0.03041166792815404,105469.773
2026-09-10T03:10:10+00:00,ETH,2475.02,7668.661,2909.1240000000003,-0.24129544910121858,2276252.438
2026-09-10T03:10:10+00:00,SOL,101.88,36187.03,10395.85,-0.4254377880693718,7969708.13
2026-09-10T03:10:10+00:00,XRP,1.3931,1012426.6,535548.0,0.0579492873853769,302939135.9
2026-09-10T03:10:10+00:00,DOGE,0.08609,19435630.0,10994212.0,0.13134608963023067,2766928885.0
2026-09-10T03:10:10+00:00,BNB,724.87,1670.03,515.3199999999999,-0.38286138572360984,606093.78
2026-09-10T03:20:58+00:00,BTC,78346.0,275.875,155.847,0.12983778885364755,105379.456
2026-09-10T03:20:58+00:00,ETH,2475.14,7717.156999999999,3399.693,-0.11892605009850116,2272797.828
2026-09-10T03:20:58+00:00,SOL,101.84,41255.14,16939.69,-0.17878402545719158,7963867.27
2026-09-10T03:20:58+00:00,XRP,1.3918,1191129.0,495234.80000000005,-0.1684615184417472,302855243.6
2026-09-10T03:20:58+00:00,DOGE,0.08604,6374898.0,3105883.0,-0.02558974276921764,2765914533.0
2026-09-10T03:20:58+00:00,BNB,724.47,680.43,358.62,0.05409814382081928,605982.27
2026-09-10T03:39:03+00:00,BTC,78326.4,262.812,76.629,-0.4168531117300579,105482.264
2026-09-10T03:39:03+00:00,ETH,2473.39,10062.481,3409.864,-0.3222617761961489,2268969.718
2026-09-10T03:39:03+00:00,SOL,101.69,38553.81,11285.23,-0.41457251566057934,7970741.72
2026-09-10T03:39:03+00:00,XRP,1.389,1777751.7000000002,805800.0,-0.09346170221634448,302141987.3
2026-09-10T03:39:03+00:00,DOGE,0.08585,12404568.0,4689783.0,-0.24386193860197308,2761591368.0
2026-09-10T03:39:03+00:00,BNB,723.86,797.96,363.76,-0.08827510150884763,605662.57
2026-09-10T03:54:27+00:00,BTC,78307.8,217.405,58.874,-0.45839332122076315,105494.803
2026-09-10T03:54:27+00:00,ETH,2474.07,6268.099,1885.561,-0.398362725285609,2268989.61
2026-09-10T03:54:27+00:00,SOL,101.74,43538.89,14447.68,-0.3363321848581808,7973232.32
2026-09-10T03:54:27+00:00,XRP,1.3905,1831968.9,549579.3,-0.40001241287447614,302255952.5
2026-09-10T03:54:27+00:00,DOGE,0.08586,11578526.0,4120421.0,-0.28826501749877315,2760057922.0
2026-09-10T03:54:27+00:00,BNB,723.53,941.2,211.94,-0.5496387590310241,605693.33
2026-09-10T04:09:47+00:00,BTC,78348.9,207.159,124.575,0.20269937584174483,105429.818
2026-09-10T04:09:47+00:00,ETH,2476.08,8853.491,2718.026,-0.38599903699004157,2268011.094
2026-09-10T04:09:47+00:00,SOL,101.93,21100.23,11997.039999999999,0.1371477941235711,7981883.92
2026-09-10T04:09:47+00:00,XRP,1.39,595993.0,319017.7,0.07054176810801473,302264027.1
2026-09-10T04:09:47+00:00,DOGE,0.08605,15207836.0,11286923.0,0.48435622267362693,2761817933.0
2026-09-10T04:09:47+00:00,BNB,723.45,1306.26,555.29,-0.14980172400594066,606718.42
2026-09-10T04:25:00+00:00,BTC,78349.3,179.807,98.595,0.09667588024937857,105369.549
2026-09-10T04:25:00+00:00,ETH,2475.58,1706.269,850.452,-0.003144287331012876,2267095.999
2026-09-10T04:25:00+00:00,SOL,101.95,93225.59999999999,19920.17,-0.5726459255826726,7961064.3
2026-09-10T04:25:00+00:00,XRP,1.3901,604832.1,407342.1,0.3469592635708323,302361538.0
2026-09-10T04:25:00+00:00,DOGE,0.08592,5425627.0,1813042.0,-0.33167466174877114,2757959360.0
2026-09-10T04:25:00+00:00,BNB,722.95,884.4300000000001,483.63,0.09365353956785717,607395.44
2026-09-10T04:48:56+00:00,BTC,78307.3,143.08599999999998,43.132999999999996,-0.39710383964888246,105329.792
2026-09-10T04:48:56+00:00,ETH,2476.47,4445.795,1454.609,-0.34562479826442744,2268659.228
2026-09-10T04:48:56+00:00,SOL,101.9,29016.46,9209.0,-0.36525682319621344,7956098.69
2026-09-10T04:48:56+00:00,XRP,1.3879,1593066.4000000001,411630.89999999997,-0.48322191717809143,302217568.2
2026-09-10T04:48:56+00:00,DOGE,0.08577,12166912.0,2668986.0,-0.5612714220337913,2760474111.0
2026-09-10T04:48:56+00:00,BNB,722.4,1077.07,320.24,-0.40534969871967463,607579.67
2026-09-10T05:05:52+00:00,BTC,78270.4,408.67,104.016,-0.49095358112902826,105268.929
2026-09-10T05:05:52+00:00,ETH,2474.24,6832.339,3517.73,0.029729350373276283,2269240.759
