timestamp_utc,ts_end,dry_run,activo,direccion_implicita,ask_implicita,gate_confirmado,gate_motivo,ratio_vs_stake,vwap_fill_estimado,t_lectura_ms,t_firma_ms,t_total_ms,disparado,order_ok,order_error
2026-09-04T07:09:58+00:00,1788505800,True,ETH,Up,,False,sin_ask,,,65.1,,,,,
2026-09-04T07:09:58+00:00,1788505800,True,SOL,Up,,False,sin_ask,,,73.9,,,,,
2026-09-04T07:09:58+00:00,1788505800,True,XRP,Up,,False,sin_ask,,,55.7,,,,,
2026-09-04T07:09:58+00:00,1788505800,True,DOGE,Down,,False,sin_ask,,,65.5,,,,,
2026-09-04T07:09:58+00:00,1788505800,True,BNB,Up,,False,sin_ask,,,50.5,,,,,
2026-09-04T07:14:58+00:00,1788506100,True,BTC,Up,,False,sin_ask,,,69.8,,,,,
2026-09-04T07:14:58+00:00,1788506100,True,ETH,Up,,False,sin_ask,,,57.7,,,,,
2026-09-04T07:14:58+00:00,1788506100,True,SOL,Down,0.01,False,ninguno_confirma,45.8,0.01,64.7,,,,,
2026-09-04T07:14:58+00:00,1788506100,True,XRP,Up,,False,sin_ask,,,63.0,,,,,
2026-09-04T07:14:58+00:00,1788506100,True,DOGE,Up,,False,sin_ask,,,54.3,,,,,
2026-09-04T07:14:58+00:00,1788506100,True,BNB,Up,,False,sin_ask,,,60.3,,,,,
2026-09-04T07:19:58+00:00,1788506400,True,BTC,Down,,False,sin_ask,,,61.2,,,,,
2026-09-04T07:19:58+00:00,1788506400,True,ETH,Down,,False,sin_ask,,,55.7,,,,,
2026-09-04T07:19:58+00:00,1788506400,True,SOL,Down,,False,sin_ask,,,71.9,,,,,
2026-09-04T07:19:58+00:00,1788506400,True,XRP,Down,,False,sin_ask,,,62.2,,,,,
2026-09-04T07:19:58+00:00,1788506400,True,DOGE,Down,,False,sin_ask,,,60.3,,,,,
2026-09-04T07:19:58+00:00,1788506400,True,BNB,Down,,False,sin_ask,,,61.6,,,,,
2026-09-04T07:24:58+00:00,1788506700,True,BTC,Down,,False,sin_ask,,,64.6,,,,,
2026-09-04T07:24:58+00:00,1788506700,True,ETH,Down,,False,sin_ask,,,55.9,,,,,
2026-09-04T07:24:58+00:00,1788506700,True,SOL,Down,,False,sin_ask,,,61.8,,,,,
2026-09-04T07:24:58+00:00,1788506700,True,XRP,Down,,False,sin_ask,,,79.4,,,,,
2026-09-04T07:24:58+00:00,1788506700,True,DOGE,Down,,False,sin_ask,,,93.9,,,,,
2026-09-04T07:24:58+00:00,1788506700,True,BNB,Down,,False,sin_ask,,,57.1,,,,,
2026-09-04T07:29:58+00:00,1788507000,True,BTC,Up,,False,sin_ask,,,68.4,,,,,
