ts_deteccion_utc,market_id,lado_mayoria,lado_minoria,pct_mayoria_detectado,n_ballenas,ask_minoria_deteccion,muestras_json,outcome_pendiente
2026-08-07T13:51:04+00:00,3379968,NO,YES,1.0,18,0.79,"[[0.0,40.0,0.79],[5.3,290.0,0.71],[10.6,257.9,0.72],[15.7,249.1,0.72],[20.8,376.2,0.59],[26.0,338.3,0.42],[31.1,363.4,0.45],[36.2,276.9,0.54],[41.4,366.4,0.44],[46.5,288.1,0.52],[51.7,313.6,0.58],[57.0,266.6,0.66],[62.3,259.9,0.66],[67.4,280.9,0.72],[72.4,261.2,0.61],[77.6,263.7,0.67],[82.6,260.6,0.65],[87.8,258.8,0.71],[93.6,281.4,0.74],[98.7,273.2,0.75],[103.9,108.3,0.78],[109.3,0.0,0.85],[114.4,0.0,0.89],[119.8,0.0,0.91],[125.1,0.0,0.93],[130.3,0.0,0.93],[135.7,0.0,0.95],[141.5,0.0,0.95],[146.7,0.0,0.96],[151.8,0.0,0.92],[157.0,0.0,0.96],[162.2,0.0,0.96],[167.3,0.0,0.86],[172.7,130.7,0.65],[179.0,274.5,0.29],[184.2,171.0,0.5],[189.4,200.3,0.42],[194.6,4.4,0.82],[199.7,0.0,0.88],[204.8,0.0,0.98],[210.0,0.0,null],[215.2,0.0,null],[220.4,0.0,null],[225.7,0.0,null],[230.9,0.0,null]]",1
2026-08-07T13:56:32+00:00,3379981,YES,NO,0.9167,12,0.29,"[[0.0,0.0,0.73],[5.2,0.0,0.77],[10.5,0.0,0.91],[15.6,0.0,0.76],[20.8,0.0,0.79],[26.0,0.0,0.79],[31.3,0.0,0.84],[36.4,0.0,0.93],[41.5,0.0,0.88],[47.3,0.0,0.87],[52.9,0.0,0.8],[58.4,0.0,0.81],[63.5,0.0,0.88],[68.6,0.0,0.86],[74.5,0.0,0.86],[80.1,0.0,0.89],[85.3,0.0,0.89],[90.5,0.0,0.96],[95.7,0.0,0.93],[100.9,0.0,0.97],[106.1,0.0,0.98],[111.2,0.0,0.98],[116.5,0.0,0.98],[121.7,0.0,0.99],[126.9,0.0,0.99],[132.4,0.0,0.99],[137.8,0.0,0.99],[143.0,0.0,0.99],[148.4,0.0,null],[154.0,0.0,null],[159.1,0.0,null],[164.5,0.0,0.998],[169.7,0.0,0.998],[174.9,0.0,0.998],[180.2,0.0,0.999],[185.4,0.0,0.999],[190.7,0.0,0.999],[195.8,0.0,0.999],[201.0,0.0,0.999],[206.1,0.0,null]]",1
2026-08-07T14:01:04+00:00,3379994,NO,YES,1.0,6,0.54,"[[0.0,29.6,0.52],[5.2,60.4,0.5],[10.4,25.0,0.46],[15.5,61.8,0.46],[20.7,25.6,0.54],[25.8,161.0,0.46],[30.9,193.9,0.37],[36.1,123.3,0.34],[41.2,255.6,0.35],[46.4,97.6,0.18],[51.5,93.5,0.25],[56.8,122.5,0.22],[62.0,97.0,0.23],[67.2,133.0,0.17],[72.4,75.1,0.06],[77.6,43.1,0.12],[82.6,64.0,0.09],[87.9,8.8,0.27],[93.2,87.2,0.42],[98.3,53.2,0.51],[103.4,2.5,0.53],[108.6,0.0,0.63],[113.9,0.0,0.7],[119.1,0.0,0.68],[124.2,0.0,0.58],[129.3,58.7,0.5],[134.4,2.7,0.56],[139.5,0.0,0.65],[144.7,0.0,0.62],[150.0,72.0,0.51],[155.1,39.7,0.54],[160.2,49.8,0.22],[165.3,99.2,0.14],[170.4,32.8,0.06],[175.9,11.7,0.02],[181.0,11.8,0.02],[186.1,30.7,0.01],[191.3,53.2,0.01],[196.8,52.8,0.01],[201.9,53.0,0.01],[207.2,56.5,0.01],[212.3,60.2,0.01],[217.5,61.1,0.01],[222.8,64.3,0.01],[227.9,63.8,0.01],[233.1,156.4,0.01]]",1
2026-08-07T14:07:28+00:00,3380007,YES,NO,1.0,4,0.33,"[[0.0,0.0,0.68],[5.1,0.0,0.69],[10.3,0.0,0.61],[15.4,0.0,0.63],[20.7,0.0,0.65],[25.9,0.0,0.69],[31.0,0.0,0.51],[36.1,0.0,0.48],[41.3,14.6,0.31],[46.8,24.2,0.25],[51.9,7.9,0.31],[57.1,0.0,0.48],[62.3,0.0,0.54],[67.6,0.0,0.54],[72.9,0.0,0.45],[78.1,23.9,0.26],[83.2,0.0,0.4],[88.6,0.0,0.45],[93.7,0.0,0.45],[98.9,0.0,0.59],[104.0,0.0,0.69],[109.6,0.0,0.71],[115.2,0.0,0.75],[120.8,0.0,0.76],[126.3,0.0,0.69],[132.0,0.0,0.94],[137.2,0.0,null],[142.3,0.0,null],[147.5,0.0,null]]",1
2026-08-07T14:12:02+00:00,3380131,YES,NO,1.0,3,0.18,"[[0.0,0.0,0.83],[5.3,0.0,0.93],[10.4,0.0,0.94],[15.8,0.0,0.94],[21.0,0.0,0.94],[26.1,0.0,0.92],[31.5,0.0,0.9],[36.8,0.0,0.94],[42.6,0.0,0.9],[47.9,0.0,0.89],[53.0,0.0,0.89],[58.3,0.0,0.87],[63.4,0.0,0.92],[68.7,0.0,0.9],[73.9,0.0,0.77],[79.1,0.0,0.82],[84.2,0.0,0.78],[89.9,0.0,0.77],[95.2,0.0,0.78],[100.6,0.0,0.71],[105.8,0.0,0.76],[111.1,0.0,0.71],[116.3,0.0,0.7],[121.4,0.0,0.84],[126.5,0.0,0.88],[132.1,0.0,0.98],[137.2,0.0,0.99],[143.4,0.0,null],[148.6,0.0,null],[153.7,0.0,null],[158.9,0.0,null],[164.4,0.0,null],[169.5,0.0,null],[174.9,0.0,null]]",1
2026-08-07T14:18:08+00:00,3380146,NO,YES,0.9,20,0.86,"[[0.0,140.5,0.86],[5.7,12.9,0.9],[10.9,0.0,0.95],[16.3,0.0,0.94],[21.4,0.0,0.97],[26.6,0.0,0.97],[31.7,0.0,0.98],[36.9,0.0,0.99],[42.2,0.0,0.99],[47.3,0.0,0.99],[52.5,0.0,0.99],[57.9,0.0,null],[63.1,0.0,null],[68.2,0.0,null],[73.3,0.0,null],[78.9,0.0,null],[84.5,0.0,null],[90.0,0.0,null],[95.7,0.0,null],[101.1,0.0,null],[106.4,0.0,null]]",1
2026-08-07T14:21:10+00:00,3380157,NO,YES,1.0,6,0.8,"[[0.0,99.4,0.81],[5.1,258.7,0.81],[10.4,432.2,0.69],[15.6,72.6,0.73],[20.8,424.8,0.73],[25.9,426.1,0.76],[31.0,55.7,0.83],[36.2,0.0,0.88],[41.5,0.0,0.86],[46.6,0.0,0.89],[51.7,0.0,0.89],[57.0,0.0,0.9],[62.1,0.0,0.89],[67.3,0.0,0.88],[72.4,220.0,0.77],[77.5,316.8,0.78],[82.6,167.3,0.78],[87.8,97.3,0.82],[93.0,37.1,0.83],[98.1,200.3,0.78],[103.5,85.9,0.81],[108.6,72.5,0.82],[113.9,48.2,0.84],[119.6,51.1,0.81],[124.8,182.4,0.79],[129.9,128.5,0.84],[135.7,124.0,0.79],[141.4,0.0,0.86],[146.8,0.0,0.9],[152.7,0.0,0.95],[157.8,0.0,0.97],[163.0,0.0,0.96],[168.4,0.0,0.97],[173.5,0.0,0.99],[179.2,0.0,0.99],[184.4,0.0,0.99],[190.2,0.0,null],[195.3,0.0,null],[200.5,0.0,null],[205.6,0.0,null],[210.7,0.0,null],[215.8,0.0,null],[221.0,0.0,null],[226.2,0.0,null]]",1
2026-08-07T14:27:43+00:00,3380161,NO,YES,1.0,6,0.73,"[[0.0,78.9,0.73],[5.1,52.4,0.75],[10.3,156.6,0.74],[15.5,132.6,0.75],[20.7,133.3,0.7],[25.9,50.3,0.76],[31.0,14.8,0.75],[36.3,13.9,0.75],[41.4,0.0,0.78],[46.5,0.0,0.8],[51.8,0.0,0.87],[57.0,0.0,0.83],[62.2,0.0,0.89],[67.4,0.0,0.93],[72.5,0.0,0.91],[77.7,0.0,0.92],[82.8,0.0,0.88],[88.0,0.0,0.94],[93.7,0.0,0.97],[98.8,0.0,0.99],[103.9,0.0,0.99],[109.9,0.0,null],[115.2,0.0,null],[120.4,0.0,null],[125.5,0.0,null],[130.7,0.0,null],[135.9,0.0,null]]",1
2026-08-07T14:31:11+00:00,3380182,YES,NO,1.0,13,0.43,"[[0.0,0.0,0.58],[5.1,0.0,0.61],[10.2,0.0,0.64],[15.7,0.0,0.64],[20.8,0.0,0.72],[26.0,0.0,0.69],[31.1,0.0,0.72],[36.8,0.0,0.7],[41.9,0.0,0.67],[47.0,0.0,0.61],[52.1,0.0,0.75],[57.2,0.0,0.81],[62.5,0.0,0.83],[67.7,0.0,0.63],[73.1,17.0,0.43],[78.3,0.0,0.53],[83.5,100.4,0.43],[88.6,142.0,0.27],[93.8,151.9,0.22],[99.0,159.5,0.17],[104.7,184.7,0.14],[109.8,155.4,0.11],[115.2,152.2,0.26],[120.4,150.0,0.31],[125.6,153.0,0.3],[130.8,120.8,0.28],[135.9,126.3,0.4],[141.1,0.0,0.65],[146.3,19.6,0.37],[151.6,13.7,0.33],[156.7,161.4,0.18],[161.9,174.4,0.2],[167.0,124.8,0.2],[172.2,44.0,0.3],[177.6,35.3,0.3],[182.8,51.4,0.33],[188.2,72.4,0.04],[193.4,79.0,0.02],[198.9,5.4,0.02],[204.7,28.7,0.01],[210.0,33.6,0.01],[215.1,43.5,0.01],[220.2,50.5,0.001],[225.6,56.3,0.001]]",1
2026-08-07T14:36:11+00:00,3380237,YES,NO,1.0,6,0.46,"[[0.0,0.0,0.67],[5.1,0.0,0.66],[10.3,0.0,0.64],[15.6,0.0,0.59],[20.9,5.2,0.45],[26.0,37.0,0.45],[31.1,2.7,0.48],[36.4,16.5,0.46],[41.5,20.1,0.47],[46.8,9.3,0.47],[52.8,11.0,0.47],[58.1,38.1,0.43],[63.3,107.0,0.41],[68.6,62.5,0.35],[74.1,148.3,0.32],[80.2,107.0,0.34],[85.4,188.8,0.33],[90.9,148.2,0.31],[96.7,151.0,0.23],[101.9,137.4,0.22],[107.3,75.2,0.34],[112.4,76.1,0.33],[117.7,74.1,0.19],[122.9,131.9,0.2],[128.1,106.0,0.2],[133.2,66.3,0.21],[138.7,63.3,0.16],[144.1,74.2,0.13],[149.5,36.8,0.1],[154.7,61.0,0.16],[160.0,76.2,0.28],[165.1,76.6,0.21],[170.3,73.8,0.44],[175.5,0.0,0.63],[181.5,0.0,0.68],[187.2,0.0,0.96],[192.4,0.0,0.98],[197.6,0.0,0.98],[203.6,0.0,null],[208.7,0.0,null],[214.2,0.0,null],[219.4,0.0,null],[224.9,0.0,null]]",1
2026-08-07T14:42:04+00:00,3380261,NO,YES,1.0,5,0.86,"[[0.0,177.8,0.85],[5.3,320.6,0.84],[10.4,317.6,0.85],[15.5,290.8,0.85],[21.1,249.0,0.87],[26.5,503.7,0.8],[31.6,486.8,0.67],[36.9,474.3,0.65],[42.1,458.1,0.67],[47.4,581.5,0.67],[53.3,420.1,0.7],[58.7,420.2,0.7],[63.8,417.8,0.7],[68.9,506.7,0.52],[74.1,497.8,0.66],[79.2,534.9,0.65],[84.4,506.3,0.58],[90.3,464.1,0.52],[95.4,527.3,0.53],[100.6,500.0,0.52],[105.9,437.7,0.33],[111.3,340.3,0.37],[116.7,331.5,0.2],[121.8,438.6,0.07],[127.0,428.6,0.05],[132.1,326.3,0.02],[137.2,323.1,0.05],[142.3,409.1,0.03],[147.5,111.9,0.01],[152.6,26.9,0.01],[158.0,49.9,0.01],[163.3,49.8,0.01],[168.9,61.9,0.01],[174.1,219.5,0.01]]",1
2026-08-07T14:47:32+00:00,3380303,YES,NO,1.0,5,0.2,"[[0.0,0.0,0.81],[5.1,0.0,0.76],[10.2,0.0,0.78],[15.4,0.0,0.77],[20.5,0.0,0.76],[25.7,0.0,0.81],[30.8,0.0,0.68],[35.9,0.0,0.73],[41.1,0.0,0.86],[46.6,0.0,0.91],[51.8,0.0,0.92],[56.9,0.0,0.92],[62.0,0.0,0.95],[67.6,0.0,0.91],[72.7,0.0,0.94],[77.8,0.0,0.94],[83.0,0.0,0.83],[88.3,0.0,0.9],[93.5,0.0,0.95],[98.7,0.0,0.97],[103.9,0.0,0.99],[109.0,0.0,null],[114.2,0.0,null],[119.3,0.0,null],[124.8,0.0,null],[130.2,0.0,null],[135.4,0.0,null],[140.5,0.0,null],[146.4,0.0,null]]",1
2026-08-07T14:51:24+00:00,3380330,YES,NO,1.0,3,0.28,"[[0.0,0.0,0.73],[5.2,0.0,0.76],[10.3,0.0,0.75],[15.4,0.0,0.79],[21.3,0.0,0.76],[26.4,0.0,0.95],[31.6,0.0,0.98],[37.0,0.0,0.98],[42.2,0.0,0.99],[47.4,0.0,0.99],[52.5,0.0,0.99],[57.6,0.0,0.99],[62.9,0.0,0.99],[68.0,0.0,null],[73.1,0.0,null],[78.6,0.0,null],[84.5,0.0,null],[89.6,0.0,null],[94.8,0.0,null],[101.3,0.0,null],[106.5,0.0,null],[112.0,0.0,null],[117.2,0.0,null],[123.4,0.0,null],[128.5,0.0,null],[133.7,0.0,null],[139.3,0.0,null],[144.9,0.0,null],[150.2,0.0,null],[155.4,0.0,null],[160.9,0.0,null],[166.1,0.0,null],[171.4,0.0,null],[176.6,0.0,null],[181.8,0.0,null],[187.1,0.0,null],[192.2,0.0,null],[197.3,0.0,null],[202.5,0.0,null],[207.6,0.0,null],[212.8,0.0,null]]",1
2026-08-07T14:56:11+00:00,3380503,NO,YES,1.0,8,0.8,"[[0.0,98.9,0.8],[5.3,283.5,0.78],[10.4,231.1,0.81],[15.5,378.1,0.72],[20.6,268.4,0.72],[25.8,263.9,0.72],[31.1,189.0,0.76],[36.2,291.7,0.73],[42.5,360.7,0.62],[49.3,237.8,0.63],[54.5,297.7,0.63],[59.9,523.6,0.64],[65.1,157.4,0.68],[70.3,264.2,0.69],[75.6,262.0,0.69],[80.8,177.0,0.71],[86.0,105.1,0.79],[91.2,153.2,0.82],[96.3,100.8,0.81],[101.4,126.9,0.81],[106.5,167.0,0.82],[111.7,57.7,0.84],[117.5,65.4,0.84],[122.6,51.5,0.83],[127.8,0.0,0.85],[133.2,208.4,0.75],[138.3,111.3,0.81],[143.4,162.8,0.81],[148.6,200.9,0.62],[153.8,109.2,0.66],[159.5,0.0,0.88],[165.8,0.0,0.94],[171.3,0.0,0.97],[176.4,0.0,0.97],[182.7,0.0,0.98],[188.4,0.0,0.96],[193.6,34.6,0.83],[199.0,0.0,0.99],[204.7,0.0,0.99],[210.0,0.0,null],[215.1,0.0,null],[220.5,0.0,null],[225.7,0.0,null]]",1
2026-08-07T15:02:13+00:00,3380536,NO,YES,1.0,3,0.73,"[[0.0,157.2,0.71],[5.3,0.0,0.79],[10.7,0.0,0.79],[15.8,171.7,0.7],[20.9,55.5,0.73],[26.0,296.9,0.66],[31.2,236.8,0.68],[36.5,201.9,0.67],[41.6,0.0,0.78],[46.7,0.0,0.85],[51.9,0.0,0.9],[56.9,0.0,0.91],[62.1,0.0,0.85],[67.1,0.0,0.87],[72.2,0.0,0.93],[77.7,0.0,0.91],[83.1,0.0,0.92],[88.3,0.0,0.81],[93.4,0.0,0.8],[98.6,131.5,0.69],[103.8,0.0,0.77],[109.0,0.0,0.78],[114.1,0.0,0.91],[119.2,0.0,0.91],[124.6,0.0,0.81],[129.8,0.0,0.89],[135.2,54.1,0.65],[140.6,0.0,0.93],[145.7,0.0,0.98],[150.8,0.0,0.86],[156.0,0.0,0.98],[161.7,0.0,null],[166.8,0.0,null]]",1
2026-08-07T15:06:09+00:00,3380549,NO,YES,1.0,4,0.77,"[[0.0,68.6,0.77],[5.3,0.0,0.81],[10.5,0.0,0.82],[15.7,0.0,0.87],[20.9,0.0,0.86],[26.3,0.0,0.88],[31.6,0.0,0.88],[36.8,0.0,0.88],[41.9,0.0,0.86],[47.2,0.0,0.86],[52.4,0.0,0.83],[57.8,0.0,0.84],[63.0,0.0,0.84],[68.3,0.0,0.85],[73.6,0.0,0.87],[79.3,0.0,0.85],[84.5,0.0,0.88],[89.7,0.0,0.89],[95.4,0.0,0.88],[100.6,0.0,0.89],[105.8,0.0,0.89],[111.0,0.0,0.82],[116.2,33.2,0.8],[121.5,0.0,0.91],[126.6,0.0,0.89],[132.4,0.0,0.93],[137.7,0.0,0.95],[143.0,0.0,0.97],[148.8,0.0,0.95],[154.3,0.0,0.95],[159.7,0.0,0.98],[164.9,0.0,0.98],[170.1,0.0,0.98],[175.5,0.0,null],[180.7,0.0,null],[185.8,0.0,null],[190.9,0.0,null],[196.1,0.0,null],[201.3,0.0,null],[206.5,0.0,null],[211.6,0.0,null],[216.9,0.0,null],[222.2,0.0,null],[227.4,0.0,null]]",1
2026-08-07T15:11:46+00:00,3380645,YES,NO,1.0,3,0.33,"[[0.0,0.0,0.68],[5.1,0.0,0.68],[10.3,0.0,0.74],[15.4,0.0,0.75],[20.5,0.0,0.75],[25.7,0.0,0.71],[30.8,0.0,0.69],[35.9,0.0,0.7],[41.0,0.0,0.68],[46.2,0.0,0.69],[51.3,0.0,0.71],[56.4,0.0,0.8],[61.5,0.0,0.78],[67.0,0.0,0.77],[72.2,0.0,0.87],[77.3,0.0,0.88],[82.6,0.0,0.91],[87.8,0.0,0.93],[93.0,0.0,0.95],[98.1,0.0,0.96],[103.2,0.0,0.97],[108.3,0.0,0.97],[113.4,0.0,0.97],[118.7,0.0,0.98],[123.8,0.0,0.98],[129.0,0.0,0.98],[134.1,0.0,0.99],[139.2,0.0,0.96],[144.4,0.0,0.99],[149.5,0.0,0.99],[154.6,0.0,0.99],[159.7,0.0,null],[165.0,0.0,null],[170.2,0.0,null],[175.4,0.0,null],[180.6,0.0,null],[185.8,0.0,null],[190.9,0.0,null]]",1
2026-08-07T15:16:23+00:00,3380655,YES,NO,1.0,4,0.23,"[[0.0,0.0,0.78],[5.1,0.0,0.76],[10.3,0.0,0.77],[15.4,0.0,0.51],[20.7,0.0,0.51],[25.9,0.0,0.5],[31.2,0.0,0.55],[36.3,0.0,0.6],[41.3,0.0,0.67],[46.6,0.0,0.58],[51.7,0.0,0.62],[56.9,0.0,0.63],[62.2,0.0,0.74],[67.4,0.0,0.66],[72.6,0.0,0.52],[77.8,0.0,0.6],[83.0,0.0,0.53],[88.2,0.0,0.48],[93.3,0.0,0.56],[98.6,0.0,0.53],[103.8,0.0,0.62],[109.1,0.0,0.56],[114.6,0.0,0.59],[119.8,0.0,0.6],[124.9,0.0,0.45],[130.1,0.0,0.45],[135.2,0.0,0.45],[140.5,0.0,0.37],[145.7,0.0,0.48],[150.8,0.0,0.7],[156.2,0.0,0.67],[161.5,0.0,0.9],[166.8,0.0,0.87],[172.0,0.0,0.95],[177.2,0.0,0.95],[182.8,0.0,0.87],[188.1,0.0,0.98],[193.3,0.0,0.98],[198.8,0.0,null],[204.0,0.0,null],[209.1,0.0,null],[214.2,0.0,null]]",1
2026-08-07T15:21:37+00:00,3380690,YES,NO,1.0,4,0.16,"[[0.0,0.0,0.85],[5.2,0.0,0.9],[10.7,0.0,0.88],[15.8,0.0,0.88],[21.2,0.0,0.82],[27.4,0.0,0.8],[32.5,0.0,0.82],[37.7,0.0,0.8],[42.9,0.0,0.77],[48.1,0.0,0.75],[53.2,0.0,0.7],[58.4,0.0,0.73],[63.7,0.0,0.74],[68.9,0.0,0.7],[74.0,0.0,0.76],[79.2,0.0,0.74],[84.4,0.0,0.74],[89.6,0.0,0.91],[94.8,0.0,0.87],[100.1,0.0,0.92],[105.2,0.0,0.91],[110.5,0.0,0.87],[115.7,0.0,0.91],[120.8,0.0,0.93],[125.8,0.0,0.94],[131.0,0.0,0.97],[136.3,0.0,0.96],[141.6,0.0,0.93],[147.0,0.0,0.96],[152.2,0.0,0.98],[157.3,0.0,0.98],[162.5,0.0,0.98],[167.6,0.0,0.98],[172.8,0.0,0.99],[178.0,0.0,0.99],[183.1,0.0,null],[188.2,0.0,null],[193.3,0.0,null],[198.4,0.0,null]]",1
2026-08-07T15:29:27+00:00,3380706,YES,NO,1.0,3,0.05,"[[0.0,0.0,0.96],[5.1,0.0,0.98],[10.2,0.0,0.98],[15.4,0.0,0.98],[20.5,0.0,null],[25.7,0.0,null],[30.9,0.0,null]]",1
2026-08-07T15:31:27+00:00,3380803,NO,YES,1.0,5,0.78,"[[0.0,229.1,0.78],[5.1,213.2,0.78],[10.2,159.2,0.78],[15.5,0.0,0.82],[20.8,0.0,0.84],[26.0,0.0,0.84],[31.1,0.0,0.85],[36.3,3.9,0.81],[41.4,87.6,0.77],[46.6,0.0,0.89],[51.7,0.0,0.9],[56.9,0.0,0.9],[62.2,0.0,0.89],[67.4,0.0,0.96],[72.7,0.0,0.98],[78.1,0.0,0.98],[83.5,0.0,0.98],[88.7,0.0,null],[93.8,0.0,null],[99.0,0.0,null],[104.3,0.0,null],[110.4,0.0,null],[115.6,0.0,null],[120.7,0.0,null],[126.0,0.0,null],[131.2,0.0,null],[136.3,0.0,null],[141.6,0.0,null],[146.8,0.0,null],[151.9,0.0,null],[157.3,0.0,null],[162.6,0.0,null],[168.0,0.0,null],[173.2,0.0,null],[178.4,0.0,null],[184.0,0.0,0.998],[189.4,0.0,0.998],[194.6,0.0,null],[199.7,0.0,null],[204.9,0.0,null],[210.0,0.0,null]]",1
2026-08-07T15:36:07+00:00,3380882,NO,YES,1.0,8,0.78,"[[0.0,140.8,0.76],[5.1,198.1,0.74],[10.3,194.4,0.75],[15.4,59.8,0.75],[20.7,37.2,0.76],[25.9,63.8,0.76],[31.1,60.0,0.76],[36.2,185.4,0.69],[41.4,264.8,0.7],[46.5,298.9,0.72],[51.7,218.2,0.71],[56.8,125.4,0.74],[62.1,159.5,0.5],[67.3,206.1,0.47],[72.4,125.1,0.53],[77.7,188.0,0.55],[82.9,166.5,0.56],[88.0,245.1,0.64],[93.2,180.4,0.62],[98.3,0.0,0.82],[103.4,143.2,0.73],[108.6,255.0,0.71],[113.9,122.1,0.81],[119.2,13.8,0.76],[124.3,0.0,0.84],[129.7,7.6,0.79],[135.0,7.6,0.78],[140.2,11.3,0.78],[145.4,0.0,0.82],[150.7,132.2,0.53],[155.8,128.6,0.58],[161.1,101.2,0.55],[166.2,114.4,0.37],[171.3,92.9,0.23],[176.4,112.6,0.39],[181.5,116.4,0.48],[186.7,110.2,0.32],[192.0,123.2,0.39],[197.3,123.6,0.4],[202.6,118.7,0.42],[207.7,126.0,0.3],[212.8,107.5,0.17],[217.9,52.3,0.08],[223.6,31.3,0.02],[228.7,37.8,0.01]]",1
2026-08-07T15:41:26+00:00,3380970,NO,YES,1.0,3,0.73,"[[0.0,148.9,0.73],[5.1,232.6,0.66],[10.2,366.8,0.56],[15.5,580.3,0.6],[20.6,570.4,0.57],[25.8,668.0,0.57],[31.3,661.7,0.62],[36.4,317.0,0.63],[41.8,417.3,0.64],[46.9,492.0,0.65],[52.1,411.0,0.64],[57.4,0.0,0.85],[62.5,0.0,0.89],[67.8,0.0,0.89],[73.3,0.0,0.79],[78.5,0.0,0.89],[83.6,0.0,0.84],[88.8,0.0,0.87],[93.9,0.0,0.88],[99.2,0.0,0.88],[104.4,0.0,0.93],[109.6,0.0,0.92],[114.7,0.0,0.96],[119.9,0.0,0.97],[125.0,0.0,0.97],[130.7,0.0,0.97],[136.3,0.0,0.97],[141.4,0.0,0.98],[146.5,0.0,0.98],[151.8,0.0,0.98],[156.9,0.0,0.99],[162.1,0.0,0.99],[167.2,0.0,null],[172.6,0.0,null],[177.7,0.0,null],[183.0,0.0,null],[188.1,0.0,null],[193.1,0.0,null],[198.2,0.0,null],[203.4,0.0,null],[208.5,0.0,null]]",1
2026-08-07T15:46:16+00:00,3380988,YES,NO,1.0,7,0.22,"[[0.0,0.0,0.78],[5.1,0.0,0.84],[10.2,0.0,0.84],[15.4,0.0,0.84],[20.5,0.0,0.85],[25.7,0.0,0.88],[30.9,0.0,0.87],[36.0,0.0,0.85],[41.4,0.0,0.85],[46.5,0.0,0.85],[51.7,0.0,0.87],[56.8,0.0,0.91],[61.8,0.0,0.92],[67.0,0.0,0.89],[72.1,0.0,0.9],[77.3,0.0,0.94],[83.1,0.0,0.84],[88.2,0.0,0.84],[93.4,0.0,0.85],[98.6,0.0,0.87],[103.7,0.0,0.88],[108.8,0.0,0.89],[114.2,0.0,0.92],[119.3,0.0,0.96],[124.5,0.0,0.96],[129.8,0.0,0.93],[135.2,0.0,0.96],[140.3,0.0,0.97],[145.3,0.0,0.97],[150.4,0.0,0.95],[155.6,0.0,0.96],[161.1,0.0,0.95],[166.2,0.0,0.97],[171.5,0.0,0.98],[176.9,0.0,0.99],[182.0,0.0,0.99],[187.1,0.0,0.99],[192.5,0.0,0.99],[197.7,0.0,null],[202.8,0.0,null],[207.9,0.0,null],[213.1,0.0,null],[218.3,0.0,null]]",1
2026-08-07T15:51:06+00:00,3381008,NO,YES,1.0,6,0.73,"[[0.0,20.9,0.74],[5.1,219.8,0.68],[10.2,297.2,0.68],[15.6,269.4,0.62],[21.1,329.3,0.63],[26.2,132.8,0.67],[31.4,285.1,0.67],[36.5,362.4,0.62],[41.6,495.1,0.61],[46.9,509.9,0.6],[52.0,634.2,0.6],[57.2,639.3,0.58],[62.4,176.2,0.67],[67.5,301.4,0.66],[72.9,112.6,0.7],[78.2,288.5,0.67],[83.3,219.5,0.69],[88.5,237.0,0.68],[93.6,309.2,0.58],[98.7,310.2,0.59],[103.9,306.6,0.33],[109.0,321.8,0.32],[114.2,380.2,0.31],[119.3,369.6,0.29],[124.4,278.5,0.27],[129.6,344.2,0.21],[134.7,346.6,0.15],[139.9,406.6,0.15],[145.1,353.2,0.14],[150.2,245.4,0.06],[155.4,356.1,0.04],[160.6,286.0,0.04],[165.7,298.8,0.04],[170.9,290.0,0.04],[176.0,289.9,0.08],[181.1,293.2,0.07],[186.2,278.5,0.05],[191.4,269.9,0.04],[196.4,257.2,0.03],[201.7,254.6,0.03],[206.7,48.0,0.01],[211.9,64.3,0.01],[217.2,65.9,0.01],[222.4,76.5,0.01],[227.5,75.5,0.01],[232.7,215.9,0.01]]",1
2026-08-07T15:56:47+00:00,3382749,NO,YES,1.0,4,0.75,"[[0.0,178.7,0.75],[5.1,165.7,0.76],[10.2,38.4,0.77],[15.3,122.1,0.75],[20.6,414.2,0.65],[25.8,401.5,0.66],[31.0,11.9,0.78],[36.2,0.0,0.86],[41.4,0.0,0.86],[46.6,0.0,0.86],[51.7,0.0,0.86],[56.9,0.0,0.79],[62.1,0.0,0.82],[67.3,0.0,0.82],[72.5,18.7,0.78],[77.6,0.0,0.91],[83.0,0.0,0.87],[88.3,0.0,0.85],[93.4,0.0,0.87],[98.8,0.0,0.88],[104.0,0.0,0.87],[109.1,0.0,0.87],[114.5,0.0,0.89],[119.6,0.0,0.91],[124.8,0.0,0.92],[130.0,0.0,0.92],[135.3,8.8,0.77],[140.7,0.0,0.85],[145.9,0.0,0.87],[151.3,0.0,0.88],[156.4,0.0,0.88],[161.5,0.0,0.93],[166.7,0.0,0.95],[171.8,0.0,0.96],[177.2,0.0,null],[182.4,0.0,null],[187.6,0.0,null]]",1
