timestamp_utc,rank_combined,address,username,pnl,vol,rank_pnl,rank_vol,score,verified_badge,x_username
2026-06-17T12:56:38+00:00,1,0xeebde7a0e019a63e6b476eb425505b7b3e6eba30,Bonereaper,160969.51749878388,33664207.601535,3,0,0.964,False,
2026-06-17T12:56:38+00:00,2,0xdf17f4a8dd01a4cfa6fc3da323a2baee5f8697d1,PatrocIus,125503.90582681545,31850759.941700004,7,1,0.908,False,
2026-06-17T12:56:38+00:00,3,0x06dc51826bc524d9a83770e7de9dd7e005b04524,0x06dc51826bc524d9a83770e7de9dd7e005b0452,121328.66092550819,21926824.01613,9,4,0.86,False,
2026-06-17T12:56:38+00:00,4,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,136510.6814376181,13716849.782344004,6,12,0.832,False,
2026-06-17T12:56:38+00:00,5,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,,100595.182630589,25879996.029086,14,2,0.816,False,
2026-06-17T12:56:38+00:00,6,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,112283.1627652552,14435376.580766007,10,10,0.8,False,
2026-06-17T12:56:38+00:00,7,0x9501ec3b8b3e330ae593ebe5b071c3d11b648223,horizon.,85410.663304,14725976.431862,17,9,0.724,False,
2026-06-17T12:56:38+00:00,8,0x5bb0de4e97698184ead80c80cb17a26cd6f6814b,bobe2.1,74019.459258,18640405.627466,22,7,0.68,False,
2026-06-17T12:56:38+00:00,9,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,0xcE25E214D5cfE4f459cf67F08DF581885AAE7Fdc-1777575398144,106178.0058127105,7699159.035257998,12,27,0.64,False,
2026-06-17T12:56:38+00:00,10,0x02e7f29f3e612a95a9ccca7131ce7dd5d56b59e5,CAR-GangVersion,66172.659345228,14157607.841587,26,11,0.6,False,
2026-06-17T12:56:38+00:00,11,0xf284ad6d607f777f34bc643cea587c33a886b9f9,strike123,467253.7928659568,3746218.9669149998,0,,0.6,False,
2026-06-17T12:56:38+00:00,12,0x0f0edbb5fca07a7efffe283624f085a7b2e2a019,prayingnotbroke,225020.685792,622024.5894010001,1,,0.588,False,
2026-06-17T12:56:38+00:00,13,0x44c1dfe43260c94ed4f1d00de2e1f80fb113ebc1,aenews2,204973.89813025008,2377442.839706,2,,0.576,False,aenews
2026-06-17T12:56:38+00:00,14,0x6bab41a0dc40d6dd4c1a915b8c01969479fd1292,Dropper,158542.754008535,673779.806155,4,,0.552,False,DropperPM
2026-06-17T12:56:38+00:00,15,0x55be7aa03ecfbe37aa5460db791205f7ac9ddca3,coinman2,147985.25979697309,1690238.8734129998,5,,0.54,False,
2026-06-17T12:56:38+00:00,16,0xa2cd4ccda9a1f95949df7a3355c4c2daa0642ba0,0xA2cd4CcdA9A1f95949DF7A3355C4c2DAa0642Ba0-1729178570395,100422.39256200001,6084029.820985001,15,39,0.508,False,
2026-06-17T12:56:38+00:00,17,0x4834f8ba3454b8c3bae2cac7d235ba1adc0b1bfa,Surpriced-Legacy,121959.61642089539,496196.1417079999,8,,0.504,False,BTCBeliever21
2026-06-17T12:56:38+00:00,18,0xf705fa045201391d9632b7f3cde06a5e24453ca7,,106348.07461021096,3461662.575536,11,,0.468,False,
2026-06-17T12:56:38+00:00,19,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,justdance,104797.3239742131,3515332.4695769995,13,,0.444,False,
2026-06-17T12:56:38+00:00,20,0xed107a85a4585a381e48c7f7ca4144909e7dd2e5,elmcap2,57675.97794137015,8592089.945240002,32,22,0.44,False,elm_cap
2026-06-17T12:56:38+00:00,21,0x72a0d79b4325638bc2bcfc9a2b8a380c2d81c059,,85785.61043135585,1523147.3307730001,16,,0.408,False,
2026-06-17T12:56:38+00:00,22,0xfea31bc088000ff909be1dfd8d0e3f2c7ef2d227,ndb1,50118.00963623286,8849341.657065999,37,20,0.396,False,
2026-06-17T12:56:38+00:00,23,0xce71bed9dd1418abc34d244730879d795e8683bc,tutrucks,79037.13211437211,702747.9736949999,18,,0.384,False,
2026-06-17T12:56:38+00:00,24,0x6480542954b70a674a74bd1a6015dec362dc8dc5,tripping,122.89639246449951,23096624.543477997,,3,0.376,False,
2026-06-17T12:56:38+00:00,25,0xc851cd9bee7d262afd78674f861f9f576a12cd2a,betwick,77190.55911999999,613548.846253,19,,0.372,False,Betwick1
2026-06-17T12:56:38+00:00,26,0x4099db7f2d394449ccf89c8d42260ecaf1d79fb8,PowellTheKing,44756.377738,12582679.549623,44,13,0.368,False,
2026-06-17T12:56:38+00:00,27,0x59aed45d6b8c0a4fc67af69a371007b3cceb22d5,0x59Aed45d6b8C0a4fc67af69A371007B3CceB22d5-1730864521381,-95979.41721176532,20278769.746834002,,5,0.36,False,
2026-06-17T12:56:38+00:00,28,0x71a70f24538d885d1b45f9cea158a2cdf2e56fcf,easyclap,75516.89219181694,1086932.853974,20,,0.36,False,
2026-06-17T12:56:38+00:00,29,0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6,suntori,-263491.052654434,19517669.453879,,6,0.352,False,
2026-06-17T12:56:38+00:00,30,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,ArmageddonRewardsBilly,74146.63117693027,1187595.9647740002,21,,0.348,False,Eltonma
2026-06-17T12:56:38+00:00,31,0x08fff5b9a79576a7c6e18a9d05ece0658a34ba79,krazyagain,27.47272767600039,16464929.029684,,8,0.336,False,overseaswtf
2026-06-17T12:56:38+00:00,32,0x724db3c436dcc7b26fbe1ae0c0d6af538b588dea,RITB123,58297.08243694232,6189010.45578,31,37,0.332,False,
2026-06-17T12:56:38+00:00,33,0xde7be6d489bce070a959e0cb813128ae659b5f4b,wan123,72297.58119841,643983.673318,23,,0.324,False,
2026-06-17T12:56:38+00:00,34,0x9f5ffe76a818dce37c70f947998b52b70671a008,0x9F5fFE76a818DCE37c70F947998b52b70671A008-1772728605528,69909.31221722963,5536905.4238680005,24,49,0.32,False,
2026-06-17T12:56:38+00:00,35,0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,Parz1vaI,67648.237838906,1637889.0991290004,25,,0.3,False,Parz1valPM
2026-06-17T12:56:38+00:00,36,0x1521b47bf0c41f6b7fd3ad41cdec566812c8f23e,alliswell,4680.923807999999,12580175.942299,,14,0.288,False,
2026-06-17T12:56:38+00:00,37,0x9097b9fd27dd69aa8170e1b16f1b8b839ad70ef0,kahanetzadak,-21984.653357296826,12010828.932663996,,15,0.28,False,
2026-06-17T12:56:38+00:00,38,0xa6d9b55a6a3a54a9d50ca94c64f00af69c50fd2f,kinderSman,63724.05821730286,533043.4833879999,27,,0.276,False,kinderSman
2026-06-17T12:56:38+00:00,39,0x8cb0e35148f57403e8e785ed13c7bbb2f34f9811,Blablablablabla7,55203.548642,6058999.960750001,34,40,0.272,False,
