timestamp_utc,rank_combined,address,username,pnl,vol,rank_pnl,rank_vol,score,verified_badge,x_username
2026-06-18T10:00:59+00:00,1,0xeebde7a0e019a63e6b476eb425505b7b3e6eba30,Bonereaper,170917.8733525616,35510472.534473,3,0,0.964,False,
2026-06-18T10:00:59+00:00,2,0x06dc51826bc524d9a83770e7de9dd7e005b04524,0x06dc51826bc524d9a83770e7de9dd7e005b0452,156519.94247133186,22806641.306303,5,4,0.908,False,
2026-06-18T10:00:59+00:00,3,0xdf17f4a8dd01a4cfa6fc3da323a2baee5f8697d1,PatrocIus,125523.90582681545,31850759.9417,8,1,0.896,False,
2026-06-18T10:00:59+00:00,4,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,150411.95482508471,14369715.318016002,6,11,0.84,False,
2026-06-18T10:00:59+00:00,5,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,,102160.03005772026,26984349.000913996,13,2,0.828,False,
2026-06-18T10:00:59+00:00,6,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,116254.25774581643,15564036.459334007,10,9,0.808,False,
2026-06-18T10:00:59+00:00,7,0x9501ec3b8b3e330ae593ebe5b071c3d11b648223,horizon.,85410.663304,14725976.431862,18,10,0.704,False,
2026-06-18T10:00:59+00:00,8,0x5bb0de4e97698184ead80c80cb17a26cd6f6814b,bobe2.1,74019.459258,18640405.627466,23,7,0.668,False,
2026-06-18T10:00:59+00:00,9,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,0xcE25E214D5cfE4f459cf67F08DF581885AAE7Fdc-1777575398144,112040.53117212726,8094094.4105889965,12,26,0.648,False,
2026-06-18T10:00:59+00:00,10,0xf284ad6d607f777f34bc643cea587c33a886b9f9,strike123,467253.7928659568,3746218.9669149998,0,,0.6,False,
2026-06-18T10:00:59+00:00,11,0x0f0edbb5fca07a7efffe283624f085a7b2e2a019,prayingnotbroke,225020.685792,622024.5894010001,1,,0.588,False,
2026-06-18T10:00:59+00:00,12,0x02e7f29f3e612a95a9ccca7131ce7dd5d56b59e5,CAR-GangVersion,66172.659345228,14157607.841587,27,12,0.58,False,
2026-06-18T10:00:59+00:00,13,0x44c1dfe43260c94ed4f1d00de2e1f80fb113ebc1,aenews2,204973.89813025005,2377442.839706,2,,0.576,False,aenews
2026-06-18T10:00:59+00:00,14,0x6bab41a0dc40d6dd4c1a915b8c01969479fd1292,Dropper,158542.754008535,673779.806155,4,,0.552,False,DropperPM
2026-06-18T10:00:59+00:00,15,0x55be7aa03ecfbe37aa5460db791205f7ac9ddca3,coinman2,148681.10927087395,1731658.8943799997,7,,0.516,False,
2026-06-18T10:00:59+00:00,16,0x4834f8ba3454b8c3bae2cac7d235ba1adc0b1bfa,Surpriced-Legacy,121959.61642089539,496196.1417079999,9,,0.492,False,BTCBeliever21
2026-06-18T10:00:59+00:00,17,0xa2cd4ccda9a1f95949df7a3355c4c2daa0642ba0,0xA2cd4CcdA9A1f95949DF7A3355C4c2DAa0642Ba0-1729178570395,100422.39256200001,6084029.820985001,16,41,0.48,False,
2026-06-18T10:00:59+00:00,18,0x565ca59275f81991bd9877d7fa8404c5ecf6519e,bbwlover,114763.81321586353,884840.3541929999,11,,0.468,False,
2026-06-18T10:00:59+00:00,19,0xed107a85a4585a381e48c7f7ca4144909e7dd2e5,elmcap2,57367.85040219636,8592406.378572,31,24,0.436,False,elm_cap
2026-06-18T10:00:59+00:00,20,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,justdance,101633.38472482236,3662127.5318499994,14,,0.432,False,
2026-06-18T10:00:59+00:00,21,0xf705fa045201391d9632b7f3cde06a5e24453ca7,,101148.91089978954,3640272.5328929997,15,,0.42,False,
2026-06-18T10:00:59+00:00,22,0x72a0d79b4325638bc2bcfc9a2b8a380c2d81c059,,87121.40770949342,1692631.1512189999,17,,0.396,False,
2026-06-18T10:00:59+00:00,23,0x9f5ffe76a818dce37c70f947998b52b70671a008,0x9F5fFE76a818DCE37c70F947998b52b70671A008-1772728605528,76523.32874138566,6044598.193163,21,45,0.388,False,
2026-06-18T10:00:59+00:00,24,0x6480542954b70a674a74bd1a6015dec362dc8dc5,tripping,122.89639246449951,23096624.543477997,,3,0.376,False,
2026-06-18T10:00:59+00:00,25,0xce71bed9dd1418abc34d244730879d795e8683bc,tutrucks,78743.5694575271,702747.9736949999,19,,0.372,False,
2026-06-18T10:00:59+00:00,26,0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6,suntori,-269543.81245012116,20706962.081501994,,5,0.36,False,
2026-06-18T10:00:59+00:00,27,0xc851cd9bee7d262afd78674f861f9f576a12cd2a,betwick,77190.55911999999,613548.846253,20,,0.36,False,Betwick1
2026-06-18T10:00:59+00:00,28,0x59aed45d6b8c0a4fc67af69a371007b3cceb22d5,0x59Aed45d6b8C0a4fc67af69A371007B3CceB22d5-1730864521381,-95979.41721176532,20278769.746834002,,6,0.352,False,
2026-06-18T10:00:59+00:00,29,0xfea31bc088000ff909be1dfd8d0e3f2c7ef2d227,ndb1,48751.6720988389,8849341.657065999,40,21,0.352,False,
2026-06-18T10:00:59+00:00,30,0x71a70f24538d885d1b45f9cea158a2cdf2e56fcf,easyclap,75667.03458380839,1117450.994741,22,,0.336,False,
2026-06-18T10:00:59+00:00,31,0x08fff5b9a79576a7c6e18a9d05ece0658a34ba79,krazyagain,27.47272767600039,16464929.029684,,8,0.336,False,overseaswtf
2026-06-18T10:00:59+00:00,32,0x4099db7f2d394449ccf89c8d42260ecaf1d79fb8,PowellTheKing,44756.377738,12582679.549623,46,14,0.336,False,
2026-06-18T10:00:59+00:00,33,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,ArmageddonRewardsBilly,72638.18723663315,1194801.806265,24,,0.312,False,Eltonma
2026-06-18T10:00:59+00:00,34,0xde7be6d489bce070a959e0cb813128ae659b5f4b,wan123,72297.58119841,643983.673318,25,,0.3,False,
2026-06-18T10:00:59+00:00,35,0x04b6d7e930cf9e493c5e6ef24b496294f95594c8,0x04b6D7E930cf9e493c5E6eF24B496294F95594C8-1774448369789,31412.635335656843,12745491.002482,,13,0.296,False,
2026-06-18T10:00:59+00:00,36,0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,Parz1vaI,67843.42512156704,1637889.0991290004,26,,0.288,False,Parz1valPM
2026-06-18T10:00:59+00:00,37,0x724db3c436dcc7b26fbe1ae0c0d6af538b588dea,RITB123,51801.58543743598,6356518.594673001,35,37,0.284,False,
2026-06-18T10:00:59+00:00,38,0x1521b47bf0c41f6b7fd3ad41cdec566812c8f23e,alliswell,4680.923807999999,12580175.942299,,15,0.28,False,
