slot_start_utc,slot_end_utc,activo,ventana_min,strategy,decision,outcome_real,acierto,pnl_neto,prob_yes_modelo,edge_neto,drift_60min,drift_15min,sigma_h,pct_spot_vs_ref,delta_ratio
2026-04-29T10:30:00+00:00,2026-04-29T10:35:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3126,0.1474,0.3927,-0.0827,0.002505,-0.0381,
2026-04-29T10:35:00+00:00,2026-04-29T10:40:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.356,0.104,0.6009,-0.4212,0.002635,-0.0351,
2026-04-29T10:35:00+00:00,2026-04-29T10:40:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5413,0.0013,0.3047,-0.1336,0.002489,0.0016,
2026-04-29T10:40:00+00:00,2026-04-29T10:45:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3142,0.1458,0.4361,-0.9833,0.003175,-0.0469,
2026-04-29T10:40:00+00:00,2026-04-29T10:45:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.3537,0.1063,0.2078,-1.2262,0.004068,-0.0429,
2026-04-29T10:45:00+00:00,2026-04-29T10:50:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.6016,0.0616,0.3319,-1.1044,0.003703,0.0191,
2026-04-29T10:45:00+00:00,2026-04-29T10:50:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.6448,0.1048,0.039,-1.6209,0.005072,0.048,
2026-04-29T10:45:00+00:00,2026-04-29T10:50:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.6692,0.1292,0.3886,-1.0296,0.003687,0.0352,
2026-04-29T10:45:00+00:00,2026-04-29T10:50:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5414,0.0014,0.1834,-0.5915,0.002921,0.0048,
2026-04-29T10:50:00+00:00,2026-04-29T10:55:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4431,0.0169,-0.0752,-0.6044,0.002597,-0.0083,
2026-04-29T10:50:00+00:00,2026-04-29T10:55:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4428,0.0172,-0.3291,-1.1428,0.004591,-0.0116,
2026-04-29T10:50:00+00:00,2026-04-29T10:55:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.398,0.062,-0.3134,-0.7703,0.003995,-0.0214,
2026-04-29T10:50:00+00:00,2026-04-29T10:55:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2662,0.1938,-0.0493,-0.3118,0.00252,-0.0398,
2026-04-29T10:55:00+00:00,2026-04-29T11:00:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4053,0.0547,-0.055,-0.0074,0.002231,-0.0129,
2026-04-29T10:55:00+00:00,2026-04-29T11:00:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4147,0.0453,-0.2715,-0.0994,0.004511,-0.0206,
2026-04-29T10:55:00+00:00,2026-04-29T11:00:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3724,0.0876,-0.3706,-0.143,0.004138,-0.0286,
2026-04-29T11:00:00+00:00,2026-04-29T11:05:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.2039,0.2561,-0.2814,-0.4522,0.002531,-0.0494,
2026-04-29T11:05:00+00:00,2026-04-29T11:10:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2571,0.2029,-0.1981,-0.0932,0.002858,-0.0448,
2026-04-29T11:05:00+00:00,2026-04-29T11:10:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3244,0.1356,-0.4214,-1.4058,0.004594,-0.047,
2026-04-29T11:05:00+00:00,2026-04-29T11:10:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3305,0.1295,-0.2781,-0.4712,0.002943,-0.0287,
2026-04-29T11:10:00+00:00,2026-04-29T11:15:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5619,0.0219,-0.2568,-0.2539,0.003169,0.017,
2026-04-29T11:10:00+00:00,2026-04-29T11:15:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4267,0.0333,-0.2497,-0.4968,0.002544,-0.008,
2026-04-29T11:15:00+00:00,2026-04-29T11:20:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4264,0.0336,-0.1792,0.185,0.003196,-0.0123,
2026-04-29T11:15:00+00:00,2026-04-29T11:20:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3165,0.1435,-0.4568,0.3963,0.003815,-0.0394,
2026-04-29T11:15:00+00:00,2026-04-29T11:20:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2822,0.1778,-0.4798,0,0.003697,-0.047,
2026-04-29T11:15:00+00:00,2026-04-29T11:20:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3935,0.0665,-0.5699,-0.1432,0.003415,-0.0143,
2026-04-29T11:15:00+00:00,2026-04-29T11:20:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2704,0.1896,-0.2671,0.0574,0.002401,-0.0335,
2026-04-29T11:20:00+00:00,2026-04-29T11:25:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4514,0.0086,-0.5382,-0.2351,0.002843,0.0,
2026-04-29T11:20:00+00:00,2026-04-29T11:25:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4508,0.0092,-0.5917,-0.4584,0.003091,0.0,
2026-04-29T11:20:00+00:00,2026-04-29T11:25:00+00:00,DOGE,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5482,0.0082,0.0182,0.8756,0.011734,0.0364,
2026-04-29T11:20:00+00:00,2026-04-29T11:25:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5698,0.0298,-0.2751,-0.1849,0.002152,0.0144,
2026-04-29T11:25:00+00:00,2026-04-29T11:30:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5743,0.0343,-0.6131,-0.2007,0.002336,0.0215,
2026-04-29T11:30:00+00:00,2026-04-29T11:35:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.407,0.053,-0.3817,-0.2924,0.001455,-0.0025,
2026-04-29T11:30:00+00:00,2026-04-29T11:35:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.2431,0.2169,-0.6185,-0.6531,0.002554,-0.0356,
2026-04-29T11:30:00+00:00,2026-04-29T11:35:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.3437,0.1163,-0.6552,-0.6115,0.002185,-0.0118,
2026-04-29T11:30:00+00:00,2026-04-29T11:35:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.134,0.326,-0.6841,-0.5732,0.001904,-0.043,
2026-04-29T11:30:00+00:00,2026-04-29T11:35:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.3702,0.0898,-0.3768,-0.5228,0.001853,-0.0096,
2026-04-29T11:35:00+00:00,2026-04-29T11:40:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4249,0.0351,-0.3399,0.4616,0.002562,-0.0069,
2026-04-29T11:35:00+00:00,2026-04-29T11:40:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2363,0.2237,-0.4685,-0.1412,0.002324,-0.0353,
2026-04-29T11:35:00+00:00,2026-04-29T11:40:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2803,0.1797,-0.5135,0.1147,0.002478,-0.0287,
2026-04-29T11:40:00+00:00,2026-04-29T11:45:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.6131,0.0731,0.0386,0.6889,0.002364,0.0169,
2026-04-29T11:40:00+00:00,2026-04-29T11:45:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4552,0.0048,-0.0364,0.4275,0.003158,-0.0086,
2026-04-29T11:45:00+00:00,2026-04-29T11:50:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3832,0.0768,-0.4457,-0.1884,0.002505,-0.0118,
2026-04-29T11:45:00+00:00,2026-04-29T11:50:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.553,0.013,-0.3359,0.2583,0.002543,0.0143,
2026-04-29T11:45:00+00:00,2026-04-29T11:50:00+00:00,DOGE,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4214,0.0386,0.1726,0.8359,0.008292,-0.0453,
2026-04-29T11:50:00+00:00,2026-04-29T11:55:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4265,0.0335,-0.1046,-0.4753,0.002894,-0.0121,
2026-04-29T11:50:00+00:00,2026-04-29T11:55:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5827,0.0427,-0.6092,-0.659,0.002489,0.0236,
2026-04-29T11:50:00+00:00,2026-04-29T11:55:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4507,0.0093,-0.3518,-0.383,0.002332,-0.0016,
2026-04-29T11:55:00+00:00,2026-04-29T12:00:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5869,0.0469,-0.0036,-0.1763,0.00282,0.0161,
2026-04-29T11:55:00+00:00,2026-04-29T12:00:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6818,0.1418,-0.0163,-0.0189,0.003386,0.0416,
2026-04-29T12:00:00+00:00,2026-04-29T12:05:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6099,0.0699,0.0516,-0.1558,0.002539,0.0174,
2026-04-29T12:00:00+00:00,2026-04-29T12:05:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4077,0.0523,-0.1999,0,0.002507,-0.0118,
2026-04-29T12:00:00+00:00,2026-04-29T12:05:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5719,0.0319,-0.1361,-0.086,0.002583,0.0143,
2026-04-29T12:00:00+00:00,2026-04-29T12:05:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5714,0.0314,-0.2088,-0.1916,0.001315,0.0096,
2026-04-29T12:05:00+00:00,2026-04-29T12:10:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6364,0.0964,-0.1264,-0.1805,0.002745,0.0268,
2026-04-29T12:10:00+00:00,2026-04-29T12:15:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5739,0.0339,-0.2257,-1.2056,0.003509,0.0206,
2026-04-29T12:10:00+00:00,2026-04-29T12:15:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.349,0.111,-0.5529,-2.0245,0.004462,-0.0355,
2026-04-29T12:10:00+00:00,2026-04-29T12:15:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4551,0.0049,-0.5449,-2.151,0.005598,-0.0072,
2026-04-29T12:10:00+00:00,2026-04-29T12:15:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3712,0.0888,-0.4017,-0.7796,0.002299,-0.0128,
2026-04-29T12:15:00+00:00,2026-04-29T12:20:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3918,0.0682,-0.7526,-2.2152,0.006781,-0.0355,
2026-04-29T12:15:00+00:00,2026-04-29T12:20:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3756,0.0844,-0.7165,-2.4672,0.006745,-0.0433,
2026-04-29T12:20:00+00:00,2026-04-29T12:25:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5837,0.0437,-0.4486,-1.6959,0.006335,0.0421,
2026-04-29T12:25:00+00:00,2026-04-29T12:30:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5665,0.0265,-0.5889,-1.1845,0.005531,0.0337,
2026-04-29T12:30:00+00:00,2026-04-29T12:35:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5632,0.0232,-0.6696,-1.3282,0.009277,0.0493,
2026-04-29T12:30:00+00:00,2026-04-29T12:35:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5487,0.0087,-0.9657,-1.4692,0.009967,0.0476,
2026-04-29T12:30:00+00:00,2026-04-29T12:35:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5705,0.0305,-0.5841,-0.7755,0.00558,0.0353,
2026-04-29T12:40:00+00:00,2026-04-29T12:45:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4592,0.0008,-0.6286,-0.0724,0.005268,-0.0034,
2026-04-29T12:40:00+00:00,2026-04-29T12:45:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4026,0.0574,-0.8292,-0.2903,0.00753,-0.0341,
2026-04-29T12:40:00+00:00,2026-04-29T12:45:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4391,0.0209,-0.9034,0.0868,0.005632,-0.0072,
2026-04-29T12:45:00+00:00,2026-04-29T12:50:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.3709,0.0891,-0.8134,-0.1521,0.004694,-0.0264,
2026-04-29T12:45:00+00:00,2026-04-29T12:50:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4084,0.0516,-0.8719,0.1903,0.004418,-0.0119,
2026-04-29T12:45:00+00:00,2026-04-29T12:50:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.447,0.013,-0.8748,-0.0289,0.004237,0.0,
2026-04-29T12:45:00+00:00,2026-04-29T12:50:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.419,0.041,-0.455,0.3403,0.00326,-0.0096,
2026-04-29T12:50:00+00:00,2026-04-29T12:55:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5629,0.0229,-0.7391,0.7533,0.004061,0.0289,
2026-04-29T12:55:00+00:00,2026-04-29T13:00:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5484,0.0084,-0.7404,0.3389,0.00391,0.0246,
2026-04-29T12:55:00+00:00,2026-04-29T13:00:00+00:00,DOGE,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4176,0.0424,-2.5114,0.0373,0.009534,-0.0093,
2026-04-29T13:00:00+00:00,2026-04-29T13:05:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6567,0.1167,-0.5851,0.7366,0.003124,0.0423,
2026-04-29T13:00:00+00:00,2026-04-29T13:05:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6164,0.0764,-0.7187,0.6181,0.003092,0.0356,
2026-04-29T13:00:00+00:00,2026-04-29T13:05:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5588,0.0188,-0.7746,0.3183,0.002296,0.0217,
2026-04-29T13:00:00+00:00,2026-04-29T13:05:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6117,0.0717,-0.3035,0.417,0.002809,0.0256,
2026-04-29T13:05:00+00:00,2026-04-29T13:10:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.6345,0.0945,-0.5034,-0.4102,0.00268,0.0322,
2026-04-29T13:05:00+00:00,2026-04-29T13:10:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6845,0.1445,-0.3961,-0.0578,0.002383,0.0362,
2026-04-29T13:10:00+00:00,2026-04-29T13:15:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.727,0.187,-0.4345,0.0328,0.002669,0.0489,
2026-04-29T13:15:00+00:00,2026-04-29T13:20:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3537,0.1063,-0.2226,-0.1113,0.002515,-0.0207,
2026-04-29T13:15:00+00:00,2026-04-29T13:20:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3196,0.1404,-0.3579,-0.6869,0.003134,-0.032,
2026-04-29T13:15:00+00:00,2026-04-29T13:20:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2992,0.1608,-0.2251,-0.2374,0.002895,-0.0356,
2026-04-29T13:15:00+00:00,2026-04-29T13:20:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3386,0.1214,-0.0881,-0.3333,0.002971,-0.0305,
2026-04-29T13:20:00+00:00,2026-04-29T13:25:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6007,0.0607,-0.0938,-0.0562,0.003231,0.0229,
2026-04-29T13:20:00+00:00,2026-04-29T13:25:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5719,0.0319,-0.1968,-0.4924,0.004014,0.0221,
2026-04-29T13:20:00+00:00,2026-04-29T13:25:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5498,0.0098,-0.1446,-0.5495,0.003734,0.0145,
2026-04-29T13:20:00+00:00,2026-04-29T13:25:00+00:00,DOGE,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5691,0.0291,-0.2889,-1.3787,0.009331,0.0468,
2026-04-29T13:20:00+00:00,2026-04-29T13:25:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5627,0.0227,-0.0048,-0.1411,0.003524,0.0144,
2026-04-29T13:30:00+00:00,2026-04-29T13:35:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6128,0.0728,-0.3475,-1.5691,0.004993,0.0428,
2026-04-29T13:30:00+00:00,2026-04-29T13:35:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5669,0.0269,-0.1903,-1.33,0.004748,0.0238,
2026-04-29T13:35:00+00:00,2026-04-29T13:40:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5778,0.0378,-0.3582,-2.0465,0.008005,0.0465,
2026-04-29T13:35:00+00:00,2026-04-29T13:40:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5429,0.0029,-0.3984,-1.7377,0.008069,0.0291,
2026-04-29T13:35:00+00:00,2026-04-29T13:40:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6098,0.0698,-0.09,-1.1675,0.005157,0.0386,
2026-04-29T13:40:00+00:00,2026-04-29T13:45:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5647,0.0247,-0.5516,-0.8178,0.006453,0.0363,
2026-04-29T13:40:00+00:00,2026-04-29T13:45:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5745,0.0345,-0.6856,-1.5126,0.007785,0.0492,
2026-04-29T13:40:00+00:00,2026-04-29T13:45:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5677,0.0277,-0.5354,-0.9,0.007885,0.0437,
2026-04-29T13:40:00+00:00,2026-04-29T13:45:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5664,0.0264,-0.3048,-0.495,0.004787,0.0258,
2026-04-29T13:55:00+00:00,2026-04-29T14:00:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5999,0.0599,-0.2256,0.6197,0.00489,0.0357,
2026-04-29T13:55:00+00:00,2026-04-29T14:00:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6104,0.0704,-0.4411,0.611,0.005006,0.0436,
2026-04-29T13:55:00+00:00,2026-04-29T14:00:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5814,0.0414,-0.1219,0.6887,0.003553,0.0209,
2026-04-29T14:00:00+00:00,2026-04-29T14:05:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4413,0.0187,-0.6457,0.4269,0.006078,-0.0124,
2026-04-29T14:00:00+00:00,2026-04-29T14:05:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4299,0.0301,-0.8146,0.4146,0.00689,-0.0178,
2026-04-29T14:00:00+00:00,2026-04-29T14:05:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3665,0.0935,-0.4629,0.1431,0.004937,-0.0358,
2026-04-29T14:00:00+00:00,2026-04-29T14:05:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4025,0.0575,-0.6722,0.4371,0.005184,-0.0218,
2026-04-29T14:00:00+00:00,2026-04-29T14:05:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3577,0.1023,-0.3974,0.4574,0.003608,-0.0273,
2026-04-29T14:05:00+00:00,2026-04-29T14:10:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5723,0.0323,-0.5846,-0.5522,0.005308,0.0347,
2026-04-29T14:05:00+00:00,2026-04-29T14:10:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.589,0.049,-0.7538,-0.7732,0.005708,0.0457,
2026-04-29T14:05:00+00:00,2026-04-29T14:10:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5583,0.0183,-0.4394,-0.8095,0.004364,0.0239,
2026-04-29T14:05:00+00:00,2026-04-29T14:10:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.3474,0.1126,-0.8532,-1.1055,0.005002,-0.0365,
2026-04-29T14:05:00+00:00,2026-04-29T14:10:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5918,0.0518,-0.3735,-0.3216,0.003259,0.0258,
2026-04-29T14:10:00+00:00,2026-04-29T14:15:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2955,0.1645,-0.4153,-0.8867,0.002587,-0.029,
2026-04-29T14:15:00+00:00,2026-04-29T14:20:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.7072,0.1672,-0.3704,-0.2252,0.002649,0.0435,
2026-04-29T14:20:00+00:00,2026-04-29T14:25:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.3488,0.1112,-0.6635,-0.3737,0.004276,-0.0318,
2026-04-29T14:20:00+00:00,2026-04-29T14:25:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.3764,0.0836,-0.404,-0.0477,0.003761,-0.0239,
2026-04-29T14:20:00+00:00,2026-04-29T14:25:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4391,0.0209,-0.3047,0.1352,0.002502,-0.0048,
2026-04-29T14:25:00+00:00,2026-04-29T14:30:00+00:00,BTC,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6629,0.1229,-0.1884,0.8591,0.004081,0.0474,
2026-04-29T14:25:00+00:00,2026-04-29T14:30:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.6731,0.1331,-0.1234,1.488,0.003589,0.0436,
2026-04-29T14:30:00+00:00,2026-04-29T14:35:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4527,0.0073,-0.2538,0.2822,0.003032,-0.0051,
2026-04-29T14:30:00+00:00,2026-04-29T14:35:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4145,0.0455,-0.108,0.8511,0.003594,-0.0182,
2026-04-29T14:30:00+00:00,2026-04-29T14:35:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5536,0.0136,-0.0119,0.4294,0.003367,0.0119,
2026-04-29T14:35:00+00:00,2026-04-29T14:40:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,NO,0,-0.5,0.5589,0.0189,0.1319,0.5791,0.002254,0.0064,
2026-04-29T14:40:00+00:00,2026-04-29T14:45:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3261,0.1339,-0.0218,-0.4942,0.003781,-0.0436,
2026-04-29T14:45:00+00:00,2026-04-29T14:50:00+00:00,ETH,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.6453,0.1053,0.1463,-0.5801,0.004727,0.0431,
2026-04-29T14:45:00+00:00,2026-04-29T14:50:00+00:00,BNB,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.617,0.077,0.116,-0.2572,0.002555,0.0177,
2026-04-29T14:50:00+00:00,2026-04-29T14:55:00+00:00,SOL,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5892,0.0492,-0.1905,-0.8094,0.005603,0.0358,
2026-04-29T14:50:00+00:00,2026-04-29T14:55:00+00:00,XRP,5,UPDOWN_GBM,BUY_YES,YES,1,0.48,0.5732,0.0332,-0.1455,-1.3646,0.004077,0.0219,
2026-04-29T14:50:00+00:00,2026-04-29T14:55:00+00:00,BNB,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.4149,0.0451,-0.0627,-0.6425,0.002508,-0.0129,
2026-04-29T14:55:00+00:00,2026-04-29T15:00:00+00:00,BTC,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4468,0.0132,-0.327,-0.0616,0.003909,-0.0081,
2026-04-29T14:55:00+00:00,2026-04-29T15:00:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3917,0.0683,-0.1523,0.193,0.004458,-0.0291,
2026-04-29T14:55:00+00:00,2026-04-29T15:00:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,YES,0,-0.5,0.4373,0.0227,-0.2142,0.1431,0.003802,-0.0119,
2026-04-29T15:00:00+00:00,2026-04-29T15:05:00+00:00,ETH,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3745,0.0855,0.0513,0.0348,0.003895,-0.033,
2026-04-29T15:00:00+00:00,2026-04-29T15:05:00+00:00,SOL,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.3427,0.1173,0.0119,-0.1907,0.0034,-0.0358,
2026-04-29T15:00:00+00:00,2026-04-29T15:05:00+00:00,XRP,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.2887,0.1713,-0.131,-0.4076,0.00319,-0.0437,
2026-04-29T15:00:00+00:00,2026-04-29T15:05:00+00:00,DOGE,5,UPDOWN_GBM,BUY_NO,NO,1,0.48,0.455,0.005,-1.1,-1.2509,0.012809,-0.019,
